,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
SAMD11|ENSG00000187634.13|chr1,-0.000822547945183,0.996311395234477,-0.0104185337583048,0.970852450544032,SAMD11|ENSG00000187634.13|chr1,ns,0
ZNF689|ENSG00000156853.13|chr16,0.0595316971283767,0.868928033654146,0.0452147396678403,0.87370154127107,ZNF689|ENSG00000156853.13|chr16,ns,0
ZNF688|ENSG00000229809.9|chr16,0.112014870967557,0.721951798938551,0.172503056801096,0.631522979566754,ZNF688|ENSG00000229809.9|chr16,ns,0
ZNF764|ENSG00000169951.10|chr16,-0.0785715713762815,0.809502215218698,-1.36289001751115,0.0284548486042306,ZNF764|ENSG00000169951.10|chr16,ns,0
ZNF747|ENSG00000169955.8|chr16,0.0014822365041908,0.996116136951536,-0.322891744643338,0.342171557764024,ZNF747|ENSG00000169955.8|chr16,ns,0
ZNF768|ENSG00000169957.10|chr16,-0.013235630663331,0.979402047042111,-0.323671748964635,0.272959759229266,ZNF768|ENSG00000169957.10|chr16,ns,0
SEPHS2|ENSG00000179918.19|chr16,0.193308962101364,0.194310560782094,0.13167293868475,0.415040699169381,SEPHS2|ENSG00000179918.19|chr16,ns,0
DCTPP1|ENSG00000179958.10|chr16,0.116750654431429,0.690513801733827,0.229791993569526,0.153686381222163,DCTPP1|ENSG00000179958.10|chr16,ns,0
ZNF771|ENSG00000179965.12|chr16,-0.000722308156052,0.99700905252853,-0.254197525840519,0.450459508125854,ZNF771|ENSG00000179965.12|chr16,ns,0
TBC1D10B|ENSG00000169221.14|chr16,0.0989622728784765,0.766922329879537,-0.438732595109454,0.210519090235245,TBC1D10B|ENSG00000169221.14|chr16,ns,0
SULT1A1|ENSG00000196502.14|chr16,-0.109570564068016,0.772678596974081,0.0998635682114739,0.76763915814356,SULT1A1|ENSG00000196502.14|chr16,ns,0
CD2BP2|ENSG00000169217.9|chr16,-0.222415842209144,0.422390850325205,0.0066548114181161,0.988013221162778,CD2BP2|ENSG00000169217.9|chr16,ns,0
ALDOA|ENSG00000149925.22|chr16,-0.264248517888767,0.295458682484444,0.044203137734411,0.85259270669025,ALDOA|ENSG00000149925.22|chr16,ns,0
INO80E|ENSG00000169592.15|chr16,-0.24074791229998,0.453452711699505,0.041764029073277,0.919637890060929,INO80E|ENSG00000169592.15|chr16,ns,0
HIRIP3|ENSG00000149929.16|chr16,-0.0242943426963898,0.963667766466422,-0.0603637801532579,0.875518198599381,HIRIP3|ENSG00000149929.16|chr16,ns,0
TAOK2|ENSG00000149930.18|chr16,0.0131208841265429,0.970117333670361,-0.214327166318684,0.349931474405529,TAOK2|ENSG00000149930.18|chr16,ns,0
KCTD13|ENSG00000174943.11|chr16,-0.0848060964656184,0.786501806251208,0.227435602256203,0.356774120110661,KCTD13|ENSG00000174943.11|chr16,ns,0
CDIPT|ENSG00000103502.14|chr16,-0.262166966238766,0.319944684231262,-0.426131632943061,0.0414410435588397,CDIPT|ENSG00000103502.14|chr16,ns,0
PAGR1|ENSG00000280789.2|chr16,-0.184500914261051,0.450609100844907,-0.447032758361126,0.0034706845496846,PAGR1|ENSG00000280789.2|chr16,ns,0
MAZ|ENSG00000103495.15|chr16,-0.101353212285177,0.772408419596162,-0.386108169704349,0.0660479664555533,MAZ|ENSG00000103495.15|chr16,ns,0
KIF22|ENSG00000079616.14|chr16,-0.0160183017516696,0.976255162832523,-0.287571661098714,0.278410619791105,KIF22|ENSG00000079616.14|chr16,ns,0
QPRT|ENSG00000103485.19|chr16,-0.0825539246429899,0.828352045427242,-0.0173340727375987,0.966366891560744,QPRT|ENSG00000103485.19|chr16,ns,0
NFATC2IP|ENSG00000176953.13|chr16,-0.103171306935677,0.66194321387474,0.160888510612851,0.439351261380722,NFATC2IP|ENSG00000176953.13|chr16,ns,0
SH2B1|ENSG00000178188.15|chr16,-0.395598618195375,0.233699348880217,-0.887844637074653,0.0815267851987724,SH2B1|ENSG00000178188.15|chr16,ns,0
TUFM|ENSG00000178952.11|chr16,-0.0983425286521249,0.788609848221222,0.0881849107473739,0.763562062205514,TUFM|ENSG00000178952.11|chr16,ns,0
PPP4C|ENSG00000149923.14|chr16,-0.313360376754755,0.239228119888899,-0.139084803347456,0.620289438079443,PPP4C|ENSG00000149923.14|chr16,ns,0
ERCC4|ENSG00000175595.16|chr16,-0.366979917497121,0.271038019185592,-1.08078554287459,0.0501448089278687,ERCC4|ENSG00000175595.16|chr16,ns,0
CPPED1|ENSG00000103381.12|chr16,0.10000942130082,0.658698266536552,0.0045628630058079,0.992208953276019,CPPED1|ENSG00000103381.12|chr16,ns,0
GSPT1|ENSG00000103342.13|chr16,0.0490629915379708,0.897510054847426,-0.407578163432584,0.0366733963551897,GSPT1|ENSG00000103342.13|chr16,ns,0
ZNF200|ENSG00000010539.12|chr16,0.313626731230904,0.296044774059713,0.144657045540822,0.685001115841537,ZNF200|ENSG00000010539.12|chr16,ns,0
ZNF213|ENSG00000085644.14|chr16,0.136566312961744,0.605715217159858,-0.0110409231096075,0.975226443498017,ZNF213|ENSG00000085644.14|chr16,ns,0
THOC6|ENSG00000131652.14|chr16,0.0561452082480659,0.862893900187705,-0.406746214157448,0.0603067278148376,THOC6|ENSG00000131652.14|chr16,ns,0
HCFC1R1|ENSG00000103145.11|chr16,0.0061984085311269,0.98963795447701,-0.002411169382964,0.993270968683961,HCFC1R1|ENSG00000103145.11|chr16,ns,0
TNFRSF12A|ENSG00000006327.14|chr16,0.147558547781692,0.512233041061216,0.359806541436317,0.308535831680133,TNFRSF12A|ENSG00000006327.14|chr16,ns,0
PAQR4|ENSG00000162073.14|chr16,-0.0163321525869973,0.975091844744751,-0.0690582109041752,0.855927932519478,PAQR4|ENSG00000162073.14|chr16,ns,0
PKMYT1|ENSG00000127564.17|chr16,0.0092883925666794,0.986491582362843,0.118232802384756,0.736486509001756,PKMYT1|ENSG00000127564.17|chr16,ns,0
FLYWCH2|ENSG00000162076.13|chr16,0.0018067809219642,0.994842722602958,-0.0031607858788699,0.992944016722633,FLYWCH2|ENSG00000162076.13|chr16,ns,0
ELOB|ENSG00000103363.16|chr16,-0.0581926015178747,0.890655934460081,-0.123286203592059,0.650642466743151,ELOB|ENSG00000103363.16|chr16,ns,0
SRRM2|ENSG00000167978.17|chr16,-0.180669842392242,0.426139158650104,0.139063986675058,0.617548258332051,SRRM2|ENSG00000167978.17|chr16,ns,0
KCTD5|ENSG00000167977.9|chr16,-0.0149481379770868,0.976758744376193,-0.471490434288301,0.0704438915443205,KCTD5|ENSG00000167977.9|chr16,ns,0
PDPK1|ENSG00000140992.19|chr16,-0.0302809912059758,0.956467805384391,-0.946939916889802,0.0196591899654868,PDPK1|ENSG00000140992.19|chr16,ns,0
AMDHD2|ENSG00000162066.16|chr16,0.0739137534887046,0.797574421279406,-0.150273121177087,0.370182103156372,AMDHD2|ENSG00000162066.16|chr16,ns,0
ZNF263|ENSG00000006194.10|chr16,0.110358210569122,0.765730401232658,0.457441288358418,0.189651615673963,ZNF263|ENSG00000006194.10|chr16,ns,0
ATP6V0C|ENSG00000185883.12|chr16,-0.0641721679053458,0.856464079981646,-0.30262673456706,0.0222033099610802,ATP6V0C|ENSG00000185883.12|chr16,ns,0
TEDC2|ENSG00000162062.15|chr16,-0.786171083626042,0.0584998265332099,-0.151769448537102,0.663263640182957,TEDC2|ENSG00000162062.15|chr16,ns,0
CCNF|ENSG00000162063.13|chr16,-0.454003151792927,0.0633607189877643,-0.467447526838007,0.128253411549126,CCNF|ENSG00000162063.13|chr16,ns,0
RNPS1|ENSG00000205937.12|chr16,-0.0851691560726207,0.778877429459459,-0.122054719679185,0.611955767654226,RNPS1|ENSG00000205937.12|chr16,ns,0
ECI1|ENSG00000167969.13|chr16,0.27733386179288,0.264619036209424,0.108362339079632,0.661951254351522,ECI1|ENSG00000167969.13|chr16,ns,0
E4F1|ENSG00000167967.16|chr16,0.119336757562348,0.719026369724885,0.0562624909599137,0.884818108848154,E4F1|ENSG00000167967.16|chr16,ns,0
PGP|ENSG00000184207.9|chr16,0.166532260177239,0.587212122263622,-0.155818218246888,0.548690129704769,PGP|ENSG00000184207.9|chr16,ns,0
MLST8|ENSG00000167965.18|chr16,0.14167777066818,0.595271432755114,-0.139214125413015,0.661951254351522,MLST8|ENSG00000167965.18|chr16,ns,0
TRAF7|ENSG00000131653.13|chr16,0.0685344568688657,0.875800536038482,-0.231230682957649,0.496077951444094,TRAF7|ENSG00000131653.13|chr16,ns,0
NTHL1|ENSG00000065057.9|chr16,-0.0442538355817001,0.849677188846623,-0.268150670414185,0.381454318224739,NTHL1|ENSG00000065057.9|chr16,ns,0
ZNF598|ENSG00000167962.15|chr16,0.0199974022552438,0.969373610333798,0.130401073177089,0.570882135281261,ZNF598|ENSG00000167962.15|chr16,ns,0
GFER|ENSG00000127554.13|chr16,0.0403741715803029,0.928271883470254,-0.170846145033578,0.626435283116085,GFER|ENSG00000127554.13|chr16,ns,0
RPS2|ENSG00000140988.16|chr16,-0.0745611633340056,0.801391224499492,0.334234015970135,0.0399900211476258,RPS2|ENSG00000140988.16|chr16,ns,0
NDUFB10|ENSG00000140990.15|chr16,-0.0880633753349689,0.813995404941938,-0.449292532731401,0.118983074897884,NDUFB10|ENSG00000140990.15|chr16,ns,0
TBC1D24|ENSG00000162065.14|chr16,-0.0703657902410063,0.859546668187462,-0.0682914997870814,0.854385974629913,TBC1D24|ENSG00000162065.14|chr16,ns,0
ZNF75A|ENSG00000162086.16|chr16,0.404493415196123,0.226288160899775,-0.0023826022879705,0.99323160901059,ZNF75A|ENSG00000162086.16|chr16,ns,0
ZSCAN32|ENSG00000140987.21|chr16,0.0616252379610604,0.888215358345356,0.0892658679385655,0.811964510848949,ZSCAN32|ENSG00000140987.21|chr16,ns,0
ZNF174|ENSG00000103343.13|chr16,-0.0575832650138739,0.840022746113869,-0.0921667879923171,0.778924197222007,ZNF174|ENSG00000103343.13|chr16,ns,0
RSL1D1|ENSG00000171490.13|chr16,-0.223153246808035,0.276778356208066,0.0805322299944704,0.69371326719293,RSL1D1|ENSG00000171490.13|chr16,ns,0
ZC3H7A|ENSG00000122299.12|chr16,0.146655719925424,0.660189251840355,0.144670852586617,0.691092214804374,ZC3H7A|ENSG00000122299.12|chr16,ns,0
TXNDC11|ENSG00000153066.13|chr16,0.120644947176278,0.719026369724885,0.23421619808724,0.503722699831337,TXNDC11|ENSG00000153066.13|chr16,ns,0
SNN|ENSG00000184602.6|chr16,-0.856866087419781,0.081225008699874,-0.223239809521519,0.0750037684739729,SNN|ENSG00000184602.6|chr16,ns,0
LITAF|ENSG00000189067.14|chr16,-0.194217562859374,0.520093508253676,-0.388477907149796,0.12008131107288,LITAF|ENSG00000189067.14|chr16,ns,0
RMI2|ENSG00000175643.10|chr16,-0.004855817751011,0.993060712651031,0.237815478253672,0.351154676518089,RMI2|ENSG00000175643.10|chr16,ns,0
NUBP1|ENSG00000103274.11|chr16,0.233600452652662,0.482743593512345,0.244253595138983,0.412619275623566,NUBP1|ENSG00000103274.11|chr16,ns,0
EMP2|ENSG00000213853.10|chr16,-0.0353802936244451,0.945075832658888,0.0301680846913307,0.937374883396982,EMP2|ENSG00000213853.10|chr16,ns,0
C16orf72|ENSG00000182831.12|chr16,-0.0674373129572069,0.874889918586359,-0.19718074659071,0.531097140577536,C16orf72|ENSG00000182831.12|chr16,ns,0
USP7|ENSG00000187555.17|chr16,-0.17926318258372,0.528507829137067,-0.151319149823183,0.589240575705979,USP7|ENSG00000187555.17|chr16,ns,0
CARHSP1|ENSG00000153048.11|chr16,-0.208734502980663,0.521509184703961,-0.227822616275013,0.481045122113908,CARHSP1|ENSG00000153048.11|chr16,ns,0
PMM2|ENSG00000140650.13|chr16,0.520150005125235,0.107367480341011,0.232777610276137,0.484797003187961,PMM2|ENSG00000140650.13|chr16,ns,0
TMEM186|ENSG00000184857.8|chr16,0.0139201738320538,0.979402047042111,0.236240046903964,0.442502902488394,TMEM186|ENSG00000184857.8|chr16,ns,0
ABAT|ENSG00000183044.12|chr16,-0.0017693481817062,0.994599662540644,-0.169496905672528,0.0214063521454455,ABAT|ENSG00000183044.12|chr16,ns,0
METTL22|ENSG00000067365.15|chr16,0.0698334657156372,0.833194633166134,-0.0860785913143091,0.523906429275874,METTL22|ENSG00000067365.15|chr16,ns,0
EEF2KMT|ENSG00000118894.15|chr16,0.132825074542965,0.694876736595634,-0.0878182138096368,0.480582720748761,EEF2KMT|ENSG00000118894.15|chr16,ns,0
ALG1|ENSG00000033011.14|chr16,0.0148909867044231,0.975091844744751,0.017996623332223,0.968074596393635,ALG1|ENSG00000033011.14|chr16,ns,0
NAGPA|ENSG00000103174.13|chr16,-0.0093608096641187,0.984095873150014,-0.321453757328052,0.36470267383436,NAGPA|ENSG00000103174.13|chr16,ns,0
UBN1|ENSG00000118900.15|chr16,-0.107381295875383,0.778877429459459,-0.095538943959273,0.791434685611597,UBN1|ENSG00000118900.15|chr16,ns,0
GLYR1|ENSG00000140632.17|chr16,-0.0224593130182401,0.967037007869411,-0.0773601503462808,0.662457296453575,GLYR1|ENSG00000140632.17|chr16,ns,0
ZNF500|ENSG00000103199.14|chr16,0.115405486413302,0.757887473884199,0.634604427920208,0.077750012003675,ZNF500|ENSG00000103199.14|chr16,ns,0
MGRN1|ENSG00000102858.13|chr16,-0.0389387304767824,0.904393845426665,-0.217058197956272,0.420743422318665,MGRN1|ENSG00000102858.13|chr16,ns,0
UBALD1|ENSG00000153443.13|chr16,0.0790577355762118,0.84222363519597,0.14414535227507,0.617203525345332,UBALD1|ENSG00000153443.13|chr16,ns,0
TFAP4|ENSG00000090447.12|chr16,-0.0037950470974751,0.993289812586899,-0.0170801314369412,0.966366891560744,TFAP4|ENSG00000090447.12|chr16,ns,0
ADCY9|ENSG00000162104.10|chr16,-0.183405746536667,0.562807983213895,-0.360969747888479,0.27648881243085,ADCY9|ENSG00000162104.10|chr16,ns,0
CREBBP|ENSG00000005339.15|chr16,0.127735279713061,0.712129025694267,-0.606056954484423,0.0883406227000523,CREBBP|ENSG00000005339.15|chr16,ns,0
TRAP1|ENSG00000126602.11|chr16,-0.0679645825158419,0.862055792395261,0.136541237615901,0.606141947731359,TRAP1|ENSG00000126602.11|chr16,ns,0
CLUAP1|ENSG00000103351.13|chr16,0.0964289757050374,0.800616181851382,0.006832378321666,0.989705585003984,CLUAP1|ENSG00000103351.13|chr16,ns,0
ZNF597|ENSG00000167981.7|chr16,0.500723272644153,0.172903761844705,0.113395393837815,0.460322352540352,ZNF597|ENSG00000167981.7|chr16,ns,0
FAHD1|ENSG00000180185.13|chr16,-0.0486248419770934,0.913880212598091,-0.0231308723874647,0.938219249990786,FAHD1|ENSG00000180185.13|chr16,ns,0
DGKH|ENSG00000102780.17|chr13,-0.129311199500367,0.683108834748644,-0.179642096226958,0.535833638945658,DGKH|ENSG00000102780.17|chr13,ns,0
NAA16|ENSG00000172766.19|chr13,0.152288397057132,0.658649712895531,-0.350433790646478,0.12044901178304,NAA16|ENSG00000172766.19|chr13,ns,0
KBTBD6|ENSG00000165572.8|chr13,-0.168032958207899,0.530434981655747,-0.239409982303503,0.294713855793214,KBTBD6|ENSG00000165572.8|chr13,ns,0
ZNRD2|ENSG00000173465.8|chr11,0.0159904394023738,0.964911401696081,0.342992888324271,0.312919423288697,ZNRD2|ENSG00000173465.8|chr11,ns,0
SCYL1|ENSG00000142186.18|chr11,0.0287178638591858,0.959477997230152,0.137196057279549,0.676748840925386,SCYL1|ENSG00000142186.18|chr11,ns,0
FRMD8|ENSG00000126391.14|chr11,-0.0816398685978419,0.818698341854936,-0.660970621284439,0.120756946326067,FRMD8|ENSG00000126391.14|chr11,ns,0
DPF2|ENSG00000133884.10|chr11,0.0005145229519985,0.998354435201369,0.0659089260297951,0.867927394141644,DPF2|ENSG00000133884.10|chr11,ns,0
POLA2|ENSG00000014138.9|chr11,-0.0034376215480236,0.993289812586899,0.954199867655023,0.0274729675905873,POLA2|ENSG00000014138.9|chr11,ns,0
MRPL49|ENSG00000149792.9|chr11,0.257098294655056,0.336781976516298,0.329499522318603,0.162768734114815,MRPL49|ENSG00000149792.9|chr11,ns,0
FAU|ENSG00000149806.11|chr11,0.126770210586265,0.634657793137379,0.202507001318727,0.16066201202041,FAU|ENSG00000149806.11|chr11,ns,0
ZNHIT2|ENSG00000174276.7|chr11,0.0771558157986679,0.827256209148813,1.24495652696554,0.0028602260776626,ZNHIT2|ENSG00000174276.7|chr11,ns,0
TM7SF2|ENSG00000149809.17|chr11,0.0252254437017536,0.949008627121934,0.0230955245079294,0.848845210118533,TM7SF2|ENSG00000149809.17|chr11,ns,0
VPS51|ENSG00000149823.9|chr11,0.0979923360330697,0.65110362324568,-0.0420085796607665,0.904511187024839,VPS51|ENSG00000149823.9|chr11,ns,0
CDCA5|ENSG00000146670.10|chr11,-0.0028918944692225,0.994599662540644,0.0996456329338156,0.748548571723066,CDCA5|ENSG00000146670.10|chr11,ns,0
SAC3D1|ENSG00000168061.17|chr11,-0.121597017186631,0.722412218255187,-0.111577512489964,0.643512293019759,SAC3D1|ENSG00000168061.17|chr11,ns,0
SNX15|ENSG00000110025.13|chr11,-0.0017984127025496,0.994617317253732,-0.16644245333277,0.312724266781259,SNX15|ENSG00000110025.13|chr11,ns,0
FAM89B|ENSG00000176973.8|chr11,-0.0263390059738768,0.960032915062821,-0.104942699782402,0.770510724738077,FAM89B|ENSG00000176973.8|chr11,ns,0
ARL2|ENSG00000213465.8|chr11,-0.0314744110641216,0.94431205740125,-0.288402869097659,0.390644198946,ARL2|ENSG00000213465.8|chr11,ns,0
EHD1|ENSG00000110047.18|chr11,0.0701763168318144,0.857670842214793,-0.0536872726091594,0.888482186832726,EHD1|ENSG00000110047.18|chr11,ns,0
MEN1|ENSG00000133895.18|chr11,-0.169610826520034,0.575969763424756,-0.616473387419062,0.0298651134946596,MEN1|ENSG00000133895.18|chr11,ns,0
SF1|ENSG00000168066.21|chr11,-0.231718000705737,0.309111137697156,-0.49386636851979,0.0135986413839,SF1|ENSG00000168066.21|chr11,ns,0
PRDX5|ENSG00000126432.14|chr11,0.118125578864325,0.660189251840355,0.266067193572551,0.436490236725938,PRDX5|ENSG00000126432.14|chr11,ns,0
TRMT112|ENSG00000173113.7|chr11,-0.0187616914486203,0.963924254040002,-0.388625188835817,0.001833640144212,TRMT112|ENSG00000173113.7|chr11,ns,0
ESRRA|ENSG00000173153.17|chr11,-0.0979572833669511,0.793714755940309,-0.152481113644921,0.660030649754762,ESRRA|ENSG00000173153.17|chr11,ns,0
NUDT22|ENSG00000149761.9|chr11,-0.035517700092648,0.928719818813526,0.110860392049369,0.756569161147568,NUDT22|ENSG00000149761.9|chr11,ns,0
STIP1|ENSG00000168439.17|chr11,-0.0426006790248186,0.92806397849978,0.597741554956701,0.0773753823259652,STIP1|ENSG00000168439.17|chr11,ns,0
OTUB1|ENSG00000167770.13|chr11,0.137301120673927,0.642862880702157,-0.323281889961692,0.350744977612166,OTUB1|ENSG00000167770.13|chr11,ns,0
COX8A|ENSG00000176340.4|chr11,-0.0752848146674363,0.788609848221222,-0.189316839252367,0.178141128827545,COX8A|ENSG00000176340.4|chr11,ns,0
NAA40|ENSG00000110583.13|chr11,-0.0022667015347244,0.994599662540644,-0.109693892697028,0.715902590315151,NAA40|ENSG00000110583.13|chr11,ns,0
MARK2|ENSG00000072518.22|chr11,-0.0232269307105013,0.963924254040002,0.0528207714747419,0.893661304845651,MARK2|ENSG00000072518.22|chr11,ns,0
SPINDOC|ENSG00000168005.9|chr11,-0.0756842434920241,0.850627052380508,-0.668055994988131,0.0445791881160559,SPINDOC|ENSG00000168005.9|chr11,ns,0
ATG2A|ENSG00000110046.13|chr11,-0.0163370475274485,0.963542348138127,0.0994881632067825,0.742922730223113,ATG2A|ENSG00000110046.13|chr11,ns,0
ZFTA|ENSG00000188070.9|chr11,-0.124331736732299,0.663191257493491,-0.0339555865387233,0.126273260720713,ZFTA|ENSG00000188070.9|chr11,ns,0
RELA|ENSG00000173039.20|chr11,-0.048125811905663,0.914948348239171,-0.227814479159041,0.479368363369875,RELA|ENSG00000173039.20|chr11,ns,0
RNASEH2C|ENSG00000172922.11|chr11,-0.0902368192540342,0.814877015259221,0.0351341822734466,0.931973098884811,RNASEH2C|ENSG00000172922.11|chr11,ns,0
PPP6R3|ENSG00000110075.15|chr11,0.0555584202200643,0.904393845426665,-0.722330043401888,0.103410384030768,PPP6R3|ENSG00000110075.15|chr11,ns,0
C11orf24|ENSG00000171067.11|chr11,-0.0100097176208726,0.984095873150014,-0.0446786390439681,0.906205161508067,C11orf24|ENSG00000171067.11|chr11,ns,0
KMT5B|ENSG00000110066.16|chr11,-0.0039178753197661,0.993289812586899,-0.758939749292031,0.094165401546971,KMT5B|ENSG00000110066.16|chr11,ns,0
CHKA|ENSG00000110721.12|chr11,-0.0940933261319503,0.806652467407091,-0.134714721343808,0.707623854475089,CHKA|ENSG00000110721.12|chr11,ns,0
NDUFS8|ENSG00000110717.13|chr11,0.0293517228688901,0.950996451405388,-0.127580603962768,0.707383890445995,NDUFS8|ENSG00000110717.13|chr11,ns,0
GSTP1|ENSG00000084207.18|chr11,0.0503137790499909,0.910230991153999,-0.177010895531008,0.598082947354999,GSTP1|ENSG00000084207.18|chr11,ns,0
AIP|ENSG00000110711.11|chr11,-0.0828232872621889,0.771468852014432,-0.0101307699893271,0.979632474425533,AIP|ENSG00000110711.11|chr11,ns,0
CORO1B|ENSG00000172725.14|chr11,0.0844338904860391,0.828423414525989,-0.419429648836676,0.228866721570857,CORO1B|ENSG00000172725.14|chr11,ns,0
RPS6KB2|ENSG00000175634.15|chr11,0.0467941991310925,0.888611064630365,-0.200768986825768,0.151576091202594,RPS6KB2|ENSG00000175634.15|chr11,ns,0
PPP1CA|ENSG00000172531.16|chr11,-0.0642763376661324,0.881067609198326,-0.510366897142032,0.154287342340576,PPP1CA|ENSG00000172531.16|chr11,ns,0
RAD9A|ENSG00000172613.8|chr11,0.145342902706184,0.517995842843918,0.377918694585672,0.285741579816502,RAD9A|ENSG00000172613.8|chr11,ns,0
GRK2|ENSG00000173020.11|chr11,0.110430085114597,0.709948896285305,-0.236756184905967,0.489984188941065,GRK2|ENSG00000173020.11|chr11,ns,0
KDM2A|ENSG00000173120.15|chr11,-0.100945581961289,0.792212263025737,-0.528854835617214,0.100108184194857,KDM2A|ENSG00000173120.15|chr11,ns,0
KAT5|ENSG00000172977.13|chr11,0.280417525505494,0.310732955011227,0.573285015422665,0.136060266787703,KAT5|ENSG00000172977.13|chr11,ns,0
RBM14|ENSG00000239306.5|chr11,0.296539579857689,0.226555352946338,0.273848734624192,0.269670943193515,RBM14|ENSG00000239306.5|chr11,ns,0
MRPL11|ENSG00000174547.13|chr11,0.067646909006281,0.868928033654146,-0.0726036543863089,0.847502157184892,MRPL11|ENSG00000174547.13|chr11,ns,0
B4GAT1|ENSG00000174684.7|chr11,-0.214560681575734,0.513394707327562,-0.339325381745342,0.31770500131996,B4GAT1|ENSG00000174684.7|chr11,ns,0
BRMS1|ENSG00000174744.14|chr11,-0.142302584837502,0.649773028016869,-0.116740440668917,0.71927262390155,BRMS1|ENSG00000174744.14|chr11,ns,0
YIF1A|ENSG00000174851.16|chr11,0.224463689767283,0.470715996519029,0.0244913449019823,0.953180346385485,YIF1A|ENSG00000174851.16|chr11,ns,0
SF3B2|ENSG00000087365.16|chr11,0.0070662081680013,0.990186927582086,0.152799120168887,0.523526389296925,SF3B2|ENSG00000087365.16|chr11,ns,0
BANF1|ENSG00000175334.8|chr11,0.0275210847244141,0.948317593725215,0.0851369563129232,0.793989863786992,BANF1|ENSG00000175334.8|chr11,ns,0
EIF1AD|ENSG00000175376.9|chr11,0.057817220371908,0.900574153960218,-0.0459821491317053,0.904813328480236,EIF1AD|ENSG00000175376.9|chr11,ns,0
DRAP1|ENSG00000175550.8|chr11,0.0919955769697106,0.737729507483317,-0.0402029272704635,0.914774003296066,DRAP1|ENSG00000175550.8|chr11,ns,0
C11orf68|ENSG00000175573.7|chr11,0.132629953271821,0.700896912502907,-0.0195268409886671,0.960723654418626,C11orf68|ENSG00000175573.7|chr11,ns,0
FIBP|ENSG00000172500.13|chr11,0.0492256694691567,0.882650342190823,0.0135111460411089,0.973773700336221,FIBP|ENSG00000172500.13|chr11,ns,0
MUS81|ENSG00000172732.12|chr11,0.0354282015225696,0.939567015873234,0.603071860994899,0.129829300887863,MUS81|ENSG00000172732.12|chr11,ns,0
CFL1|ENSG00000172757.13|chr11,-0.0845125675120247,0.764807675776606,-0.260424628119504,0.0404507924118925,CFL1|ENSG00000172757.13|chr11,ns,0
AP5B1|ENSG00000254470.3|chr11,0.0056998725387585,0.991822203135613,-0.498729141894697,0.167051994725585,AP5B1|ENSG00000254470.3|chr11,ns,0
ZDHHC24|ENSG00000174165.8|chr11,-0.0531070376824425,0.855616426000242,0.0636058486541653,0.868397891192614,ZDHHC24|ENSG00000174165.8|chr11,ns,0
RTN3|ENSG00000133318.14|chr11,-0.157705660084594,0.642862880702157,-0.0867220620341065,0.787951181218102,RTN3|ENSG00000133318.14|chr11,ns,0
WDR74|ENSG00000133316.16|chr11,0.264087446338568,0.36419978482977,0.0142774058365322,0.96842000687747,WDR74|ENSG00000133316.16|chr11,ns,0
STX5|ENSG00000162236.13|chr11,0.458524554055251,0.201783603605184,0.696111089788345,0.100456597665772,STX5|ENSG00000162236.13|chr11,ns,0
FAM111B|ENSG00000189057.11|chr11,0.0823008764737594,0.819590813528198,-0.225547719051276,0.439518473496601,FAM111B|ENSG00000189057.11|chr11,ns,0
ZFP91|ENSG00000186660.15|chr11,0.0437758422744366,0.915845024199446,-0.303059992415526,0.26243868077976,ZFP91|ENSG00000186660.15|chr11,ns,0
CTNND1|ENSG00000198561.16|chr11,0.086843719653195,0.825806729265437,-0.316336688111051,0.3569371218897,CTNND1|ENSG00000198561.16|chr11,ns,0
TMX2|ENSG00000213593.10|chr11,0.0582941033476795,0.897510054847426,-0.0834755309181387,0.824046450753005,TMX2|ENSG00000213593.10|chr11,ns,0
MED19|ENSG00000156603.20|chr11,-0.0236940668924154,0.963924254040002,0.741906628001594,0.0127201626940823,MED19|ENSG00000156603.20|chr11,ns,0
ZDHHC5|ENSG00000156599.11|chr11,-0.0028408271677421,0.994599662540644,-0.131643004567851,0.706856650445923,ZDHHC5|ENSG00000156599.11|chr11,ns,0
CLP1|ENSG00000172409.7|chr11,-0.028820743706199,0.955152834277592,-0.163783897696664,0.643341756281889,CLP1|ENSG00000172409.7|chr11,ns,0
TIMM10|ENSG00000134809.9|chr11,-0.0381962879895073,0.935276176730026,-0.185851194585882,0.580969833774041,TIMM10|ENSG00000134809.9|chr11,ns,0
SSRP1|ENSG00000149136.9|chr11,-0.0127257301319455,0.979402047042111,0.258199483528212,0.270872018180528,SSRP1|ENSG00000149136.9|chr11,ns,0
PTPMT1|ENSG00000110536.14|chr11,-0.0467462150698783,0.921446955564192,-0.61248275033464,0.0748318037701662,PTPMT1|ENSG00000110536.14|chr11,ns,0
CELF1|ENSG00000149187.19|chr11,-0.0463668503971005,0.878801799395277,-0.108392642842302,0.633248568551443,CELF1|ENSG00000149187.19|chr11,ns,0
PSMC3|ENSG00000165916.9|chr11,0.111088396419226,0.759339812224859,0.380397079795837,0.251921624036012,PSMC3|ENSG00000165916.9|chr11,ns,0
SLC39A13|ENSG00000165915.14|chr11,-0.0687674266363155,0.824412084844229,-0.129601377053608,0.612049874948413,SLC39A13|ENSG00000165915.14|chr11,ns,0
OSBP|ENSG00000110048.12|chr11,0.169148426049903,0.614853748639852,0.219250715395844,0.518349608791231,OSBP|ENSG00000110048.12|chr11,ns,0
