,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
FKBP2|ENSG00000173486.14|chr11,0.147637386013291,0.390844364508264,0.219058077340145,0.287510037432498,FKBP2|ENSG00000173486.14|chr11,ns,0
NUDT22|ENSG00000149761.9|chr11,0.0965474354557513,0.640901472073299,-0.0217635878210787,0.951206360112238,NUDT22|ENSG00000149761.9|chr11,ns,0
TRPT1|ENSG00000149743.14|chr11,0.0433150611232906,0.842052453172551,0.0051866505252803,0.988128585950266,TRPT1|ENSG00000149743.14|chr11,ns,0
OTUB1|ENSG00000167770.13|chr11,0.0591727320381808,0.766279688725063,-0.0061540148793165,0.979197345080317,OTUB1|ENSG00000167770.13|chr11,ns,0
COX8A|ENSG00000176340.4|chr11,-0.154808747391344,0.0835765384673374,-0.139623716880184,0.0971411136334897,COX8A|ENSG00000176340.4|chr11,ns,0
NAA40|ENSG00000110583.13|chr11,0.0312940426579068,0.895949658735208,-0.042754744343449,0.875007380231945,NAA40|ENSG00000110583.13|chr11,ns,0
MARK2|ENSG00000072518.22|chr11,0.0472233175118451,0.839023987116377,-0.0155517303688589,0.962858795643548,MARK2|ENSG00000072518.22|chr11,ns,0
SPINDOC|ENSG00000168005.9|chr11,-0.0088642406879471,0.97363682315182,-0.270469903454045,0.295037098985743,SPINDOC|ENSG00000168005.9|chr11,ns,0
RPS6KA4|ENSG00000162302.13|chr11,-0.119739678218769,0.496628613403604,-0.154189932316627,0.457024135741825,RPS6KA4|ENSG00000162302.13|chr11,ns,0
PLAAT3|ENSG00000176485.13|chr11,-0.0879302501790097,0.666941575721151,0.0562195212686628,0.844967089240483,PLAAT3|ENSG00000176485.13|chr11,ns,0
STX5|ENSG00000162236.13|chr11,0.353927304441532,0.0882787821129715,0.554114080780368,0.0488066320109971,STX5|ENSG00000162236.13|chr11,ns,0
NXF1|ENSG00000162231.14|chr11,0.0504145887062972,0.819674979533377,0.401353190318084,0.0984025497851318,NXF1|ENSG00000162231.14|chr11,ns,0
TMEM179B|ENSG00000185475.11|chr11,-0.309512861915513,0.0893040057096802,-0.704939549761592,0.0011314866990648,TMEM179B|ENSG00000185475.11|chr11,ns,0
TMEM223|ENSG00000168569.8|chr11,0.123884079590241,0.458921811310665,0.0600310869414275,0.810211937869405,TMEM223|ENSG00000168569.8|chr11,ns,0
POLR2G|ENSG00000168002.12|chr11,0.0263169214850799,0.879283499253329,0.233043811643057,0.0826611413208318,POLR2G|ENSG00000168002.12|chr11,ns,0
TTC9C|ENSG00000162222.14|chr11,0.29818111590006,0.163735372104792,-0.0558379068571015,0.832759409734035,TTC9C|ENSG00000162222.14|chr11,ns,0
HNRNPUL2|ENSG00000214753.4|chr11,-0.0915094035338406,0.657923542407635,-0.118899612593631,0.655535963283118,HNRNPUL2|ENSG00000214753.4|chr11,ns,0
BSCL2|ENSG00000168000.16|chr11,0.0109892519171231,0.971315703213186,-0.263717179769416,0.28349708580135,BSCL2|ENSG00000168000.16|chr11,ns,0
UBXN1|ENSG00000162191.14|chr11,0.0242992649883097,0.920476362217633,0.144414796316585,0.500815472290908,UBXN1|ENSG00000162191.14|chr11,ns,0
UQCC3|ENSG00000204922.5|chr11,0.0850998818723954,0.676101499780517,-0.0743378762006376,0.772555214470494,UQCC3|ENSG00000204922.5|chr11,ns,0
LBHD1|ENSG00000162194.13|chr11,-0.191415950867447,0.299000083433505,-0.141589481294736,0.533328554050838,LBHD1|ENSG00000162194.13|chr11,ns,0
C11orf98|ENSG00000278615.5|chr11,-0.188825582306647,0.308391210121236,-0.138838267522194,0.541534294640138,C11orf98|ENSG00000278615.5|chr11,ns,0
INTS5|ENSG00000185085.2|chr11,-0.0080953471366477,0.974508501571411,-0.0014698969529045,0.995503773951681,INTS5|ENSG00000185085.2|chr11,ns,0
WDR74|ENSG00000133316.16|chr11,0.402475074231357,0.0795970402556849,0.325161493892422,0.224459389195063,WDR74|ENSG00000133316.16|chr11,ns,0
PTPMT1|ENSG00000110536.14|chr11,-0.134617163260658,0.398477967939893,-0.373739822184476,0.0876048821910308,PTPMT1|ENSG00000110536.14|chr11,ns,0
NDUFS8|ENSG00000110717.13|chr11,-0.16569047803582,0.24098320187836,-0.248977360748735,0.104568944765356,NDUFS8|ENSG00000110717.13|chr11,ns,0
KMT5B|ENSG00000110066.16|chr11,-0.0407422503949439,0.859755857649266,-0.190063704576506,0.171818436653826,KMT5B|ENSG00000110066.16|chr11,ns,0
TIMM8B|ENSG00000150779.12|chr11,-0.128977907672119,0.442657271195557,-0.0801214722872696,0.735512332508542,TIMM8B|ENSG00000150779.12|chr11,ns,0
NKAPD1|ENSG00000150776.18|chr11,0.0137698910777076,0.96260807115973,0.23162828434792,0.334931025130482,NKAPD1|ENSG00000150776.18|chr11,ns,0
DLAT|ENSG00000150768.17|chr11,-0.127026245556024,0.452648852771078,-0.177915457936407,0.476252921650315,DLAT|ENSG00000150768.17|chr11,ns,0
DIXDC1|ENSG00000150764.14|chr11,-0.171611248861781,0.380064570362282,-0.148378541104594,0.328323545306655,DIXDC1|ENSG00000150764.14|chr11,ns,0
C11orf1|ENSG00000137720.8|chr11,-0.105561640458486,0.593339840413481,0.0380603221639006,0.897790011965449,C11orf1|ENSG00000137720.8|chr11,ns,0
ENSG00000258529|ENSG00000258529.5|chr11,-0.301817052298537,0.155798019016846,0.0462489498579323,0.882833276001198,ENSG00000258529|ENSG00000258529.5|chr11,ns,0
ALG9|ENSG00000086848.15|chr11,-0.144334399668683,0.466182063132762,0.0408035706429681,0.897377995646704,ALG9|ENSG00000086848.15|chr11,ns,0
PPP2R1B|ENSG00000137713.16|chr11,-0.130346332606323,0.511382160843867,0.0455861666704598,0.883219309082697,PPP2R1B|ENSG00000137713.16|chr11,ns,0
FDX1|ENSG00000137714.3|chr11,0.0384596686999891,0.840084032226307,-0.275103470866047,0.144454692414187,FDX1|ENSG00000137714.3|chr11,ns,0
RDX|ENSG00000137710.17|chr11,-0.101318878203289,0.57079251283505,-0.330217332000773,0.175805056319893,RDX|ENSG00000137710.17|chr11,ns,0
DDX10|ENSG00000178105.12|chr11,0.129759332055996,0.515065579261358,-0.0979152369974748,0.716493015347824,DDX10|ENSG00000178105.12|chr11,ns,0
POGLUT3|ENSG00000178202.13|chr11,-0.039414837316045,0.862345350957489,-0.0376336370044247,0.905096847135888,POGLUT3|ENSG00000178202.13|chr11,ns,0
ATM|ENSG00000149311.20|chr11,-0.0744033912345405,0.729793565491823,0.128533352227206,0.49106242194783,ATM|ENSG00000149311.20|chr11,ns,0
ACAT1|ENSG00000075239.14|chr11,-0.144397963195159,0.377507134534848,0.0693657623744306,0.788333789794512,ACAT1|ENSG00000075239.14|chr11,ns,0
CUL5|ENSG00000166266.14|chr11,0.280018886617173,0.0647040222010794,0.174893545127176,0.491273298222633,CUL5|ENSG00000166266.14|chr11,ns,0
SLC35F2|ENSG00000110660.15|chr11,-0.126540724024625,0.51935078182484,0.0196666638496556,0.956673560598518,SLC35F2|ENSG00000110660.15|chr11,ns,0
ALKBH8|ENSG00000137760.15|chr11,0.327821876718934,0.142274526886112,0.280651275232859,0.261324889122165,ALKBH8|ENSG00000137760.15|chr11,ns,0
CWF19L2|ENSG00000152404.16|chr11,0.0523402275184394,0.765052942186396,0.298583504400289,0.19395365916042,CWF19L2|ENSG00000152404.16|chr11,ns,0
AASDHPPT|ENSG00000149313.11|chr11,0.0663527990821605,0.696180162066312,0.0342569864167893,0.902916531382342,AASDHPPT|ENSG00000149313.11|chr11,ns,0
MSANTD4|ENSG00000170903.12|chr11,0.308415285634223,0.154359984225211,0.236871083588349,0.34228498881693,MSANTD4|ENSG00000170903.12|chr11,ns,0
DCUN1D5|ENSG00000137692.12|chr11,0.0775964716653047,0.655586405093093,0.0563426928884677,0.830242481311357,DCUN1D5|ENSG00000137692.12|chr11,ns,0
TMEM123|ENSG00000152558.15|chr11,-0.157074899470166,0.243243936396337,-0.697942590738302,0.0006534574314211,TMEM123|ENSG00000152558.15|chr11,ns,0
BIRC2|ENSG00000110330.10|chr11,0.225402905490933,0.216434649112877,-0.121113182345254,0.636265616873944,BIRC2|ENSG00000110330.10|chr11,ns,0
YAP1|ENSG00000137693.14|chr11,-0.198471516637891,0.314235553301362,0.0298293041800313,0.923459734700104,YAP1|ENSG00000137693.14|chr11,ns,0
MTMR2|ENSG00000087053.20|chr11,-0.106321430675835,0.567159572494085,-0.336331975376789,0.184248702546447,MTMR2|ENSG00000087053.20|chr11,ns,0
CEP57|ENSG00000166037.11|chr11,0.194511982231148,0.322821952841716,0.0230555831200259,0.93970614775459,CEP57|ENSG00000166037.11|chr11,ns,0
FAM76B|ENSG00000077458.13|chr11,0.39427357629682,0.0809812264959718,0.0010530269630424,0.99755668480713,FAM76B|ENSG00000077458.13|chr11,ns,0
SDHD|ENSG00000204370.13|chr11,-0.117677228774959,0.543687093816287,-0.0663089469947525,0.820388786107884,SDHD|ENSG00000204370.13|chr11,ns,0
PTS|ENSG00000150787.8|chr11,-0.281649760228297,0.0567185698086478,-0.764875672313951,3.05386818611148e-05,PTS|ENSG00000150787.8|chr11,ns,0
NCAM1|ENSG00000149294.17|chr11,-0.258471239548077,0.139769171584267,-0.184973471926322,0.454181500566495,NCAM1|ENSG00000149294.17|chr11,ns,0
TTC12|ENSG00000149292.17|chr11,0.0457672487154891,0.813225438150578,0.161291183393805,0.395535595333952,TTC12|ENSG00000149292.17|chr11,ns,0
TLCD5|ENSG00000181264.9|chr11,0.0412709881199477,0.859688317429843,-0.033373686638069,0.913593990850929,TLCD5|ENSG00000181264.9|chr11,ns,0
OAF|ENSG00000184232.9|chr11,-0.0423803294010527,0.855591221194027,-0.198996637154213,0.425956247066026,OAF|ENSG00000184232.9|chr11,ns,0
NECTIN1|ENSG00000110400.11|chr11,-1.25266073160289,0.0040986745424422,-0.312165281320906,0.148186044743296,NECTIN1|ENSG00000110400.11|chr11,ns,0
RNF26|ENSG00000173456.5|chr11,-0.140341028665032,0.460462509080205,-0.373142141874918,0.164229934814102,RNF26|ENSG00000173456.5|chr11,ns,0
MCAM|ENSG00000076706.17|chr11,0.116677245508838,0.561232916369498,0.153757061593124,0.545016037211341,MCAM|ENSG00000076706.17|chr11,ns,0
CBL|ENSG00000110395.8|chr11,0.188767265232179,0.261912364712923,0.0192021231942193,0.957093020879462,CBL|ENSG00000110395.8|chr11,ns,0
HINFP|ENSG00000172273.13|chr11,0.0348099737766246,0.847967156508196,0.175857153158904,0.334717766388003,HINFP|ENSG00000172273.13|chr11,ns,0
C2CD2L|ENSG00000172375.14|chr11,0.045625707414121,0.824085513045879,-0.0696772182440672,0.773287929391588,C2CD2L|ENSG00000172375.14|chr11,ns,0
DPAGT1|ENSG00000172269.20|chr11,-0.0237059896480307,0.923838510687631,0.0628487610357342,0.831244976893436,DPAGT1|ENSG00000172269.20|chr11,ns,0
H2AX|ENSG00000188486.4|chr11,-0.179650380766788,0.121329600319406,-0.425707189915495,0.0005697051209644,H2AX|ENSG00000188486.4|chr11,ns,0
HMBS|ENSG00000256269.11|chr11,0.0033032142577453,0.991247460115139,-0.0320226426565163,0.918632905579838,HMBS|ENSG00000256269.11|chr11,ns,0
ARCN1|ENSG00000095139.15|chr11,0.0313635083836128,0.887035205793411,0.235637808965321,0.31423751428821,ARCN1|ENSG00000095139.15|chr11,ns,0
IFT46|ENSG00000118096.10|chr11,0.2066950651021,0.302594362303087,0.161396752875722,0.528012194280264,IFT46|ENSG00000118096.10|chr11,ns,0
SESN3|ENSG00000149212.12|chr11,-0.112830544336034,0.563868894185028,-0.0688569499955791,0.788772641528913,SESN3|ENSG00000149212.12|chr11,ns,0
KMT2A|ENSG00000118058.24|chr11,0.0955656539268249,0.633233383178269,0.0602233685766965,0.838449451002315,KMT2A|ENSG00000118058.24|chr11,ns,0
UBE4A|ENSG00000110344.10|chr11,-0.245519085061281,0.132750036011297,-0.225003192289501,0.360383479800256,UBE4A|ENSG00000110344.10|chr11,ns,0
BACE1|ENSG00000186318.18|chr11,-0.290021922764543,0.154499199732538,-0.902244667706537,0.0240910764498403,BACE1|ENSG00000186318.18|chr11,ns,0
RNF214|ENSG00000167257.11|chr11,0.343505431965125,0.13359153747649,0.310904818143418,0.20523991720809,RNF214|ENSG00000167257.11|chr11,ns,0
PCSK7|ENSG00000160613.15|chr11,-0.0469460828560425,0.831874801389994,0.014656708783988,0.964267021334702,PCSK7|ENSG00000160613.15|chr11,ns,0
PAFAH1B2|ENSG00000168092.14|chr11,-0.0450514367686829,0.723072612021393,-0.229653798547414,0.126204046146251,PAFAH1B2|ENSG00000168092.14|chr11,ns,0
ZPR1|ENSG00000109917.11|chr11,-0.0691105735554215,0.733299136354367,0.0145355883445778,0.966329713200478,ZPR1|ENSG00000109917.11|chr11,ns,0
BUD13|ENSG00000137656.12|chr11,0.127099525400915,0.492704141931912,0.160824565250379,0.402941563323317,BUD13|ENSG00000137656.12|chr11,ns,0
CADM1|ENSG00000182985.18|chr11,-0.207712265762969,0.0392950067206598,-0.256950087731224,0.146357754418585,CADM1|ENSG00000182985.18|chr11,ns,0
REXO2|ENSG00000076043.11|chr11,0.0012227081032808,0.996841330703646,-0.130697808759836,0.450908861933713,REXO2|ENSG00000076043.11|chr11,ns,0
RBM7|ENSG00000076053.12|chr11,0.0824788911947772,0.686376230469427,-0.0441076561617355,0.867430601481678,RBM7|ENSG00000076053.12|chr11,ns,0
C11orf71|ENSG00000180425.11|chr11,-0.0388590970311431,0.846853372648393,-0.014149975693812,0.96541483275682,C11orf71|ENSG00000180425.11|chr11,ns,0
USP28|ENSG00000048028.12|chr11,-0.262958419696081,0.192491129597366,-0.112518285128315,0.671958053794168,USP28|ENSG00000048028.12|chr11,ns,0
ZW10|ENSG00000086827.9|chr11,0.220627254709117,0.276988693129217,0.151875552178955,0.522754083364086,ZW10|ENSG00000086827.9|chr11,ns,0
ENSG00000285827|ENSG00000285827.1|chr11,0.09380473324526,0.629897911280004,0.57539915388068,0.0847818717556622,ENSG00000285827|ENSG00000285827.1|chr11,ns,0
CHKA|ENSG00000110721.12|chr11,0.126724817202288,0.496628613403604,0.0887396407484996,0.756028144417033,CHKA|ENSG00000110721.12|chr11,ns,0
ENDOD1|ENSG00000149218.5|chr11,-0.0050714182934965,0.984554538716769,-0.242999546497646,0.279815231706938,ENDOD1|ENSG00000149218.5|chr11,ns,0
CWC15|ENSG00000150316.12|chr11,-0.262713093028409,0.0523450413058337,-0.521672075285858,0.0036538094446081,CWC15|ENSG00000150316.12|chr11,ns,0
SPCS2|ENSG00000118363.13|chr11,-0.321168220396277,0.112589436261637,0.0907600870364265,0.747548460446465,SPCS2|ENSG00000118363.13|chr11,ns,0
RNF169|ENSG00000166439.6|chr11,0.826321956234016,0.0011490733971106,0.127167221679427,0.51709443811404,RNF169|ENSG00000166439.6|chr11,ns,0
POLD3|ENSG00000077514.9|chr11,0.0354884431737961,0.880790478347266,0.0179913945000018,0.946952073972607,POLD3|ENSG00000077514.9|chr11,ns,0
LIPT2|ENSG00000175536.7|chr11,0.09598546428343,0.540056434533685,0.0352585473059657,0.902080434584874,LIPT2|ENSG00000175536.7|chr11,ns,0
PGM2L1|ENSG00000165434.8|chr11,-0.0943208466621487,0.650620220736766,0.383710371250767,0.173277117502662,PGM2L1|ENSG00000165434.8|chr11,ns,0
PPME1|ENSG00000214517.10|chr11,-0.0044257181455745,0.987621676166067,0.205937881079622,0.412248578139956,PPME1|ENSG00000214517.10|chr11,ns,0
UCP2|ENSG00000175567.11|chr11,-0.0346202611485328,0.883867530091746,0.0103744544703818,0.977141341156572,UCP2|ENSG00000175567.11|chr11,ns,0
PAAF1|ENSG00000175575.13|chr11,0.092506990053078,0.630742568174159,0.155684566151759,0.503513089629083,PAAF1|ENSG00000175575.13|chr11,ns,0
COA4|ENSG00000181924.7|chr11,-0.195456261913853,0.166814255850157,-0.278887589533864,0.122282272307501,COA4|ENSG00000181924.7|chr11,ns,0
MRPL48|ENSG00000175581.14|chr11,-0.074779284728419,0.715996579547078,0.0371184035588113,0.905427233060917,MRPL48|ENSG00000175581.14|chr11,ns,0
RAB6A|ENSG00000175582.20|chr11,-0.058361289887219,0.792238349390098,-0.0101332140027201,0.976360624697091,RAB6A|ENSG00000175582.20|chr11,ns,0
RELT|ENSG00000054967.13|chr11,-0.0278568271588004,0.903969331100746,-0.105108658587051,0.665606894927386,RELT|ENSG00000054967.13|chr11,ns,0
ARAP1|ENSG00000186635.15|chr11,-0.655452955392587,0.0033087673852615,-0.602417740621895,0.0654706207201327,ARAP1|ENSG00000186635.15|chr11,ns,0
CLPB|ENSG00000162129.15|chr11,-0.0691920107146143,0.722638450456309,0.0664054854455607,0.820634845123517,CLPB|ENSG00000162129.15|chr11,ns,0
INPPL1|ENSG00000165458.15|chr11,0.0056563620269344,0.983211209380273,-0.0655588040476785,0.820388786107884,INPPL1|ENSG00000165458.15|chr11,ns,0
ANAPC15|ENSG00000110200.9|chr11,-0.142202278574099,0.435613005030799,-0.296794462635346,0.150025717491108,ANAPC15|ENSG00000110200.9|chr11,ns,0
LAMTOR1|ENSG00000149357.10|chr11,-0.163330427213371,0.201943777883636,-0.570951546988349,0.0009520610009049,LAMTOR1|ENSG00000149357.10|chr11,ns,0
RNF121|ENSG00000137522.18|chr11,0.110811840652644,0.579011157048356,0.0565902875972757,0.84096594589565,RNF121|ENSG00000137522.18|chr11,ns,0
DHCR7|ENSG00000172893.18|chr11,0.0947847497311671,0.572786194620271,0.309775715112076,0.108141977304281,DHCR7|ENSG00000172893.18|chr11,ns,0
FADD|ENSG00000168040.5|chr11,-0.131090654977377,0.507281915567472,-0.0582464174152882,0.843891376483061,FADD|ENSG00000168040.5|chr11,ns,0
LTO1|ENSG00000149716.13|chr11,0.148490444851375,0.414526068227435,1.087348691207,0.0089231538039491,LTO1|ENSG00000149716.13|chr11,ns,0
CCND1|ENSG00000110092.4|chr11,-0.363637778678779,0.034532973899923,-0.162939322352345,0.509462954287468,CCND1|ENSG00000110092.4|chr11,ns,0
IGHMBP2|ENSG00000132740.10|chr11,0.0992434987656531,0.562750893359596,0.110458829280316,0.588464604341472,IGHMBP2|ENSG00000132740.10|chr11,ns,0
MRPL21|ENSG00000197345.13|chr11,-0.212806927501807,0.0413589601857573,-0.216186448973411,0.0538279092285984,MRPL21|ENSG00000197345.13|chr11,ns,0
CPT1A|ENSG00000110090.13|chr11,-0.117533042998386,0.553123076654883,0.0923307900780934,0.713400138567535,CPT1A|ENSG00000110090.13|chr11,ns,0
PPP6R3|ENSG00000110075.15|chr11,0.119459380204239,0.511207845548394,0.432606903256172,0.0913946713581797,PPP6R3|ENSG00000110075.15|chr11,ns,0
C11orf24|ENSG00000171067.11|chr11,-0.0110144656815618,0.96975246590542,0.126640511042542,0.635774645420392,C11orf24|ENSG00000171067.11|chr11,ns,0
NEU3|ENSG00000162139.10|chr11,0.199222636756592,0.29168200298819,-0.0454823947105463,0.869631464233648,NEU3|ENSG00000162139.10|chr11,ns,0
SERPINH1|ENSG00000149257.16|chr11,-0.0717343381222726,0.737603693051975,-0.0310399568127321,0.92413849934634,SERPINH1|ENSG00000149257.16|chr11,ns,0
UVRAG|ENSG00000198382.9|chr11,0.865241230472492,0.0020145009783083,0.0128723628280174,0.961560444712801,UVRAG|ENSG00000198382.9|chr11,ns,0
EMSY|ENSG00000158636.17|chr11,0.0181298318641294,0.94208236630801,-0.0570515054834213,0.804067454448534,EMSY|ENSG00000158636.17|chr11,ns,0
AMOTL1|ENSG00000166025.18|chr11,-0.109709162554155,0.552454156976907,-0.0578147776862975,0.848516194698072,AMOTL1|ENSG00000166025.18|chr11,ns,0
ANKRD49|ENSG00000168876.9|chr11,0.0989662454531938,0.629897911280004,0.0082501212416171,0.981639451180786,ANKRD49|ENSG00000168876.9|chr11,ns,0
MRE11|ENSG00000020922.13|chr11,0.0472523600888877,0.831874801389994,0.0840252321194671,0.769769328508987,MRE11|ENSG00000020922.13|chr11,ns,0
MED17|ENSG00000042429.12|chr11,-0.0280383847874622,0.903960326489438,-0.0951003173080289,0.651442828678139,MED17|ENSG00000042429.12|chr11,ns,0
ENSG00000284057|ENSG00000284057.1|chr11,-0.02390696406208,0.916569739909672,-0.0549242728027141,0.807053684041846,ENSG00000284057|ENSG00000284057.1|chr11,ns,0
C11orf54|ENSG00000182919.15|chr11,-0.0434674862242117,0.829965160301735,0.0245963919347406,0.936465062460817,C11orf54|ENSG00000182919.15|chr11,ns,0
TAF1D|ENSG00000166012.17|chr11,-0.0340361751466646,0.882906099414634,0.0348737259483154,0.897790011965449,TAF1D|ENSG00000166012.17|chr11,ns,0
SMCO4|ENSG00000166002.7|chr11,-0.0710507675704653,0.74041266398463,-0.0054326060949882,0.9853956166646,SMCO4|ENSG00000166002.7|chr11,ns,0
SLC36A4|ENSG00000180773.15|chr11,-0.183245478424826,0.311599880872588,-0.0460123994572236,0.875100531659673,SLC36A4|ENSG00000180773.15|chr11,ns,0
CTSC|ENSG00000109861.17|chr11,-0.577227729723709,0.0044060723569809,-0.006099547213665,0.984899509674586,CTSC|ENSG00000109861.17|chr11,ns,0
TMEM135|ENSG00000166575.17|chr11,0.539723360373593,0.0458142526849837,0.10449694507069,0.557048312809408,TMEM135|ENSG00000166575.17|chr11,ns,0
PRSS23|ENSG00000150687.12|chr11,0.0281998764434183,0.896065006825623,-0.118468684505873,0.581066001069129,PRSS23|ENSG00000150687.12|chr11,ns,0
HIKESHI|ENSG00000149196.17|chr11,-0.0272796352321894,0.910529603993856,-0.471594280918827,0.119484708322315,HIKESHI|ENSG00000149196.17|chr11,ns,0
SRSF8|ENSG00000263465.5|chr11,-0.0466201006552429,0.826815983682882,-0.078041034839305,0.783222359278262,SRSF8|ENSG00000263465.5|chr11,ns,0
PICALM|ENSG00000073921.18|chr11,-0.0430454683024252,0.847887502351483,0.0363984555158726,0.913115917793681,PICALM|ENSG00000073921.18|chr11,ns,0
TMEM126A|ENSG00000171202.7|chr11,0.073292904979024,0.711279887522214,-0.0860902163776712,0.712887226436549,TMEM126A|ENSG00000171202.7|chr11,ns,0
TMEM126B|ENSG00000171204.13|chr11,-0.0874768327370999,0.670480481916488,-0.0347739801282829,0.913331047778746,TMEM126B|ENSG00000171204.13|chr11,ns,0
CCDC90B|ENSG00000137500.10|chr11,-0.012845506444528,0.964035867275336,-0.191999400751644,0.434291111940247,CCDC90B|ENSG00000137500.10|chr11,ns,0
PCF11|ENSG00000165494.12|chr11,-0.874298473673352,0.0045397874281372,-0.65963752254682,0.0808443973703319,PCF11|ENSG00000165494.12|chr11,ns,0
PRCP|ENSG00000137509.12|chr11,-0.133604198921813,0.466180744583633,-0.0676259182973882,0.807370286346939,PRCP|ENSG00000137509.12|chr11,ns,0
NARS2|ENSG00000137513.11|chr11,0.133645189471521,0.491441122976128,0.0917205829895135,0.692755938277025,NARS2|ENSG00000137513.11|chr11,ns,0
ALG8|ENSG00000159063.14|chr11,-0.127937061760807,0.513208362244584,0.0224391916815068,0.948667830868688,ALG8|ENSG00000159063.14|chr11,ns,0
NDUFC2|ENSG00000151366.13|chr11,-0.320821767448418,0.0004133676288409,-0.169693143835474,0.108804224746077,NDUFC2|ENSG00000151366.13|chr11,ns,0
INTS4|ENSG00000149262.19|chr11,-0.0348415638872031,0.873969253305925,-0.046355398804738,0.830242481311357,INTS4|ENSG00000149262.19|chr11,ns,0
AAMDC|ENSG00000087884.16|chr11,-0.164990073501944,0.364706577776116,-0.294592809799959,0.243000699740693,AAMDC|ENSG00000087884.16|chr11,ns,0
RSF1|ENSG00000048649.14|chr11,0.0136077479344342,0.963752659053576,-0.063333630778501,0.784743128112158,RSF1|ENSG00000048649.14|chr11,ns,0
PAK1|ENSG00000149269.10|chr11,0.147536941157285,0.457674955719681,-0.147248839949409,0.550595994366506,PAK1|ENSG00000149269.10|chr11,ns,0
ACER3|ENSG00000078124.13|chr11,0.0319358074335348,0.893974944736188,-0.207086557687737,0.396180022354206,ACER3|ENSG00000078124.13|chr11,ns,0
CREBZF|ENSG00000137504.15|chr11,0.167415306494189,0.280206420859771,0.105389237974905,0.686634211300844,CREBZF|ENSG00000137504.15|chr11,ns,0
CELF1|ENSG00000149187.19|chr11,0.0630399288610814,0.580476121491079,0.17773759060555,0.221436854485102,CELF1|ENSG00000149187.19|chr11,ns,0
PSMC3|ENSG00000165916.9|chr11,0.040474176792357,0.839916903921464,0.367543115041611,0.0233049136011654,PSMC3|ENSG00000165916.9|chr11,ns,0
SLC39A13|ENSG00000165915.14|chr11,0.0732561592679522,0.729942985284222,-0.0829753412216261,0.758972589218427,SLC39A13|ENSG00000165915.14|chr11,ns,0
SFXN4|ENSG00000183605.17|chr10,0.0111626927265254,0.967945047424442,0.0370236894708021,0.892280294445878,SFXN4|ENSG00000183605.17|chr10,ns,0
DENND10|ENSG00000119979.18|chr10,-0.0887244045867217,0.640756133519914,-0.0491302556500663,0.846599936276485,DENND10|ENSG00000119979.18|chr10,ns,0
EIF3A|ENSG00000107581.13|chr10,0.0054288728056667,0.981399494595701,-0.0832117918204068,0.75113844741055,EIF3A|ENSG00000107581.13|chr10,ns,0
CACUL1|ENSG00000151893.15|chr10,-0.0921819814095121,0.499021908727206,-0.332229014337195,0.0635322022357575,CACUL1|ENSG00000151893.15|chr10,ns,0
FAM204A|ENSG00000165669.14|chr10,0.131801934129745,0.412625917286989,-0.179348726321291,0.450145338821144,FAM204A|ENSG00000165669.14|chr10,ns,0
RAB11FIP2|ENSG00000107560.12|chr10,0.348847018993481,0.0202736723572812,-0.0779005397113988,0.781606113472495,RAB11FIP2|ENSG00000107560.12|chr10,ns,0
EMX2|ENSG00000170370.12|chr10,-0.0059769563684616,0.975345144481033,0.138897529563438,0.543233851990245,EMX2|ENSG00000170370.12|chr10,ns,0
PDZD8|ENSG00000165650.12|chr10,0.0813879823391645,0.661053333932625,-0.260206140296107,0.303612161728142,PDZD8|ENSG00000165650.12|chr10,ns,0
SHTN1|ENSG00000187164.20|chr10,-0.112527183212319,0.568943637302176,0.0672809070987216,0.806336204103679,SHTN1|ENSG00000187164.20|chr10,ns,0
GFRA1|ENSG00000151892.16|chr10,-0.262884849873521,0.192259840638483,-0.077583701213153,0.676932845026799,GFRA1|ENSG00000151892.16|chr10,ns,0
TRUB1|ENSG00000165832.6|chr10,0.454074329666769,0.0023504674673515,0.178089527982548,0.47167500242301,TRUB1|ENSG00000165832.6|chr10,ns,0
ABLIM1|ENSG00000099204.21|chr10,-0.137811611459189,0.40363450306943,-0.230963444291848,0.351156733689608,ABLIM1|ENSG00000099204.21|chr10,ns,0
CCDC186|ENSG00000165813.20|chr10,0.0935844390199392,0.65381948701516,-0.139553813427223,0.419849351593088,CCDC186|ENSG00000165813.20|chr10,ns,0
NHLRC2|ENSG00000196865.4|chr10,0.0246162912642402,0.920710888408235,0.172637463644334,0.444443938409517,NHLRC2|ENSG00000196865.4|chr10,ns,0
DCLRE1A|ENSG00000198924.8|chr10,0.267972051553439,0.205988489838398,0.159859404191295,0.335868377227801,DCLRE1A|ENSG00000198924.8|chr10,ns,0
CASP7|ENSG00000165806.21|chr10,-0.032985429138703,0.889950848590744,-0.124290327374154,0.638418364441712,CASP7|ENSG00000165806.21|chr10,ns,0
TCF7L2|ENSG00000148737.17|chr10,-0.0461271275873669,0.816942841275951,-0.326014583245843,0.182732940552235,TCF7L2|ENSG00000148737.17|chr10,ns,0
VTI1A|ENSG00000151532.14|chr10,0.086997753939024,0.661053333932625,0.176359401177743,0.441623442391459,VTI1A|ENSG00000151532.14|chr10,ns,0
ZDHHC6|ENSG00000023041.12|chr10,-0.0672549433255797,0.755801762665019,0.352380585243124,0.161156919730244,ZDHHC6|ENSG00000023041.12|chr10,ns,0
