Gene name,Gene stable ID
CFHR1,ENSG00000244414
CFHR2,ENSG00000080910
CFI,ENSG00000205403
CFP,ENSG00000126759
CFTR,ENSG00000001626
CGA,ENSG00000135346
CGREF1,ENSG00000138028
CGRRF1,ENSG00000100532
CH25H,ENSG00000138135
CHAD,ENSG00000136457
CHADL,ENSG00000100399
CHGA,ENSG00000100604
CHGB,ENSG00000089199
CHIC1,ENSG00000204116
CHIC2,ENSG00000109220
CHID1,ENSG00000177830
CHIT1,ENSG00000133063
CHL1,ENSG00000134121
CHODL,ENSG00000154645
CHPF2,ENSG00000033100
CHPT1,ENSG00000111666
CHRD,ENSG00000090539
CHRDL1,ENSG00000101938
CHRDL2,ENSG00000054938
CHRM1,ENSG00000168539
CHRM2,ENSG00000181072
CHRM3,ENSG00000133019
CHRM4,ENSG00000180720
CHRM5,ENSG00000184984
CHRNA1,ENSG00000138435
CHRNA10,ENSG00000129749
CHRNA2,ENSG00000120903
CHRNA3,ENSG00000080644
CHRNA4,ENSG00000101204
CHRNA5,ENSG00000169684
CHRNA6,ENSG00000147434
CHRNA7,ENSG00000175344
CHRFAM7A,ENSG00000166664
CHRNA9,ENSG00000174343
CHRNB1,ENSG00000170175
CHRNB2,ENSG00000160716
CHRNB3,ENSG00000147432
CHRNB4,ENSG00000117971
CHRND,ENSG00000135902
CHRNE,ENSG00000108556
CHRNG,ENSG00000196811
CHST1,ENSG00000175264
CHST10,ENSG00000115526
CHST11,ENSG00000171310
CHST12,ENSG00000136213
CHST13,ENSG00000180767
CHST15,ENSG00000182022
CHST2,ENSG00000175040
CHST3,ENSG00000122863
CHST4,ENSG00000140835
CHST7,ENSG00000147119
CHST8,ENSG00000124302
CHST9,ENSG00000154080
CHSY1,ENSG00000131873
CHSY3,ENSG00000198108
CILP,ENSG00000138615
CILP2,ENSG00000160161
CISD1,ENSG00000122873
CISD2,ENSG00000145354
CKAP4,ENSG00000136026
CKLF,ENSG00000217555
CLCA1,ENSG00000016490
CLCA2,ENSG00000137975
CLCC1,ENSG00000121940
CLCF1,ENSG00000175505
CLCN1,ENSG00000188037
CLCN2,ENSG00000114859
CLCN3,ENSG00000109572
CLCN5,ENSG00000171365
CLCN6,ENSG00000011021
CLCN7,ENSG00000103249
CLCNKA,ENSG00000186510
CLCNKB,ENSG00000184908
CLCNKA,ENSG00000186510
CLCNKB,ENSG00000184908
CLDN1,ENSG00000163347
CLDN10,ENSG00000134873
CLDN11,ENSG00000013297
CLDN12,ENSG00000157224
CLDN4,ENSG00000189143
CLDN14,ENSG00000159261
CLDN15,ENSG00000106404
CLDN16,ENSG00000113946
CLDN17,ENSG00000156282
CLDN18,ENSG00000066405
CLDN19,ENSG00000164007
CLDN2,ENSG00000165376
CLDN23,ENSG00000253958
CLDN3,ENSG00000165215
CLDN5,ENSG00000184113
CLDN6,ENSG00000184697
CLDN7,ENSG00000181885
CLDN8,ENSG00000156284
CLDN9,ENSG00000213937
CLDND2,ENSG00000160318
CLEC10A,ENSG00000132514
CLEC11A,ENSG00000105472
CLEC12A,ENSG00000172322
CLEC12B,ENSG00000256660
CLEC14A,ENSG00000176435
CLEC18C,ENSG00000157335
CLEC18B,ENSG00000140839
CLEC18A,ENSG00000157322
CLEC1A,ENSG00000150048
CLEC2D,ENSG00000069493
CLEC2D,ENSG00000069493
CLEC2D,ENSG00000069493
CLEC2D,ENSG00000069493
CLEC2D,ENSG00000069493
CLEC2L,ENSG00000236279
CLEC3A,ENSG00000166509
CLEC3B,ENSG00000163815
CLEC4A,ENSG00000111729
CLEC4C,ENSG00000198178
CLEC4C,ENSG00000198178
CLEC4C,ENSG00000198178
CLEC4C,ENSG00000198178
CLEC4C,ENSG00000198178
CLEC4D,ENSG00000166527
CLEC4E,ENSG00000166523
CLEC4F,ENSG00000152672
CLEC4G,ENSG00000182566
CLEC5A,ENSG00000258227
CLEC7A,ENSG00000172243
CLGN,ENSG00000153132
CLMN,ENSG00000165959
CLMP,ENSG00000166250
CLN3,ENSG00000188603
CLN5,ENSG00000102805
CLN6,ENSG00000128973
CLN8,ENSG00000182372
CLPS,ENSG00000137392
CLPSL2,ENSG00000196748
CLPTM1,ENSG00000104853
CLPTM1L,ENSG00000049656
CLRN1,ENSG00000163646
CLRN2,ENSG00000249581
CLRN3,ENSG00000180745
CLSTN1,ENSG00000171603
CLSTN2,ENSG00000158258
CLSTN3,ENSG00000139182
CLU,ENSG00000120885
CMA1,ENSG00000092009
CMKLR1,ENSG00000174600
CMTM1,ENSG00000089505
CMTM2,ENSG00000140932
CMTM2,ENSG00000140932
CMTM3,ENSG00000140931
CMTM4,ENSG00000183723
CMTM5,ENSG00000166091
CMTM6,ENSG00000091317
CMTM7,ENSG00000153551
CMTM8,ENSG00000170293
CNEP1R1,ENSG00000205423
CNGA1,ENSG00000198515
CNGA2,ENSG00000183862
CNGA3,ENSG00000144191
CNGA4,ENSG00000132259
CNGB3,ENSG00000170289
CNIH2,ENSG00000174871
CNIH3,ENSG00000143786
CNIH4,ENSG00000143771
CNNM2,ENSG00000148842
CNNM3,ENSG00000168763
CNNM4,ENSG00000158158
CNPY1,ENSG00000146910
CNPY2,ENSG00000257727
CNPY3,ENSG00000137161
CNPY4,ENSG00000166997
CNR1,ENSG00000118432
CNR2,ENSG00000188822
CNTFR,ENSG00000122756
CNTN1,ENSG00000018236
CNTN2,ENSG00000184144
CNTN3,ENSG00000113805
CNTN4,ENSG00000144619
CNTN5,ENSG00000149972
CNTN6,ENSG00000134115
CNTNAP1,ENSG00000108797
CNTNAP2,ENSG00000174469
CNTNAP3C,ENSG00000283378
CNTNAP3B,ENSG00000154529
CNTNAP3,ENSG00000106714
CNTNAP4,ENSG00000152910
COA3,ENSG00000183978
COASY,ENSG00000068120
COCH,ENSG00000100473
COL11A2,ENSG00000204248
COL12A1,ENSG00000111799
COL14A1,ENSG00000187955
COL15A1,ENSG00000204291
COL16A1,ENSG00000084636
COL17A1,ENSG00000065618
COL18A1,ENSG00000182871
COL19A1,ENSG00000082293
COL1A1,ENSG00000108821
COL1A2,ENSG00000164692
COL20A1,ENSG00000101203
COL26A1,ENSG00000160963
COL27A1,ENSG00000196739
COL28A1,ENSG00000215018
COL2A1,ENSG00000139219
COL3A1,ENSG00000168542
COL4A1,ENSG00000187498
COL4A2,ENSG00000134871
COL4A3,ENSG00000169031
COL4A5,ENSG00000188153
COL4A6,ENSG00000197565
COL5A1,ENSG00000130635
COL5A2,ENSG00000204262
COL5A3,ENSG00000080573
COL6A1,ENSG00000142156
COL6A2,ENSG00000142173
COL6A3,ENSG00000163359
COL6A5,ENSG00000172752
COL6A6,ENSG00000206384
COL8A1,ENSG00000144810
COL8A2,ENSG00000171812
COL9A1,ENSG00000112280
COL9A2,ENSG00000049089
COLEC10,ENSG00000184374
COLEC11,ENSG00000118004
COLEC12,ENSG00000158270
COLGALT2,ENSG00000198756
COLQ,ENSG00000206561
COMP,ENSG00000105664
COMT,ENSG00000093010
COMTD1,ENSG00000165644
COQ2,ENSG00000173085
COQ6,ENSG00000119723
COQ9,ENSG00000088682
CORIN,ENSG00000145244
CORT,ENSG00000241563
COX10,ENSG00000006695
COX11,ENSG00000166260
COX14,ENSG00000178449
COX15,ENSG00000014919
COX18,ENSG00000163626
COX4I1,ENSG00000131143
COX4I2,ENSG00000131055
COX6A1,ENSG00000111775
COX6C,ENSG00000164919
COX7A1,ENSG00000161281
COX7A2,ENSG00000112695
COX7A2L,ENSG00000115944
COX7C,ENSG00000127184
COX8A,ENSG00000176340
COX8C,ENSG00000187581
CP,ENSG00000047457
CPA1,ENSG00000091704
CPA2,ENSG00000158516
CPA3,ENSG00000163751
CPA4,ENSG00000128510
CPA6,ENSG00000165078
CPB1,ENSG00000153002
CPB2,ENSG00000080618
CPD,ENSG00000108582
CPE,ENSG00000109472
CPED1,ENSG00000106034
CPM,ENSG00000135678
CPN1,ENSG00000120054
CPN2,ENSG00000178772
CPQ,ENSG00000104324
CPT1A,ENSG00000110090
CPT1C,ENSG00000169169
CPVL,ENSG00000106066
CPXM1,ENSG00000088882
CPXM2,ENSG00000121898
CPZ,ENSG00000109625
CR1,ENSG00000203710
CR2,ENSG00000117322
CRB1,ENSG00000134376
CRB2,ENSG00000148204
CRB3,ENSG00000130545
CREG1,ENSG00000143162
CREG2,ENSG00000175874
CRELD1,ENSG00000163703
CRELD2,ENSG00000184164
CRH,ENSG00000147571
CRHBP,ENSG00000145708
CRHR1,ENSG00000120088
CRHR2,ENSG00000106113
CRIM1,ENSG00000150938
CRISP3,ENSG00000096006
CRISP2,ENSG00000124490
CRISP3,ENSG00000096006
CRISP1,ENSG00000124812
CRISPLD2,ENSG00000103196
CRLF1,ENSG00000006016
CRLF2,ENSG00000205755
CRLS1,ENSG00000088766
CRP,ENSG00000132693
CRTAC1,ENSG00000095713
CRTAM,ENSG00000109943
CRTAP,ENSG00000170275
CSF1,ENSG00000184371
CSF1R,ENSG00000182578
CSF2,ENSG00000164400
CSF2RA,ENSG00000198223
CSF2RB,ENSG00000100368
CSF2RB,ENSG00000100368
CSF3,ENSG00000108342
CSF3R,ENSG00000119535
CSGALNACT1,ENSG00000147408
CSGALNACT2,ENSG00000169826
CSMD1,ENSG00000183117
CSMD2,ENSG00000121904
CSMD3,ENSG00000164796
CSN1S1,ENSG00000126545
CSN2,ENSG00000135222
CSN3,ENSG00000171209
CSPG4,ENSG00000173546
CSPG5,ENSG00000114646
CST3,ENSG00000101439
CST11,ENSG00000125831
CST3,ENSG00000101439
CST6,ENSG00000175315
CST7,ENSG00000077984
CST8,ENSG00000125815
CST9L,ENSG00000101435
CSTL1,ENSG00000125823
CTBS,ENSG00000117151
CTDNEP1,ENSG00000175826
CTHRC1,ENSG00000164932
CTLA4,ENSG00000163599
CTNS,ENSG00000040531
CTRB2,ENSG00000168928
CTRB1,ENSG00000168925
CTRL,ENSG00000141086
CTSA,ENSG00000064601
CTSB,ENSG00000164733
CTSC,ENSG00000109861
CTSD,ENSG00000117984
CTSE,ENSG00000196188
CTSF,ENSG00000174080
CTSG,ENSG00000100448
CTSH,ENSG00000103811
CTSK,ENSG00000143387
CTSO,ENSG00000256043
CTSS,ENSG00000163131
CTSW,ENSG00000172543
CTSZ,ENSG00000101160
CTXN1,ENSG00000178531
CTXN2,ENSG00000233932
CTXN3,ENSG00000205279
CUBN,ENSG00000107611
CUTA,ENSG00000112514
CUZD1,ENSG00000138161
CWH43,ENSG00000109182
CX3CL1,ENSG00000006210
CX3CR1,ENSG00000168329
CXADR,ENSG00000154639
CXCL10,ENSG00000169245
CXCL12,ENSG00000107562
CXCL13,ENSG00000156234
CXCL14,ENSG00000145824
CXCL16,ENSG00000161921
CXCL17,ENSG00000189377
CXCL6,ENSG00000124875
CXCL9,ENSG00000138755
CXCR1,ENSG00000163464
CXCR2,ENSG00000180871
CXCR3,ENSG00000186810
CXCR4,ENSG00000121966
CXCR5,ENSG00000160683
CXCR6,ENSG00000172215
CYB561,ENSG00000008283
CYB561A3,ENSG00000162144
CYB561D1,ENSG00000174151
CYB561D2,ENSG00000114395
CYB5B,ENSG00000103018
CYB5D2,ENSG00000167740
CYB5R1,ENSG00000159348
CYBA,ENSG00000051523
CYBB,ENSG00000165168
CYBRD1,ENSG00000071967
CYC1,ENSG00000179091
ZFTRAF1,ENSG00000187954
CYP17A1,ENSG00000148795
CYP1A1,ENSG00000140465
CYP1A2,ENSG00000140505
CYP20A1,ENSG00000119004
CYP21A2,ENSG00000231852
CYP26A1,ENSG00000095596
CYP26B1,ENSG00000003137
CYP26C1,ENSG00000187553
CYP2A6,ENSG00000255974
CYP2A13,ENSG00000197838
CYP2A7,ENSG00000198077
CYP2A6,ENSG00000255974
CYP2A13,ENSG00000197838
CYP2A7,ENSG00000198077
CYP2C18,ENSG00000108242
CYP2D6,ENSG00000100197
CYP2D6,ENSG00000100197
CYP2D6,ENSG00000100197
CYP2D6,ENSG00000100197
CYP2D6,ENSG00000100197
CYP2D6,ENSG00000100197
CYP2D6,ENSG00000100197
CYP2E1,ENSG00000130649
CYP2F1,ENSG00000197446
CYP2J2,ENSG00000134716
CYP2J2,ENSG00000134716
CYP2R1,ENSG00000186104
CYP2S1,ENSG00000167600
CYP2U1,ENSG00000155016
CYP2W1,ENSG00000073067
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP3A5,ENSG00000106258
CYP3A7,ENSG00000160870
CYP3A43,ENSG00000021461
CYP3A4,ENSG00000160868
CYP46A1,ENSG00000036530
CYP4F12,ENSG00000186204
CYP4F11,ENSG00000171903
CYP4A11,ENSG00000187048
CYP4A22,ENSG00000162365
CYP4F12,ENSG00000186204
CYP4F11,ENSG00000171903
CYP4A11,ENSG00000187048
CYP4A22,ENSG00000162365
CYP4F12,ENSG00000186204
CYP4F11,ENSG00000171903
CYP4A11,ENSG00000187048
CYP4A22,ENSG00000162365
CYP4B1,ENSG00000142973
CYP4F8,ENSG00000186526
CYP4F8,ENSG00000186526
CYP4F3,ENSG00000186529
CYP4F22,ENSG00000171954
CYP4F2,ENSG00000186115
CYP4V2,ENSG00000145476
CYP4X1,ENSG00000186377
CYP51A1,ENSG00000001630
CYP7A1,ENSG00000167910
CYP7B1,ENSG00000172817
CYP8B1,ENSG00000180432
CYSLTR1,ENSG00000173198
CYTL1,ENSG00000170891
CYYR1,ENSG00000166265
C17orf80,ENSG00000141219
KIAA0319,ENSG00000137261
C14orf132,ENSG00000227051
KIAA1549L,ENSG00000110427
KIAA1549,ENSG00000122778
DAD1,ENSG00000129562
DAG1,ENSG00000173402
DAGLA,ENSG00000134780
DAGLB,ENSG00000164535
DAND5,ENSG00000179284
DCAKD,ENSG00000172992
DCBLD1,ENSG00000164465
DCBLD2,ENSG00000057019
DCC,ENSG00000187323
DCHS1,ENSG00000166341
DCHS2,ENSG00000197410
DCN,ENSG00000011465
DCST1,ENSG00000163357
DCST2,ENSG00000163354
DCSTAMP,ENSG00000164935
DCT,ENSG00000080166
DDO,ENSG00000203797
DDOST,ENSG00000244038
DDR1,ENSG00000204580
DDR2,ENSG00000162733
DDRGK1,ENSG00000198171
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFA4,ENSG00000164821
DEFA5,ENSG00000164816
DEFA3,ENSG00000239839
DEFA6,ENSG00000164822
DEFA1,ENSG00000206047
DEFA1B,ENSG00000240247
DEFB105B,ENSG00000186599
DEFB105A,ENSG00000186562
DEFB107B,ENSG00000198129
DEFB107A,ENSG00000186572
DEFB103B,ENSG00000177243
DEFB103A,ENSG00000176797
DEFB132,ENSG00000186458
DEFB113,ENSG00000214642
DEFB119,ENSG00000180483
DEFB128,ENSG00000185982
DEFB118,ENSG00000131068
DEFB127,ENSG00000088782
DEFB132,ENSG00000186458
DEFB121,ENSG00000204548
DEFB108B,ENSG00000184276
DEFB134,ENSG00000205882
DEFB104B,ENSG00000177023
DEFB104A,ENSG00000176782
DEFB129,ENSG00000125903
DEFB124,ENSG00000180383
DEFB125,ENSG00000178591
DEFB115,ENSG00000215547
DEFB116,ENSG00000215545
DEFB135,ENSG00000205883
DEFB132,ENSG00000186458
DEFB105B,ENSG00000186599
DEFB105A,ENSG00000186562
DEFB123,ENSG00000180424
DEFB110,ENSG00000203970
DEFB136,ENSG00000205884
DEFB131B,ENSG00000225805
DEFB131A,ENSG00000186146
DEFB130A,ENSG00000232948
DEFB130B,ENSG00000233050
DEGS1,ENSG00000143753
DENND1B,ENSG00000213047
DENND3,ENSG00000105339
DERL1,ENSG00000136986
DERL2,ENSG00000072849
DERL3,ENSG00000099958
DEXI,ENSG00000182108
DGAT1,ENSG00000185000
DGAT2,ENSG00000062282
DGAT2L6,ENSG00000184210
DGCR2,ENSG00000070413
DGKE,ENSG00000153933
DHCR24,ENSG00000116133
DHCR7,ENSG00000172893
DHH,ENSG00000139549
DHODH,ENSG00000102967
DHRS11,ENSG00000278535
DHRS7,ENSG00000100612
DHRS7B,ENSG00000109016
DHRS7C,ENSG00000184544
DHRS9,ENSG00000073737
DIO1,ENSG00000211452
DISP1,ENSG00000154309
DISP2,ENSG00000140323
DKK1,ENSG00000107984
DKK2,ENSG00000155011
DKK3,ENSG00000050165
DKK4,ENSG00000104371
DKKL1,ENSG00000104901
DLK1,ENSG00000185559
DLK2,ENSG00000171462
DLL1,ENSG00000198719
DLL3,ENSG00000090932
DLL4,ENSG00000128917
DMBT1,ENSG00000187908
DMKN,ENSG00000161249
DMP1,ENSG00000152592
DNAJB11,ENSG00000090520
DNAJB12,ENSG00000148719
DNAJB9,ENSG00000128590
DNAJC1,ENSG00000136770
DNAJC10,ENSG00000077232
DNAJC14,ENSG00000135392
DNAJC16,ENSG00000116138
DNAJC19,ENSG00000205981
DNAJC22,ENSG00000178401
DNAJC25,ENSG00000059769
DNAJC3,ENSG00000102580
DNAJC30,ENSG00000176410
DNAJC4,ENSG00000110011
DNAJC5B,ENSG00000147570
DNASE1,ENSG00000213918
DNASE1L2,ENSG00000167968
DNASE1L3,ENSG00000163687
DNASE2,ENSG00000105612
DNASE2B,ENSG00000137976
DNER,ENSG00000187957
DOLK,ENSG00000175283
DOLPP1,ENSG00000167130
DPAGT1,ENSG00000172269
DPEP1,ENSG00000015413
DPEP3,ENSG00000141096
DPM2,ENSG00000136908
DPM3,ENSG00000179085
DPP10,ENSG00000175497
DPP4,ENSG00000197635
DPP6,ENSG00000130226
DPP7,ENSG00000176978
DPT,ENSG00000143196
DPY19L1,ENSG00000173852
DPY19L2,ENSG00000177990
DPY19L3,ENSG00000178904
DPY19L4,ENSG00000156162
DRAM1,ENSG00000136048
DRAM2,ENSG00000156171
DRAXIN,ENSG00000162490
DRD2,ENSG00000149295
DRD3,ENSG00000151577
DRD4,ENSG00000069696
DRD5,ENSG00000169676
DSC1,ENSG00000134765
DSC2,ENSG00000134755
DSC3,ENSG00000134762
DSCAM,ENSG00000171587
DSE,ENSG00000111817
DSEL,ENSG00000171451
DSG1,ENSG00000134760
DSG1,ENSG00000134760
DSG1,ENSG00000134760
DSG2,ENSG00000046604
DSG3,ENSG00000134757
DSG4,ENSG00000175065
DSPP,ENSG00000152591
DUOX1,ENSG00000137857
DUOX2,ENSG00000140279
DUOXA1,ENSG00000140254
DUOXA2,ENSG00000140274
DYSF,ENSG00000135636
RNASE2,ENSG00000169385
RNASE3,ENSG00000169397
RNASE2,ENSG00000169385
RNASE3,ENSG00000169397
RNASE2,ENSG00000169385
RNASE3,ENSG00000169397
RNASE2,ENSG00000169385
RNASE3,ENSG00000169397
RNASE2,ENSG00000169385
RNASE3,ENSG00000169397
EBAG9,ENSG00000147654
EBI3,ENSG00000105246
EBP,ENSG00000147155
EBPL,ENSG00000123179
ECE1,ENSG00000117298
ECE2,ENSG00000145194
ECEL1,ENSG00000171551
ECM1,ENSG00000143369
ECM2,ENSG00000106823
ECSCR,ENSG00000249751
EDA,ENSG00000158813
EDA2R,ENSG00000131080
EDAR,ENSG00000135960
EDDM3A,ENSG00000181562
EDDM3B,ENSG00000181552
EDEM1,ENSG00000134109
EDEM2,ENSG00000088298
EDEM3,ENSG00000116406
EDIL3,ENSG00000164176
EDN1,ENSG00000078401
EDN2,ENSG00000127129
EDN3,ENSG00000124205
EDNRA,ENSG00000151617
EDNRB,ENSG00000136160
EFCAB14,ENSG00000159658
EFEMP1,ENSG00000115380
EFEMP2,ENSG00000172638
EFNA2,ENSG00000099617
EFNA3,ENSG00000143590
EFNA4,ENSG00000243364
EFNA5,ENSG00000184349
EFNB1,ENSG00000090776
EFNB2,ENSG00000125266
EFNB3,ENSG00000108947
EGF,ENSG00000138798
EGFL6,ENSG00000198759
EGFL7,ENSG00000172889
EGFL8,ENSG00000241404
EGFLAM,ENSG00000164318
EGFR,ENSG00000146648
EI24,ENSG00000149547
EIF2AK3,ENSG00000172071
ELANE,ENSG00000197561
ELFN1,ENSG00000225968
ELFN2,ENSG00000166897
ELN,ENSG00000049540
ELOVL1,ENSG00000066322
ELOVL2,ENSG00000197977
ELOVL3,ENSG00000119915
ELOVL4,ENSG00000118402
ELOVL5,ENSG00000012660
ELOVL6,ENSG00000170522
ELOVL7,ENSG00000164181
EMB,ENSG00000170571
EMC1,ENSG00000127463
EMC10,ENSG00000161671
EMC3,ENSG00000125037
EMC4,ENSG00000128463
EMC6,ENSG00000127774
EMC7,ENSG00000134153
EMCN,ENSG00000164035
EMD,ENSG00000102119
EMID1,ENSG00000186998
EMILIN1,ENSG00000138080
EMILIN2,ENSG00000132205
EMILIN3,ENSG00000183798
EMP1,ENSG00000134531
EMP2,ENSG00000213853
EMP3,ENSG00000142227
ENDOD1,ENSG00000149218
ENDOG,ENSG00000167136
ENDOU,ENSG00000111405
ENG,ENSG00000106991
ENHO,ENSG00000168913
ENPEP,ENSG00000138792
ENPP1,ENSG00000197594
ENPP2,ENSG00000136960
ENPP3,ENSG00000154269
ENPP4,ENSG00000001561
ENPP5,ENSG00000112796
ENPP6,ENSG00000164303
ENPP7,ENSG00000182156
ENTPD1,ENSG00000138185
ENTPD2,ENSG00000054179
ENTPD3,ENSG00000168032
ENTPD4,ENSG00000197217
ENTPD5,ENSG00000187097
ENTPD6,ENSG00000197586
ENTPD7,ENSG00000198018
ENTPD8,ENSG00000188833
EOGT,ENSG00000163378
EPCAM,ENSG00000119888
EPDR1,ENSG00000086289
EPGN,ENSG00000182585
EPHA1,ENSG00000146904
EPHA10,ENSG00000183317
EPHA2,ENSG00000142627
EPHA3,ENSG00000044524
EPHA4,ENSG00000116106
EPHA6,ENSG00000080224
EPHA7,ENSG00000135333
EPHA8,ENSG00000070886
EPHB1,ENSG00000154928
EPHB2,ENSG00000133216
EPHB3,ENSG00000182580
EPHB4,ENSG00000196411
EPHB6,ENSG00000106123
EPHX1,ENSG00000143819
EPHX2,ENSG00000120915
EPHX3,ENSG00000105131
EPHX4,ENSG00000172031
EPO,ENSG00000130427
EPOR,ENSG00000187266
EPPIN,ENSG00000101448
EPX,ENSG00000121053
EPYC,ENSG00000083782
EQTN,ENSG00000120160
ERAP1,ENSG00000164307
ERBB2,ENSG00000141736
ERBB3,ENSG00000065361
ERBB4,ENSG00000178568
EREG,ENSG00000124882
ERGIC1,ENSG00000113719
ERGIC3,ENSG00000125991
ERLEC1,ENSG00000068912
ERLIN1,ENSG00000107566
ERLIN2,ENSG00000147475
ERMAP,ENSG00000164010
ERMP1,ENSG00000099219
ERN1,ENSG00000178607
ERN2,ENSG00000134398
ERP27,ENSG00000139055
ERP29,ENSG00000089248
ERP44,ENSG00000023318
ESAM,ENSG00000149564
ESM1,ENSG00000164283
ESYT1,ENSG00000139641
ESYT2,ENSG00000117868
ESYT3,ENSG00000158220
EVA1A,ENSG00000115363
EVA1B,ENSG00000142694
EVA1C,ENSG00000166979
EVC,ENSG00000072840
EVC2,ENSG00000173040
EVI2A,ENSG00000126860
EVI2B,ENSG00000185862
EXD2,ENSG00000081177
EXT1,ENSG00000182197
EXT2,ENSG00000151348
EXTL1,ENSG00000158008
EXTL2,ENSG00000162694
EXTL3,ENSG00000012232
F11,ENSG00000088926
F11R,ENSG00000158769
F12,ENSG00000131187
F13B,ENSG00000143278
F2,ENSG00000180210
F2R,ENSG00000181104
F2RL1,ENSG00000164251
F2RL2,ENSG00000164220
F2RL3,ENSG00000127533
F3,ENSG00000117525
F5,ENSG00000198734
F7,ENSG00000057593
F8,ENSG00000185010
FA2H,ENSG00000103089
FAAH,ENSG00000117480
FADS1,ENSG00000149485
FADS2,ENSG00000134824
FADS3,ENSG00000221968
FADS6,ENSG00000172782
FAIM2,ENSG00000135472
FAM151A,ENSG00000162391
FAM162A,ENSG00000114023
FAM162B,ENSG00000183807
FAM163A,ENSG00000143340
FAM163B,ENSG00000196990
FAM171A1,ENSG00000148468
FAM171A2,ENSG00000161682
FAM171B,ENSG00000144369
FAM174A,ENSG00000174132
FAM174B,ENSG00000185442
FAM180A,ENSG00000189320
FAM187A,ENSG00000214447
FAM187B,ENSG00000177558
FAM189A1,ENSG00000104059
FAM189A2,ENSG00000135063
FAM189B,ENSG00000160767
FAM209A,ENSG00000124103
FAM209B,ENSG00000213714
FAM20A,ENSG00000108950
FAM20B,ENSG00000116199
FAM20C,ENSG00000177706
FAM210A,ENSG00000177150
FAM3A,ENSG00000071889
FAM3B,ENSG00000183844
FAM3C,ENSG00000196937
FANCM,ENSG00000187790
FAP,ENSG00000078098
FAR1,ENSG00000197601
FAR2,ENSG00000064763
FAS,ENSG00000026103
FASLG,ENSG00000117560
FAT1,ENSG00000083857
FAT2,ENSG00000086570
FAT3,ENSG00000165323
FBLN1,ENSG00000077942
FBLN2,ENSG00000163520
FBLN5,ENSG00000140092
FBLN7,ENSG00000144152
FBN1,ENSG00000166147
FBN2,ENSG00000138829
FBXW7,ENSG00000109670
FCAMR,ENSG00000162897
FCER1A,ENSG00000179639
FCER1G,ENSG00000158869
FCER2,ENSG00000104921
FCGR1A,ENSG00000150337
FCGR2C,ENSG00000244682
FCGR2B,ENSG00000072694
FCGR2A,ENSG00000143226
FCGR2C,ENSG00000244682
FCGR2B,ENSG00000072694
FCGR2A,ENSG00000143226
FCGR3A,ENSG00000203747
FCGR3B,ENSG00000162747
FCGRT,ENSG00000104870
