Gene	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
ITLN1|ENSG00000179914.5|chr1	0	0	0	0	0	0
ITLN2|ENSG00000158764.7|chr1	0	0	0	0	0	0
F11R|ENSG00000158769.18|chr1	195	124	220	118	217	231
TSTD1|ENSG00000215845.11|chr1	0	1	0	0	0	0
USF1|ENSG00000158773.14|chr1	0	0	0	0	6	2
ARHGAP30|ENSG00000186517.14|chr1	0	0	0	0	0	0
NECTIN4|ENSG00000143217.9|chr1	0	5	20	0	22	11
KLHDC9|ENSG00000162755.14|chr1	104	44	60	60	35	23
PFDN2|ENSG00000143256.5|chr1	875	519	940	721	707	697
NIT1|ENSG00000158793.14|chr1	101	54	56	113	95	84
DEDD|ENSG00000158796.17|chr1	266	128	242	95	192	126
UFC1|ENSG00000143222.12|chr1	1058	865	920	601	805	790
USP21|ENSG00000143258.17|chr1	92	29	57	45	36	33
PPOX|ENSG00000143224.18|chr1	15	2	46	16	14	14
B4GALT3|ENSG00000158850.15|chr1	204	166	207	72	119	107
ADAMTS4|ENSG00000158859.10|chr1	0	0	0	0	0	0
NDUFS2|ENSG00000158864.13|chr1	504	374	441	317	389	389
FCER1G|ENSG00000158869.11|chr1	7	0	0	0	0	0
APOA2|ENSG00000158874.11|chr1	0	0	5	0	0	3
TOMM40L|ENSG00000158882.15|chr1	353	253	307	198	361	219
NR1I3|ENSG00000143257.12|chr1	0	0	0	0	0	0
PCP4L1|ENSG00000248485.2|chr1	0	0	0	0	0	0
MPZ|ENSG00000158887.19|chr1	0	0	0	0	0	0
SDHC|ENSG00000143252.16|chr1	222	221	254	151	283	232
CFAP126|ENSG00000188931.4|chr1	0	0	0	0	0	0
FCGR2A|ENSG00000143226.16|chr1	0	5	0	0	0	4
HSPA6|ENSG00000173110.8|chr1	1	0	18	1	0	0
FCGR3A|ENSG00000203747.13|chr1	0	0	0	0	0	0
FCGR3B|ENSG00000162747.13|chr1	0	0	0	0	0	0
FCGR2B|ENSG00000072694.22|chr1	0	0	0	0	0	0
FCRLA|ENSG00000132185.18|chr1	0	0	0	0	0	0
FCRLB|ENSG00000162746.15|chr1	33	21	23	0	23	12
DUSP12|ENSG00000081721.12|chr1	253	154	214	200	420	290
ATF6|ENSG00000118217.7|chr1	226	128	213	215	259	274
OLFML2B|ENSG00000162745.11|chr1	1	0	5	0	0	0
NOS1AP|ENSG00000198929.13|chr1	15	6	2	38	22	29
SPATA46|ENSG00000171722.13|chr1	0	0	0	0	0	0
C1orf226|ENSG00000239887.6|chr1	41	68	45	66	66	111
SH2D1B|ENSG00000198574.6|chr1	0	0	0	0	0	0
UHMK1|ENSG00000152332.16|chr1	229	248	323	147	211	154
UAP1|ENSG00000117143.14|chr1	192	192	199	175	365	240
DDR2|ENSG00000162733.19|chr1	4	0	0	0	10	4
HSD17B7|ENSG00000132196.16|chr1	68	62	106	123	238	233
CCDC190|ENSG00000185860.14|chr1	0	0	0	0	0	0
RGS4|ENSG00000117152.14|chr1	0	1	1	0	2	1
RGS5|ENSG00000143248.13|chr1	15	4	11	13	3	24
NUF2|ENSG00000143228.13|chr1	66	104	138	170	155	89
PBX1|ENSG00000185630.20|chr1	552	382	550	282	420	350
LMX1A|ENSG00000162761.14|chr1	0	0	0	0	0	0
RXRG|ENSG00000143171.13|chr1	0	0	0	0	0	0
LRRC52|ENSG00000162763.4|chr1	0	0	0	0	0	0
MGST3|ENSG00000143198.13|chr1	276	175	184	115	171	123
ALDH9A1|ENSG00000143149.13|chr1	476	288	366	405	566	506
TMCO1|ENSG00000143183.18|chr1	496	397	419	286	425	334
UCK2|ENSG00000143179.16|chr1	810	569	720	776	738	657
FAM78B|ENSG00000188859.7|chr1	19	0	0	0	0	0
TADA1|ENSG00000152382.6|chr1	139	139	174	53	274	153
ILDR2|ENSG00000143195.13|chr1	9	7	21	0	20	18
MAEL|ENSG00000143194.13|chr1	0	0	0	0	0	0
GPA33|ENSG00000143167.12|chr1	0	0	0	0	2	0
STYXL2|ENSG00000198842.10|chr1	0	0	0	0	0	0
POU2F1|ENSG00000143190.23|chr1	545	346	493	355	551	476
CD247|ENSG00000198821.12|chr1	0	0	0	0	0	0
CREG1|ENSG00000143162.9|chr1	245	189	235	104	366	283
RCSD1|ENSG00000198771.11|chr1	0	0	0	0	0	0
MPZL1|ENSG00000197965.12|chr1	365	249	322	163	267	225
ADCY10|ENSG00000143199.18|chr1	0	0	0	0	0	0
MPC2|ENSG00000143158.11|chr1	559	439	497	215	374	307
DCAF6|ENSG00000143164.16|chr1	86	89	59	59	44	45
GPR161|ENSG00000143147.15|chr1	257	168	204	78	179	96
TIPRL|ENSG00000143155.13|chr1	620	447	546	369	722	526
SFT2D2|ENSG00000213064.10|chr1	378	286	327	149	335	223
TBX19|ENSG00000143178.13|chr1	2	4	7	0	2	10
XCL2|ENSG00000143185.4|chr1	0	0	0	0	0	0
XCL1|ENSG00000143184.5|chr1	2	7	23	44	5	17
DPT|ENSG00000143196.5|chr1	0	0	0	0	0	0
ATP1B1|ENSG00000143153.14|chr1	1119	1023	1120	648	1336	1041
NME7|ENSG00000143156.14|chr1	50	63	41	19	68	108
BLZF1|ENSG00000117475.14|chr1	122	140	143	56	144	130
CCDC181|ENSG00000117477.13|chr1	162	100	146	64	98	113
SLC19A2|ENSG00000117479.15|chr1	121	79	100	176	227	141
F5|ENSG00000198734.12|chr1	0	0	0	0	0	0
C1orf112|ENSG00000000460.17|chr1	23	27	17	3	37	23
SELL|ENSG00000188404.10|chr1	0	0	0	7	0	0
METTL18|ENSG00000171806.12|chr1	55	74	49	84	60	59
SCYL3|ENSG00000000457.14|chr1	39	52	36	51	65	90
KIFAP3|ENSG00000075945.13|chr1	55	28	32	34	60	58
NTMT2|ENSG00000203740.4|chr1	0	7	18	5	16	1
GORAB|ENSG00000120370.14|chr1	59	71	47	93	148	90
PRRX1|ENSG00000116132.12|chr1	0	5	0	0	11	15
MROH9|ENSG00000117501.15|chr1	0	0	0	0	0	0
FMO3|ENSG00000007933.13|chr1	0	0	0	0	0	0
FMO2|ENSG00000094963.14|chr1	0	0	0	0	0	0
FMO1|ENSG00000010932.17|chr1	0	0	0	0	0	0
FMO4|ENSG00000076258.10|chr1	0	0	4	0	0	0
PRRC2C|ENSG00000117523.18|chr1	413	308	431	197	322	228
MYOCOS|ENSG00000283683.2|chr1	0	0	0	0	0	0
MYOC|ENSG00000034971.17|chr1	0	0	0	0	0	0
VAMP4|ENSG00000117533.15|chr1	58	45	80	39	66	32
METTL13|ENSG00000010165.20|chr1	308	340	256	280	308	358
DNM3|ENSG00000197959.15|chr1	9	13	14	0	7	0
PIGC|ENSG00000135845.10|chr1	322	306	383	210	286	325
C1orf105|ENSG00000180999.11|chr1	0	0	0	0	0	0
SUCO|ENSG00000094975.14|chr1	138	185	136	149	194	186
FASLG|ENSG00000117560.8|chr1	0	0	0	0	0	0
TNFSF18|ENSG00000120337.10|chr1	0	0	0	0	0	0
TNFSF4|ENSG00000117586.11|chr1	0	0	0	0	0	0
PRDX6|ENSG00000117592.9|chr1	659	453	480	503	660	454
SLC9C2|ENSG00000162753.13|chr1	0	0	0	0	0	0
ANKRD45|ENSG00000183831.7|chr1	0	0	0	0	0	0
TEX50|ENSG00000232113.3|chr1	0	0	0	0	0	0
KLHL20|ENSG00000076321.11|chr1	325	318	382	218	421	322
CENPL|ENSG00000120334.16|chr1	136	67	144	53	153	107
DARS2|ENSG00000117593.12|chr1	207	103	151	194	193	211
ZBTB37|ENSG00000185278.16|chr1	41	90	94	78	74	81
SERPINC1|ENSG00000117601.15|chr1	0	0	0	0	0	0
RC3H1|ENSG00000135870.12|chr1	228	203	262	178	238	262
RABGAP1L|ENSG00000152061.24|chr1	27	63	42	18	67	18
GPR52|ENSG00000203737.5|chr1	0	0	0	0	0	0
CACYBP|ENSG00000116161.18|chr1	1191	1126	1148	729	1051	848
MRPS14|ENSG00000120333.4|chr1	498	294	356	402	333	315
TNN|ENSG00000120332.17|chr1	0	0	0	0	0	0
KIAA0040|ENSG00000235750.10|chr1	90	87	156	128	138	66
TNR|ENSG00000116147.17|chr1	0	0	0	0	0	0
COP1|ENSG00000143207.21|chr1	136	166	161	51	166	77
PAPPA2|ENSG00000116183.11|chr1	0	0	0	0	0	0
ASTN1|ENSG00000152092.16|chr1	6	0	8	0	0	9
BRINP2|ENSG00000198797.7|chr1	3	0	0	0	12	0
SEC16B|ENSG00000120341.19|chr1	0	0	0	0	0	0
RASAL2|ENSG00000075391.18|chr1	98	67	48	49	71	82
CLEC20A|ENSG00000188585.10|chr1	0	0	0	0	0	0
TEX35|ENSG00000240021.10|chr1	0	0	0	0	0	0
RALGPS2|ENSG00000116191.19|chr1	83	67	132	13	45	41
ANGPTL1|ENSG00000116194.13|chr1	0	1	0	0	0	0
FAM20B|ENSG00000116199.12|chr1	249	157	318	274	221	208
TOR3A|ENSG00000186283.14|chr1	265	179	164	70	195	116
ABL2|ENSG00000143322.21|chr1	400	276	349	224	361	402
SOAT1|ENSG00000057252.13|chr1	131	59	102	56	147	76
AXDND1|ENSG00000162779.22|chr1	0	0	0	0	0	0
NPHS2|ENSG00000116218.13|chr1	0	0	0	0	0	0
TDRD5|ENSG00000162782.16|chr1	0	0	0	0	0	0
FAM163A|ENSG00000143340.7|chr1	0	0	0	0	0	0
TOR1AIP2|ENSG00000169905.13|chr1	117	102	151	77	132	84
TOR1AIP1|ENSG00000143337.19|chr1	279	239	213	242	396	208
CEP350|ENSG00000135837.16|chr1	178	128	163	101	265	180
QSOX1|ENSG00000116260.17|chr1	67	43	72	56	46	39
LHX4|ENSG00000121454.6|chr1	92	35	48	29	79	61
ACBD6|ENSG00000230124.8|chr1	181	148	154	110	106	127
XPR1|ENSG00000143324.14|chr1	106	65	40	23	27	47
KIAA1614|ENSG00000135835.12|chr1	0	0	0	0	0	0
STX6|ENSG00000135823.14|chr1	162	154	234	145	149	120
MR1|ENSG00000153029.16|chr1	55	38	34	3	60	31
IER5|ENSG00000162783.11|chr1	1433	1130	1200	613	1406	985
CACNA1E|ENSG00000198216.14|chr1	0	0	0	0	0	0
ZNF648|ENSG00000179930.6|chr1	0	0	1	0	0	6
GLUL|ENSG00000135821.19|chr1	1274	857	1111	971	1117	1030
TEDDM1|ENSG00000203730.3|chr1	0	0	0	0	0	0
RNASEL|ENSG00000135828.11|chr1	1	9	26	34	23	10
RGS16|ENSG00000143333.7|chr1	517	286	533	873	856	775
RGS8|ENSG00000135824.13|chr1	0	0	0	0	0	0
NPL|ENSG00000135838.14|chr1	18	3	11	0	7	13
DHX9|ENSG00000135829.17|chr1	554	385	630	396	614	440
SHCBP1L|ENSG00000157060.16|chr1	0	0	0	0	0	0
LAMC1|ENSG00000135862.6|chr1	187	154	262	155	186	161
LAMC2|ENSG00000058085.15|chr1	3	4	4	3	5	0
NMNAT2|ENSG00000157064.11|chr1	0	6	0	0	8	4
SMG7|ENSG00000116698.22|chr1	117	96	100	83	90	52
NCF2|ENSG00000116701.16|chr1	0	0	0	0	0	0
ARPC5|ENSG00000162704.16|chr1	1370	1011	1336	684	1061	741
RGL1|ENSG00000143344.16|chr1	131	31	58	21	26	59
APOBEC4|ENSG00000173627.8|chr1	0	0	0	0	0	0
COLGALT2|ENSG00000198756.12|chr1	14	7	31	1	39	10
TSEN15|ENSG00000198860.14|chr1	181	158	267	133	302	164
C1orf21|ENSG00000116667.15|chr1	337	429	415	94	199	199
EDEM3|ENSG00000116406.20|chr1	131	199	236	90	238	227
NIBAN1|ENSG00000135842.17|chr1	96	68	73	83	101	84
RNF2|ENSG00000121481.11|chr1	212	205	276	200	356	271
TRMT1L|ENSG00000121486.12|chr1	148	172	164	120	182	87
SWT1|ENSG00000116668.13|chr1	6	1	17	0	7	7
IVNS1ABP|ENSG00000116679.16|chr1	494	431	469	395	620	488
HMCN1|ENSG00000143341.12|chr1	0	1	0	0	4	0
PRG4|ENSG00000116690.13|chr1	0	0	0	0	0	0
TPR|ENSG00000047410.14|chr1	50	154	101	67	120	99
ODR4|ENSG00000157181.16|chr1	125	108	143	123	194	205
PDC|ENSG00000116703.14|chr1	0	0	0	0	0	0
PTGS2|ENSG00000073756.13|chr1	9	25	1	9	72	54
PLA2G4A|ENSG00000116711.10|chr1	13	15	3	0	14	16
BRINP3|ENSG00000162670.11|chr1	0	0	0	0	0	0
RGS18|ENSG00000150681.10|chr1	0	0	0	0	0	0
RGS21|ENSG00000253148.1|chr1	0	0	0	0	0	0
RGS1|ENSG00000090104.12|chr1	0	0	0	0	0	0
RGS13|ENSG00000127074.15|chr1	0	0	0	0	0	0
RGS2|ENSG00000116741.8|chr1	113	142	165	510	841	602
UCHL5|ENSG00000116750.14|chr1	132	114	151	124	224	140
RO60|ENSG00000116747.13|chr1	463	371	495	387	653	505
GLRX2|ENSG00000023572.10|chr1	259	280	248	154	396	195
CDC73|ENSG00000134371.14|chr1	146	127	151	78	243	170
B3GALT2|ENSG00000162630.6|chr1	0	0	0	0	0	0
KCNT2|ENSG00000162687.19|chr1	0	0	0	0	0	0
CFH|ENSG00000000971.17|chr1	0	0	0	0	0	0
ENSG00000289697|ENSG00000289697.1|chr1	0	0	0	0	0	0
CFHR3|ENSG00000116785.15|chr1	0	0	0	0	0	0
CFHR1|ENSG00000244414.8|chr1	0	0	0	0	0	0
CFHR4|ENSG00000134365.15|chr1	0	0	0	0	0	0
CFHR2|ENSG00000080910.14|chr1	0	0	0	0	0	0
CFHR5|ENSG00000134389.11|chr1	0	0	0	0	0	0
F13B|ENSG00000143278.5|chr1	0	0	0	0	0	0
ASPM|ENSG00000066279.19|chr1	56	58	69	18	41	58
ZBTB41|ENSG00000177888.8|chr1	66	53	77	39	54	95
CRB1|ENSG00000134376.17|chr1	0	0	0	0	0	0
DENND1B|ENSG00000213047.13|chr1	104	53	80	49	89	72
C1orf53|ENSG00000203724.11|chr1	38	16	46	39	53	11
LHX9|ENSG00000143355.16|chr1	38	33	57	7	10	5
NEK7|ENSG00000151414.15|chr1	250	173	280	157	197	180
ATP6V1G3|ENSG00000151418.12|chr1	0	0	0	0	0	0
PTPRC|ENSG00000081237.21|chr1	0	0	0	0	0	0
NR5A2|ENSG00000116833.14|chr1	2	4	9	4	3	10
ZNF281|ENSG00000162702.8|chr1	1286	934	1245	851	1306	985
KIF14|ENSG00000118193.12|chr1	158	149	111	123	153	101
DDX59|ENSG00000118197.14|chr1	51	4	32	46	82	57
CAMSAP2|ENSG00000118200.15|chr1	132	123	181	85	118	101
GPR25|ENSG00000170128.5|chr1	0	0	0	0	0	0
INAVA|ENSG00000163362.11|chr1	0	20	0	0	6	9
KIF21B|ENSG00000116852.15|chr1	17	0	7	0	4	10
CACNA1S|ENSG00000081248.12|chr1	0	0	0	0	0	0
ASCL5|ENSG00000232237.5|chr1	0	0	1	0	0	0
TMEM9|ENSG00000116857.17|chr1	475	272	397	200	272	253
IGFN1|ENSG00000163395.17|chr1	0	0	0	0	0	0
TNNT2|ENSG00000118194.21|chr1	0	0	0	0	0	0
LAD1|ENSG00000159166.15|chr1	0	0	0	0	0	0
CSRP1|ENSG00000159176.14|chr1	67	23	36	44	76	36
NAV1|ENSG00000134369.16|chr1	79	75	62	41	52	67
IPO9|ENSG00000198700.10|chr1	400	211	371	258	370	288
SHISA4|ENSG00000198892.7|chr1	0	0	0	0	0	0
LMOD1|ENSG00000163431.13|chr1	18	3	0	2	2	3
TIMM17A|ENSG00000134375.11|chr1	969	866	971	747	1298	1050
RNPEP|ENSG00000176393.11|chr1	97	52	114	82	54	93
ELF3|ENSG00000163435.16|chr1	0	0	0	0	0	4
GPR37L1|ENSG00000170075.10|chr1	0	0	0	0	0	0
ARL8A|ENSG00000143862.8|chr1	531	471	534	209	338	254
PTPN7|ENSG00000143851.16|chr1	0	0	0	0	0	0
LGR6|ENSG00000133067.18|chr1	0	0	0	0	0	0
UBE2T|ENSG00000077152.12|chr1	733	627	697	778	922	765
PPP1R12B|ENSG00000077157.22|chr1	17	20	15	21	46	27
SYT2|ENSG00000143858.12|chr1	0	0	9	3	3	1
KDM5B|ENSG00000117139.18|chr1	202	124	207	187	215	173
RABIF|ENSG00000183155.5|chr1	453	352	407	386	402	352
KLHL12|ENSG00000117153.16|chr1	324	243	285	252	333	274
ADIPOR1|ENSG00000159346.13|chr1	125	141	106	48	94	92
CYB5R1|ENSG00000159348.13|chr1	65	66	76	73	129	69
TMEM183A|ENSG00000163444.12|chr1	71	104	93	90	53	73
PPFIA4|ENSG00000143847.16|chr1	0	0	0	0	0	0
MYOG|ENSG00000122180.5|chr1	0	0	0	0	0	0
ADORA1|ENSG00000163485.17|chr1	16	7	24	0	2	2
CHI3L1|ENSG00000133048.13|chr1	0	0	0	0	0	0
CHIT1|ENSG00000133063.16|chr1	0	0	0	0	0	0
BTG2|ENSG00000159388.6|chr1	211	225	270	173	191	183
FMOD|ENSG00000122176.12|chr1	0	0	0	0	0	0
PRELP|ENSG00000188783.6|chr1	0	0	0	0	0	0
ATP2B4|ENSG00000058668.15|chr1	125	104	91	21	84	90
LAX1|ENSG00000122188.13|chr1	0	0	0	0	0	0
ZC3H11A|ENSG00000058673.17|chr1	264	180	249	156	294	224
SNRPE|ENSG00000182004.13|chr1	3325	3037	2941	1804	2905	2147
SOX13|ENSG00000143842.15|chr1	64	32	26	34	57	47
ETNK2|ENSG00000143845.15|chr1	74	41	36	20	17	22
REN|ENSG00000143839.15|chr1	0	0	0	0	0	0
KISS1|ENSG00000170498.10|chr1	0	0	0	0	0	0
GOLT1A|ENSG00000174567.8|chr1	0	0	0	0	0	0
PPP1R15B|ENSG00000158615.10|chr1	407	221	400	141	550	437
PIK3C2B|ENSG00000133056.14|chr1	16	4	14	24	25	34
MDM4|ENSG00000198625.14|chr1	389	336	356	389	581	451
LRRN2|ENSG00000170382.12|chr1	3	9	0	0	0	0
NFASC|ENSG00000163531.17|chr1	0	0	3	0	0	0
CNTN2|ENSG00000184144.12|chr1	0	0	0	0	0	0
TMEM81|ENSG00000174529.7|chr1	37	7	18	8	9	3
RBBP5|ENSG00000117222.14|chr1	285	257	289	172	391	217
DSTYK|ENSG00000133059.17|chr1	356	306	355	164	348	279
TMCC2|ENSG00000133069.17|chr1	30	29	33	10	22	32
NUAK2|ENSG00000163545.11|chr1	9	0	4	11	17	5
KLHDC8A|ENSG00000162873.15|chr1	0	0	4	0	0	0
LEMD1|ENSG00000186007.10|chr1	0	0	0	0	0	0
BLACAT1|ENSG00000281406.2|chr1	0	0	0	0	0	0
CDK18|ENSG00000117266.16|chr1	9	0	3	13	1	5
MFSD4A|ENSG00000174514.13|chr1	26	1	3	0	3	13
ELK4|ENSG00000158711.14|chr1	34	106	94	24	159	87
SLC45A3|ENSG00000158715.6|chr1	33	56	80	26	73	33
NUCKS1|ENSG00000069275.13|chr1	7054	5412	7595	4231	7384	5155
RAB29|ENSG00000117280.13|chr1	330	279	385	237	235	243
SLC41A1|ENSG00000133065.11|chr1	294	181	239	129	179	135
PM20D1|ENSG00000162877.13|chr1	0	0	0	0	0	0
SLC26A9|ENSG00000174502.19|chr1	0	0	0	0	0	0
RAB7B|ENSG00000276600.5|chr1	0	0	0	0	0	2
CTSE|ENSG00000196188.12|chr1	0	0	0	0	0	0
RHEX|ENSG00000263961.8|chr1	0	0	0	0	0	0
AVPR1B|ENSG00000198049.7|chr1	0	0	0	0	0	0
FAM72A|ENSG00000196550.11|chr1	4	0	0	0	0	0
SRGAP2|ENSG00000266028.8|chr1	69	89	110	81	124	102
IKBKE|ENSG00000263528.8|chr1	10	0	12	0	0	0
RASSF5|ENSG00000266094.8|chr1	214	151	326	80	148	145
EIF2D|ENSG00000143486.16|chr1	412	343	301	228	482	286
DYRK3|ENSG00000143479.18|chr1	165	176	184	156	235	137
MAPKAPK2|ENSG00000162889.11|chr1	606	407	665	305	260	244
IL10|ENSG00000136634.7|chr1	0	0	0	0	0	0
IL19|ENSG00000142224.18|chr1	0	0	0	0	0	0
IL20|ENSG00000162891.11|chr1	0	0	0	0	0	0
IL24|ENSG00000162892.16|chr1	0	0	0	0	0	0
FCMR|ENSG00000162894.12|chr1	2	17	0	0	17	24
PIGR|ENSG00000162896.6|chr1	0	0	0	0	0	0
FCAMR|ENSG00000162897.16|chr1	0	0	0	0	0	0
C1orf116|ENSG00000182795.13|chr1	0	2	0	0	0	0
PFKFB2|ENSG00000123836.15|chr1	25	15	20	34	17	13
YOD1|ENSG00000180667.11|chr1	266	195	289	124	308	179
C4BPB|ENSG00000123843.13|chr1	0	0	0	0	0	0
C4BPA|ENSG00000123838.11|chr1	0	0	0	0	0	0
CD55|ENSG00000196352.18|chr1	148	125	148	161	270	184
CR1|ENSG00000203710.12|chr1	0	0	0	0	0	0
CR1L|ENSG00000197721.17|chr1	0	0	0	0	0	0
CD34|ENSG00000174059.17|chr1	0	0	0	0	0	0
PLXNA2|ENSG00000076356.7|chr1	67	42	44	37	40	27
LAMB3|ENSG00000196878.15|chr1	0	0	0	0	0	2
G0S2|ENSG00000123689.6|chr1	75	50	73	31	60	56
HSD11B1|ENSG00000117594.10|chr1	0	0	0	0	0	0
TRAF3IP3|ENSG00000009790.15|chr1	2	0	0	0	0	0
C1orf74|ENSG00000162757.4|chr1	107	130	189	82	221	185
ENSG00000289700|ENSG00000289700.1|chr1	88	107	172	79	205	160
IRF6|ENSG00000117595.13|chr1	0	3	0	0	0	4
UTP25|ENSG00000117597.18|chr1	250	236	300	228	468	378
SYT14|ENSG00000143469.21|chr1	13	19	16	0	18	17
SERTAD4|ENSG00000082497.12|chr1	0	0	0	0	1	0
HHAT|ENSG00000054392.13|chr1	0	0	0	0	0	0
KCNH1|ENSG00000143473.13|chr1	0	0	0	0	0	0
ENSG00000284299|ENSG00000284299.1|chr1	11	2	9	2	0	12
RCOR3|ENSG00000117625.14|chr1	31	55	78	43	138	44
TRAF5|ENSG00000082512.15|chr1	31	69	84	5	56	44
RD3|ENSG00000198570.7|chr1	0	0	0	0	0	0
SLC30A1|ENSG00000170385.10|chr1	317	201	224	479	548	374
NEK2|ENSG00000117650.13|chr1	176	64	168	127	139	112
LPGAT1|ENSG00000123684.13|chr1	366	258	314	88	242	195
INTS7|ENSG00000143493.13|chr1	205	128	174	224	243	219
DTL|ENSG00000143476.18|chr1	471	356	561	524	987	691
PPP2R5A|ENSG00000066027.12|chr1	192	92	245	88	112	92
PACC1|ENSG00000065600.13|chr1	120	108	127	58	116	96
NENF|ENSG00000117691.10|chr1	958	709	1275	449	503	531
ATF3|ENSG00000162772.17|chr1	285	326	265	2355	2915	2363
GARIN4|ENSG00000162771.8|chr1	0	0	0	0	0	0
BATF3|ENSG00000123685.9|chr1	238	101	144	90	86	74
NSL1|ENSG00000117697.15|chr1	781	575	783	424	692	483
TATDN3|ENSG00000203705.11|chr1	54	66	60	44	41	122
SPATA45|ENSG00000185523.6|chr1	0	0	0	0	0	0
FLVCR1|ENSG00000162769.13|chr1	335	200	242	229	386	157
VASH2|ENSG00000143494.16|chr1	44	37	44	9	21	22
ANGEL2|ENSG00000174606.14|chr1	72	63	53	60	132	102
RPS6KC1|ENSG00000136643.12|chr1	55	55	65	38	62	22
PROX1|ENSG00000117707.16|chr1	51	45	78	27	20	44
SMYD2|ENSG00000143499.14|chr1	226	229	236	108	245	186
PTPN14|ENSG00000152104.12|chr1	529	471	620	441	862	586
CENPF|ENSG00000117724.14|chr1	185	191	181	123	145	169
KCNK2|ENSG00000082482.14|chr1	0	0	0	0	0	0
KCTD3|ENSG00000136636.13|chr1	221	185	237	175	227	143
USH2A|ENSG00000042781.14|chr1	0	0	0	0	0	0
ESRRG|ENSG00000196482.18|chr1	0	0	0	0	0	0
GPATCH2|ENSG00000092978.11|chr1	46	16	48	34	39	50
RRP15|ENSG00000067533.6|chr1	478	248	505	390	705	412
TGFB2|ENSG00000092969.12|chr1	23	4	18	18	24	5
LYPLAL1|ENSG00000143353.12|chr1	114	92	84	60	148	167
ZC3H11B|ENSG00000215817.9|chr1	8	0	0	6	3	5
SLC30A10|ENSG00000196660.12|chr1	60	83	97	80	64	59
EPRS1|ENSG00000136628.18|chr1	354	277	260	346	426	308
BPNT1|ENSG00000162813.18|chr1	294	205	284	154	143	206
IARS2|ENSG00000067704.10|chr1	211	84	153	119	129	143
RAB3GAP2|ENSG00000118873.17|chr1	126	155	256	152	302	208
MARK1|ENSG00000116141.17|chr1	74	47	73	32	80	57
C1orf115|ENSG00000162817.7|chr1	226	148	216	176	213	124
MTARC1|ENSG00000186205.14|chr1	260	185	198	110	230	191
HLX|ENSG00000136630.13|chr1	77	36	55	17	85	23
DUSP10|ENSG00000143507.18|chr1	14	14	17	4	30	6
HHIPL2|ENSG00000143512.13|chr1	0	0	0	0	0	0
TAF1A|ENSG00000143498.18|chr1	44	15	26	34	88	48
MIA3|ENSG00000154305.18|chr1	82	83	61	56	139	88
AIDA|ENSG00000186063.13|chr1	106	21	26	22	39	37
BROX|ENSG00000162819.12|chr1	69	112	120	117	194	86
FAM177B|ENSG00000197520.11|chr1	0	0	0	0	0	0
DISP1|ENSG00000154309.9|chr1	18	26	19	38	15	15
TLR5|ENSG00000187554.14|chr1	3	0	9	0	3	0
SUSD4|ENSG00000143502.16|chr1	8	8	8	0	16	5
CCDC185|ENSG00000178395.7|chr1	0	0	0	0	0	0
CAPN8|ENSG00000203697.12|chr1	0	0	0	0	0	0
CAPN2|ENSG00000162909.18|chr1	175	157	306	128	78	127
TP53BP2|ENSG00000143514.18|chr1	355	187	296	141	314	221
FBXO28|ENSG00000143756.12|chr1	391	354	463	330	511	421
DEGS1|ENSG00000143753.13|chr1	969	380	1154	856	1117	789
NVL|ENSG00000143748.18|chr1	203	142	167	157	220	272
CNIH4|ENSG00000143771.12|chr1	1339	1081	1288	862	1191	938
WDR26|ENSG00000162923.17|chr1	414	447	503	351	527	589
CNIH3|ENSG00000143786.8|chr1	97	64	83	126	68	57
DNAH14|ENSG00000185842.16|chr1	0	0	0	0	0	0
LBR|ENSG00000143815.15|chr1	745	708	699	436	700	605
ENAH|ENSG00000154380.19|chr1	1416	1349	1671	1001	1255	985
SRP9|ENSG00000143742.14|chr1	636	527	670	293	671	560
EPHX1|ENSG00000143819.13|chr1	29	48	40	18	50	35
LEFTY1|ENSG00000243709.1|chr1	0	6	0	0	0	0
ENSG00000255835|ENSG00000255835.1|chr1	0	0	0	0	0	0
PYCR2|ENSG00000143811.20|chr1	1045	727	846	944	1304	1090
LEFTY2|ENSG00000143768.13|chr1	0	0	0	0	0	0
SDE2|ENSG00000143751.10|chr1	734	480	513	439	849	617
H3-3A|ENSG00000163041.13|chr1	19	17	38	3	31	24
ACBD3|ENSG00000182827.9|chr1	725	469	694	479	912	694
MIXL1|ENSG00000185155.12|chr1	0	4	0	0	0	0
LIN9|ENSG00000183814.16|chr1	177	133	157	156	288	166
PARP1|ENSG00000143799.14|chr1	1636	1102	1651	969	1563	1408
STUM|ENSG00000203685.11|chr1	0	0	3	0	0	0
ITPKB|ENSG00000143772.11|chr1	24	22	21	15	8	20
PSEN2|ENSG00000143801.18|chr1	86	77	92	45	84	123
COQ8A|ENSG00000163050.18|chr1	145	178	168	150	229	188
CDC42BPA|ENSG00000143776.20|chr1	105	54	59	16	97	53
ZNF678|ENSG00000181450.18|chr1	221	198	271	126	482	340
SNAP47|ENSG00000143740.15|chr1	696	550	755	448	554	569
JMJD4|ENSG00000081692.13|chr1	355	244	362	281	355	315
PRSS38|ENSG00000185888.6|chr1	0	0	0	0	0	0
WNT9A|ENSG00000143816.8|chr1	60	11	15	39	49	16
WNT3A|ENSG00000154342.6|chr1	14	13	0	0	0	5
