Gene	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
TFEB|ENSG00000112561.19|chr6	29	25	10	14	25	11
PGC|ENSG00000096088.16|chr6	0	0	0	0	0	0
FRS3|ENSG00000137218.10|chr6	53	30	21	40	30	22
PRICKLE4|ENSG00000278224.7|chr6	0	0	0	0	0	0
USP49|ENSG00000164663.15|chr6	250	170	190	339	256	309
MED20|ENSG00000124641.16|chr6	281	217	174	308	295	257
BYSL|ENSG00000112578.10|chr6	807	667	621	878	808	706
CCND3|ENSG00000112576.13|chr6	578	429	457	465	398	400
TAF8|ENSG00000137413.17|chr6	402	329	420	431	441	412
C6orf132|ENSG00000188112.10|chr6	88	73	107	39	34	99
GUCA1ANB|ENSG00000287363.4|chr6	0	0	0	0	0	0
GUCA1A|ENSG00000048545.18|chr6	0	0	0	0	0	0
GUCA1B|ENSG00000112599.9|chr6	10	10	3	12	0	13
MRPS10|ENSG00000048544.6|chr6	1662	1353	1506	1876	1636	1463
TRERF1|ENSG00000124496.13|chr6	43	15	15	11	21	22
UBR2|ENSG00000024048.11|chr6	253	181	198	265	223	261
PRPH2|ENSG00000112619.8|chr6	0	0	0	0	0	0
TBCC|ENSG00000124659.7|chr6	161	153	196	230	236	214
BICRAL|ENSG00000112624.13|chr6	78	94	70	76	44	70
RPL7L1|ENSG00000146223.16|chr6	5555	5357	5111	4401	4651	3795
C6orf226|ENSG00000221821.4|chr6	105	117	120	161	214	137
PTCRA|ENSG00000171611.10|chr6	0	0	0	0	0	0
CNPY3|ENSG00000137161.18|chr6	209	262	255	285	238	241
GNMT|ENSG00000124713.6|chr6	1	1	8	12	44	8
PEX6|ENSG00000124587.14|chr6	15	23	17	3	24	3
PPP2R5D|ENSG00000112640.16|chr6	644	673	547	575	493	615
MEA1|ENSG00000124733.5|chr6	3362	2464	2304	2424	2678	2362
KLHDC3|ENSG00000124702.19|chr6	2168	1721	1601	1865	1855	1699
RRP36|ENSG00000124541.7|chr6	1102	988	935	1243	1084	1091
CUL7|ENSG00000044090.13|chr6	95	112	76	50	66	50
KLC4|ENSG00000137171.15|chr6	96	118	91	161	122	146
MRPL2|ENSG00000112651.12|chr6	224	246	171	280	238	251
PTK7|ENSG00000112655.16|chr6	514	551	469	236	273	229
SRF|ENSG00000112658.8|chr6	1891	1407	1529	1542	1642	1329
CUL9|ENSG00000112659.14|chr6	49	12	38	30	13	12
DNPH1|ENSG00000112667.13|chr6	5483	3884	4056	4326	4199	4037
TTBK1|ENSG00000146216.13|chr6	0	0	0	0	0	0
SLC22A7|ENSG00000137204.15|chr6	0	0	0	0	0	0
CRIP3|ENSG00000146215.14|chr6	67	52	54	34	69	31
ZNF318|ENSG00000171467.16|chr6	219	127	157	219	184	187
ABCC10|ENSG00000124574.15|chr6	100	103	61	91	52	91
DLK2|ENSG00000171462.15|chr6	32	18	28	26	33	29
TJAP1|ENSG00000137221.14|chr6	593	463	503	780	847	812
LRRC73|ENSG00000204052.5|chr6	8	3	10	31	30	35
POLR1C|ENSG00000171453.20|chr6	731	605	599	869	885	876
YIPF3|ENSG00000137207.12|chr6	300	268	245	307	264	269
XPO5|ENSG00000124571.18|chr6	1038	1061	1051	1207	1161	1137
POLH|ENSG00000170734.12|chr6	261	248	291	227	254	198
GTPBP2|ENSG00000172432.19|chr6	365	431	373	720	707	572
MAD2L1BP|ENSG00000124688.14|chr6	562	350	407	397	490	478
RSPH9|ENSG00000172426.16|chr6	0	0	2	0	4	0
MRPS18A|ENSG00000096080.12|chr6	576	541	475	633	630	710
VEGFA|ENSG00000112715.26|chr6	331	349	348	830	904	829
MRPL14|ENSG00000180992.7|chr6	2002	1588	1724	1928	2038	1861
TMEM63B|ENSG00000137216.19|chr6	66	68	103	88	62	66
CAPN11|ENSG00000137225.13|chr6	0	0	0	0	0	0
MYMX|ENSG00000262179.3|chr6	0	0	0	0	0	0
SLC29A1|ENSG00000112759.19|chr6	1508	1081	1230	1216	1302	1252
HSP90AB1|ENSG00000096384.20|chr6	9471	8387	8798	8147	8806	7285
SLC35B2|ENSG00000157593.19|chr6	634	484	561	533	431	370
NFKBIE|ENSG00000146232.17|chr6	105	86	76	124	122	112
TMEM151B|ENSG00000178233.18|chr6	2	0	0	0	0	0
TCTE1|ENSG00000146221.10|chr6	4	0	0	2	0	0
AARS2|ENSG00000124608.5|chr6	469	497	513	444	414	422
SPATS1|ENSG00000249481.7|chr6	7	2	4	1	1	0
CDC5L|ENSG00000096401.8|chr6	630	631	550	731	819	697
SUPT3H|ENSG00000196284.17|chr6	96	108	94	146	91	94
RUNX2|ENSG00000124813.23|chr6	36	45	64	25	66	22
CLIC5|ENSG00000112782.19|chr6	1	8	12	3	33	17
ENPP4|ENSG00000001561.7|chr6	264	282	274	182	228	264
ENPP5|ENSG00000112796.10|chr6	43	19	41	46	27	61
RCAN2|ENSG00000172348.16|chr6	38	34	41	20	45	39
CYP39A1|ENSG00000146233.8|chr6	12	10	12	4	10	30
SLC25A27|ENSG00000153291.16|chr6	27	26	47	33	54	37
TDRD6|ENSG00000180113.16|chr6	0	3	9	5	5	20
PLA2G7|ENSG00000146070.17|chr6	7	3	1	10	2	8
ANKRD66|ENSG00000230062.7|chr6	0	0	0	0	0	0
MEP1A|ENSG00000112818.11|chr6	0	0	0	0	0	1
ADGRF5|ENSG00000069122.19|chr6	0	12	0	7	0	0
ADGRF1|ENSG00000153292.16|chr6	0	0	0	0	0	0
TNFRSF21|ENSG00000146072.6|chr6	158	165	164	176	117	166
CD2AP|ENSG00000198087.7|chr6	605	567	452	721	772	613
OPN5|ENSG00000124818.15|chr6	0	0	0	0	0	0
PTCHD4|ENSG00000244694.8|chr6	0	0	0	0	0	0
MMUT|ENSG00000146085.8|chr6	457	446	509	462	533	482
CENPQ|ENSG00000031691.7|chr6	186	183	122	305	205	226
GLYATL3|ENSG00000203972.10|chr6	0	0	0	0	0	0
C6orf141|ENSG00000197261.12|chr6	12	18	14	25	4	6
RHAG|ENSG00000112077.18|chr6	0	0	0	0	0	0
CRISP2|ENSG00000124490.14|chr6	0	0	0	0	0	0
CRISP3|ENSG00000096006.12|chr6	0	0	0	0	0	0
PGK2|ENSG00000170950.6|chr6	0	0	0	0	0	0
CRISP1|ENSG00000124812.15|chr6	0	0	0	0	0	0
DEFB114|ENSG00000177684.4|chr6	0	0	0	0	0	0
DEFB110|ENSG00000203970.4|chr6	0	0	0	0	0	0
DEFB112|ENSG00000180872.7|chr6	0	0	0	0	0	0
TFAP2D|ENSG00000008197.5|chr6	0	0	0	0	0	0
TFAP2B|ENSG00000008196.13|chr6	0	0	0	0	0	0
PKHD1|ENSG00000170927.15|chr6	0	0	0	0	0	0
IL17A|ENSG00000112115.7|chr6	0	0	0	0	0	0
IL17F|ENSG00000112116.11|chr6	0	0	2	0	0	0
MCM3|ENSG00000112118.20|chr6	1855	1717	1943	1884	2199	1884
PAQR8|ENSG00000170915.9|chr6	13	11	14	13	26	18
EFHC1|ENSG00000096093.16|chr6	81	95	78	113	135	86
TRAM2|ENSG00000065308.5|chr6	144	143	144	159	142	157
TMEM14A|ENSG00000096092.6|chr6	894	632	602	654	636	526
GSTA2|ENSG00000244067.3|chr6	0	0	0	0	0	0
GSTA1|ENSG00000243955.6|chr6	0	0	0	0	0	0
GSTA5|ENSG00000182793.12|chr6	0	0	0	0	0	0
GSTA3|ENSG00000174156.15|chr6	0	0	0	0	0	0
GSTA4|ENSG00000170899.11|chr6	406	414	408	367	371	316
CILK1|ENSG00000112144.16|chr6	238	139	218	213	281	180
FBXO9|ENSG00000112146.17|chr6	1559	1491	1367	1453	1302	1302
GCM1|ENSG00000137270.11|chr6	0	4	0	0	5	0
ELOVL5|ENSG00000012660.14|chr6	973	781	980	916	1041	912
GCLC|ENSG00000001084.13|chr6	205	215	204	335	282	299
KLHL31|ENSG00000124743.6|chr6	10	6	5	8	12	9
LRRC1|ENSG00000137269.15|chr6	233	174	237	281	350	213
MLIP|ENSG00000146147.15|chr6	0	0	0	0	0	0
TINAG|ENSG00000137251.16|chr6	0	0	0	0	0	0
FAM83B|ENSG00000168143.9|chr6	106	83	67	25	71	71
HCRTR2|ENSG00000137252.10|chr6	4	0	0	0	0	8
GFRAL|ENSG00000187871.2|chr6	0	0	0	0	0	0
HMGCLL1|ENSG00000146151.14|chr6	0	2	1	6	0	3
BMP5|ENSG00000112175.8|chr6	0	0	0	0	0	0
COL21A1|ENSG00000124749.17|chr6	14	7	19	16	18	11
DST|ENSG00000151914.22|chr6	183	172	127	164	246	194
KIAA1586|ENSG00000168116.14|chr6	100	91	105	151	128	121
ZNF451|ENSG00000112200.17|chr6	190	211	202	354	496	355
BAG2|ENSG00000112208.11|chr6	773	748	693	895	965	802
RAB23|ENSG00000112210.12|chr6	262	253	279	279	319	271
PRIM2|ENSG00000146143.19|chr6	117	117	90	117	102	85
KHDRBS2|ENSG00000112232.10|chr6	0	0	0	0	0	0
FKBP1C|ENSG00000198225.5|chr6	841	683	509	817	687	635
LGSN|ENSG00000146166.17|chr6	0	0	0	0	0	0
PTP4A1|ENSG00000112245.13|chr6	2903	2849	2644	3514	3223	3087
PHF3|ENSG00000118482.12|chr6	329	359	473	565	542	507
EYS|ENSG00000188107.15|chr6	0	0	0	0	0	0
ENSG00000214558|ENSG00000214558.5|chr6	0	0	0	0	0	0
ADGRB3|ENSG00000135298.15|chr6	0	0	0	0	0	0
LMBRD1|ENSG00000168216.13|chr6	323	336	307	257	215	195
COL19A1|ENSG00000082293.13|chr6	10	0	0	11	0	11
COL9A1|ENSG00000112280.18|chr6	7	5	3	0	0	0
FAM135A|ENSG00000082269.17|chr6	106	87	63	116	84	86
SDHAF4|ENSG00000154079.6|chr6	82	85	51	74	44	59
SMAP1|ENSG00000112305.15|chr6	736	635	601	540	544	688
B3GAT2|ENSG00000112309.11|chr6	135	85	104	150	86	115
OGFRL1|ENSG00000119900.9|chr6	330	351	264	312	362	265
RIMS1|ENSG00000079841.20|chr6	14	4	5	0	0	0
KCNQ5|ENSG00000185760.18|chr6	50	43	46	86	65	75
KHDC1L|ENSG00000256980.5|chr6	11	4	1	5	0	0
KHDC1|ENSG00000135314.13|chr6	66	78	34	45	47	72
DPPA5|ENSG00000203909.4|chr6	0	0	0	0	0	0
KHDC3L|ENSG00000203908.4|chr6	0	0	0	0	0	0
OOEP|ENSG00000203907.10|chr6	0	0	0	0	0	0
CGAS|ENSG00000164430.17|chr6	2	0	11	7	11	0
MTO1|ENSG00000135297.17|chr6	271	214	250	327	354	296
EEF1A1|ENSG00000156508.19|chr6	28276	22297	24288	26432	23755	24218
SLC17A5|ENSG00000119899.13|chr6	341	348	373	249	249	279
CD109|ENSG00000156535.15|chr6	61	66	69	37	58	70
COL12A1|ENSG00000111799.22|chr6	4	2	10	0	4	2
COX7A2|ENSG00000112695.13|chr6	3379	2793	2730	2434	2838	2821
TMEM30A|ENSG00000112697.17|chr6	959	879	917	1012	1011	877
FILIP1|ENSG00000118407.15|chr6	0	13	2	19	6	3
SENP6|ENSG00000112701.18|chr6	436	343	424	477	572	397
MYO6|ENSG00000196586.17|chr6	370	368	365	517	405	354
IMPG1|ENSG00000112706.12|chr6	0	0	0	0	0	0
HTR1B|ENSG00000135312.7|chr6	7	0	0	0	6	3
MEI4|ENSG00000269964.4|chr6	0	0	0	0	0	0
IRAK1BP1|ENSG00000146243.14|chr6	279	222	162	316	187	219
PHIP|ENSG00000146247.15|chr6	899	900	1007	1298	1307	1238
HMGN3|ENSG00000118418.14|chr6	2020	2185	1870	1810	1711	1556
LCA5|ENSG00000135338.14|chr6	24	32	17	26	23	33
SH3BGRL2|ENSG00000198478.8|chr6	343	265	312	350	296	281
ELOVL4|ENSG00000118402.6|chr6	324	351	317	345	292	349
TTK|ENSG00000112742.10|chr6	342	313	351	344	438	333
BCKDHB|ENSG00000083123.15|chr6	154	152	166	103	124	179
TENT5A|ENSG00000112773.16|chr6	404	333	368	376	310	242
IBTK|ENSG00000005700.15|chr6	3	0	0	0	0	0
TPBG|ENSG00000146242.9|chr6	0	0	0	0	0	0
UBE3D|ENSG00000118420.17|chr6	184	122	151	215	165	153
DOP1A|ENSG00000083097.15|chr6	62	39	43	67	70	29
PGM3|ENSG00000013375.17|chr6	1482	1228	1269	1693	1654	1621
RWDD2A|ENSG00000013392.8|chr6	86	83	95	181	185	166
ME1|ENSG00000065833.9|chr6	961	902	835	1003	1018	879
PRSS35|ENSG00000146250.7|chr6	7	1	3	0	0	0
RIPPLY2|ENSG00000203877.9|chr6	18	16	6	21	7	29
CYB5R4|ENSG00000065615.14|chr6	349	423	406	442	330	380
MRAP2|ENSG00000135324.6|chr6	73	35	26	14	57	41
CEP162|ENSG00000135315.12|chr6	62	68	64	93	82	77
TBX18|ENSG00000112837.17|chr6	309	277	220	476	391	326
NT5E|ENSG00000135318.12|chr6	0	3	1	0	0	10
SNX14|ENSG00000135317.14|chr6	303	267	229	347	275	370
SYNCRIP|ENSG00000135316.19|chr6	967	903	982	1046	1012	1026
HTR1E|ENSG00000168830.8|chr6	0	0	0	0	0	0
CGA|ENSG00000135346.9|chr6	17	23	19	59	53	35
ZNF292|ENSG00000188994.14|chr6	280	317	311	606	514	385
GJB7|ENSG00000164411.12|chr6	10	0	0	7	0	0
SMIM8|ENSG00000111850.11|chr6	239	291	243	236	239	179
C6orf163|ENSG00000203872.7|chr6	0	0	8	0	14	6
CFAP206|ENSG00000272514.6|chr6	4	3	13	0	5	5
SLC35A1|ENSG00000164414.19|chr6	190	202	224	287	210	296
RARS2|ENSG00000146282.19|chr6	608	523	470	541	555	509
ORC3|ENSG00000135336.16|chr6	290	351	390	349	309	320
AKIRIN2|ENSG00000135334.9|chr6	275	216	210	334	340	269
SPACA1|ENSG00000118434.9|chr6	0	0	0	0	0	0
CNR1|ENSG00000118432.13|chr6	0	1	6	0	0	0
RNGTT|ENSG00000111880.16|chr6	361	264	391	437	399	390
PNRC1|ENSG00000146278.11|chr6	541	431	382	832	776	670
SRSF12|ENSG00000154548.9|chr6	369	371	329	466	380	460
PM20D2|ENSG00000146281.6|chr6	1531	1302	1547	1693	1404	1529
GABRR1|ENSG00000146276.12|chr6	0	0	0	0	0	0
GABRR2|ENSG00000111886.11|chr6	0	0	0	0	5	0
UBE2J1|ENSG00000198833.7|chr6	913	850	795	1091	1156	887
RRAGD|ENSG00000025039.15|chr6	928	688	720	865	786	748
ANKRD6|ENSG00000135299.17|chr6	236	261	267	293	304	266
LYRM2|ENSG00000083099.11|chr6	2266	2194	2035	2428	2233	2166
MDN1|ENSG00000112159.13|chr6	616	556	619	667	731	598
GJA10|ENSG00000135355.4|chr6	0	0	0	0	0	0
BACH2|ENSG00000112182.16|chr6	1	0	9	3	0	0
MAP3K7|ENSG00000135341.19|chr6	747	691	687	956	941	807
EPHA7|ENSG00000135333.15|chr6	486	335	458	359	351	416
MANEA|ENSG00000172469.17|chr6	247	248	343	249	281	239
FUT9|ENSG00000172461.11|chr6	0	0	0	0	0	0
UFL1|ENSG00000014123.10|chr6	213	201	255	272	294	309
FHL5|ENSG00000112214.11|chr6	0	0	0	0	0	0
GPR63|ENSG00000112218.9|chr6	159	168	212	170	171	197
NDUFAF4|ENSG00000123545.6|chr6	1425	1254	1230	1771	1472	1661
KLHL32|ENSG00000186231.17|chr6	0	9	6	0	3	0
MMS22L|ENSG00000146263.12|chr6	157	169	92	158	191	165
POU3F2|ENSG00000184486.10|chr6	538	508	590	653	671	635
FBXL4|ENSG00000112234.9|chr6	122	162	176	222	160	222
FAXC|ENSG00000146267.12|chr6	188	183	228	236	282	165
COQ3|ENSG00000132423.12|chr6	388	354	321	335	413	396
PNISR|ENSG00000132424.17|chr6	447	451	400	661	471	465
USP45|ENSG00000123552.18|chr6	34	52	77	72	86	88
TSTD3|ENSG00000279170.3|chr6	77	85	79	89	85	83
CCNC|ENSG00000112237.13|chr6	1002	833	970	940	1122	999
PRDM13|ENSG00000112238.12|chr6	211	177	171	287	235	192
MCHR2|ENSG00000152034.11|chr6	0	4	0	10	0	0
SIM1|ENSG00000112246.10|chr6	49	65	85	62	71	84
ASCC3|ENSG00000112249.14|chr6	193	186	230	232	236	193
GRIK2|ENSG00000164418.22|chr6	0	0	0	0	0	0
HACE1|ENSG00000085382.12|chr6	80	55	78	94	94	74
LIN28B|ENSG00000187772.8|chr6	998	1022	1084	858	775	725
BVES|ENSG00000112276.14|chr6	76	69	64	49	59	30
POPDC3|ENSG00000132429.10|chr6	791	576	700	729	610	596
PREP|ENSG00000085377.15|chr6	420	352	329	438	527	404
PRDM1|ENSG00000057657.17|chr6	1	0	8	0	7	1
ATG5|ENSG00000057663.16|chr6	353	334	289	471	558	398
CRYBG1|ENSG00000112297.18|chr6	9	2	0	3	3	0
RTN4IP1|ENSG00000130347.13|chr6	77	72	87	117	90	118
QRSL1|ENSG00000130348.11|chr6	255	170	129	220	213	268
CD24|ENSG00000272398.6|chr6	34	18	11	11	30	17
MTRES1|ENSG00000130349.10|chr6	81	93	127	97	69	97
BEND3|ENSG00000178409.14|chr6	154	160	145	139	97	127
PDSS2|ENSG00000164494.12|chr6	182	146	173	158	164	185
SCML4|ENSG00000146285.14|chr6	0	0	0	0	0	0
SEC63|ENSG00000025796.14|chr6	985	947	841	1062	906	966
OSTM1|ENSG00000081087.16|chr6	734	602	654	530	572	490
NR2E1|ENSG00000112333.12|chr6	39	35	26	90	83	43
SNX3|ENSG00000112335.15|chr6	1302	1089	1245	1153	1201	1125
AFG1L|ENSG00000135537.17|chr6	49	41	57	52	68	49
ARMC2|ENSG00000118690.13|chr6	8	0	3	0	1	5
SESN1|ENSG00000080546.14|chr6	287	258	271	387	475	322
CEP57L1|ENSG00000183137.15|chr6	372	411	328	433	272	392
CD164|ENSG00000135535.17|chr6	1080	999	1085	987	1093	992
PPIL6|ENSG00000185250.16|chr6	22	5	17	1	2	1
SMPD2|ENSG00000135587.9|chr6	33	9	15	27	49	61
MICAL1|ENSG00000135596.18|chr6	10	12	11	11	16	22
ZBTB24|ENSG00000112365.6|chr6	292	183	243	271	322	300
AK9|ENSG00000155085.16|chr6	0	0	0	0	0	0
FIG4|ENSG00000112367.12|chr6	146	180	172	166	220	131
GPR6|ENSG00000146360.9|chr6	0	0	0	0	0	0
WASF1|ENSG00000112290.13|chr6	579	647	507	686	550	662
CDC40|ENSG00000168438.15|chr6	144	231	216	242	221	217
METTL24|ENSG00000053328.9|chr6	0	0	0	0	0	0
DDO|ENSG00000203797.12|chr6	0	0	0	0	0	0
SLC22A16|ENSG00000004809.14|chr6	0	0	0	0	0	0
CDK19|ENSG00000155111.15|chr6	272	194	198	262	244	259
AMD1|ENSG00000123505.19|chr6	1724	1647	1563	1526	1664	1448
GTF3C6|ENSG00000155115.7|chr6	1810	1695	1426	1436	1302	1489
RPF2|ENSG00000197498.13|chr6	803	730	617	812	774	712
SLC16A10|ENSG00000112394.18|chr6	562	507	521	419	362	366
MFSD4B|ENSG00000173214.7|chr6	428	392	375	422	415	455
REV3L|ENSG00000009413.16|chr6	160	144	153	285	233	203
TRAF3IP2|ENSG00000056972.21|chr6	90	99	74	101	134	154
FYN|ENSG00000010810.17|chr6	2056	1636	1535	1831	1971	1807
CCN6|ENSG00000112761.22|chr6	0	0	0	0	0	0
TUBE1|ENSG00000074935.14|chr6	87	125	98	242	291	245
FAM229B|ENSG00000203778.8|chr6	262	273	227	217	195	243
LAMA4|ENSG00000112769.20|chr6	186	230	151	178	197	168
RFPL4B|ENSG00000251258.2|chr6	0	0	0	1	0	0
MARCKS|ENSG00000277443.3|chr6	3588	3543	3502	2904	3186	2765
HDAC2|ENSG00000196591.12|chr6	1491	1318	1194	1397	1204	1131
HS3ST5|ENSG00000249853.9|chr6	0	0	0	0	0	0
FRK|ENSG00000111816.8|chr6	9	6	4	4	0	2
NT5DC1|ENSG00000178425.14|chr6	579	518	611	611	705	481
COL10A1|ENSG00000123500.10|chr6	0	0	0	0	0	0
TSPYL4|ENSG00000187189.11|chr6	727	633	635	824	777	700
DSE|ENSG00000111817.19|chr6	205	239	205	226	204	209
TSPYL1|ENSG00000189241.8|chr6	1926	1693	1642	1715	1559	1546
ENSG00000285446|ENSG00000285446.1|chr6	8	0	0	0	0	0
CALHM6|ENSG00000188820.13|chr6	8	0	0	0	0	0
TRAPPC3L|ENSG00000173626.10|chr6	0	0	2	0	0	0
CALHM5|ENSG00000178033.6|chr6	33	13	26	16	3	13
CALHM4|ENSG00000164451.14|chr6	0	0	0	0	0	0
RWDD1|ENSG00000111832.13|chr6	2022	1792	1837	1859	1645	1841
RSPH4A|ENSG00000111834.13|chr6	6	0	1	0	3	0
ZUP1|ENSG00000153975.10|chr6	147	111	121	164	167	192
KPNA5|ENSG00000196911.12|chr6	620	615	577	524	705	486
FAM162B|ENSG00000183807.8|chr6	0	0	0	0	0	0
GPRC6A|ENSG00000173612.10|chr6	0	0	0	0	0	0
RFX6|ENSG00000185002.10|chr6	41	7	23	9	30	19
VGLL2|ENSG00000170162.14|chr6	3	10	5	17	0	6
ROS1|ENSG00000047936.11|chr6	0	0	0	0	0	0
DCBLD1|ENSG00000164465.19|chr6	100	69	87	96	111	137
GOPC|ENSG00000047932.14|chr6	521	484	520	739	733	598
NUS1|ENSG00000153989.8|chr6	723	669	662	737	831	679
SLC35F1|ENSG00000196376.11|chr6	876	795	783	747	735	611
CEP85L|ENSG00000111860.14|chr6	305	196	241	408	359	352
PLN|ENSG00000198523.6|chr6	0	0	6	0	3	0
MCM9|ENSG00000111877.18|chr6	43	53	76	99	68	75
ASF1A|ENSG00000111875.8|chr6	543	459	466	521	724	627
FAM184A|ENSG00000111879.20|chr6	83	81	72	89	84	50
MAN1A1|ENSG00000111885.7|chr6	222	175	259	277	303	234
TBC1D32|ENSG00000146350.14|chr6	58	63	86	58	110	61
GJA1|ENSG00000152661.9|chr6	300	243	307	318	285	281
HSF2|ENSG00000025156.13|chr6	482	336	469	741	837	551
SERINC1|ENSG00000111897.7|chr6	862	833	842	1005	869	905
PKIB|ENSG00000135549.16|chr6	136	105	102	148	138	77
FABP7|ENSG00000164434.12|chr6	0	0	0	0	0	0
SMPDL3A|ENSG00000172594.13|chr6	30	32	32	56	13	65
CLVS2|ENSG00000146352.13|chr6	12	13	2	12	4	6
TRDN|ENSG00000186439.14|chr6	0	0	0	0	0	0
NKAIN2|ENSG00000188580.15|chr6	27	23	14	11	34	26
RNF217|ENSG00000146373.17|chr6	339	366	343	238	294	311
TPD52L1|ENSG00000111907.21|chr6	373	405	312	271	288	267
HDDC2|ENSG00000111906.18|chr6	1875	1575	1519	1558	1459	1445
HEY2|ENSG00000135547.9|chr6	188	234	171	423	332	304
NCOA7|ENSG00000111912.20|chr6	181	182	172	248	207	255
HINT3|ENSG00000111911.7|chr6	369	434	478	512	427	456
TRMT11|ENSG00000066651.20|chr6	259	218	245	230	303	320
CENPW|ENSG00000203760.9|chr6	1261	1014	1119	890	1100	863
RSPO3|ENSG00000146374.14|chr6	3	9	2	6	0	4
RNF146|ENSG00000118518.17|chr6	178	120	138	193	176	201
ECHDC1|ENSG00000093144.19|chr6	938	814	862	800	896	813
KIAA0408|ENSG00000189367.15|chr6	72	29	80	71	89	73
SOGA3|ENSG00000214338.10|chr6	8	5	11	14	16	14
C6orf58|ENSG00000184530.9|chr6	0	0	0	0	2	0
THEMIS|ENSG00000172673.12|chr6	0	0	0	0	0	0
PTPRK|ENSG00000152894.15|chr6	0	1	0	0	0	0
LAMA2|ENSG00000196569.14|chr6	6	6	0	6	0	0
ARHGAP18|ENSG00000146376.11|chr6	62	53	77	62	90	60
TMEM244|ENSG00000203756.8|chr6	0	0	0	0	0	0
L3MBTL3|ENSG00000198945.8|chr6	69	61	75	94	96	29
SAMD3|ENSG00000164483.17|chr6	0	0	0	0	0	0
TMEM200A|ENSG00000164484.12|chr6	0	0	1	0	0	0
SMLR1|ENSG00000256162.2|chr6	0	0	0	0	0	0
AKAP7|ENSG00000118507.18|chr6	39	41	27	78	50	18
ARG1|ENSG00000118520.15|chr6	0	0	0	0	0	0
MED23|ENSG00000112282.18|chr6	109	102	87	101	90	83
ENPP3|ENSG00000154269.15|chr6	7	0	0	0	0	0
OR2A4|ENSG00000180658.4|chr6	0	0	0	0	0	0
CTAGE9|ENSG00000236761.6|chr6	0	0	0	0	0	0
ENPP1|ENSG00000197594.14|chr6	815	737	702	747	681	579
CCN2|ENSG00000118523.6|chr6	361	259	298	309	306	403
MOXD1|ENSG00000079931.15|chr6	222	199	234	174	169	155
STX7|ENSG00000079950.14|chr6	419	478	464	461	552	450
TAAR8|ENSG00000146385.2|chr6	0	0	0	0	0	0
TAAR5|ENSG00000135569.5|chr6	0	0	0	0	0	0
TAAR1|ENSG00000146399.3|chr6	0	0	0	0	0	0
VNN1|ENSG00000112299.8|chr6	0	0	0	0	0	0
VNN2|ENSG00000112303.14|chr6	0	0	0	0	0	0
SLC18B1|ENSG00000146409.12|chr6	199	129	278	191	138	173
RPS12|ENSG00000112306.8|chr6	473	962	420	688	845	608
EYA4|ENSG00000112319.20|chr6	292	334	339	423	338	361
TCF21|ENSG00000118526.7|chr6	0	0	0	0	0	0
TBPL1|ENSG00000028839.10|chr6	383	401	354	440	364	452
SLC2A12|ENSG00000146411.6|chr6	86	64	73	37	75	15
SGK1|ENSG00000118515.12|chr6	32	18	16	38	46	33
ALDH8A1|ENSG00000118514.14|chr6	7	5	6	0	0	4
HBS1L|ENSG00000112339.15|chr6	423	343	361	400	361	369
MYB|ENSG00000118513.20|chr6	23	28	17	20	20	30
AHI1|ENSG00000135541.22|chr6	164	164	121	260	214	155
PDE7B|ENSG00000171408.14|chr6	0	0	0	0	18	0
MTFR2|ENSG00000146410.12|chr6	143	153	175	219	359	199
BCLAF1|ENSG00000029363.17|chr6	1829	1792	1983	2162	2007	2155
MAP7|ENSG00000135525.19|chr6	294	283	344	289	257	268
MAP3K5|ENSG00000197442.11|chr6	169	122	173	77	129	112
PEX7|ENSG00000112357.14|chr6	177	174	191	179	154	176
SLC35D3|ENSG00000182747.5|chr6	39	9	33	29	51	57
IL20RA|ENSG00000016402.14|chr6	23	16	16	29	42	21
IL22RA2|ENSG00000164485.15|chr6	0	0	0	0	0	0
IFNGR1|ENSG00000027697.16|chr6	190	188	236	350	340	315
OLIG3|ENSG00000177468.7|chr6	0	0	0	0	0	0
TNFAIP3|ENSG00000118503.17|chr6	70	54	38	69	75	90
PERP|ENSG00000112378.12|chr6	2337	1723	1660	1889	1719	1728
ARFGEF3|ENSG00000112379.9|chr6	281	373	413	375	368	249
PBOV1|ENSG00000254440.3|chr6	0	0	0	0	0	0
SMIM28|ENSG00000262543.2|chr6	0	0	0	0	0	0
HEBP2|ENSG00000051620.11|chr6	1549	1336	1196	1161	1263	1097
NHSL1|ENSG00000135540.12|chr6	140	144	154	205	289	196
CCDC28A|ENSG00000024862.18|chr6	342	337	285	365	280	317
ECT2L|ENSG00000203734.13|chr6	0	0	0	0	0	0
REPS1|ENSG00000135597.19|chr6	632	462	367	706	728	640
ABRACL|ENSG00000146386.8|chr6	874	927	898	659	653	657
HECA|ENSG00000112406.5|chr6	310	257	267	366	370	377
TXLNB|ENSG00000164440.15|chr6	3	30	6	5	10	21
CITED2|ENSG00000164442.10|chr6	280	265	318	436	393	400
NMBR|ENSG00000135577.5|chr6	0	0	0	0	0	0
GJE1|ENSG00000203733.6|chr6	0	0	0	0	0	0
VTA1|ENSG00000009844.16|chr6	971	890	900	977	945	1023
ADGRG6|ENSG00000112414.15|chr6	99	128	140	79	55	82
HIVEP2|ENSG00000010818.10|chr6	105	105	88	187	142	178
AIG1|ENSG00000146416.19|chr6	390	362	371	360	339	363
