Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
LYG1|ENSG00000144214.10|chr2	6	5	0	0	0	0
TXNDC9|ENSG00000115514.12|chr2	123	115	77	109	107	55
EIF5B|ENSG00000158417.11|chr2	549	767	573	628	738	414
REV1|ENSG00000135945.10|chr2	29	55	15	7	33	0
AFF3|ENSG00000144218.21|chr2	38	21	49	28	23	33
LONRF2|ENSG00000170500.13|chr2	109	114	131	111	36	21
CHST10|ENSG00000115526.11|chr2	66	108	34	115	73	2
NMS|ENSG00000204640.1|chr2	0	0	0	0	0	0
PDCL3|ENSG00000115539.14|chr2	43	116	49	22	71	33
NPAS2|ENSG00000170485.17|chr2	5	3	8	0	0	0
RPL31|ENSG00000071082.11|chr2	801	1095	810	870	666	717
TBC1D8|ENSG00000204634.13|chr2	6	0	6	11	8	28
CNOT11|ENSG00000158435.8|chr2	342	239	175	121	163	127
RNF149|ENSG00000163162.9|chr2	82	101	64	121	150	89
CREG2|ENSG00000175874.10|chr2	0	0	0	0	0	0
RFX8|ENSG00000196460.14|chr2	0	0	0	0	0	0
MAP4K4|ENSG00000071054.17|chr2	177	149	95	155	144	26
IL1R2|ENSG00000115590.14|chr2	0	0	0	0	0	0
IL1R1|ENSG00000115594.12|chr2	0	0	0	0	0	0
IL1RL2|ENSG00000115598.10|chr2	0	0	0	0	0	0
IL1RL1|ENSG00000115602.17|chr2	0	0	0	0	0	0
IL18R1|ENSG00000115604.12|chr2	0	9	8	0	0	0
IL18RAP|ENSG00000115607.10|chr2	0	0	0	0	0	0
SLC9A4|ENSG00000180251.5|chr2	0	0	0	0	0	0
SLC9A2|ENSG00000115616.3|chr2	0	15	8	4	0	0
MFSD9|ENSG00000135953.11|chr2	46	44	39	29	25	0
TMEM182|ENSG00000170417.16|chr2	7	30	9	3	9	0
POU3F3|ENSG00000198914.5|chr2	41	89	32	110	33	2
MRPS9|ENSG00000135972.9|chr2	123	185	101	242	64	54
GPR45|ENSG00000135973.3|chr2	0	0	0	0	0	0
TGFBRAP1|ENSG00000135966.13|chr2	127	101	93	102	16	43
C2orf49|ENSG00000135974.10|chr2	157	162	104	116	102	73
FHL2|ENSG00000115641.19|chr2	221	396	319	209	159	130
NCK2|ENSG00000071051.14|chr2	155	203	118	95	127	33
ECRG4|ENSG00000119147.10|chr2	0	0	0	0	0	0
UXS1|ENSG00000115652.15|chr2	64	80	49	44	41	58
RGPD3|ENSG00000153165.19|chr2	0	0	0	0	0	0
CD8B2|ENSG00000254126.8|chr2	0	0	0	0	0	0
ST6GAL2|ENSG00000144057.16|chr2	0	0	0	0	0	0
RGPD4|ENSG00000196862.10|chr2	0	0	0	0	0	0
SLC5A7|ENSG00000115665.9|chr2	0	0	0	0	0	0
SULT1C3|ENSG00000196228.5|chr2	0	0	0	0	0	0
SULT1C2|ENSG00000198203.10|chr2	0	4	0	0	0	0
SULT1C4|ENSG00000198075.10|chr2	0	2	0	9	0	0
GCC2|ENSG00000135968.22|chr2	26	18	6	0	1	0
LIMS1|ENSG00000169756.17|chr2	197	259	215	158	163	127
RANBP2|ENSG00000153201.17|chr2	95	93	88	70	86	36
CCDC138|ENSG00000163006.12|chr2	47	38	62	83	61	47
EDAR|ENSG00000135960.10|chr2	0	0	0	0	0	0
SH3RF3|ENSG00000172985.11|chr2	40	29	35	36	4	46
SEPTIN10|ENSG00000186522.15|chr2	32	19	62	10	72	63
SOWAHC|ENSG00000198142.5|chr2	241	266	153	107	48	99
RGPD5|ENSG00000015568.13|chr2	0	0	0	0	0	0
LIMS3|ENSG00000256977.13|chr2	0	0	0	0	0	0
MALL|ENSG00000144063.4|chr2	0	0	0	0	0	0
NPHP1|ENSG00000144061.14|chr2	14	0	11	0	0	0
LIMS4|ENSG00000256671.7|chr2	0	0	0	0	0	0
RGPD6|ENSG00000183054.13|chr2	0	0	0	0	0	0
BUB1|ENSG00000169679.15|chr2	68	107	56	49	82	44
ACOXL|ENSG00000153093.20|chr2	6	0	1	0	0	0
BCL2L11|ENSG00000153094.24|chr2	233	228	226	158	183	195
ANAPC1|ENSG00000153107.13|chr2	6	13	2	18	15	1
MERTK|ENSG00000153208.18|chr2	0	16	6	2	16	0
TMEM87B|ENSG00000153214.11|chr2	8	24	17	4	29	9
FBLN7|ENSG00000144152.13|chr2	0	0	0	0	0	0
ZC3H6|ENSG00000188177.14|chr2	0	0	0	8	0	0
RGPD8|ENSG00000169629.12|chr2	0	0	0	0	0	0
TTL|ENSG00000114999.8|chr2	109	126	63	19	84	27
POLR1B|ENSG00000125630.16|chr2	286	490	383	440	396	352
CHCHD5|ENSG00000125611.16|chr2	28	13	35	35	19	0
SLC20A1|ENSG00000144136.11|chr2	351	371	226	613	312	318
NT5DC4|ENSG00000144130.12|chr2	0	0	0	0	0	0
CKAP2L|ENSG00000169607.13|chr2	114	30	77	96	26	20
IL1A|ENSG00000115008.6|chr2	0	0	0	0	0	0
IL1B|ENSG00000125538.12|chr2	0	0	0	0	0	0
IL37|ENSG00000125571.10|chr2	0	0	0	0	0	0
IL36G|ENSG00000136688.11|chr2	0	0	0	0	0	0
IL36B|ENSG00000136696.11|chr2	0	0	0	0	0	0
IL36RN|ENSG00000136695.15|chr2	0	0	0	0	0	0
IL1F10|ENSG00000136697.13|chr2	0	0	0	0	0	0
IL1RN|ENSG00000136689.20|chr2	0	0	0	0	0	0
PSD4|ENSG00000125637.16|chr2	0	2	3	0	0	0
PAX8|ENSG00000125618.18|chr2	0	0	0	0	0	0
CBWD2|ENSG00000136682.16|chr2	0	0	6	0	0	0
FOXD4L1|ENSG00000184492.7|chr2	0	0	0	0	0	0
RABL2A|ENSG00000144134.19|chr2	35	23	9	10	6	22
ACTR3|ENSG00000115091.12|chr2	352	313	199	293	179	187
DPP10|ENSG00000175497.17|chr2	0	0	0	0	0	0
DDX18|ENSG00000088205.13|chr2	362	356	255	301	156	169
CCDC93|ENSG00000125633.11|chr2	10	31	7	15	41	40
INSIG2|ENSG00000125629.16|chr2	67	86	66	93	72	0
EN1|ENSG00000163064.7|chr2	69	74	58	32	18	3
MARCO|ENSG00000019169.11|chr2	0	0	0	0	0	0
C1QL2|ENSG00000144119.4|chr2	0	0	0	0	0	0
STEAP3|ENSG00000115107.20|chr2	108	30	24	38	43	36
C2orf76|ENSG00000186132.15|chr2	62	70	75	13	83	69
DBI|ENSG00000155368.18|chr2	480	748	469	442	374	300
TMEM37|ENSG00000171227.7|chr2	4	6	14	0	8	0
SCTR|ENSG00000080293.10|chr2	0	0	0	0	0	0
CFAP221|ENSG00000163075.13|chr2	0	0	0	0	0	0
TMEM177|ENSG00000144120.13|chr2	171	276	211	235	231	219
PTPN4|ENSG00000088179.9|chr2	44	26	39	1	7	0
EPB41L5|ENSG00000115109.14|chr2	15	28	0	3	0	0
TMEM185B|ENSG00000226479.4|chr2	205	323	183	323	168	89
RALB|ENSG00000144118.14|chr2	15	37	11	18	7	55
INHBB|ENSG00000163083.6|chr2	23	33	40	0	40	0
GLI2|ENSG00000074047.22|chr2	55	54	43	61	35	0
TFCP2L1|ENSG00000115112.8|chr2	30	43	33	25	11	44
CLASP1|ENSG00000074054.21|chr2	57	54	73	55	25	1
NIFK|ENSG00000155438.12|chr2	606	705	399	644	627	428
TSN|ENSG00000211460.12|chr2	338	424	337	366	112	170
CNTNAP5|ENSG00000155052.15|chr2	0	0	0	0	0	0
GYPC|ENSG00000136732.16|chr2	0	0	0	0	0	0
BIN1|ENSG00000136717.15|chr2	9	17	23	0	4	0
CYP27C1|ENSG00000186684.14|chr2	2	13	0	5	0	0
ERCC3|ENSG00000163161.14|chr2	108	141	131	109	131	25
MAP3K2|ENSG00000169967.17|chr2	407	567	441	383	364	334
PROC|ENSG00000115718.18|chr2	0	0	0	0	0	0
IWS1|ENSG00000163166.15|chr2	141	84	152	217	123	100
MYO7B|ENSG00000169994.20|chr2	0	0	0	0	0	0
LIMS2|ENSG00000072163.20|chr2	0	0	0	0	0	0
GPR17|ENSG00000144230.17|chr2	0	0	0	0	0	0
WDR33|ENSG00000136709.12|chr2	70	128	142	82	135	23
SFT2D3|ENSG00000173349.6|chr2	124	164	152	179	84	90
POLR2D|ENSG00000144231.11|chr2	325	400	325	273	294	317
AMMECR1L|ENSG00000144233.12|chr2	109	162	178	256	336	207
SAP130|ENSG00000136715.19|chr2	82	123	78	69	87	71
UGGT1|ENSG00000136731.13|chr2	39	65	60	15	50	7
HS6ST1|ENSG00000136720.7|chr2	117	224	162	86	40	94
RAB6C|ENSG00000222014.6|chr2	0	6	0	0	0	0
POTEF|ENSG00000196604.13|chr2	0	0	0	0	0	0
CCDC74B|ENSG00000152076.19|chr2	15	0	13	0	4	0
SMPD4|ENSG00000136699.20|chr2	263	276	252	293	257	145
MZT2B|ENSG00000152082.15|chr2	413	536	427	411	464	286
TUBA3E|ENSG00000152086.9|chr2	0	0	0	0	0	0
CCDC115|ENSG00000136710.10|chr2	126	178	125	112	165	13
IMP4|ENSG00000136718.10|chr2	188	321	282	305	252	309
PTPN18|ENSG00000072135.13|chr2	22	62	20	0	21	20
POTEI|ENSG00000196834.14|chr2	0	0	0	0	0	0
CFC1B|ENSG00000152093.8|chr2	0	0	0	0	0	0
CFC1|ENSG00000136698.10|chr2	0	5	0	0	0	0
POTEJ|ENSG00000222038.4|chr2	0	0	0	0	0	0
GPR148|ENSG00000173302.5|chr2	0	0	0	0	0	0
AMER3|ENSG00000178171.11|chr2	0	0	0	0	0	0
ARHGEF4|ENSG00000136002.20|chr2	4	1	1	9	1	0
PLEKHB2|ENSG00000115762.17|chr2	257	304	166	93	193	84
POTEE|ENSG00000188219.16|chr2	0	0	0	0	0	0
RAB6D|ENSG00000233087.8|chr2	5	10	0	0	0	0
MZT2A|ENSG00000173272.16|chr2	266	244	196	245	179	246
TUBA3D|ENSG00000075886.11|chr2	0	0	0	0	0	0
CCDC74A|ENSG00000163040.15|chr2	4	0	8	0	0	0
ANKRD30BL|ENSG00000163046.16|chr2	0	0	0	0	0	0
GPR39|ENSG00000183840.7|chr2	0	0	0	0	0	0
LYPD1|ENSG00000150551.11|chr2	279	439	240	180	131	164
NCKAP5|ENSG00000176771.18|chr2	8	9	0	1	0	3
MGAT5|ENSG00000152127.9|chr2	37	92	73	51	29	3
TMEM163|ENSG00000152128.13|chr2	0	22	24	18	21	0
ACMSD|ENSG00000153086.14|chr2	0	0	0	0	0	0
CCNT2|ENSG00000082258.13|chr2	111	150	60	88	61	127
MAP3K19|ENSG00000176601.14|chr2	0	0	0	0	0	0
RAB3GAP1|ENSG00000115839.19|chr2	93	185	108	147	72	59
ZRANB3|ENSG00000121988.18|chr2	26	19	5	23	2	0
R3HDM1|ENSG00000048991.17|chr2	48	44	39	14	1	49
UBXN4|ENSG00000144224.17|chr2	82	117	113	166	107	63
LCT|ENSG00000115850.10|chr2	0	0	0	0	0	0
MCM6|ENSG00000076003.5|chr2	358	371	382	315	390	328
DARS1|ENSG00000115866.11|chr2	593	728	482	660	511	621
CXCR4|ENSG00000121966.8|chr2	40	36	10	8	0	7
THSD7B|ENSG00000144229.13|chr2	0	0	0	0	0	0
HNMT|ENSG00000150540.14|chr2	12	0	0	3	0	0
SPOPL|ENSG00000144228.9|chr2	23	103	33	18	79	9
NXPH2|ENSG00000144227.5|chr2	3	13	0	0	0	0
LRP1B|ENSG00000168702.18|chr2	6	0	8	0	0	0
KYNU|ENSG00000115919.15|chr2	0	0	0	0	0	0
ARHGAP15|ENSG00000075884.14|chr2	0	0	0	0	0	0
GTDC1|ENSG00000121964.15|chr2	0	3	3	9	0	0
ZEB2|ENSG00000169554.23|chr2	77	43	28	10	26	13
ACVR2A|ENSG00000121989.15|chr2	24	91	24	6	56	78
ORC4|ENSG00000115947.14|chr2	216	132	165	195	101	126
MBD5|ENSG00000204406.14|chr2	0	0	0	0	0	0
EPC2|ENSG00000135999.12|chr2	78	118	34	80	83	100
LYPD6B|ENSG00000150556.17|chr2	14	22	0	7	9	0
LYPD6|ENSG00000187123.15|chr2	23	9	14	3	2	0
MMADHC|ENSG00000168288.13|chr2	348	463	314	323	339	250
RND3|ENSG00000115963.14|chr2	436	644	397	730	571	602
RBM43|ENSG00000184898.7|chr2	19	9	10	18	7	0
NMI|ENSG00000123609.11|chr2	0	10	24	16	0	0
TNFAIP6|ENSG00000123610.5|chr2	0	0	0	0	0	0
RIF1|ENSG00000080345.18|chr2	52	151	147	203	144	86
NEB|ENSG00000183091.21|chr2	0	0	0	0	0	0
ARL5A|ENSG00000162980.17|chr2	292	199	180	121	89	68
CACNB4|ENSG00000182389.20|chr2	23	4	3	0	0	0
STAM2|ENSG00000115145.10|chr2	47	56	39	17	1	0
FMNL2|ENSG00000157827.20|chr2	24	44	58	60	43	21
PRPF40A|ENSG00000196504.21|chr2	458	402	466	230	307	414
ARL6IP6|ENSG00000177917.12|chr2	50	87	79	47	24	75
RPRM|ENSG00000177519.4|chr2	329	373	289	490	473	276
GALNT13|ENSG00000144278.15|chr2	0	0	0	0	0	0
KCNJ3|ENSG00000162989.5|chr2	0	0	7	0	0	0
NR4A2|ENSG00000153234.16|chr2	32	55	12	54	51	26
GPD2|ENSG00000115159.16|chr2	81	104	46	63	61	8
GALNT5|ENSG00000136542.9|chr2	0	5	0	0	0	0
ERMN|ENSG00000136541.15|chr2	0	0	0	0	0	0
CYTIP|ENSG00000115165.10|chr2	0	0	0	0	0	0
ACVR1C|ENSG00000123612.16|chr2	0	12	8	0	0	0
ACVR1|ENSG00000115170.16|chr2	54	89	54	61	82	17
UPP2|ENSG00000007001.13|chr2	0	0	0	0	0	0
CCDC148|ENSG00000153237.18|chr2	0	0	0	0	0	0
PKP4|ENSG00000144283.23|chr2	128	117	111	25	115	10
DAPL1|ENSG00000163331.12|chr2	5	0	0	0	0	0
TANC1|ENSG00000115183.15|chr2	38	37	46	31	29	25
WDSUB1|ENSG00000196151.11|chr2	38	20	7	17	32	69
BAZ2B|ENSG00000123636.19|chr2	8	27	3	22	5	0
MARCHF7|ENSG00000136536.15|chr2	292	391	274	292	230	39
CD302|ENSG00000241399.7|chr2	24	12	4	22	24	0
LY75|ENSG00000054219.11|chr2	0	0	0	0	0	0
PLA2R1|ENSG00000153246.13|chr2	0	0	0	0	0	0
ITGB6|ENSG00000115221.12|chr2	0	0	0	0	0	0
TANK|ENSG00000136560.14|chr2	98	42	20	19	33	2
PSMD14|ENSG00000115233.12|chr2	391	488	264	430	352	259
TBR1|ENSG00000136535.15|chr2	0	0	0	0	0	0
DPP4|ENSG00000197635.11|chr2	0	0	6	0	0	0
GCG|ENSG00000115263.15|chr2	0	0	0	0	0	0
FAP|ENSG00000078098.15|chr2	0	0	0	0	0	0
IFIH1|ENSG00000115267.10|chr2	0	9	0	7	0	1
GCA|ENSG00000115271.11|chr2	47	55	41	116	24	67
KCNH7|ENSG00000184611.13|chr2	0	0	0	0	0	0
FIGN|ENSG00000182263.14|chr2	46	47	87	23	46	1
GRB14|ENSG00000115290.11|chr2	13	32	3	14	0	0
COBLL1|ENSG00000082438.18|chr2	42	69	40	21	21	78
SLC38A11|ENSG00000169507.10|chr2	0	0	0	0	0	0
SCN3A|ENSG00000153253.19|chr2	0	0	0	0	0	0
SCN2A|ENSG00000136531.19|chr2	0	0	0	0	0	0
CSRNP3|ENSG00000178662.16|chr2	32	68	70	10	16	0
GALNT3|ENSG00000115339.14|chr2	14	30	13	1	2	0
TTC21B|ENSG00000123607.16|chr2	7	14	9	2	20	21
SCN1A|ENSG00000144285.23|chr2	0	0	0	0	0	0
SCN9A|ENSG00000169432.19|chr2	0	1	0	0	0	0
SCN7A|ENSG00000136546.17|chr2	0	0	0	0	0	0
B3GALT1|ENSG00000172318.6|chr2	0	0	0	0	0	0
STK39|ENSG00000198648.12|chr2	47	43	13	33	28	0
CERS6|ENSG00000172292.15|chr2	180	200	151	104	98	54
NOSTRIN|ENSG00000163072.16|chr2	0	0	0	0	0	0
SPC25|ENSG00000152253.9|chr2	0	0	0	0	0	0
G6PC2|ENSG00000152254.11|chr2	0	0	0	0	0	0
ABCB11|ENSG00000073734.10|chr2	0	0	0	0	0	0
DHRS9|ENSG00000073737.17|chr2	0	0	0	0	0	0
LRP2|ENSG00000081479.15|chr2	11	10	29	15	7	0
BBS5|ENSG00000163093.12|chr2	10	10	14	24	40	0
ENSG00000251569|ENSG00000251569.1|chr2	1	15	0	0	0	0
KLHL41|ENSG00000239474.7|chr2	1	15	0	0	0	0
FASTKD1|ENSG00000138399.18|chr2	32	80	91	53	88	11
PPIG|ENSG00000138398.17|chr2	237	262	131	168	188	234
CFAP210|ENSG00000154479.13|chr2	0	0	0	0	0	0
PHOSPHO2|ENSG00000144362.12|chr2	50	8	21	12	66	0
KLHL23|ENSG00000213160.10|chr2	568	665	554	313	359	249
SSB|ENSG00000138385.16|chr2	527	360	435	416	415	236
METTL5|ENSG00000138382.15|chr2	413	591	447	299	314	298
UBR3|ENSG00000144357.18|chr2	19	28	13	16	22	7
MYO3B|ENSG00000071909.19|chr2	0	0	0	0	0	0
SP5|ENSG00000204335.4|chr2	0	16	0	0	0	0
ERICH2|ENSG00000204334.8|chr2	0	0	0	0	0	0
GAD1|ENSG00000128683.14|chr2	0	13	12	45	7	0
GORASP2|ENSG00000115806.13|chr2	595	538	622	685	574	452
TLK1|ENSG00000198586.14|chr2	52	71	32	42	35	23
METTL8|ENSG00000123600.21|chr2	180	152	94	143	54	47
DCAF17|ENSG00000115827.14|chr2	2	19	9	7	33	60
CYBRD1|ENSG00000071967.12|chr2	2	19	7	1	3	0
DYNC1I2|ENSG00000077380.16|chr2	17	43	16	6	11	12
SLC25A12|ENSG00000115840.14|chr2	24	39	34	3	6	1
HAT1|ENSG00000128708.13|chr2	107	107	132	161	161	118
METAP1D|ENSG00000172878.14|chr2	6	13	2	32	0	0
DLX1|ENSG00000144355.15|chr2	114	148	140	124	41	125
DLX2|ENSG00000115844.11|chr2	752	1124	914	1158	1005	1092
PDK1|ENSG00000152256.14|chr2	40	85	17	9	1	26
RAPGEF4|ENSG00000091428.18|chr2	0	3	0	9	0	0
MAP3K20|ENSG00000091436.17|chr2	26	74	84	37	39	49
CDCA7|ENSG00000144354.15|chr2	333	365	294	268	219	178
SP3|ENSG00000172845.18|chr2	184	208	91	94	132	74
OLA1|ENSG00000138430.16|chr2	293	284	162	171	136	94
SP9|ENSG00000217236.2|chr2	44	109	31	58	4	1
CIR1|ENSG00000138433.16|chr2	53	83	69	80	111	112
SCRN3|ENSG00000144306.15|chr2	81	60	64	74	49	61
GPR155|ENSG00000163328.14|chr2	23	39	25	16	8	0
WIPF1|ENSG00000115935.19|chr2	0	10	10	0	0	0
CHRNA1|ENSG00000138435.16|chr2	0	0	0	0	0	0
CHN1|ENSG00000128656.15|chr2	73	86	55	18	33	0
ATF2|ENSG00000115966.18|chr2	105	140	82	79	115	202
ATP5MC3|ENSG00000154518.10|chr2	1623	2206	1400	1613	1542	1334
LNPK|ENSG00000144320.14|chr2	86	102	83	74	31	1
EVX2|ENSG00000174279.5|chr2	0	0	0	0	0	0
HOXD13|ENSG00000128714.6|chr2	226	314	297	269	203	172
HOXD12|ENSG00000170178.7|chr2	2	0	0	0	0	0
HOXD11|ENSG00000128713.14|chr2	634	790	698	967	846	634
HOXD10|ENSG00000128710.6|chr2	218	256	140	217	254	79
HOXD9|ENSG00000128709.13|chr2	40	40	22	59	0	1
HOXD8|ENSG00000175879.9|chr2	167	164	128	172	68	31
HOXD3|ENSG00000128652.12|chr2	5	14	24	5	3	0
HOXD4|ENSG00000170166.6|chr2	0	3	0	0	0	0
HOXD1|ENSG00000128645.15|chr2	4	2	0	4	2	0
MTX2|ENSG00000128654.14|chr2	288	235	125	215	152	216
NFE2L2|ENSG00000116044.17|chr2	236	411	274	544	335	280
AGPS|ENSG00000018510.18|chr2	35	108	66	20	29	1
TTC30B|ENSG00000196659.10|chr2	68	104	19	60	18	2
TTC30A|ENSG00000197557.7|chr2	40	84	31	49	43	86
PDE11A|ENSG00000128655.19|chr2	10	1	0	0	8	0
OSBPL6|ENSG00000079156.17|chr2	220	197	183	139	117	85
PRKRA|ENSG00000180228.14|chr2	68	123	59	12	95	81
PJVK|ENSG00000204311.15|chr2	0	0	0	2	0	0
FKBP7|ENSG00000079150.19|chr2	25	24	20	8	1	0
PLEKHA3|ENSG00000116095.11|chr2	133	203	79	112	77	59
TTN|ENSG00000155657.29|chr2	0	0	0	0	0	0
CCDC141|ENSG00000163492.16|chr2	0	0	0	0	0	0
SESTD1|ENSG00000187231.14|chr2	90	94	59	47	24	45
ZNF385B|ENSG00000144331.20|chr2	0	7	0	0	0	3
CWC22|ENSG00000163510.14|chr2	79	154	113	151	160	67
UBE2E3|ENSG00000170035.16|chr2	384	524	273	406	155	150
ITGA4|ENSG00000115232.14|chr2	0	0	4	0	0	0
CERKL|ENSG00000188452.15|chr2	0	1	0	0	0	0
NEUROD1|ENSG00000162992.5|chr2	0	0	0	0	0	0
PPP1R1C|ENSG00000150722.11|chr2	0	7	0	0	0	0
DNAJC10|ENSG00000077232.19|chr2	42	54	68	70	44	40
FRZB|ENSG00000162998.5|chr2	0	0	0	0	0	0
NCKAP1|ENSG00000061676.15|chr2	153	237	130	124	53	142
DUSP19|ENSG00000162999.13|chr2	19	42	65	9	2	1
NUP35|ENSG00000163002.13|chr2	155	204	178	217	152	155
ZNF804A|ENSG00000170396.9|chr2	0	0	0	0	0	0
FSIP2|ENSG00000188738.16|chr2	0	0	0	0	0	0
ZC3H15|ENSG00000065548.18|chr2	335	376	244	347	183	271
ITGAV|ENSG00000138448.13|chr2	24	19	32	27	8	21
FAM171B|ENSG00000144369.14|chr2	63	58	55	63	26	2
ZSWIM2|ENSG00000163012.4|chr2	0	0	0	0	0	0
CALCRL|ENSG00000064989.13|chr2	0	8	0	0	0	0
TFPI|ENSG00000003436.16|chr2	0	13	13	0	2	0
GULP1|ENSG00000144366.17|chr2	83	130	97	71	87	82
COL3A1|ENSG00000168542.16|chr2	0	0	0	0	0	0
COL5A2|ENSG00000204262.14|chr2	0	0	0	0	0	0
WDR75|ENSG00000115368.10|chr2	103	95	118	157	122	225
SLC40A1|ENSG00000138449.11|chr2	70	3	5	8	19	1
ASNSD1|ENSG00000138381.10|chr2	221	295	219	221	193	192
ASDURF|ENSG00000286053.2|chr2	18	5	23	50	5	8
ANKAR|ENSG00000151687.15|chr2	0	0	0	0	0	0
ORMDL1|ENSG00000128699.14|chr2	366	362	254	202	301	159
PMS1|ENSG00000064933.19|chr2	39	19	19	1	66	41
C2orf88|ENSG00000187699.10|chr2	54	9	3	28	12	2
MSTN|ENSG00000138379.5|chr2	0	0	0	0	0	0
HIBCH|ENSG00000198130.16|chr2	71	62	49	72	106	36
INPP1|ENSG00000151689.13|chr2	131	81	108	145	114	55
MFSD6|ENSG00000151690.15|chr2	4	34	18	6	18	56
NEMP2|ENSG00000189362.12|chr2	0	1	10	0	0	0
NAB1|ENSG00000138386.17|chr2	167	171	55	123	46	94
GLS|ENSG00000115419.13|chr2	0	1	0	0	0	0
STAT1|ENSG00000115415.21|chr2	73	80	45	54	148	60
STAT4|ENSG00000138378.19|chr2	0	6	0	0	5	0
MYO1B|ENSG00000128641.19|chr2	63	95	79	102	29	52
NABP1|ENSG00000173559.15|chr2	14	69	58	10	0	0
CAVIN2|ENSG00000168497.5|chr2	0	0	0	0	0	0
TMEFF2|ENSG00000144339.12|chr2	41	26	17	1	13	8
SLC39A10|ENSG00000196950.14|chr2	58	34	24	10	13	7
DNAH7|ENSG00000118997.14|chr2	0	0	0	0	0	0
STK17B|ENSG00000081320.11|chr2	54	113	64	54	48	117
HECW2|ENSG00000138411.13|chr2	17	0	0	8	7	6
CCDC150|ENSG00000144395.18|chr2	0	26	14	7	0	0
GTF3C3|ENSG00000119041.11|chr2	50	75	74	47	67	66
PGAP1|ENSG00000197121.15|chr2	35	34	29	0	0	1
ANKRD44|ENSG00000065413.20|chr2	4	0	0	0	0	0
SF3B1|ENSG00000115524.17|chr2	371	511	268	206	230	217
COQ10B|ENSG00000115520.9|chr2	148	221	148	200	166	128
HSPD1|ENSG00000144381.18|chr2	610	755	656	723	616	668
HSPE1|ENSG00000115541.11|chr2	622	494	511	534	312	201
HSPE1-MOB4|ENSG00000270757.1|chr2	2	13	17	9	35	15
MOB4|ENSG00000115540.15|chr2	300	448	160	204	285	147
RFTN2|ENSG00000162944.11|chr2	0	0	0	0	0	0
MARS2|ENSG00000247626.5|chr2	63	134	116	176	119	143
BOLL|ENSG00000152430.19|chr2	0	0	0	0	0	0
PLCL1|ENSG00000115896.16|chr2	27	9	3	0	0	0
SATB2|ENSG00000119042.18|chr2	82	172	63	102	15	19
FTCDNL1|ENSG00000226124.9|chr2	6	0	4	0	0	0
C2orf69|ENSG00000178074.6|chr2	260	318	184	82	131	132
TYW5|ENSG00000162971.11|chr2	10	49	33	26	6	0
MAIP1|ENSG00000162972.11|chr2	158	269	262	157	173	202
SPATS2L|ENSG00000196141.14|chr2	116	125	75	26	10	1
KCTD18|ENSG00000155729.13|chr2	21	26	36	6	28	0
SGO2|ENSG00000163535.18|chr2	114	82	80	84	18	52
AOX1|ENSG00000138356.14|chr2	0	0	0	0	0	0
BZW1|ENSG00000082153.18|chr2	131	138	90	79	56	50
CLK1|ENSG00000013441.17|chr2	56	76	34	51	78	73
PPIL3|ENSG00000240344.9|chr2	77	124	147	72	64	90
NIF3L1|ENSG00000196290.17|chr2	274	328	208	281	213	149
ORC2|ENSG00000115942.9|chr2	103	89	87	11	54	10
FAM126B|ENSG00000155744.10|chr2	109	92	76	30	4	64
NDUFB3|ENSG00000119013.10|chr2	391	432	476	368	277	230
CFLAR|ENSG00000003402.21|chr2	40	72	56	25	49	28
CASP10|ENSG00000003400.16|chr2	0	15	2	0	0	0
CASP8|ENSG00000064012.24|chr2	142	166	138	98	106	141
FLACC1|ENSG00000155749.13|chr2	0	0	0	0	0	0
TRAK2|ENSG00000115993.13|chr2	33	63	49	30	22	1
STRADB|ENSG00000082146.13|chr2	15	14	13	0	1	2
C2CD6|ENSG00000155754.15|chr2	0	0	0	0	0	0
TMEM237|ENSG00000155755.20|chr2	40	66	66	64	62	42
MPP4|ENSG00000082126.18|chr2	0	0	0	0	0	0
ALS2|ENSG00000003393.16|chr2	22	19	12	0	44	0
FZD7|ENSG00000155760.3|chr2	192	301	205	344	328	181
SUMO1|ENSG00000116030.17|chr2	220	286	231	246	130	140
NOP58|ENSG00000055044.11|chr2	306	450	292	565	470	169
BMPR2|ENSG00000204217.16|chr2	100	131	84	54	26	39
FAM117B|ENSG00000138439.12|chr2	166	71	69	95	59	73
ICA1L|ENSG00000163596.17|chr2	34	65	79	54	78	79
WDR12|ENSG00000138442.11|chr2	189	219	190	186	155	163
CARF|ENSG00000138380.18|chr2	8	0	3	0	0	0
NBEAL1|ENSG00000144426.19|chr2	7	3	5	0	0	0
CYP20A1|ENSG00000119004.17|chr2	95	62	88	66	103	16
ABI2|ENSG00000138443.17|chr2	205	295	156	207	240	43
RAPH1|ENSG00000173166.18|chr2	45	57	41	19	9	42
CD28|ENSG00000178562.18|chr2	0	0	0	0	0	0
CTLA4|ENSG00000163599.18|chr2	0	0	0	0	0	0
ICOS|ENSG00000163600.13|chr2	0	0	0	0	0	0
PARD3B|ENSG00000116117.19|chr2	9	0	17	4	0	0
NRP2|ENSG00000118257.17|chr2	32	42	30	18	19	0
INO80D|ENSG00000114933.16|chr2	0	0	0	0	0	0
NDUFS1|ENSG00000023228.14|chr2	0	0	0	0	0	0
EEF1B2|ENSG00000114942.14|chr2	9	0	0	1	0	0
CMKLR2|ENSG00000183671.13|chr2	0	0	0	0	0	0
