Gene	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
ACTA1|ENSG00000143632.15|chr1	9	0	0	0	0	0
NUP133|ENSG00000069248.12|chr1	845	781	982	861	1170	1086
ABCB10|ENSG00000135776.5|chr1	296	246	448	177	397	302
TAF5L|ENSG00000135801.11|chr1	117	96	58	74	159	101
URB2|ENSG00000135763.10|chr1	121	52	75	98	126	97
GALNT2|ENSG00000143641.10|chr1	727	275	646	395	590	353
PGBD5|ENSG00000177614.11|chr1	38	36	48	78	68	85
COG2|ENSG00000135775.14|chr1	270	101	193	287	261	183
AGT|ENSG00000135744.9|chr1	0	0	0	19	0	0
CAPN9|ENSG00000135773.13|chr1	0	0	0	0	0	3
C1orf198|ENSG00000119280.17|chr1	485	258	468	440	387	413
TTC13|ENSG00000143643.13|chr1	342	257	297	261	434	193
FAM89A|ENSG00000182118.8|chr1	686	700	803	771	1366	1026
TRIM67|ENSG00000119283.16|chr1	0	0	4	0	11	0
C1orf131|ENSG00000143633.13|chr1	136	65	105	208	338	258
GNPAT|ENSG00000116906.13|chr1	697	741	937	557	819	592
EXOC8|ENSG00000116903.7|chr1	30	47	50	34	75	37
SPRTN|ENSG00000010072.16|chr1	108	46	81	152	193	153
EGLN1|ENSG00000135766.9|chr1	211	223	210	305	427	325
ENSG00000287856|ENSG00000287856.1|chr1	55	62	70	82	88	60
TSNAX|ENSG00000116918.15|chr1	1545	1645	1575	1561	2350	2077
DISC1|ENSG00000162946.23|chr1	1	10	0	26	29	4
SIPA1L2|ENSG00000116991.12|chr1	43	47	49	74	131	114
MAP10|ENSG00000212916.6|chr1	0	0	0	0	0	0
NTPCR|ENSG00000135778.12|chr1	1953	1294	1733	1067	1438	1157
PCNX2|ENSG00000135749.19|chr1	111	85	151	111	94	84
MAP3K21|ENSG00000143674.11|chr1	60	42	9	69	78	43
KCNK1|ENSG00000135750.15|chr1	44	41	25	71	56	21
SLC35F3|ENSG00000183780.13|chr1	1	0	0	14	0	0
COA6|ENSG00000168275.16|chr1	1860	1393	1695	1360	2159	1641
TARBP1|ENSG00000059588.10|chr1	243	126	299	118	230	242
IRF2BP2|ENSG00000168264.11|chr1	323	289	368	489	989	720
TOMM20|ENSG00000173726.11|chr1	5612	4837	5858	4607	6936	5465
RBM34|ENSG00000188739.15|chr1	331	260	363	379	612	597
ARID4B|ENSG00000054267.22|chr1	20	14	6	39	25	13
GGPS1|ENSG00000152904.11|chr1	538	464	498	308	641	498
TBCE|ENSG00000285053.1|chr1	0	0	0	0	0	0
TBCE|ENSG00000284770.2|chr1	0	0	0	0	0	0
B3GALNT2|ENSG00000162885.14|chr1	0	0	0	0	0	0
GNG4|ENSG00000168243.11|chr1	0	0	0	0	0	0
LYST|ENSG00000143669.16|chr1	4	4	4	1	27	13
NID1|ENSG00000116962.15|chr1	578	464	613	360	538	363
GPR137B|ENSG00000077585.14|chr1	51	42	42	75	36	49
ERO1B|ENSG00000086619.15|chr1	106	120	102	144	128	107
EDARADD|ENSG00000186197.15|chr1	623	303	622	535	481	350
LGALS8|ENSG00000116977.19|chr1	188	190	189	170	255	293
HEATR1|ENSG00000119285.11|chr1	668	441	483	469	633	605
ACTN2|ENSG00000077522.15|chr1	0	0	4	14	0	6
MTR|ENSG00000116984.15|chr1	919	634	832	685	1198	969
MT1HL1|ENSG00000244020.3|chr1	0	0	0	0	0	0
RYR2|ENSG00000198626.18|chr1	0	1	0	0	3	4
ZP4|ENSG00000116996.10|chr1	0	0	0	0	0	0
CHRM3|ENSG00000133019.12|chr1	0	0	0	14	0	0
FMN2|ENSG00000155816.21|chr1	11	3	14	0	7	1
GREM2|ENSG00000180875.5|chr1	16	1	0	0	5	21
FH|ENSG00000091483.8|chr1	639	628	552	552	762	635
KMO|ENSG00000117009.12|chr1	0	0	0	0	0	0
OPN3|ENSG00000054277.14|chr1	0	7	0	0	11	1
CHML|ENSG00000203668.3|chr1	518	290	469	227	567	328
WDR64|ENSG00000162843.18|chr1	0	0	0	0	0	0
EXO1|ENSG00000174371.17|chr1	172	95	50	245	464	278
MAP1LC3C|ENSG00000197769.6|chr1	0	0	0	0	0	0
PLD5|ENSG00000180287.17|chr1	0	0	0	0	0	0
CEP170|ENSG00000143702.16|chr1	0	0	0	0	0	0
SDCCAG8|ENSG00000054282.16|chr1	0	0	0	0	0	0
AKT3|ENSG00000117020.19|chr1	0	0	0	0	0	0
ZBTB18|ENSG00000179456.12|chr1	49	24	7	18	67	19
C1orf100|ENSG00000173728.11|chr1	0	0	0	0	0	0
ADSS2|ENSG00000035687.10|chr1	391	212	340	243	505	443
CATSPERE|ENSG00000179397.18|chr1	0	0	0	0	0	0
DESI2|ENSG00000121644.19|chr1	1168	764	1212	825	1090	921
ENSG00000284188|ENSG00000284188.3|chr1	0	0	0	0	0	0
COX20|ENSG00000203667.10|chr1	678	488	562	468	549	475
HNRNPU|ENSG00000153187.20|chr1	8304	6761	8144	6784	10944	8949
EFCAB2|ENSG00000203666.13|chr1	24	34	47	0	69	44
KIF26B|ENSG00000162849.16|chr1	0	0	0	0	0	0
SMYD3|ENSG00000185420.19|chr1	150	95	100	41	172	117
TFB2M|ENSG00000162851.8|chr1	59	11	31	61	49	65
CNST|ENSG00000162852.14|chr1	20	1	1	38	19	20
SCCPDH|ENSG00000143653.10|chr1	524	385	606	522	552	385
AHCTF1|ENSG00000153207.16|chr1	44	9	18	48	78	67
ZNF695|ENSG00000197472.15|chr1	2	1	2	36	15	7
ZNF670|ENSG00000277462.2|chr1	0	12	10	0	7	9
ZNF669|ENSG00000188295.15|chr1	25	3	6	10	32	10
ZNF124|ENSG00000196418.13|chr1	31	19	20	32	44	19
VN1R5|ENSG00000197617.9|chr1	0	0	0	0	0	0
ZNF496|ENSG00000162714.13|chr1	18	20	21	10	51	30
NLRP3|ENSG00000162711.18|chr1	0	0	0	0	0	0
OR2B11|ENSG00000177535.10|chr1	0	0	0	0	0	0
GCSAML|ENSG00000169224.13|chr1	0	0	0	0	0	0
OR2C3|ENSG00000196242.10|chr1	0	0	0	0	0	0
OR14L1P|ENSG00000198452.8|chr1	0	0	0	0	0	0
OR13G1|ENSG00000197437.5|chr1	0	0	0	0	0	0
OR6F1|ENSG00000169214.5|chr1	0	0	0	0	0	0
OR1C1|ENSG00000221888.4|chr1	0	0	0	0	0	0
OR9H1P|ENSG00000228336.2|chr1	0	0	0	0	0	0
OR14A16|ENSG00000196772.5|chr1	0	0	0	0	0	0
TRIM58|ENSG00000162722.9|chr1	10	9	27	7	30	14
OR2T8|ENSG00000177462.9|chr1	0	0	0	0	0	0
OR2AJ1|ENSG00000177275.4|chr1	0	0	0	0	0	0
OR2AK2|ENSG00000187080.10|chr1	0	0	0	0	0	0
OR2L5|ENSG00000197454.2|chr1	0	0	0	0	0	0
OR2L2|ENSG00000203663.4|chr1	0	0	0	0	0	0
OR2L3|ENSG00000198128.4|chr1	0	0	0	0	0	0
OR2L13|ENSG00000196071.6|chr1	0	0	0	0	0	0
OR2M2|ENSG00000198601.4|chr1	0	0	0	0	0	0
OR2M3|ENSG00000228198.3|chr1	0	0	0	0	0	0
OR2M4|ENSG00000171180.3|chr1	0	0	0	0	0	0
OR2T33|ENSG00000177212.4|chr1	0	0	0	0	0	0
OR2T12|ENSG00000177201.3|chr1	0	0	0	0	0	0
OR2T6|ENSG00000198104.4|chr1	0	0	0	0	0	0
OR2T1|ENSG00000175143.5|chr1	0	0	0	0	0	0
OR2T7|ENSG00000227152.6|chr1	0	0	0	0	0	0
OR2T2|ENSG00000196240.6|chr1	0	0	0	0	0	0
OR2T5|ENSG00000203661.4|chr1	0	0	0	0	0	0
OR2G6|ENSG00000188558.7|chr1	0	0	0	0	0	0
OR2T29|ENSG00000182783.6|chr1	0	0	0	0	0	0
OR2T10|ENSG00000184022.4|chr1	0	0	0	0	0	0
OR2T11|ENSG00000279301.5|chr1	0	0	0	0	0	0
OR2T35|ENSG00000177151.5|chr1	0	0	0	0	0	0
OR2T27|ENSG00000187701.5|chr1	0	0	0	0	0	0
OR14I1|ENSG00000189181.5|chr1	0	0	0	0	0	0
LYPD8|ENSG00000259823.6|chr1	0	0	0	0	0	0
SH3BP5L|ENSG00000175137.11|chr1	0	15	25	26	23	23
ZNF672|ENSG00000171161.13|chr1	7	4	20	27	19	15
ZNF692|ENSG00000171163.16|chr1	13	8	1	14	10	12
PGBD2|ENSG00000185220.12|chr1	0	0	1	0	0	0
FAM110C|ENSG00000184731.6|chr2	0	0	6	0	0	0
SH3YL1|ENSG00000035115.22|chr2	13	19	47	27	34	13
ACP1|ENSG00000143727.16|chr2	1649	1053	1688	936	1271	1064
ALKAL2|ENSG00000189292.16|chr2	0	0	0	0	0	0
TMEM18|ENSG00000151353.15|chr2	324	128	316	259	317	324
SNTG2|ENSG00000172554.12|chr2	0	0	0	0	0	0
TPO|ENSG00000115705.22|chr2	0	0	0	0	0	0
PXDN|ENSG00000130508.11|chr2	301	307	346	197	318	226
MYT1L|ENSG00000186487.21|chr2	0	0	0	0	0	0
EIPR1|ENSG00000032389.13|chr2	342	254	479	365	415	311
TRAPPC12|ENSG00000171853.16|chr2	0	0	0	0	0	0
ADI1|ENSG00000182551.14|chr2	18	0	4	0	0	0
RNASEH1|ENSG00000171865.10|chr2	1216	899	1108	956	1183	1040
RPS7|ENSG00000171863.15|chr2	20	13	20	17	12	4
COLEC11|ENSG00000118004.18|chr2	0	0	0	0	3	5
ALLC|ENSG00000151360.10|chr2	0	0	0	0	0	0
DCDC2C|ENSG00000214866.9|chr2	0	0	0	0	0	0
SOX11|ENSG00000176887.7|chr2	0	0	0	0	3	0
CMPK2|ENSG00000134326.12|chr2	9	0	0	17	0	0
RSAD2|ENSG00000134321.13|chr2	0	0	0	0	0	0
RNF144A|ENSG00000151692.15|chr2	10	23	11	16	17	13
KIDINS220|ENSG00000134313.17|chr2	217	83	229	131	194	162
MBOAT2|ENSG00000143797.12|chr2	364	318	349	334	356	340
ASAP2|ENSG00000151693.11|chr2	30	21	18	35	37	26
ITGB1BP1|ENSG00000119185.13|chr2	1017	696	812	434	735	678
CPSF3|ENSG00000119203.14|chr2	648	673	609	461	795	675
IAH1|ENSG00000134330.19|chr2	740	699	706	489	655	466
ADAM17|ENSG00000151694.15|chr2	311	310	316	305	502	359
YWHAQ|ENSG00000134308.14|chr2	2119	1963	2126	1563	1906	1531
TAF1B|ENSG00000115750.17|chr2	46	20	50	73	126	95
GRHL1|ENSG00000134317.18|chr2	7	8	6	30	44	15
KLF11|ENSG00000172059.11|chr2	10	46	10	33	12	2
CYS1|ENSG00000205795.5|chr2	5	6	23	0	9	0
RRM2|ENSG00000171848.16|chr2	2038	1795	1906	1955	2712	1818
HPCAL1|ENSG00000115756.13|chr2	297	96	295	116	125	270
ODC1|ENSG00000115758.14|chr2	2631	2690	3235	1347	2056	1695
NOL10|ENSG00000115761.17|chr2	287	189	282	142	359	236
ATP6V1C2|ENSG00000143882.12|chr2	22	5	7	24	13	11
PDIA6|ENSG00000143870.13|chr2	5801	4375	5941	3851	5888	4945
KCNF1|ENSG00000162975.5|chr2	0	0	0	0	0	0
C2orf50|ENSG00000150873.12|chr2	2	11	17	0	35	0
SLC66A3|ENSG00000162976.13|chr2	41	8	40	10	21	19
ROCK2|ENSG00000134318.16|chr2	224	159	174	311	333	286
E2F6|ENSG00000169016.17|chr2	55	57	37	52	13	24
GREB1|ENSG00000196208.14|chr2	2	1	22	19	12	1
NTSR2|ENSG00000169006.7|chr2	0	0	0	0	0	0
LPIN1|ENSG00000134324.12|chr2	54	41	81	151	153	186
TRIB2|ENSG00000071575.12|chr2	131	78	75	99	119	93
LRATD1|ENSG00000162981.14|chr2	0	0	8	0	0	0
NBAS|ENSG00000151779.14|chr2	60	49	27	41	86	61
DDX1|ENSG00000079785.16|chr2	957	791	1004	1082	1342	1275
MYCN|ENSG00000134323.13|chr2	0	0	0	11	0	0
CYRIA|ENSG00000197872.11|chr2	13	0	0	10	0	2
RAD51AP2|ENSG00000214842.6|chr2	0	0	0	0	0	0
VSNL1|ENSG00000163032.12|chr2	13	1	0	0	2	1
SMC6|ENSG00000163029.16|chr2	49	61	70	103	145	86
GEN1|ENSG00000178295.15|chr2	45	16	33	46	67	50
MSGN1|ENSG00000151379.4|chr2	0	0	0	0	0	0
KCNS3|ENSG00000170745.12|chr2	14	5	13	29	44	19
RDH14|ENSG00000240857.2|chr2	75	69	60	63	96	73
NT5C1B-RDH14|ENSG00000250741.6|chr2	0	0	11	0	7	16
NT5C1B|ENSG00000185013.17|chr2	0	0	0	17	0	0
OSR1|ENSG00000143867.7|chr2	1	3	3	0	0	5
TTC32|ENSG00000183891.6|chr2	39	35	49	33	87	32
WDR35|ENSG00000118965.16|chr2	37	49	37	77	51	70
MATN3|ENSG00000132031.13|chr2	1	0	2	7	5	0
LAPTM4A|ENSG00000068697.7|chr2	1924	1901	2156	1516	2136	1651
SDC1|ENSG00000115884.11|chr2	223	119	195	128	109	124
PUM2|ENSG00000055917.16|chr2	57	28	102	123	101	78
RHOB|ENSG00000143878.10|chr2	26	31	53	27	44	29
HS1BP3|ENSG00000118960.13|chr2	72	32	88	67	60	55
GDF7|ENSG00000143869.7|chr2	23	18	12	52	19	11
LDAH|ENSG00000118961.15|chr2	160	164	136	160	273	215
APOB|ENSG00000084674.15|chr2	0	0	0	0	0	0
TDRD15|ENSG00000218819.6|chr2	0	0	0	0	0	0
KLHL29|ENSG00000119771.15|chr2	2	0	10	27	1	5
ATAD2B|ENSG00000119778.15|chr2	84	18	31	101	210	101
UBXN2A|ENSG00000173960.14|chr2	449	251	412	409	477	323
MFSD2B|ENSG00000205639.12|chr2	0	0	0	0	0	0
WDCP|ENSG00000163026.12|chr2	32	27	21	32	41	8
FKBP1B|ENSG00000119782.14|chr2	135	208	229	73	127	90
SF3B6|ENSG00000115128.7|chr2	2591	1957	2331	1115	1917	1527
TP53I3|ENSG00000115129.14|chr2	23	50	48	24	41	46
PFN4|ENSG00000176732.7|chr2	1	0	0	0	3	0
FAM228A|ENSG00000186453.13|chr2	0	0	0	0	0	0
ITSN2|ENSG00000198399.16|chr2	7	4	12	15	26	8
NCOA1|ENSG00000084676.16|chr2	82	55	89	80	142	86
PTRHD1|ENSG00000184924.6|chr2	1892	1382	1842	1097	1119	1165
ADCY3|ENSG00000138031.15|chr2	194	164	223	77	126	151
DNAJC27|ENSG00000115137.12|chr2	23	2	22	46	2	4
EFR3B|ENSG00000084710.14|chr2	68	44	93	69	152	100
POMC|ENSG00000115138.11|chr2	0	0	0	0	0	0
DNMT3A|ENSG00000119772.19|chr2	84	60	87	80	66	35
ASXL2|ENSG00000143970.18|chr2	77	71	32	67	69	72
KIF3C|ENSG00000084731.15|chr2	39	41	48	10	74	27
RAB10|ENSG00000084733.11|chr2	905	741	918	853	983	732
GAREM2|ENSG00000157833.13|chr2	14	51	47	36	75	34
HADHA|ENSG00000084754.12|chr2	744	409	773	656	659	675
HADHB|ENSG00000138029.14|chr2	614	526	549	354	818	709
ADGRF3|ENSG00000173567.16|chr2	0	0	0	0	0	0
SELENOI|ENSG00000138018.19|chr2	165	76	130	228	246	243
DRC1|ENSG00000157856.12|chr2	0	0	0	0	0	0
FAM166C|ENSG00000173557.15|chr2	0	0	0	0	0	0
CIB4|ENSG00000157884.11|chr2	0	0	0	0	0	0
KCNK3|ENSG00000171303.8|chr2	0	0	0	0	0	0
SLC35F6|ENSG00000213699.9|chr2	514	377	423	205	341	324
DPYSL5|ENSG00000157851.17|chr2	271	227	277	202	196	186
MAPRE3|ENSG00000084764.12|chr2	11	9	27	35	31	33
TMEM214|ENSG00000119777.20|chr2	319	131	224	221	135	183
AGBL5|ENSG00000084693.16|chr2	42	36	73	15	43	73
EMILIN1|ENSG00000138080.14|chr2	1	0	0	0	4	0
KHK|ENSG00000138030.13|chr2	112	43	78	88	95	51
CGREF1|ENSG00000138028.17|chr2	104	56	138	90	81	74
ABHD1|ENSG00000143994.14|chr2	1	0	0	0	2	0
PREB|ENSG00000138073.14|chr2	692	759	661	522	908	714
PRR30|ENSG00000186143.11|chr2	0	0	0	0	0	0
TCF23|ENSG00000163792.6|chr2	0	0	0	0	0	0
SLC5A6|ENSG00000138074.15|chr2	722	378	671	373	389	403
ATRAID|ENSG00000138085.18|chr2	1180	888	1132	854	1041	797
CAD|ENSG00000084774.14|chr2	605	325	573	280	233	291
SLC30A3|ENSG00000115194.11|chr2	138	41	209	153	36	91
UCN|ENSG00000163794.6|chr2	40	26	49	10	36	27
MPV17|ENSG00000115204.15|chr2	660	361	734	595	485	348
GTF3C2|ENSG00000115207.15|chr2	434	321	469	314	317	296
EIF2B4|ENSG00000115211.17|chr2	200	177	241	174	255	312
SNX17|ENSG00000115234.11|chr2	717	358	786	519	333	469
ZNF513|ENSG00000163795.14|chr2	74	33	51	33	33	20
PPM1G|ENSG00000115241.11|chr2	1517	671	1680	1286	1151	1116
NRBP1|ENSG00000115216.14|chr2	151	102	161	188	152	76
IFT172|ENSG00000138002.16|chr2	51	39	27	25	31	39
FNDC4|ENSG00000115226.10|chr2	28	23	35	37	0	25
GCKR|ENSG00000084734.9|chr2	0	0	0	0	0	0
C2orf16|ENSG00000221843.6|chr2	0	0	0	0	0	0
ZNF512|ENSG00000243943.10|chr2	167	168	132	213	243	208
CCDC121|ENSG00000176714.10|chr2	10	0	7	0	0	0
GPN1|ENSG00000198522.14|chr2	375	355	404	376	567	327
SUPT7L|ENSG00000119760.16|chr2	203	139	126	145	251	221
SLC4A1AP|ENSG00000163798.14|chr2	214	181	178	153	253	223
MRPL33|ENSG00000243147.8|chr2	1630	1108	2031	985	1423	1290
RBKS|ENSG00000171174.15|chr2	1	14	10	5	9	4
BABAM2|ENSG00000158019.21|chr2	312	142	244	172	163	181
FOSL2|ENSG00000075426.12|chr2	28	3	19	8	32	23
PLB1|ENSG00000163803.13|chr2	0	0	0	0	0	0
PPP1CB|ENSG00000213639.11|chr2	1178	906	1138	753	1451	1052
SPDYA|ENSG00000163806.16|chr2	0	0	0	0	0	0
TRMT61B|ENSG00000171103.11|chr2	89	57	83	127	125	98
WDR43|ENSG00000163811.12|chr2	148	77	195	278	524	419
TOGARAM2|ENSG00000189350.13|chr2	8	0	10	0	0	0
PCARE|ENSG00000179270.7|chr2	0	0	0	0	0	0
CLIP4|ENSG00000115295.21|chr2	15	4	13	0	11	3
ALK|ENSG00000171094.18|chr2	0	0	0	0	0	0
YPEL5|ENSG00000119801.13|chr2	48	67	95	84	95	164
LBH|ENSG00000213626.13|chr2	36	11	33	64	139	73
LCLAT1|ENSG00000172954.14|chr2	140	82	153	170	169	161
GALNT14|ENSG00000158089.15|chr2	88	44	56	28	54	48
CAPN14|ENSG00000214711.10|chr2	0	0	0	0	0	0
EHD3|ENSG00000013016.16|chr2	47	19	86	47	32	32
XDH|ENSG00000158125.10|chr2	0	0	0	0	0	0
SRD5A2|ENSG00000277893.2|chr2	0	0	0	0	0	0
MEMO1|ENSG00000162959.14|chr2	16	12	34	38	15	9
DPY30|ENSG00000162961.14|chr2	1249	1059	1163	727	1054	847
SPAST|ENSG00000021574.13|chr2	70	40	116	71	196	88
SLC30A6|ENSG00000152683.14|chr2	85	94	113	70	160	70
NLRC4|ENSG00000091106.19|chr2	0	0	0	0	0	0
YIPF4|ENSG00000119820.11|chr2	386	418	420	418	565	447
BIRC6|ENSG00000115760.16|chr2	71	58	69	75	110	114
TTC27|ENSG00000018699.13|chr2	76	147	142	101	280	169
LTBP1|ENSG00000049323.16|chr2	154	74	113	45	85	85
RASGRP3|ENSG00000152689.18|chr2	0	11	0	20	0	11
FAM98A|ENSG00000119812.20|chr2	329	333	441	259	330	282
CRIM1|ENSG00000150938.10|chr2	277	110	149	151	220	173
FEZ2|ENSG00000171055.15|chr2	210	175	337	170	238	167
VIT|ENSG00000205221.13|chr2	0	0	0	0	0	0
STRN|ENSG00000115808.12|chr2	142	85	148	126	234	183
HEATR5B|ENSG00000008869.12|chr2	40	48	26	26	59	49
GPATCH11|ENSG00000152133.17|chr2	117	78	114	191	166	164
EIF2AK2|ENSG00000055332.19|chr2	1002	776	892	633	1014	728
SULT6B1|ENSG00000138068.12|chr2	0	0	0	0	0	0
CEBPZ|ENSG00000115816.15|chr2	63	29	80	67	174	210
NDUFAF7|ENSG00000003509.16|chr2	126	92	103	93	164	155
PRKD3|ENSG00000115825.11|chr2	192	136	244	217	345	192
QPCT|ENSG00000115828.17|chr2	443	402	382	247	512	340
CDC42EP3|ENSG00000163171.8|chr2	60	53	47	82	141	119
RMDN2|ENSG00000115841.21|chr2	12	0	19	8	12	26
CYP1B1|ENSG00000138061.12|chr2	120	127	136	98	105	101
ATL2|ENSG00000119787.14|chr2	128	32	94	153	169	130
HNRNPLL|ENSG00000143889.16|chr2	193	241	255	234	370	234
GALM|ENSG00000143891.17|chr2	395	256	367	397	518	375
SRSF7|ENSG00000115875.19|chr2	4284	3781	4195	3596	6045	4429
GEMIN6|ENSG00000152147.11|chr2	283	241	224	63	142	123
DHX57|ENSG00000163214.21|chr2	75	62	37	39	60	62
MORN2|ENSG00000188010.16|chr2	461	427	617	172	314	282
ARHGEF33|ENSG00000214694.13|chr2	0	0	0	0	0	0
SOS1|ENSG00000115904.15|chr2	12	19	10	54	37	22
CDKL4|ENSG00000205111.10|chr2	0	0	0	0	0	0
MAP4K3|ENSG00000011566.15|chr2	5	2	11	9	17	21
TMEM178A|ENSG00000152154.11|chr2	6	5	0	0	2	0
THUMPD2|ENSG00000138050.15|chr2	97	50	84	90	180	140
SLC8A1|ENSG00000183023.18|chr2	0	0	0	0	0	0
PKDCC|ENSG00000162878.13|chr2	9	5	39	5	19	13
EML4|ENSG00000143924.19|chr2	352	324	454	329	502	456
COX7A2L|ENSG00000115944.15|chr2	1668	1418	1709	1264	2031	1492
KCNG3|ENSG00000171126.8|chr2	0	0	0	4	4	12
MTA3|ENSG00000057935.14|chr2	6	0	9	11	7	4
OXER1|ENSG00000162881.7|chr2	8	0	4	0	10	2
HAAO|ENSG00000162882.15|chr2	8	1	10	19	9	9
ZFP36L2|ENSG00000152518.8|chr2	124	85	96	61	195	138
THADA|ENSG00000115970.19|chr2	83	102	75	81	167	97
PLEKHH2|ENSG00000152527.14|chr2	10	4	14	11	1	8
C1GALT1C1L|ENSG00000223658.8|chr2	13	9	21	12	7	3
DYNC2LI1|ENSG00000138036.18|chr2	222	154	212	152	287	204
ABCG5|ENSG00000138075.14|chr2	0	0	0	0	0	0
ABCG8|ENSG00000143921.9|chr2	0	0	0	0	0	0
LRPPRC|ENSG00000138095.20|chr2	737	354	668	681	737	594
PPM1B|ENSG00000138032.21|chr2	29	27	53	45	68	67
SLC3A1|ENSG00000138079.14|chr2	0	0	0	0	0	0
PREPL|ENSG00000138078.16|chr2	355	277	389	281	474	409
CAMKMT|ENSG00000143919.15|chr2	30	21	38	46	47	34
SIX3|ENSG00000138083.5|chr2	2	0	8	0	11	0
SIX2|ENSG00000170577.8|chr2	21	1	5	21	10	2
SRBD1|ENSG00000068784.13|chr2	84	79	48	83	105	81
PRKCE|ENSG00000171132.14|chr2	0	10	8	13	0	4
EPAS1|ENSG00000116016.14|chr2	0	23	37	5	11	9
ATP6V1E2|ENSG00000250565.7|chr2	25	21	21	9	9	8
RHOQ|ENSG00000119729.12|chr2	1282	899	1046	577	1036	797
PIGF|ENSG00000151665.13|chr2	395	254	264	157	300	158
CRIPT|ENSG00000119878.6|chr2	558	561	692	249	492	368
SOCS5|ENSG00000171150.9|chr2	18	13	0	37	4	6
MCFD2|ENSG00000180398.13|chr2	647	648	756	621	851	664
TTC7A|ENSG00000068724.18|chr2	15	15	13	9	15	11
STPG4|ENSG00000239605.11|chr2	0	0	0	0	0	0
CALM2|ENSG00000143933.20|chr2	5191	3156	5669	2542	3943	3095
EPCAM|ENSG00000119888.11|chr2	1163	974	1238	923	1309	1010
MSH2|ENSG00000095002.15|chr2	403	439	520	382	696	513
KCNK12|ENSG00000184261.5|chr2	4	0	0	2	0	0
MSH6|ENSG00000116062.19|chr2	683	589	715	813	1421	1190
FBXO11|ENSG00000138081.22|chr2	47	29	52	60	93	113
FOXN2|ENSG00000170802.17|chr2	6	0	15	9	37	17
PPP1R21|ENSG00000162869.16|chr2	12	37	26	27	37	21
STON1|ENSG00000243244.7|chr2	16	9	16	0	20	7
STON1-GTF2A1L|ENSG00000068781.21|chr2	0	0	0	0	0	0
GTF2A1L|ENSG00000242441.8|chr2	0	0	0	0	0	0
LHCGR|ENSG00000138039.15|chr2	0	0	0	0	0	0
FSHR|ENSG00000170820.12|chr2	0	0	0	0	0	0
NRXN1|ENSG00000179915.25|chr2	11	0	0	0	0	0
ASB3|ENSG00000115239.24|chr2	229	168	150	146	379	276
CHAC2|ENSG00000143942.5|chr2	90	54	129	95	209	143
ERLEC1|ENSG00000068912.15|chr2	203	197	198	155	168	114
GPR75|ENSG00000119737.6|chr2	0	0	0	0	0	0
ACYP2|ENSG00000170634.13|chr2	116	114	77	69	101	41
TSPYL6|ENSG00000178021.11|chr2	0	0	0	0	0	0
C2orf73|ENSG00000177994.16|chr2	0	0	0	0	0	0
SPTBN1|ENSG00000115306.16|chr2	109	76	60	89	149	195
EML6|ENSG00000214595.13|chr2	2	9	3	4	0	5
RTN4|ENSG00000115310.19|chr2	2033	1862	2096	1490	2356	1912
CLHC1|ENSG00000162994.16|chr2	4	5	6	31	33	11
RPS27A|ENSG00000143947.15|chr2	19872	16714	20655	16158	21333	16853
MTIF2|ENSG00000085760.15|chr2	202	236	192	337	380	312
CFAP36|ENSG00000163001.12|chr2	425	433	369	366	497	377
PPP4R3B|ENSG00000275052.5|chr2	126	70	106	173	211	115
PNPT1|ENSG00000138035.15|chr2	442	419	520	466	686	625
EFEMP1|ENSG00000115380.20|chr2	70	58	52	35	87	70
CCDC85A|ENSG00000055813.6|chr2	0	0	0	0	0	0
VRK2|ENSG00000028116.18|chr2	57	68	36	18	107	60
FANCL|ENSG00000115392.13|chr2	212	229	206	267	376	310
BCL11A|ENSG00000119866.22|chr2	86	53	71	97	125	44
PAPOLG|ENSG00000115421.13|chr2	5	8	7	34	23	11
REL|ENSG00000162924.16|chr2	107	37	59	189	265	179
PUS10|ENSG00000162927.14|chr2	0	1	2	0	8	4
PEX13|ENSG00000162928.9|chr2	41	5	25	19	36	22
SANBR|ENSG00000162929.14|chr2	46	36	47	20	30	8
C2orf74|ENSG00000237651.8|chr2	150	151	146	66	173	112
USP34|ENSG00000115464.15|chr2	136	45	71	56	162	98
XPO1|ENSG00000082898.19|chr2	804	540	896	933	1460	989
FAM161A|ENSG00000170264.13|chr2	46	34	24	100	102	55
CCT4|ENSG00000115484.15|chr2	6750	4701	6219	5703	8104	6663
COMMD1|ENSG00000173163.11|chr2	423	400	400	310	335	305
B3GNT2|ENSG00000170340.11|chr2	14	2	2	8	9	9
TMEM17|ENSG00000186889.10|chr2	50	81	59	72	105	37
EHBP1|ENSG00000115504.15|chr2	45	45	30	80	113	49
OTX1|ENSG00000115507.10|chr2	8	1	0	1	4	4
WDPCP|ENSG00000143951.16|chr2	70	37	11	66	89	46
MDH1|ENSG00000014641.21|chr2	1789	1246	1703	1336	2074	1537
UGP2|ENSG00000169764.16|chr2	292	221	296	217	407	349
VPS54|ENSG00000143952.20|chr2	81	18	73	51	70	85
PELI1|ENSG00000197329.12|chr2	28	14	22	64	88	55
LGALSL|ENSG00000119862.13|chr2	84	36	62	67	118	60
AFTPH|ENSG00000119844.17|chr2	26	35	53	66	146	75
SERTAD2|ENSG00000179833.4|chr2	40	34	50	81	78	144
SLC1A4|ENSG00000115902.11|chr2	85	54	98	121	76	134
