Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
PRKCI|ENSG00000163558.13|chr3	52	99	89	130	69	158
SKIL|ENSG00000136603.14|chr3	152	288	155	327	231	307
CLDN11|ENSG00000013297.12|chr3	0	0	0	0	0	0
SLC7A14|ENSG00000013293.6|chr3	0	0	0	0	0	0
RPL22L1|ENSG00000163584.18|chr3	177	199	152	268	201	277
EIF5A2|ENSG00000163577.8|chr3	54	161	49	117	125	100
SLC2A2|ENSG00000163581.14|chr3	0	0	0	0	0	0
TNIK|ENSG00000154310.17|chr3	56	45	30	37	63	60
PLD1|ENSG00000075651.17|chr3	6	8	2	0	4	6
FNDC3B|ENSG00000075420.13|chr3	35	131	106	188	160	131
GHSR|ENSG00000121853.4|chr3	0	0	0	0	0	0
TNFSF10|ENSG00000121858.11|chr3	3	5	0	0	0	0
NCEH1|ENSG00000144959.11|chr3	9	51	31	52	27	36
ECT2|ENSG00000114346.14|chr3	49	97	45	75	106	97
SPATA16|ENSG00000144962.7|chr3	0	0	0	0	0	0
NLGN1|ENSG00000169760.18|chr3	17	28	25	63	31	45
NAALADL2|ENSG00000177694.16|chr3	0	0	0	0	0	0
TBL1XR1|ENSG00000177565.18|chr3	261	377	253	280	249	531
KCNMB2|ENSG00000197584.13|chr3	0	0	0	0	0	0
ENSG00000275163|ENSG00000275163.1|chr3	0	0	0	0	0	0
ZMAT3|ENSG00000172667.11|chr3	130	281	235	470	302	351
PIK3CA|ENSG00000121879.6|chr3	48	51	81	105	56	54
KCNMB3|ENSG00000171121.17|chr3	7	8	0	0	21	1
ZNF639|ENSG00000121864.10|chr3	231	254	327	392	332	363
MFN1|ENSG00000171109.19|chr3	92	69	74	164	110	145
GNB4|ENSG00000114450.11|chr3	97	161	124	228	211	202
ACTL6A|ENSG00000136518.17|chr3	123	139	92	214	145	202
MRPL47|ENSG00000136522.14|chr3	252	296	267	243	199	269
NDUFB5|ENSG00000136521.13|chr3	301	244	264	342	246	233
USP13|ENSG00000058056.10|chr3	150	124	115	142	99	145
PEX5L|ENSG00000114757.19|chr3	0	0	0	0	0	0
TTC14|ENSG00000163728.11|chr3	85	111	57	98	98	61
CCDC39|ENSG00000284862.3|chr3	0	0	0	0	0	0
FXR1|ENSG00000114416.19|chr3	66	125	73	161	148	142
DNAJC19|ENSG00000205981.9|chr3	214	353	233	359	306	293
SOX2|ENSG00000181449.4|chr3	100	241	70	214	132	221
ATP11B|ENSG00000058063.16|chr3	52	62	19	25	42	62
DCUN1D1|ENSG00000043093.15|chr3	101	232	143	187	173	365
MCCC1|ENSG00000078070.14|chr3	16	65	1	14	19	13
LAMP3|ENSG00000078081.8|chr3	0	0	0	4	0	0
MCF2L2|ENSG00000053524.13|chr3	0	0	0	0	0	0
B3GNT5|ENSG00000176597.12|chr3	136	98	89	99	131	93
KLHL6|ENSG00000172578.12|chr3	0	0	0	0	0	0
KLHL24|ENSG00000114796.16|chr3	46	24	74	91	66	73
YEATS2|ENSG00000163872.16|chr3	40	29	15	83	66	71
ENSG00000283765|ENSG00000283765.1|chr3	65	60	60	84	101	130
MAP6D1|ENSG00000180834.8|chr3	65	60	60	84	101	130
PARL|ENSG00000175193.14|chr3	484	787	575	659	495	660
ABCC5|ENSG00000114770.17|chr3	42	43	15	42	64	83
HTR3D|ENSG00000186090.11|chr3	0	0	0	0	0	0
HTR3C|ENSG00000178084.2|chr3	0	0	0	0	0	0
HTR3E|ENSG00000186038.9|chr3	0	0	0	0	0	0
EIF2B5|ENSG00000145191.15|chr3	67	134	49	62	83	112
DVL3|ENSG00000161202.20|chr3	113	79	62	105	86	126
AP2M1|ENSG00000161203.14|chr3	230	377	336	329	129	205
ABCF3|ENSG00000161204.12|chr3	20	45	42	19	14	30
VWA5B2|ENSG00000145198.15|chr3	0	0	0	0	0	2
ALG3|ENSG00000214160.10|chr3	218	315	148	317	78	246
EEF1AKMT4|ENSG00000284753.2|chr3	58	68	60	33	49	27
EEF1AKMT4-ECE2|ENSG00000284917.1|chr3	0	0	0	0	0	0
CAMK2N2|ENSG00000163888.4|chr3	19	11	22	46	15	41
ECE2|ENSG00000145194.19|chr3	0	0	0	0	0	0
PSMD2|ENSG00000175166.17|chr3	101	122	91	80	103	203
EIF4G1|ENSG00000114867.22|chr3	851	1129	713	795	321	729
FAM131A|ENSG00000175182.15|chr3	70	102	53	63	30	96
CLCN2|ENSG00000114859.16|chr3	12	11	6	23	21	23
POLR2H|ENSG00000163882.10|chr3	598	653	437	659	526	555
THPO|ENSG00000090534.20|chr3	0	0	0	0	0	0
CHRD|ENSG00000090539.16|chr3	0	0	0	0	0	0
EPHB3|ENSG00000182580.3|chr3	17	12	42	9	19	4
MAGEF1|ENSG00000177383.5|chr3	677	932	723	693	870	845
VPS8|ENSG00000156931.16|chr3	0	10	7	7	20	10
C3orf70|ENSG00000187068.3|chr3	13	33	2	32	17	16
EHHADH|ENSG00000113790.11|chr3	19	22	26	25	26	48
MAP3K13|ENSG00000073803.14|chr3	31	29	54	29	34	46
TMEM41A|ENSG00000163900.11|chr3	290	338	299	480	392	368
LIPH|ENSG00000163898.10|chr3	6	14	7	11	17	20
SENP2|ENSG00000163904.13|chr3	129	101	85	178	130	188
IGF2BP2|ENSG00000073792.16|chr3	261	276	165	308	193	272
TRA2B|ENSG00000136527.19|chr3	1128	1481	972	1612	1206	1766
ETV5|ENSG00000244405.8|chr3	278	316	199	331	263	388
DGKG|ENSG00000058866.15|chr3	1	1	0	0	0	0
CRYGS|ENSG00000213139.8|chr3	1	0	0	0	0	0
DNAJB11|ENSG00000090520.12|chr3	216	206	181	155	164	182
AHSG|ENSG00000145192.13|chr3	0	0	0	0	0	0
FETUB|ENSG00000090512.12|chr3	0	0	0	0	0	0
HRG|ENSG00000113905.5|chr3	0	0	0	0	0	0
KNG1|ENSG00000113889.14|chr3	0	0	0	0	0	0
EIF4A2|ENSG00000156976.17|chr3	473	703	501	628	532	721
RFC4|ENSG00000163918.12|chr3	166	151	56	145	119	141
ADIPOQ|ENSG00000181092.10|chr3	0	0	0	0	0	0
ST6GAL1|ENSG00000073849.16|chr3	31	41	13	24	1	72
RPL39L|ENSG00000163923.10|chr3	95	67	123	112	85	155
RTP1|ENSG00000175077.6|chr3	0	0	0	0	0	0
MASP1|ENSG00000127241.18|chr3	0	0	0	0	0	0
RTP4|ENSG00000136514.3|chr3	0	0	0	0	0	0
SST|ENSG00000157005.4|chr3	0	0	0	0	0	0
RTP2|ENSG00000198471.1|chr3	0	0	0	0	0	0
BCL6|ENSG00000113916.18|chr3	24	11	15	40	19	23
ENSG00000285938|ENSG00000285938.1|chr3	0	0	0	1	0	0
LPP|ENSG00000145012.14|chr3	89	81	40	168	110	107
TPRG1|ENSG00000188001.10|chr3	0	0	0	0	0	0
TP63|ENSG00000073282.14|chr3	0	0	0	0	0	0
P3H2|ENSG00000090530.10|chr3	18	4	12	8	1	13
CLDN1|ENSG00000163347.6|chr3	20	40	11	27	16	42
CLDN16|ENSG00000113946.4|chr3	0	0	0	0	0	0
TMEM207|ENSG00000198398.3|chr3	0	0	0	0	0	0
IL1RAP|ENSG00000196083.10|chr3	0	17	7	7	0	12
GMNC|ENSG00000205835.9|chr3	0	0	0	0	0	3
UTS2B|ENSG00000188958.10|chr3	0	0	9	0	0	0
CCDC50|ENSG00000152492.15|chr3	193	269	138	262	238	198
FGF12|ENSG00000114279.15|chr3	13	8	14	41	5	15
MB21D2|ENSG00000180611.7|chr3	183	252	132	332	276	196
PLAAT1|ENSG00000127252.7|chr3	17	21	9	8	46	29
ATP13A5|ENSG00000187527.12|chr3	0	0	0	0	0	0
ATP13A4|ENSG00000127249.15|chr3	0	0	0	0	0	0
HES1|ENSG00000114315.4|chr3	882	1077	690	1108	844	1167
CPN2|ENSG00000178772.7|chr3	0	0	0	0	0	0
LRRC15|ENSG00000172061.9|chr3	0	0	0	0	0	0
GP5|ENSG00000178732.6|chr3	0	0	0	0	0	0
ATP13A3|ENSG00000133657.17|chr3	120	195	88	174	132	196
TMEM44|ENSG00000145014.18|chr3	0	6	0	0	0	6
LSG1|ENSG00000041802.11|chr3	209	285	182	404	218	255
FAM43A|ENSG00000185112.6|chr3	53	108	66	91	44	85
XXYLT1|ENSG00000173950.16|chr3	235	400	258	317	191	317
ACAP2|ENSG00000114331.16|chr3	41	22	8	28	29	26
PPP1R2|ENSG00000184203.8|chr3	122	136	99	160	201	253
APOD|ENSG00000189058.9|chr3	1	0	0	0	0	0
MUC20|ENSG00000176945.18|chr3	0	0	0	0	0	0
MUC4|ENSG00000145113.22|chr3	0	0	0	0	0	0
TNK2|ENSG00000061938.21|chr3	75	50	69	105	44	73
TFRC|ENSG00000072274.14|chr3	164	166	157	178	187	205
SLC51A|ENSG00000163959.10|chr3	0	0	0	0	0	0
PCYT1A|ENSG00000161217.12|chr3	84	92	82	102	83	126
DYNLT2B|ENSG00000213123.11|chr3	11	38	19	27	29	12
TM4SF19|ENSG00000145107.16|chr3	0	0	0	0	0	0
UBXN7|ENSG00000163960.12|chr3	348	472	267	460	420	433
RNF168|ENSG00000163961.4|chr3	157	152	89	254	215	203
SMCO1|ENSG00000214097.5|chr3	0	0	0	5	0	0
WDR53|ENSG00000185798.8|chr3	54	54	27	32	82	34
FBXO45|ENSG00000174013.8|chr3	521	819	665	828	823	1015
NRROS|ENSG00000174004.6|chr3	0	0	0	0	0	0
PIGX|ENSG00000163964.18|chr3	119	101	151	190	151	194
CEP19|ENSG00000174007.9|chr3	66	79	40	72	73	112
PAK2|ENSG00000180370.10|chr3	110	161	121	141	114	174
SENP5|ENSG00000119231.11|chr3	182	262	169	217	162	240
NCBP2|ENSG00000114503.11|chr3	232	239	270	331	231	316
NCBP2AS2|ENSG00000270170.2|chr3	540	580	556	745	673	581
PIGZ|ENSG00000119227.8|chr3	0	2	0	0	1	0
MELTF|ENSG00000163975.14|chr3	0	18	13	21	19	8
DLG1|ENSG00000075711.21|chr3	33	19	4	62	5	62
BDH1|ENSG00000161267.12|chr3	0	0	0	0	0	0
RUBCN|ENSG00000145016.16|chr3	26	61	43	96	78	123
FYTTD1|ENSG00000122068.13|chr3	224	165	141	134	145	210
LRCH3|ENSG00000186001.14|chr3	25	44	30	46	31	67
IQCG|ENSG00000114473.14|chr3	0	24	3	0	1	7
RPL35A|ENSG00000182899.17|chr3	5143	6407	4474	6499	6160	5924
LMLN|ENSG00000185621.11|chr3	13	42	19	52	21	48
ZNF595|ENSG00000272602.6|chr4	30	84	33	90	56	32
ZNF718|ENSG00000250312.8|chr4	4	28	0	28	10	34
ZNF732|ENSG00000186777.12|chr4	0	0	0	0	0	0
ZNF141|ENSG00000131127.14|chr4	0	0	0	0	0	0
ZNF721|ENSG00000182903.16|chr4	56	95	67	157	128	123
PIGG|ENSG00000174227.16|chr4	35	31	57	37	59	92
TMEM271|ENSG00000273238.3|chr4	13	18	13	48	20	21
PDE6B|ENSG00000133256.13|chr4	0	0	0	0	0	0
ATP5ME|ENSG00000169020.10|chr4	871	923	781	1213	1055	851
MYL5|ENSG00000215375.7|chr4	0	4	3	0	0	10
SLC49A3|ENSG00000169026.13|chr4	0	0	0	0	0	0
PCGF3|ENSG00000185619.19|chr4	70	102	106	160	154	236
CPLX1|ENSG00000168993.15|chr4	6	6	22	8	1	18
GAK|ENSG00000178950.18|chr4	28	67	25	128	24	39
TMEM175|ENSG00000127419.17|chr4	0	10	8	23	8	5
DGKQ|ENSG00000145214.14|chr4	28	24	1	4	30	32
SLC26A1|ENSG00000145217.14|chr4	0	0	0	0	0	0
IDUA|ENSG00000127415.13|chr4	0	0	0	0	0	7
FGFRL1|ENSG00000127418.15|chr4	92	143	111	118	32	117
RNF212|ENSG00000178222.14|chr4	0	0	0	0	0	0
SPON2|ENSG00000159674.12|chr4	8	8	3	6	7	9
CTBP1|ENSG00000159692.17|chr4	575	618	443	315	273	464
MAEA|ENSG00000090316.16|chr4	296	275	209	283	222	346
UVSSA|ENSG00000163945.19|chr4	72	31	5	30	16	25
FAM53A|ENSG00000174137.14|chr4	0	0	0	0	0	0
SLBP|ENSG00000163950.13|chr4	656	609	648	868	661	846
TACC3|ENSG00000013810.21|chr4	500	645	504	653	382	703
TMEM129|ENSG00000168936.11|chr4	114	229	169	288	166	292
FGFR3|ENSG00000068078.20|chr4	61	97	61	109	54	82
LETM1|ENSG00000168924.15|chr4	90	156	113	287	178	219
NSD2|ENSG00000109685.19|chr4	88	120	78	111	116	89
NELFA|ENSG00000185049.16|chr4	190	310	242	346	164	327
C4orf48|ENSG00000243449.8|chr4	102	63	57	111	16	123
NAT8L|ENSG00000185818.8|chr4	160	218	147	253	122	212
POLN|ENSG00000130997.16|chr4	0	0	0	0	0	0
HAUS3|ENSG00000214367.9|chr4	68	105	71	69	93	83
MXD4|ENSG00000123933.17|chr4	128	171	135	204	134	176
ZFYVE28|ENSG00000159733.14|chr4	24	4	4	0	1	8
CFAP99|ENSG00000206113.11|chr4	0	0	0	0	0	0
RNF4|ENSG00000063978.16|chr4	147	215	107	230	204	279
FAM193A|ENSG00000125386.16|chr4	29	67	30	90	79	84
TNIP2|ENSG00000168884.15|chr4	145	210	246	300	199	196
SH3BP2|ENSG00000087266.17|chr4	16	20	26	50	19	51
ADD1|ENSG00000087274.19|chr4	143	152	154	163	103	221
MFSD10|ENSG00000109736.15|chr4	107	106	104	95	64	122
NOP14|ENSG00000087269.16|chr4	260	247	185	365	264	339
GRK4|ENSG00000125388.20|chr4	0	0	0	0	0	0
HTT|ENSG00000197386.14|chr4	32	40	39	47	35	26
MSANTD1|ENSG00000188981.11|chr4	0	0	0	0	0	0
RGS12|ENSG00000159788.20|chr4	0	0	0	0	0	0
HGFAC|ENSG00000109758.9|chr4	0	0	0	0	0	0
DOK7|ENSG00000175920.18|chr4	0	0	0	1	0	2
LRPAP1|ENSG00000163956.13|chr4	212	183	146	235	137	219
ADRA2C|ENSG00000184160.8|chr4	80	124	131	134	194	165
OTOP1|ENSG00000163982.6|chr4	0	0	0	0	0	0
LYAR|ENSG00000145220.14|chr4	608	756	503	915	715	638
ZBTB49|ENSG00000168826.16|chr4	1	9	6	16	5	11
NSG1|ENSG00000168824.15|chr4	24	104	24	25	29	41
STX18|ENSG00000168818.10|chr4	63	130	55	101	79	105
MSX1|ENSG00000163132.8|chr4	738	995	760	959	711	1074
CYTL1|ENSG00000170891.11|chr4	0	0	0	0	0	0
STK32B|ENSG00000152953.13|chr4	0	0	0	0	0	0
EVC2|ENSG00000173040.13|chr4	0	0	0	0	0	0
EVC|ENSG00000072840.13|chr4	0	11	1	0	0	8
CRMP1|ENSG00000072832.15|chr4	53	45	17	16	20	27
C4orf50|ENSG00000181215.16|chr4	0	0	0	0	0	0
JAKMIP1|ENSG00000152969.21|chr4	0	0	0	0	0	0
WFS1|ENSG00000109501.15|chr4	61	17	25	36	43	66
PPP2R2C|ENSG00000074211.14|chr4	55	42	65	50	30	80
MAN2B2|ENSG00000013288.9|chr4	11	9	3	21	6	14
ENSG00000170846|ENSG00000170846.17|chr4	238	297	258	454	418	374
S100P|ENSG00000163993.7|chr4	0	1	0	0	0	0
BLOC1S4|ENSG00000186222.5|chr4	449	558	396	604	536	601
KIAA0232|ENSG00000170871.12|chr4	14	91	51	32	95	68
TBC1D14|ENSG00000132405.19|chr4	88	82	31	191	79	181
CCDC96|ENSG00000173013.6|chr4	17	22	3	7	25	21
TADA2B|ENSG00000173011.12|chr4	94	152	154	174	127	253
GRPEL1|ENSG00000109519.13|chr4	697	864	717	855	718	772
SORCS2|ENSG00000184985.16|chr4	0	0	1	0	0	0
PSAPL1|ENSG00000178597.7|chr4	0	0	0	0	0	0
AFAP1|ENSG00000196526.11|chr4	1	27	11	1	23	40
ABLIM2|ENSG00000163995.21|chr4	0	0	0	0	0	0
SH3TC1|ENSG00000125089.18|chr4	0	0	0	0	0	0
HTRA3|ENSG00000170801.10|chr4	0	4	2	4	0	1
ACOX3|ENSG00000087008.16|chr4	5	3	4	4	12	7
TRMT44|ENSG00000155275.19|chr4	24	18	16	20	15	24
GPR78|ENSG00000155269.12|chr4	0	0	0	0	0	0
CPZ|ENSG00000109625.19|chr4	0	6	0	0	0	0
HMX1|ENSG00000215612.8|chr4	0	0	0	0	1	6
FAM90A26|ENSG00000229924.3|chr4	0	0	0	0	0	0
DEFB131A|ENSG00000186146.2|chr4	0	0	0	0	0	0
SLC2A9|ENSG00000109667.12|chr4	0	0	0	0	0	0
DRD5|ENSG00000169676.6|chr4	0	0	0	0	0	0
WDR1|ENSG00000071127.18|chr4	537	562	388	598	325	582
ZNF518B|ENSG00000178163.8|chr4	69	76	87	115	125	116
CLNK|ENSG00000109684.16|chr4	0	0	0	4	0	0
HS3ST1|ENSG00000002587.10|chr4	0	0	0	0	0	0
RAB28|ENSG00000157869.16|chr4	64	112	86	150	90	162
NKX3-2|ENSG00000109705.8|chr4	7	1	20	75	9	30
BOD1L1|ENSG00000038219.13|chr4	6	14	10	8	0	33
CPEB2|ENSG00000137449.17|chr4	18	3	0	39	4	27
C1QTNF7|ENSG00000163145.13|chr4	0	0	0	0	0	0
CC2D2A|ENSG00000048342.18|chr4	0	0	0	0	3	0
FBXL5|ENSG00000118564.15|chr4	111	168	101	120	140	186
FAM200B|ENSG00000237765.8|chr4	10	29	9	38	21	34
BST1|ENSG00000109743.11|chr4	0	0	0	0	0	0
CD38|ENSG00000004468.13|chr4	0	0	0	0	0	0
FGFBP1|ENSG00000137440.5|chr4	11	1	19	6	6	26
TAPT1|ENSG00000169762.17|chr4	65	108	66	88	90	62
LDB2|ENSG00000169744.13|chr4	0	0	0	0	0	0
QDPR|ENSG00000151552.12|chr4	83	110	146	103	106	159
CLRN2|ENSG00000249581.2|chr4	0	0	0	0	0	0
LAP3|ENSG00000002549.13|chr4	48	29	46	35	83	46
MED28|ENSG00000118579.13|chr4	302	387	200	380	349	547
FAM184B|ENSG00000047662.5|chr4	5	6	0	14	0	9
DCAF16|ENSG00000163257.11|chr4	152	97	125	205	177	237
NCAPG|ENSG00000109805.10|chr4	139	165	152	224	189	184
LCORL|ENSG00000178177.17|chr4	13	23	9	85	48	21
SLIT2|ENSG00000145147.20|chr4	528	471	400	551	468	543
PACRGL|ENSG00000163138.19|chr4	72	89	27	74	43	99
KCNIP4|ENSG00000185774.16|chr4	0	0	0	0	0	0
ADGRA3|ENSG00000152990.14|chr4	17	12	38	46	11	67
GBA3|ENSG00000249948.7|chr4	0	0	0	0	0	0
PPARGC1A|ENSG00000109819.9|chr4	0	7	23	15	23	38
DHX15|ENSG00000109606.13|chr4	437	463	398	613	567	662
SOD3|ENSG00000109610.6|chr4	0	0	0	0	0	0
CCDC149|ENSG00000181982.20|chr4	16	2	0	2	5	11
LGI2|ENSG00000153012.12|chr4	26	48	7	30	18	18
SEPSECS|ENSG00000109618.13|chr4	8	8	17	12	22	28
PI4K2B|ENSG00000038210.14|chr4	48	57	45	99	88	79
ZCCHC4|ENSG00000168228.16|chr4	3	5	7	31	37	7
ANAPC4|ENSG00000053900.11|chr4	15	14	27	49	14	34
SLC34A2|ENSG00000157765.13|chr4	0	0	0	0	0	0
SEL1L3|ENSG00000091490.11|chr4	0	39	14	26	35	14
SMIM20|ENSG00000250317.9|chr4	82	103	165	190	225	168
RBPJ|ENSG00000168214.22|chr4	598	773	506	980	734	942
CCKAR|ENSG00000163394.6|chr4	0	0	0	0	0	0
TBC1D19|ENSG00000109680.11|chr4	3	1	0	5	5	5
STIM2|ENSG00000109689.20|chr4	61	140	105	154	119	206
PCDH7|ENSG00000169851.16|chr4	108	209	81	167	100	161
ARAP2|ENSG00000047365.13|chr4	21	53	14	29	33	18
DTHD1|ENSG00000197057.10|chr4	0	0	0	0	0	0
NWD2|ENSG00000174145.8|chr4	0	0	0	0	0	0
C4orf19|ENSG00000154274.15|chr4	0	4	0	1	0	6
PGM2|ENSG00000169299.14|chr4	87	81	115	54	58	57
TBC1D1|ENSG00000065882.18|chr4	15	35	60	53	24	80
PTTG2|ENSG00000250254.2|chr4	18	11	2	5	11	12
KLF3|ENSG00000109787.13|chr4	33	65	40	171	106	126
TLR10|ENSG00000174123.11|chr4	0	0	0	0	2	0
TLR1|ENSG00000174125.8|chr4	0	0	0	0	0	0
TLR6|ENSG00000174130.13|chr4	3	3	2	1	0	3
FAM114A1|ENSG00000197712.12|chr4	0	0	0	1	4	8
KLHL5|ENSG00000109790.18|chr4	55	91	80	67	48	127
RFC1|ENSG00000035928.17|chr4	136	116	86	114	136	180
KLB|ENSG00000134962.7|chr4	0	0	0	0	0	0
LIAS|ENSG00000121897.15|chr4	11	56	34	24	22	44
UGDH|ENSG00000109814.12|chr4	93	97	65	92	91	121
SMIM14|ENSG00000163683.12|chr4	39	12	3	47	33	46
UBE2K|ENSG00000078140.14|chr4	685	864	525	924	592	882
PDS5A|ENSG00000121892.15|chr4	89	114	69	151	151	143
N4BP2|ENSG00000078177.14|chr4	19	60	36	71	30	63
RHOH|ENSG00000168421.14|chr4	1	7	13	6	5	0
CHRNA9|ENSG00000174343.6|chr4	0	0	0	0	0	0
RBM47|ENSG00000163694.15|chr4	48	103	72	81	111	103
NSUN7|ENSG00000179299.17|chr4	0	0	0	0	0	0
APBB2|ENSG00000163697.17|chr4	35	86	24	67	50	86
UCHL1|ENSG00000154277.13|chr4	1606	1932	1246	2192	1414	1833
LIMCH1|ENSG00000064042.18|chr4	11	4	7	14	23	6
PHOX2B|ENSG00000109132.7|chr4	0	0	0	0	0	0
TMEM33|ENSG00000109133.13|chr4	172	241	188	287	167	319
DCAF4L1|ENSG00000182308.7|chr4	1	3	8	1	5	21
SLC30A9|ENSG00000014824.14|chr4	73	41	79	50	82	71
BEND4|ENSG00000188848.17|chr4	37	23	19	15	39	81
SHISA3|ENSG00000178343.5|chr4	6	4	1	3	2	11
ATP8A1|ENSG00000124406.17|chr4	14	19	18	26	30	31
GRXCR1|ENSG00000215203.3|chr4	0	0	0	0	0	0
KCTD8|ENSG00000183783.7|chr4	0	0	0	0	0	0
YIPF7|ENSG00000177752.15|chr4	0	0	0	0	0	0
GUF1|ENSG00000151806.14|chr4	44	47	43	105	90	86
GNPDA2|ENSG00000163281.12|chr4	2	26	3	14	18	29
GABRG1|ENSG00000163285.8|chr4	0	0	0	0	0	0
GABRA2|ENSG00000151834.16|chr4	0	0	0	0	0	0
COX7B2|ENSG00000170516.17|chr4	0	0	0	0	0	0
GABRA4|ENSG00000109158.11|chr4	0	0	0	0	0	0
GABRB1|ENSG00000163288.14|chr4	0	0	0	0	0	0
COMMD8|ENSG00000169019.11|chr4	166	233	113	203	178	129
ATP10D|ENSG00000145246.14|chr4	15	9	4	0	11	1
CORIN|ENSG00000145244.12|chr4	0	0	0	0	0	0
NFXL1|ENSG00000170448.12|chr4	63	86	34	131	26	113
NIPAL1|ENSG00000163293.12|chr4	89	125	53	177	76	112
CNGA1|ENSG00000198515.16|chr4	0	0	0	0	0	0
TXK|ENSG00000074966.11|chr4	0	0	5	0	0	0
TEC|ENSG00000135605.13|chr4	7	0	1	10	2	0
SLAIN2|ENSG00000109171.15|chr4	74	230	120	165	109	184
SLC10A4|ENSG00000145248.7|chr4	19	39	22	13	7	48
ZAR1|ENSG00000182223.7|chr4	0	0	0	0	0	0
FRYL|ENSG00000075539.15|chr4	11	25	24	47	38	70
OCIAD1|ENSG00000109180.15|chr4	320	338	305	348	327	380
OCIAD2|ENSG00000145247.12|chr4	172	204	122	174	89	152
CWH43|ENSG00000109182.12|chr4	0	0	0	0	0	0
DCUN1D4|ENSG00000109184.15|chr4	74	104	53	120	129	123
LRRC66|ENSG00000188993.4|chr4	0	0	0	0	0	0
SGCB|ENSG00000163069.13|chr4	69	130	68	118	129	118
SPATA18|ENSG00000163071.11|chr4	7	30	6	5	0	6
USP46|ENSG00000109189.13|chr4	44	95	65	126	84	120
ERVMER34-1|ENSG00000226887.8|chr4	19	49	27	26	17	62
RASL11B|ENSG00000128045.7|chr4	72	28	35	66	57	47
SCFD2|ENSG00000184178.17|chr4	126	120	69	131	68	110
FIP1L1|ENSG00000145216.16|chr4	311	213	206	349	271	365
LNX1|ENSG00000072201.14|chr4	4	2	7	3	2	9
CHIC2|ENSG00000109220.11|chr4	140	85	125	115	115	179
GSX2|ENSG00000180613.11|chr4	0	0	0	0	0	0
PDGFRA|ENSG00000134853.12|chr4	0	6	0	0	0	0
KIT|ENSG00000157404.17|chr4	77	52	50	103	42	63
KDR|ENSG00000128052.10|chr4	0	0	0	0	0	0
SRD5A3|ENSG00000128039.13|chr4	76	97	81	91	89	61
ENSG00000288695|ENSG00000288695.1|chr4	0	0	0	0	8	8
TMEM165|ENSG00000134851.13|chr4	155	165	94	129	150	203
CLOCK|ENSG00000134852.15|chr4	54	97	73	90	80	114
PDCL2|ENSG00000163440.12|chr4	0	0	0	0	0	0
EXOC1L|ENSG00000250821.3|chr4	0	5	0	0	4	0
EXOC1|ENSG00000090989.18|chr4	56	37	30	51	37	37
CRACD|ENSG00000109265.15|chr4	12	8	12	25	21	47
AASDH|ENSG00000157426.14|chr4	71	48	50	39	23	26
PPAT|ENSG00000128059.8|chr4	127	168	165	222	161	207
PAICS|ENSG00000128050.9|chr4	674	942	760	1015	930	1000
SRP72|ENSG00000174780.17|chr4	208	173	124	232	169	232
ARL9|ENSG00000196503.5|chr4	0	0	0	0	0	0
THEGL|ENSG00000249693.3|chr4	0	0	0	0	0	0
HOPX|ENSG00000171476.22|chr4	13	5	6	22	21	25
SPINK2|ENSG00000128040.12|chr4	0	0	0	2	4	2
REST|ENSG00000084093.19|chr4	88	165	187	204	142	149
NOA1|ENSG00000084092.7|chr4	199	232	203	276	150	175
POLR2B|ENSG00000047315.17|chr4	213	351	201	414	267	210
IGFBP7|ENSG00000163453.11|chr4	1	16	14	5	6	0
ADGRL3|ENSG00000150471.17|chr4	29	16	9	12	27	52
TECRL|ENSG00000205678.8|chr4	0	0	0	0	0	0
EPHA5|ENSG00000145242.14|chr4	0	0	0	0	0	0
CENPC|ENSG00000145241.11|chr4	34	56	39	65	54	53
STAP1|ENSG00000035720.8|chr4	0	0	0	0	0	0
UBA6|ENSG00000033178.13|chr4	57	100	76	91	80	68
GNRHR|ENSG00000109163.7|chr4	0	0	0	0	0	0
TMPRSS11D|ENSG00000153802.12|chr4	0	0	0	0	0	0
TMPRSS11A|ENSG00000187054.16|chr4	0	0	0	0	0	0
TMPRSS11F|ENSG00000198092.6|chr4	0	0	0	0	0	0
TMPRSS11B|ENSG00000185873.8|chr4	0	0	0	0	0	0
YTHDC1|ENSG00000083896.13|chr4	0	0	0	0	0	0
TMPRSS11E|ENSG00000087128.10|chr4	0	0	0	0	0	0
UGT2B17|ENSG00000197888.3|chr4	0	0	0	0	0	0
UGT2B15|ENSG00000196620.10|chr4	0	0	0	0	0	0
UGT2B10|ENSG00000109181.12|chr4	0	0	0	0	0	0
UGT2A3|ENSG00000135220.11|chr4	0	0	0	0	0	0
UGT2B7|ENSG00000171234.14|chr4	0	0	0	0	0	0
UGT2B11|ENSG00000213759.10|chr4	0	0	0	0	0	0
UGT2B28|ENSG00000135226.18|chr4	0	0	0	0	0	0
UGT2B4|ENSG00000156096.14|chr4	0	0	0	0	0	0
UGT2A2|ENSG00000271271.6|chr4	0	0	0	0	0	0
UGT2A1|ENSG00000173610.13|chr4	0	0	0	0	0	0
SULT1B1|ENSG00000173597.9|chr4	0	0	0	0	0	0
SULT1E1|ENSG00000109193.12|chr4	0	0	0	0	0	0
CSN1S1|ENSG00000126545.14|chr4	0	0	0	0	0	0
SMR3A|ENSG00000109208.5|chr4	0	0	0	0	0	0
SMR3B|ENSG00000171201.12|chr4	0	0	0	0	0	0
