Gene	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3
XXYLT1|ENSG00000173950.16|chr3	711	1051	748	1054	738	1106
ACAP2|ENSG00000114331.16|chr3	78	53	48	75	85	67
PPP1R2|ENSG00000184203.8|chr3	566	797	609	922	665	938
APOD|ENSG00000189058.9|chr3	1	2	0	0	9	0
MUC20|ENSG00000176945.18|chr3	0	0	0	0	0	0
MUC4|ENSG00000145113.22|chr3	0	0	0	0	0	0
TNK2|ENSG00000061938.21|chr3	117	125	155	188	71	168
TFRC|ENSG00000072274.14|chr3	308	434	350	528	523	561
SLC51A|ENSG00000163959.10|chr3	0	0	0	0	0	0
PCYT1A|ENSG00000161217.12|chr3	224	278	329	357	319	364
DYNLT2B|ENSG00000213123.11|chr3	221	265	273	384	366	436
TM4SF19|ENSG00000145107.16|chr3	0	0	0	0	0	0
UBXN7|ENSG00000163960.12|chr3	521	672	450	739	635	715
RNF168|ENSG00000163961.4|chr3	179	201	119	287	245	236
SMCO1|ENSG00000214097.5|chr3	0	0	0	5	0	0
WDR53|ENSG00000185798.8|chr3	79	66	36	48	98	42
FBXO45|ENSG00000174013.8|chr3	600	982	747	1050	992	1225
NRROS|ENSG00000174004.6|chr3	0	0	0	0	0	0
PIGX|ENSG00000163964.18|chr3	788	820	782	1016	877	1004
CEP19|ENSG00000174007.9|chr3	147	156	153	136	107	175
PAK2|ENSG00000180370.10|chr3	301	455	374	512	312	464
SENP5|ENSG00000119231.11|chr3	253	363	277	354	338	370
NCBP2|ENSG00000114503.11|chr3	633	829	776	1084	803	1023
NCBP2AS2|ENSG00000270170.2|chr3	884	919	830	1082	964	863
PIGZ|ENSG00000119227.8|chr3	0	2	0	0	1	0
MELTF|ENSG00000163975.14|chr3	75	112	117	141	102	123
DLG1|ENSG00000075711.21|chr3	127	100	80	100	55	175
BDH1|ENSG00000161267.12|chr3	0	0	0	0	0	0
RUBCN|ENSG00000145016.16|chr3	57	97	51	181	120	181
FYTTD1|ENSG00000122068.13|chr3	720	560	457	624	543	787
LRCH3|ENSG00000186001.14|chr3	61	88	50	94	58	121
IQCG|ENSG00000114473.14|chr3	16	56	9	37	44	39
RPL35A|ENSG00000182899.17|chr3	17059	20837	14355	22871	19300	21257
LMLN|ENSG00000185621.11|chr3	38	80	47	126	41	121
ZNF595|ENSG00000272602.6|chr4	34	85	69	115	82	44
ZNF718|ENSG00000250312.8|chr4	30	49	3	50	18	57
ZNF732|ENSG00000186777.12|chr4	0	0	0	0	0	0
ZNF141|ENSG00000131127.14|chr4	0	0	0	0	0	0
ZNF721|ENSG00000182903.16|chr4	95	133	85	235	173	182
PIGG|ENSG00000174227.16|chr4	165	133	160	191	198	243
TMEM271|ENSG00000273238.3|chr4	39	50	28	86	64	60
PDE6B|ENSG00000133256.13|chr4	0	0	0	0	0	0
ATP5ME|ENSG00000169020.10|chr4	4622	5002	3675	6454	5715	5380
MYL5|ENSG00000215375.7|chr4	10	23	3	48	13	37
SLC49A3|ENSG00000169026.13|chr4	0	0	0	0	0	0
PCGF3|ENSG00000185619.19|chr4	174	222	184	264	252	344
CPLX1|ENSG00000168993.15|chr4	148	143	200	188	33	162
GAK|ENSG00000178950.18|chr4	215	452	320	498	188	330
TMEM175|ENSG00000127419.17|chr4	93	105	80	93	66	79
DGKQ|ENSG00000145214.14|chr4	50	92	31	44	72	95
SLC26A1|ENSG00000145217.14|chr4	0	0	0	0	0	0
IDUA|ENSG00000127415.13|chr4	6	6	0	4	0	7
FGFRL1|ENSG00000127418.15|chr4	269	398	271	422	139	331
RNF212|ENSG00000178222.14|chr4	0	0	0	0	0	0
SPON2|ENSG00000159674.12|chr4	27	17	16	25	16	28
CTBP1|ENSG00000159692.17|chr4	2606	3049	2466	2736	1691	2725
MAEA|ENSG00000090316.16|chr4	650	845	625	838	696	1028
UVSSA|ENSG00000163945.19|chr4	83	86	33	100	36	63
FAM53A|ENSG00000174137.14|chr4	0	0	0	0	0	0
SLBP|ENSG00000163950.13|chr4	911	906	861	1109	935	1139
TACC3|ENSG00000013810.21|chr4	1216	1757	1220	1607	769	1581
TMEM129|ENSG00000168936.11|chr4	408	595	438	893	589	788
FGFR3|ENSG00000068078.20|chr4	136	232	150	203	114	160
LETM1|ENSG00000168924.15|chr4	565	764	623	936	623	940
NSD2|ENSG00000109685.19|chr4	269	349	230	353	323	359
NELFA|ENSG00000185049.16|chr4	318	482	354	468	241	418
C4orf48|ENSG00000243449.8|chr4	1402	1416	932	1859	614	1525
NAT8L|ENSG00000185818.8|chr4	343	384	240	499	282	413
POLN|ENSG00000130997.16|chr4	0	0	0	0	0	7
HAUS3|ENSG00000214367.9|chr4	87	120	106	84	116	113
MXD4|ENSG00000123933.17|chr4	1004	1323	844	1101	655	989
ZFYVE28|ENSG00000159733.14|chr4	24	4	4	0	2	20
CFAP99|ENSG00000206113.11|chr4	0	0	0	0	0	0
RNF4|ENSG00000063978.16|chr4	171	236	160	250	227	327
FAM193A|ENSG00000125386.16|chr4	31	93	55	118	107	113
TNIP2|ENSG00000168884.15|chr4	236	318	387	476	289	356
SH3BP2|ENSG00000087266.17|chr4	65	50	46	118	53	89
ADD1|ENSG00000087274.19|chr4	515	624	462	676	399	721
MFSD10|ENSG00000109736.15|chr4	715	808	606	720	524	787
NOP14|ENSG00000087269.16|chr4	849	1236	1057	1405	913	1301
GRK4|ENSG00000125388.20|chr4	0	3	0	1	3	3
HTT|ENSG00000197386.14|chr4	240	302	234	195	104	164
MSANTD1|ENSG00000188981.11|chr4	0	0	0	0	0	6
RGS12|ENSG00000159788.20|chr4	0	0	0	0	0	0
HGFAC|ENSG00000109758.9|chr4	0	0	0	0	0	0
DOK7|ENSG00000175920.18|chr4	0	0	0	1	0	2
LRPAP1|ENSG00000163956.13|chr4	1645	1842	1521	1739	1078	1525
ADRA2C|ENSG00000184160.8|chr4	188	208	231	274	302	383
OTOP1|ENSG00000163982.6|chr4	0	0	0	0	0	0
LYAR|ENSG00000145220.14|chr4	1074	1365	917	1502	1128	1273
ZBTB49|ENSG00000168826.16|chr4	1	9	19	16	5	11
NSG1|ENSG00000168824.15|chr4	193	276	207	238	269	347
STX18|ENSG00000168818.10|chr4	201	254	130	211	214	229
MSX1|ENSG00000163132.8|chr4	913	1301	941	1230	919	1328
CYTL1|ENSG00000170891.11|chr4	0	0	0	0	0	0
STK32B|ENSG00000152953.13|chr4	0	0	0	0	0	0
EVC2|ENSG00000173040.13|chr4	0	0	0	0	0	0
EVC|ENSG00000072840.13|chr4	0	11	1	0	12	8
CRMP1|ENSG00000072832.15|chr4	227	308	247	244	222	300
C4orf50|ENSG00000181215.16|chr4	0	0	0	0	0	0
JAKMIP1|ENSG00000152969.21|chr4	0	0	0	0	0	0
WFS1|ENSG00000109501.15|chr4	86	46	62	138	86	158
PPP2R2C|ENSG00000074211.14|chr4	100	73	86	82	62	136
MAN2B2|ENSG00000013288.9|chr4	51	89	60	95	73	83
ENSG00000170846|ENSG00000170846.17|chr4	385	536	443	668	668	654
S100P|ENSG00000163993.7|chr4	8	20	1	0	2	17
BLOC1S4|ENSG00000186222.5|chr4	512	663	456	720	569	680
KIAA0232|ENSG00000170871.12|chr4	15	91	65	32	95	79
TBC1D14|ENSG00000132405.19|chr4	119	135	55	240	125	208
CCDC96|ENSG00000173013.6|chr4	17	22	23	34	25	21
TADA2B|ENSG00000173011.12|chr4	160	191	181	216	164	303
GRPEL1|ENSG00000109519.13|chr4	1367	1444	1253	1540	1202	1498
SORCS2|ENSG00000184985.16|chr4	0	0	1	0	9	0
PSAPL1|ENSG00000178597.7|chr4	0	0	0	0	0	0
AFAP1|ENSG00000196526.11|chr4	17	33	40	29	49	60
ABLIM2|ENSG00000163995.21|chr4	0	0	0	3	0	9
SH3TC1|ENSG00000125089.18|chr4	0	3	0	0	0	0
HTRA3|ENSG00000170801.10|chr4	3	8	2	27	10	1
ACOX3|ENSG00000087008.16|chr4	10	22	49	30	31	19
TRMT44|ENSG00000155275.19|chr4	39	19	18	36	16	29
GPR78|ENSG00000155269.12|chr4	0	0	0	0	0	0
CPZ|ENSG00000109625.19|chr4	0	6	0	0	0	0
HMX1|ENSG00000215612.8|chr4	0	0	0	0	1	6
FAM90A26|ENSG00000229924.3|chr4	0	0	0	0	0	0
DEFB131A|ENSG00000186146.2|chr4	0	0	0	0	0	0
SLC2A9|ENSG00000109667.12|chr4	0	0	0	0	0	0
DRD5|ENSG00000169676.6|chr4	0	0	0	0	0	0
WDR1|ENSG00000071127.18|chr4	1564	1631	1127	1773	1074	1801
ZNF518B|ENSG00000178163.8|chr4	100	150	98	164	145	161
CLNK|ENSG00000109684.16|chr4	0	0	0	4	0	0
HS3ST1|ENSG00000002587.10|chr4	0	10	0	0	0	0
RAB28|ENSG00000157869.16|chr4	187	226	159	336	221	364
NKX3-2|ENSG00000109705.8|chr4	17	17	20	84	12	40
BOD1L1|ENSG00000038219.13|chr4	8	24	32	21	3	39
CPEB2|ENSG00000137449.17|chr4	18	3	5	50	4	30
C1QTNF7|ENSG00000163145.13|chr4	0	0	0	0	0	0
CC2D2A|ENSG00000048342.18|chr4	7	9	8	32	27	15
FBXL5|ENSG00000118564.15|chr4	153	177	116	171	173	236
FAM200B|ENSG00000237765.8|chr4	19	33	17	44	38	52
BST1|ENSG00000109743.11|chr4	11	0	1	2	0	3
CD38|ENSG00000004468.13|chr4	0	0	0	0	0	0
FGFBP1|ENSG00000137440.5|chr4	24	7	27	23	6	29
TAPT1|ENSG00000169762.17|chr4	107	194	126	172	179	164
LDB2|ENSG00000169744.13|chr4	0	0	0	0	0	0
QDPR|ENSG00000151552.12|chr4	491	682	664	643	467	740
CLRN2|ENSG00000249581.2|chr4	0	0	0	0	0	0
LAP3|ENSG00000002549.13|chr4	248	293	263	254	338	310
MED28|ENSG00000118579.13|chr4	870	1062	748	1280	1120	1542
FAM184B|ENSG00000047662.5|chr4	13	18	28	19	16	18
DCAF16|ENSG00000163257.11|chr4	431	372	313	567	457	547
NCAPG|ENSG00000109805.10|chr4	692	672	534	815	761	613
LCORL|ENSG00000178177.17|chr4	33	76	82	179	96	65
SLIT2|ENSG00000145147.20|chr4	1133	1075	872	1258	1096	1191
PACRGL|ENSG00000163138.19|chr4	100	121	73	158	91	156
KCNIP4|ENSG00000185774.16|chr4	0	0	0	0	0	0
ADGRA3|ENSG00000152990.14|chr4	84	74	98	98	30	117
GBA3|ENSG00000249948.7|chr4	0	0	0	0	0	0
PPARGC1A|ENSG00000109819.9|chr4	0	20	30	34	25	45
DHX15|ENSG00000109606.13|chr4	1196	1264	1046	1381	1188	1487
SOD3|ENSG00000109610.6|chr4	0	0	0	0	0	0
CCDC149|ENSG00000181982.20|chr4	22	14	6	6	10	31
LGI2|ENSG00000153012.12|chr4	74	134	67	146	108	105
SEPSECS|ENSG00000109618.13|chr4	18	10	27	21	29	53
PI4K2B|ENSG00000038210.14|chr4	186	183	149	237	229	250
ZCCHC4|ENSG00000168228.16|chr4	18	13	22	34	47	25
ANAPC4|ENSG00000053900.11|chr4	69	70	56	129	94	106
SLC34A2|ENSG00000157765.13|chr4	0	0	0	0	0	0
SEL1L3|ENSG00000091490.11|chr4	107	142	126	127	168	111
SMIM20|ENSG00000250317.9|chr4	282	300	347	508	479	470
RBPJ|ENSG00000168214.22|chr4	1058	1411	1086	1897	1435	1734
CCKAR|ENSG00000163394.6|chr4	0	0	0	0	0	0
TBC1D19|ENSG00000109680.11|chr4	34	59	26	46	47	54
STIM2|ENSG00000109689.20|chr4	123	216	192	276	220	240
PCDH7|ENSG00000169851.16|chr4	177	279	151	314	178	233
ARAP2|ENSG00000047365.13|chr4	33	67	27	50	40	30
DTHD1|ENSG00000197057.10|chr4	0	0	0	0	0	0
NWD2|ENSG00000174145.8|chr4	0	0	0	0	0	0
C4orf19|ENSG00000154274.15|chr4	0	5	0	18	2	8
PGM2|ENSG00000169299.14|chr4	462	398	410	439	350	517
TBC1D1|ENSG00000065882.18|chr4	187	211	209	294	206	251
PTTG2|ENSG00000250254.2|chr4	22	23	3	14	11	37
KLF3|ENSG00000109787.13|chr4	48	89	58	207	130	142
TLR10|ENSG00000174123.11|chr4	0	0	0	0	7	0
TLR1|ENSG00000174125.8|chr4	0	0	0	0	0	0
TLR6|ENSG00000174130.13|chr4	14	4	2	11	0	4
FAM114A1|ENSG00000197712.12|chr4	22	23	17	2	11	22
KLHL5|ENSG00000109790.18|chr4	323	444	289	424	308	440
RFC1|ENSG00000035928.17|chr4	306	329	304	306	295	406
KLB|ENSG00000134962.7|chr4	0	0	0	0	0	0
LIAS|ENSG00000121897.15|chr4	35	113	47	82	46	81
UGDH|ENSG00000109814.12|chr4	240	342	320	387	267	459
SMIM14|ENSG00000163683.12|chr4	107	70	64	172	102	163
UBE2K|ENSG00000078140.14|chr4	2303	2529	1958	2842	2219	2817
PDS5A|ENSG00000121892.15|chr4	498	558	513	659	678	684
N4BP2|ENSG00000078177.14|chr4	70	105	81	118	58	105
RHOH|ENSG00000168421.14|chr4	1	7	13	6	5	0
CHRNA9|ENSG00000174343.6|chr4	0	0	0	0	0	0
RBM47|ENSG00000163694.15|chr4	62	155	102	166	203	156
NSUN7|ENSG00000179299.17|chr4	0	0	0	0	0	0
APBB2|ENSG00000163697.17|chr4	73	103	62	99	84	112
UCHL1|ENSG00000154277.13|chr4	9960	12244	9159	12574	9022	12285
LIMCH1|ENSG00000064042.18|chr4	56	26	42	60	38	29
PHOX2B|ENSG00000109132.7|chr4	0	0	0	0	0	0
TMEM33|ENSG00000109133.13|chr4	585	970	645	959	663	857
DCAF4L1|ENSG00000182308.7|chr4	1	3	8	15	5	21
SLC30A9|ENSG00000014824.14|chr4	454	692	431	693	684	681
BEND4|ENSG00000188848.17|chr4	84	51	35	51	48	113
SHISA3|ENSG00000178343.5|chr4	6	4	1	4	2	11
ATP8A1|ENSG00000124406.17|chr4	57	82	52	97	121	145
GRXCR1|ENSG00000215203.3|chr4	0	0	0	0	0	0
KCTD8|ENSG00000183783.7|chr4	0	0	0	0	0	0
YIPF7|ENSG00000177752.15|chr4	0	0	0	0	0	0
GUF1|ENSG00000151806.14|chr4	243	223	206	357	340	353
GNPDA2|ENSG00000163281.12|chr4	22	32	55	42	26	45
GABRG1|ENSG00000163285.8|chr4	0	0	0	0	0	0
GABRA2|ENSG00000151834.16|chr4	0	0	0	0	0	0
COX7B2|ENSG00000170516.17|chr4	0	0	0	0	0	0
GABRA4|ENSG00000109158.11|chr4	0	0	0	0	0	0
GABRB1|ENSG00000163288.14|chr4	0	0	0	0	0	0
COMMD8|ENSG00000169019.11|chr4	607	709	434	761	724	739
ATP10D|ENSG00000145246.14|chr4	34	50	25	15	47	50
CORIN|ENSG00000145244.12|chr4	0	0	0	0	0	0
NFXL1|ENSG00000170448.12|chr4	71	127	34	179	51	129
NIPAL1|ENSG00000163293.12|chr4	134	168	95	198	122	144
CNGA1|ENSG00000198515.16|chr4	0	0	0	0	0	0
TXK|ENSG00000074966.11|chr4	0	0	5	0	0	0
TEC|ENSG00000135605.13|chr4	7	0	1	10	2	0
SLAIN2|ENSG00000109171.15|chr4	164	295	180	237	213	254
SLC10A4|ENSG00000145248.7|chr4	46	98	43	26	46	83
ZAR1|ENSG00000182223.7|chr4	0	0	0	0	0	0
FRYL|ENSG00000075539.15|chr4	55	56	51	106	82	98
OCIAD1|ENSG00000109180.15|chr4	2156	2665	2195	2749	2546	2719
OCIAD2|ENSG00000145247.12|chr4	1641	1896	1450	1600	1524	1631
CWH43|ENSG00000109182.12|chr4	0	0	0	0	0	0
DCUN1D4|ENSG00000109184.15|chr4	141	128	113	198	163	210
LRRC66|ENSG00000188993.4|chr4	0	0	0	0	0	0
SGCB|ENSG00000163069.13|chr4	244	401	281	410	379	467
SPATA18|ENSG00000163071.11|chr4	75	45	23	39	26	82
USP46|ENSG00000109189.13|chr4	105	231	101	229	131	221
ERVMER34-1|ENSG00000226887.8|chr4	21	57	31	46	35	77
RASL11B|ENSG00000128045.7|chr4	73	39	43	74	64	64
SCFD2|ENSG00000184178.17|chr4	377	416	344	418	310	367
FIP1L1|ENSG00000145216.16|chr4	515	438	328	509	443	584
LNX1|ENSG00000072201.14|chr4	5	4	7	36	3	24
CHIC2|ENSG00000109220.11|chr4	164	100	140	130	134	225
GSX2|ENSG00000180613.11|chr4	0	0	0	0	0	0
PDGFRA|ENSG00000134853.12|chr4	0	6	0	0	0	0
KIT|ENSG00000157404.17|chr4	109	64	84	111	61	91
KDR|ENSG00000128052.10|chr4	0	1	0	0	0	0
SRD5A3|ENSG00000128039.13|chr4	467	619	555	533	544	568
ENSG00000288695|ENSG00000288695.1|chr4	0	0	16	0	8	11
TMEM165|ENSG00000134851.13|chr4	328	346	225	252	302	360
CLOCK|ENSG00000134852.15|chr4	70	132	123	143	131	188
PDCL2|ENSG00000163440.12|chr4	0	0	0	0	0	0
EXOC1L|ENSG00000250821.3|chr4	8	6	0	5	6	0
EXOC1|ENSG00000090989.18|chr4	108	97	156	135	117	110
CRACD|ENSG00000109265.15|chr4	18	46	17	32	29	66
AASDH|ENSG00000157426.14|chr4	84	71	88	61	42	43
PPAT|ENSG00000128059.8|chr4	241	320	312	446	282	426
PAICS|ENSG00000128050.9|chr4	3476	3955	3048	4522	3909	4667
SRP72|ENSG00000174780.17|chr4	938	1051	855	1209	925	1168
ARL9|ENSG00000196503.5|chr4	0	0	0	0	0	0
THEGL|ENSG00000249693.3|chr4	0	0	0	0	0	0
HOPX|ENSG00000171476.22|chr4	63	83	43	120	73	133
SPINK2|ENSG00000128040.12|chr4	44	44	42	51	64	26
REST|ENSG00000084093.19|chr4	108	191	205	239	156	176
NOA1|ENSG00000084092.7|chr4	382	403	371	482	272	380
POLR2B|ENSG00000047315.17|chr4	786	1005	788	1023	734	873
IGFBP7|ENSG00000163453.11|chr4	53	89	69	69	58	40
ADGRL3|ENSG00000150471.17|chr4	39	62	73	62	67	74
TECRL|ENSG00000205678.8|chr4	0	0	0	0	0	0
EPHA5|ENSG00000145242.14|chr4	10	0	0	0	0	0
CENPC|ENSG00000145241.11|chr4	51	70	59	86	65	96
STAP1|ENSG00000035720.8|chr4	0	0	0	0	0	0
UBA6|ENSG00000033178.13|chr4	232	382	352	384	251	321
GNRHR|ENSG00000109163.7|chr4	0	0	0	0	0	0
TMPRSS11D|ENSG00000153802.12|chr4	0	0	0	0	0	0
TMPRSS11A|ENSG00000187054.16|chr4	0	0	0	0	0	0
TMPRSS11F|ENSG00000198092.6|chr4	0	0	0	0	0	9
TMPRSS11B|ENSG00000185873.8|chr4	0	0	0	0	0	0
YTHDC1|ENSG00000083896.13|chr4	0	0	0	0	0	0
TMPRSS11E|ENSG00000087128.10|chr4	0	0	0	0	0	0
UGT2B17|ENSG00000197888.3|chr4	0	0	0	0	0	0
UGT2B15|ENSG00000196620.10|chr4	0	0	0	0	0	0
UGT2B10|ENSG00000109181.12|chr4	0	0	0	0	0	0
UGT2A3|ENSG00000135220.11|chr4	0	0	0	0	0	0
UGT2B7|ENSG00000171234.14|chr4	0	0	0	0	0	0
UGT2B11|ENSG00000213759.10|chr4	0	0	0	0	0	0
UGT2B28|ENSG00000135226.18|chr4	0	0	0	0	0	0
UGT2B4|ENSG00000156096.14|chr4	0	0	0	0	0	0
UGT2A2|ENSG00000271271.6|chr4	0	0	0	0	0	0
UGT2A1|ENSG00000173610.13|chr4	0	0	0	0	0	0
SULT1B1|ENSG00000173597.9|chr4	0	0	0	0	0	0
SULT1E1|ENSG00000109193.12|chr4	0	0	0	0	0	0
CSN1S1|ENSG00000126545.14|chr4	0	0	0	0	0	0
SMR3A|ENSG00000109208.5|chr4	0	0	0	0	0	0
SMR3B|ENSG00000171201.12|chr4	0	0	0	0	0	0
OPRPN|ENSG00000171199.11|chr4	0	0	0	0	0	0
MUC7|ENSG00000171195.11|chr4	0	0	0	0	0	0
AMTN|ENSG00000187689.10|chr4	0	0	0	0	0	0
AMBN|ENSG00000178522.15|chr4	27	33	29	29	34	38
ENAM|ENSG00000132464.13|chr4	0	0	0	0	0	0
JCHAIN|ENSG00000132465.12|chr4	0	0	0	0	0	0
UTP3|ENSG00000132467.4|chr4	473	815	516	753	724	699
RUFY3|ENSG00000018189.13|chr4	120	70	95	159	129	109
MOB1B|ENSG00000173542.9|chr4	18	34	88	47	37	43
DCK|ENSG00000156136.10|chr4	161	214	122	266	150	222
NPFFR2|ENSG00000056291.19|chr4	0	0	0	0	0	0
ADAMTS3|ENSG00000156140.10|chr4	7	25	24	17	11	27
COX18|ENSG00000163626.17|chr4	192	337	226	456	254	256
ANKRD17|ENSG00000132466.20|chr4	132	274	277	271	255	250
RASSF6|ENSG00000169435.14|chr4	0	7	3	0	18	5
CXCL8|ENSG00000169429.12|chr4	10	0	1	4	2	0
CXCL6|ENSG00000124875.10|chr4	6	2	21	3	18	15
PF4V1|ENSG00000109272.4|chr4	7	10	0	0	3	9
CXCL1|ENSG00000163739.5|chr4	7	0	0	0	5	6
PF4|ENSG00000163737.5|chr4	16	8	43	12	13	8
ENSG00000288796|ENSG00000288796.1|chr4	16	8	43	12	13	7
PPBP|ENSG00000163736.4|chr4	0	0	0	0	0	0
CXCL5|ENSG00000163735.7|chr4	0	7	0	0	0	0
CXCL3|ENSG00000163734.4|chr4	1	3	3	6	2	1
CXCL2|ENSG00000081041.9|chr4	0	0	4	0	4	6
MTHFD2L|ENSG00000163738.19|chr4	14	13	9	4	16	28
EPGN|ENSG00000182585.10|chr4	0	6	0	11	0	0
EREG|ENSG00000124882.4|chr4	16	0	0	0	0	0
PARM1|ENSG00000169116.11|chr4	133	108	113	106	96	108
RCHY1|ENSG00000163743.14|chr4	236	327	249	415	253	327
THAP6|ENSG00000174796.12|chr4	111	151	141	194	167	105
ODAPH|ENSG00000174792.11|chr4	0	0	0	0	0	0
G3BP2|ENSG00000138757.15|chr4	378	296	303	410	324	483
USO1|ENSG00000138768.15|chr4	93	169	106	209	163	190
PPEF2|ENSG00000156194.18|chr4	0	0	0	0	0	0
SDAD1|ENSG00000198301.12|chr4	122	122	146	143	150	171
CXCL9|ENSG00000138755.6|chr4	0	0	0	0	0	0
ART3|ENSG00000156219.18|chr4	0	0	0	4	0	0
CXCL10|ENSG00000169245.6|chr4	0	0	0	0	0	0
CXCL11|ENSG00000169248.13|chr4	0	0	0	0	0	0
NUP54|ENSG00000138750.16|chr4	400	410	310	464	391	513
SCARB2|ENSG00000138760.11|chr4	576	691	600	941	657	998
FAM47E|ENSG00000189157.14|chr4	18	0	0	3	0	0
FAM47E-STBD1|ENSG00000272414.6|chr4	47	78	77	61	74	88
STBD1|ENSG00000118804.9|chr4	46	78	77	61	67	88
CCDC158|ENSG00000163749.18|chr4	0	0	0	0	0	0
SHROOM3|ENSG00000138771.16|chr4	114	159	174	203	89	207
SOWAHB|ENSG00000186212.4|chr4	12	19	11	17	9	16
SEPTIN11|ENSG00000138758.12|chr4	1926	2058	1519	2177	2134	2290
CCNI|ENSG00000118816.11|chr4	5617	6901	5205	7671	6070	8027
CCNG2|ENSG00000138764.15|chr4	31	68	51	105	61	115
CXCL13|ENSG00000156234.8|chr4	0	0	0	0	0	0
CNOT6L|ENSG00000138767.14|chr4	253	418	286	513	361	532
MRPL1|ENSG00000169288.18|chr4	306	471	321	548	447	489
FRAS1|ENSG00000138759.20|chr4	44	59	33	95	54	88
ANXA3|ENSG00000138772.13|chr4	23	59	57	77	15	56
BMP2K|ENSG00000138756.19|chr4	55	37	54	90	61	94
PAQR3|ENSG00000163291.14|chr4	144	289	183	293	275	339
GK2|ENSG00000196475.6|chr4	0	0	0	0	0	0
ANTXR2|ENSG00000163297.18|chr4	72	58	55	68	46	69
PRDM8|ENSG00000152784.16|chr4	32	30	39	45	17	64
FGF5|ENSG00000138675.17|chr4	28	11	13	29	7	22
CFAP299|ENSG00000197826.12|chr4	0	0	0	0	0	0
BMP3|ENSG00000152785.8|chr4	26	6	0	10	3	3
PRKG2|ENSG00000138669.10|chr4	0	0	0	5	0	0
RASGEF1B|ENSG00000138670.19|chr4	88	112	87	46	51	87
ENOPH1|ENSG00000145293.17|chr4	492	499	460	706	488	689
TMEM150C|ENSG00000249242.8|chr4	46	50	41	62	69	41
SCD5|ENSG00000145284.12|chr4	299	360	277	426	317	409
SEC31A|ENSG00000138674.17|chr4	507	745	539	750	672	760
THAP9|ENSG00000168152.13|chr4	9	8	8	28	7	5
LIN54|ENSG00000189308.11|chr4	35	126	40	105	67	117
COPS4|ENSG00000138663.9|chr4	473	591	435	733	545	553
COQ2|ENSG00000173085.15|chr4	503	627	612	517	481	564
HPSE|ENSG00000173083.16|chr4	27	27	22	44	23	86
HELQ|ENSG00000163312.11|chr4	3	30	6	43	7	26
MRPS18C|ENSG00000163319.11|chr4	309	446	327	431	331	488
ABRAXAS1|ENSG00000163322.14|chr4	61	10	49	37	51	38
GPAT3|ENSG00000138678.11|chr4	189	330	161	239	250	244
NKX6-1|ENSG00000163623.10|chr4	33	91	44	52	40	50
CDS1|ENSG00000163624.6|chr4	452	542	517	476	477	561
WDFY3|ENSG00000163625.16|chr4	76	95	14	172	68	78
ARHGAP24|ENSG00000138639.18|chr4	7	0	8	4	3	7
MAPK10|ENSG00000109339.24|chr4	0	0	0	8	0	0
PTPN13|ENSG00000163629.13|chr4	129	221	115	200	130	143
SLC10A6|ENSG00000145283.8|chr4	0	0	0	0	0	0
ENSG00000285458|ENSG00000285458.1|chr4	12	5	0	29	32	0
AFF1|ENSG00000172493.23|chr4	24	82	97	95	71	102
KLHL8|ENSG00000145332.14|chr4	866	1014	741	1173	989	1139
HSD17B13|ENSG00000170509.12|chr4	0	3	6	0	0	1
HSD17B11|ENSG00000198189.11|chr4	199	166	102	145	119	227
NUDT9|ENSG00000170502.13|chr4	281	269	225	198	309	280
SPARCL1|ENSG00000152583.13|chr4	7	0	0	0	0	0
DSPP|ENSG00000152591.15|chr4	0	0	0	0	0	0
DMP1|ENSG00000152592.15|chr4	0	0	0	0	0	0
IBSP|ENSG00000029559.7|chr4	0	0	0	0	0	0
MEPE|ENSG00000152595.17|chr4	0	0	0	0	0	0
SPP1|ENSG00000118785.15|chr4	0	0	0	0	0	0
PKD2|ENSG00000118762.8|chr4	58	80	14	55	38	72
ABCG2|ENSG00000118777.12|chr4	20	13	16	41	81	46
PPM1K|ENSG00000163644.15|chr4	236	253	208	249	247	236
HERC6|ENSG00000138642.16|chr4	26	66	17	74	44	25
HERC5|ENSG00000138646.9|chr4	471	511	490	562	325	512
PYURF|ENSG00000145337.5|chr4	1194	1328	1079	1616	1470	1765
PIGY|ENSG00000255072.2|chr4	974	1052	856	1290	1115	1495
HERC3|ENSG00000287542.1|chr4	12	20	23	7	11	19
HERC3|ENSG00000138641.18|chr4	25	20	23	9	11	19
NAP1L5|ENSG00000177432.8|chr4	0	0	0	0	0	0
FAM13A|ENSG00000138640.15|chr4	39	49	92	74	58	63
TIGD2|ENSG00000180346.5|chr4	70	37	32	37	81	106
GPRIN3|ENSG00000185477.5|chr4	27	98	57	93	114	58
SNCA|ENSG00000145335.17|chr4	256	375	369	348	245	435
MMRN1|ENSG00000138722.10|chr4	0	0	0	0	0	0
CCSER1|ENSG00000184305.16|chr4	0	0	0	0	0	0
GRID2|ENSG00000152208.13|chr4	0	0	0	0	0	0
ATOH1|ENSG00000172238.6|chr4	0	4	0	4	0	2
SMARCAD1|ENSG00000163104.18|chr4	86	123	123	157	116	144
HPGDS|ENSG00000163106.11|chr4	0	0	0	0	0	0
PDLIM5|ENSG00000163110.15|chr4	1302	1422	1022	1521	1346	1561
BMPR1B|ENSG00000138696.11|chr4	51	54	48	72	86	33
