Gene	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
THEM5|ENSG00000196407.12|chr1	0	0	0	0	0	0
THEM4|ENSG00000159445.13|chr1	676	673	884	500	784	593
S100A10|ENSG00000197747.9|chr1	5275	4467	5242	2526	4244	3301
S100A11|ENSG00000163191.6|chr1	752	503	739	474	628	453
TCHHL1|ENSG00000182898.4|chr1	0	0	0	0	0	0
TCHH|ENSG00000159450.13|chr1	10	3	7	8	0	0
RPTN|ENSG00000215853.3|chr1	0	0	0	0	0	0
HRNR|ENSG00000197915.7|chr1	0	0	0	0	0	0
FLG|ENSG00000143631.11|chr1	0	0	0	0	0	0
FLG2|ENSG00000143520.6|chr1	0	0	0	0	0	0
CRNN|ENSG00000143536.7|chr1	0	0	0	0	0	0
LCE5A|ENSG00000186207.5|chr1	9	0	0	10	0	0
CRCT1|ENSG00000169509.6|chr1	0	0	0	0	0	0
LCE3E|ENSG00000185966.4|chr1	0	0	0	0	0	0
LCE3D|ENSG00000163202.5|chr1	0	0	0	0	0	0
LCE3C|ENSG00000244057.5|chr1	0	0	0	0	0	0
LCE2D|ENSG00000187223.4|chr1	0	0	0	0	0	0
LCE2C|ENSG00000187180.4|chr1	0	0	0	0	0	0
LCE2B|ENSG00000159455.9|chr1	0	0	0	0	0	0
LCE2A|ENSG00000187173.4|chr1	0	0	0	0	0	4
LCE4A|ENSG00000187170.6|chr1	0	0	0	0	0	0
C1orf68|ENSG00000198854.5|chr1	0	0	0	0	0	0
KPRP|ENSG00000203786.7|chr1	0	0	0	0	0	0
LCE1F|ENSG00000240386.4|chr1	0	0	0	0	0	0
LCE1E|ENSG00000186226.9|chr1	10	0	0	0	0	0
LCE1D|ENSG00000172155.10|chr1	0	0	0	0	0	0
LCE1C|ENSG00000197084.6|chr1	4	0	0	0	0	0
LCE1B|ENSG00000196734.9|chr1	0	0	7	9	0	2
LCE1A|ENSG00000186844.6|chr1	0	0	0	0	0	0
LCE6A|ENSG00000235942.3|chr1	0	0	0	0	0	0
LCE7A|ENSG00000285946.2|chr1	0	0	0	0	0	0
SMCP|ENSG00000163206.6|chr1	0	0	0	0	0	0
IVL|ENSG00000163207.7|chr1	0	0	0	0	0	0
SPRR5|ENSG00000283227.2|chr1	0	0	0	0	0	0
SPRR4|ENSG00000184148.4|chr1	0	0	0	0	0	0
SPRR1A|ENSG00000169474.5|chr1	0	0	0	0	0	0
SPRR3|ENSG00000163209.15|chr1	0	0	0	0	0	0
SPRR1B|ENSG00000169469.9|chr1	0	0	0	0	0	0
SPRR2D|ENSG00000163216.7|chr1	0	0	0	0	0	0
SPRR2A|ENSG00000241794.2|chr1	0	0	0	0	0	0
SPRR2B|ENSG00000196805.8|chr1	0	0	0	0	0	0
SPRR2E|ENSG00000203785.9|chr1	0	0	0	0	0	0
SPRR2F|ENSG00000244094.2|chr1	0	0	0	0	0	0
SPRR2G|ENSG00000159516.9|chr1	0	0	0	0	0	0
LELP1|ENSG00000203784.3|chr1	0	0	0	0	0	0
PRR9|ENSG00000203783.5|chr1	0	0	0	0	0	0
LORICRIN|ENSG00000203782.6|chr1	0	0	0	4	0	0
PGLYRP3|ENSG00000159527.4|chr1	0	0	0	0	0	0
PGLYRP4|ENSG00000163218.15|chr1	0	0	0	0	0	0
S100A9|ENSG00000163220.11|chr1	0	0	0	0	0	0
S100A12|ENSG00000163221.9|chr1	0	0	0	0	0	0
S100A8|ENSG00000143546.10|chr1	0	0	0	0	0	0
S100A7A|ENSG00000184330.12|chr1	0	0	0	0	0	0
S100A7|ENSG00000143556.9|chr1	0	0	0	0	0	0
S100A6|ENSG00000197956.10|chr1	0	0	0	0	0	0
S100A5|ENSG00000196420.8|chr1	0	0	0	0	0	0
S100A4|ENSG00000196154.12|chr1	34	26	43	12	30	25
S100A3|ENSG00000188015.10|chr1	0	0	0	0	0	0
S100A2|ENSG00000196754.13|chr1	32	8	37	9	2	18
S100A16|ENSG00000188643.11|chr1	0	0	4	4	2	0
S100A14|ENSG00000189334.9|chr1	0	2	0	0	2	0
S100A13|ENSG00000189171.15|chr1	560	737	593	458	650	542
S100A1|ENSG00000160678.12|chr1	0	0	0	0	0	0
CHTOP|ENSG00000160679.13|chr1	1967	1530	1821	1724	2337	1945
SNAPIN|ENSG00000143553.11|chr1	2256	1498	2030	1258	1515	1518
ILF2|ENSG00000143621.17|chr1	3918	2454	3879	3907	5039	4312
NPR1|ENSG00000169418.10|chr1	0	0	0	0	0	0
INTS3|ENSG00000143624.14|chr1	1	0	0	2	0	0
SLC27A3|ENSG00000143554.14|chr1	0	0	0	0	0	0
GATAD2B|ENSG00000143614.10|chr1	7	0	1	7	2	4
DENND4B|ENSG00000198837.10|chr1	403	150	329	287	192	295
CRTC2|ENSG00000160741.17|chr1	174	92	230	220	317	201
SLC39A1|ENSG00000143570.19|chr1	1072	860	1055	560	916	849
CREB3L4|ENSG00000143578.16|chr1	40	75	57	93	146	68
JTB|ENSG00000143543.15|chr1	5456	3885	5596	2418	3115	2673
RAB13|ENSG00000143545.10|chr1	614	596	683	355	609	385
RPS27|ENSG00000177954.14|chr1	19	0	6	8	20	3
NUP210L|ENSG00000143552.9|chr1	0	0	0	0	0	0
TPM3|ENSG00000143549.21|chr1	3	5	24	17	8	37
CFAP141|ENSG00000163263.7|chr1	0	0	0	0	3	0
C1orf43|ENSG00000143612.21|chr1	8127	7342	8335	5037	7826	5713
UBAP2L|ENSG00000143569.19|chr1	81	24	79	58	48	45
HAX1|ENSG00000143575.16|chr1	3264	1542	2938	2445	1712	1677
AQP10|ENSG00000143595.13|chr1	14	5	1	3	0	10
ATP8B2|ENSG00000143515.20|chr1	225	181	248	156	249	169
IL6R|ENSG00000160712.13|chr1	78	78	84	71	98	33
SHE|ENSG00000169291.10|chr1	0	0	0	0	0	0
TDRD10|ENSG00000163239.12|chr1	0	0	0	0	0	0
UBE2Q1|ENSG00000160714.10|chr1	1183	963	1261	784	1012	1031
CHRNB2|ENSG00000160716.6|chr1	0	3	3	0	0	0
ADAR|ENSG00000160710.18|chr1	2212	1673	1782	1603	2333	1762
KCNN3|ENSG00000143603.19|chr1	11	2	4	0	5	2
PMVK|ENSG00000163344.6|chr1	810	391	727	371	350	479
PBXIP1|ENSG00000163346.17|chr1	38	23	64	39	58	20
PYGO2|ENSG00000163348.4|chr1	556	299	522	414	401	312
SHC1|ENSG00000160691.19|chr1	333	157	265	303	210	233
CKS1B|ENSG00000173207.13|chr1	970	854	987	581	970	682
FLAD1|ENSG00000160688.19|chr1	816	616	786	595	798	725
LENEP|ENSG00000163352.6|chr1	0	0	0	0	1	0
ZBTB7B|ENSG00000160685.14|chr1	0	0	4	4	0	1
DCST2|ENSG00000163354.15|chr1	0	0	0	0	0	0
DCST1|ENSG00000163357.11|chr1	0	0	0	0	0	0
ADAM15|ENSG00000143537.14|chr1	45	8	115	55	98	34
EFNA4|ENSG00000243364.8|chr1	76	43	80	46	21	22
ENSG00000251246|ENSG00000251246.1|chr1	0	0	0	0	0	0
EFNA3|ENSG00000143590.14|chr1	154	36	111	28	70	44
EFNA1|ENSG00000169242.12|chr1	166	135	146	130	147	162
SLC50A1|ENSG00000169241.19|chr1	354	217	335	282	480	342
DPM3|ENSG00000179085.8|chr1	2699	1094	2423	1452	897	932
KRTCAP2|ENSG00000163463.13|chr1	3735	2789	3745	2777	2494	2297
TRIM46|ENSG00000163462.19|chr1	18	14	10	9	0	1
MUC1|ENSG00000185499.17|chr1	0	4	0	0	5	0
THBS3|ENSG00000169231.13|chr1	23	1	15	10	40	22
MTX1|ENSG00000173171.15|chr1	0	0	0	0	0	0
GBA|ENSG00000177628.16|chr1	0	0	0	0	0	0
FAM189B|ENSG00000160767.22|chr1	0	3	3	0	0	0
SCAMP3|ENSG00000116521.11|chr1	0	0	0	0	0	0
CLK2|ENSG00000176444.19|chr1	0	0	0	0	0	0
HCN3|ENSG00000143630.10|chr1	0	0	0	0	0	0
PKLR|ENSG00000143627.19|chr1	0	0	0	0	0	0
FDPS|ENSG00000160752.15|chr1	2627	1933	2276	1942	2397	2233
RUSC1|ENSG00000160753.17|chr1	911	393	775	595	531	512
ASH1L|ENSG00000116539.14|chr1	229	157	249	160	240	223
MSTO1|ENSG00000125459.18|chr1	138	133	150	218	302	202
YY1AP1|ENSG00000163374.20|chr1	506	363	440	726	685	580
DAP3|ENSG00000132676.16|chr1	1600	1166	1474	1339	1771	1415
GON4L|ENSG00000116580.20|chr1	0	0	10	0	3	0
SYT11|ENSG00000132718.9|chr1	234	148	133	97	117	122
RIT1|ENSG00000143622.11|chr1	166	132	117	127	185	124
KHDC4|ENSG00000132680.11|chr1	320	147	219	126	297	108
RXFP4|ENSG00000173080.6|chr1	0	0	0	3	0	0
ARHGEF2|ENSG00000116584.22|chr1	637	330	605	761	751	571
SSR2|ENSG00000163479.14|chr1	2695	2035	2619	1710	2042	1855
UBQLN4|ENSG00000160803.8|chr1	50	28	35	19	39	18
LAMTOR2|ENSG00000116586.12|chr1	532	494	484	383	475	435
RAB25|ENSG00000132698.15|chr1	5	7	9	1	2	6
MEX3A|ENSG00000254726.3|chr1	219	290	306	209	316	198
LMNA|ENSG00000160789.24|chr1	340	152	268	160	253	231
SEMA4A|ENSG00000196189.14|chr1	0	0	10	0	0	0
SLC25A44|ENSG00000160785.14|chr1	528	512	479	437	596	450
PMF1|ENSG00000160783.19|chr1	714	295	771	680	337	506
BGLAP|ENSG00000242252.2|chr1	37	16	9	18	3	6
PAQR6|ENSG00000160781.17|chr1	29	5	16	1	33	7
SMG5|ENSG00000198952.8|chr1	680	291	787	333	255	250
TMEM79|ENSG00000163472.19|chr1	18	2	27	7	35	24
GLMP|ENSG00000198715.13|chr1	447	329	527	446	458	407
VHLL|ENSG00000189030.10|chr1	0	0	0	0	0	0
CCT3|ENSG00000163468.15|chr1	10068	6403	9158	8241	8674	7710
TSACC|ENSG00000163467.12|chr1	100	49	147	67	70	24
RHBG|ENSG00000132677.13|chr1	0	0	0	0	8	0
MEF2D|ENSG00000116604.19|chr1	91	92	135	114	137	126
IQGAP3|ENSG00000183856.11|chr1	95	13	64	98	45	95
TTC24|ENSG00000187862.13|chr1	1	0	0	0	2	0
NAXE|ENSG00000163382.13|chr1	4275	2891	4488	2414	2555	2657
HAPLN2|ENSG00000132702.13|chr1	0	0	3	0	0	0
BCAN|ENSG00000132692.19|chr1	5	0	0	0	0	0
NES|ENSG00000132688.11|chr1	9	1	1	8	3	3
CRABP2|ENSG00000143320.9|chr1	518	267	405	462	324	363
ISG20L2|ENSG00000143319.17|chr1	4827	3969	4705	3446	4736	3845
METTL25B|ENSG00000143303.12|chr1	301	142	331	132	232	268
MRPL24|ENSG00000143314.12|chr1	2227	1798	2056	1649	1878	1542
HDGF|ENSG00000143321.19|chr1	10832	6224	10751	5704	5750	4947
PRCC|ENSG00000143294.15|chr1	941	646	930	682	1008	754
NTRK1|ENSG00000198400.13|chr1	0	0	0	0	0	0
INSRR|ENSG00000027644.5|chr1	0	0	0	0	0	0
PEAR1|ENSG00000187800.14|chr1	7	0	0	0	4	0
LRRC71|ENSG00000160838.14|chr1	0	0	0	0	0	0
ARHGEF11|ENSG00000132694.19|chr1	66	21	52	64	108	54
ETV3L|ENSG00000253831.3|chr1	0	0	0	0	0	0
ETV3|ENSG00000117036.12|chr1	133	66	187	200	254	178
FCRL5|ENSG00000143297.19|chr1	0	0	0	0	0	0
FCRL4|ENSG00000163518.11|chr1	0	0	0	0	0	0
FCRL3|ENSG00000160856.21|chr1	0	0	0	0	0	0
FCRL2|ENSG00000132704.16|chr1	0	0	0	0	0	0
FCRL1|ENSG00000163534.15|chr1	0	0	0	0	0	0
CD5L|ENSG00000073754.6|chr1	0	0	0	0	0	0
KIRREL1|ENSG00000183853.18|chr1	52	56	60	74	95	37
SMIM42|ENSG00000288460.1|chr1	0	0	0	0	0	0
CD1D|ENSG00000158473.8|chr1	1	32	4	9	4	0
CD1A|ENSG00000158477.7|chr1	0	0	0	0	0	0
CD1C|ENSG00000158481.13|chr1	0	0	0	0	0	0
CD1B|ENSG00000158485.11|chr1	0	0	0	0	0	0
CD1E|ENSG00000158488.16|chr1	0	0	0	0	0	0
OR10K2|ENSG00000180708.6|chr1	0	0	0	0	0	0
OR10K1|ENSG00000173285.5|chr1	0	0	0	0	0	0
OR10R2|ENSG00000198965.5|chr1	0	0	0	0	0	0
OR6Y1|ENSG00000197532.3|chr1	0	0	0	0	0	0
OR6P1|ENSG00000186440.3|chr1	0	0	0	0	0	0
OR10Z1|ENSG00000198967.5|chr1	0	0	0	0	0	0
SPTA1|ENSG00000163554.15|chr1	0	0	0	0	0	0
OR6K3|ENSG00000203757.2|chr1	0	0	0	0	0	0
OR6N1|ENSG00000197403.5|chr1	0	0	0	0	0	0
OR6K6|ENSG00000180433.6|chr1	0	0	0	0	0	0
OR6N2|ENSG00000188340.3|chr1	0	0	0	0	0	0
MNDA|ENSG00000163563.8|chr1	0	0	0	0	0	0
IFI16|ENSG00000163565.20|chr1	0	0	0	0	0	0
AIM2|ENSG00000163568.16|chr1	0	0	0	0	0	0
CADM3|ENSG00000162706.13|chr1	0	0	0	0	0	0
ACKR1|ENSG00000213088.12|chr1	0	0	0	0	0	0
FCER1A|ENSG00000179639.11|chr1	0	0	0	0	0	0
OR10J1|ENSG00000196184.10|chr1	0	0	0	0	0	0
APCS|ENSG00000132703.4|chr1	0	0	0	0	0	0
CRP|ENSG00000132693.12|chr1	0	0	0	0	0	0
DUSP23|ENSG00000158716.9|chr1	6	0	0	0	0	0
FCRL6|ENSG00000181036.14|chr1	0	0	0	0	0	0
SLAMF8|ENSG00000158714.11|chr1	0	0	0	0	0	0
VSIG8|ENSG00000243284.1|chr1	0	0	7	0	0	0
CFAP45|ENSG00000213085.10|chr1	0	1	1	10	10	8
TAGLN2|ENSG00000158710.15|chr1	985	776	1020	828	1372	1036
IGSF9|ENSG00000085552.18|chr1	13	0	9	0	1	11
SLAMF9|ENSG00000162723.10|chr1	0	0	0	0	0	0
KCNJ10|ENSG00000177807.10|chr1	0	0	1	0	1	0
PIGM|ENSG00000143315.8|chr1	1869	1507	2039	1323	1899	1560
KCNJ9|ENSG00000162728.5|chr1	0	0	0	0	0	0
ATP1A2|ENSG00000018625.15|chr1	0	0	0	0	0	0
ATP1A4|ENSG00000132681.17|chr1	0	0	0	0	0	0
CASQ1|ENSG00000143318.13|chr1	0	0	0	0	0	0
PEA15|ENSG00000162734.13|chr1	1167	582	945	769	794	825
DCAF8|ENSG00000132716.19|chr1	506	325	475	318	421	331
PEX19|ENSG00000162735.19|chr1	798	557	757	585	902	649
COPA|ENSG00000122218.17|chr1	1756	1159	1571	1159	1819	1459
NCSTN|ENSG00000162736.18|chr1	615	370	621	440	543	418
NHLH1|ENSG00000171786.6|chr1	8	0	16	0	0	0
VANGL2|ENSG00000162738.7|chr1	118	18	118	57	100	49
SLAMF6|ENSG00000162739.14|chr1	0	0	0	0	0	0
CD84|ENSG00000066294.15|chr1	0	0	0	0	0	0
SLAMF1|ENSG00000117090.16|chr1	0	0	0	0	0	0
CD48|ENSG00000117091.10|chr1	0	0	0	0	0	0
SLAMF7|ENSG00000026751.17|chr1	0	0	0	0	0	0
LY9|ENSG00000122224.18|chr1	0	0	0	0	0	0
CD244|ENSG00000122223.13|chr1	0	0	0	0	0	0
ITLN1|ENSG00000179914.5|chr1	0	0	14	0	0	0
ITLN2|ENSG00000158764.7|chr1	0	0	0	11	0	0
F11R|ENSG00000158769.18|chr1	393	321	443	270	473	454
TSTD1|ENSG00000215845.11|chr1	0	10	0	0	0	0
USF1|ENSG00000158773.14|chr1	0	0	18	20	31	10
ARHGAP30|ENSG00000186517.14|chr1	0	0	0	0	0	0
NECTIN4|ENSG00000143217.9|chr1	4	22	27	34	25	12
KLHDC9|ENSG00000162755.14|chr1	352	205	226	158	195	132
PFDN2|ENSG00000143256.5|chr1	3371	1660	3325	2357	2807	2356
NIT1|ENSG00000158793.14|chr1	297	217	197	343	305	288
DEDD|ENSG00000158796.17|chr1	459	302	437	427	399	351
UFC1|ENSG00000143222.12|chr1	3924	3126	3619	2430	3253	2867
USP21|ENSG00000143258.17|chr1	149	64	96	83	76	76
PPOX|ENSG00000143224.18|chr1	155	108	131	163	140	184
B4GALT3|ENSG00000158850.15|chr1	750	394	756	517	488	501
ADAMTS4|ENSG00000158859.10|chr1	6	0	0	0	0	0
NDUFS2|ENSG00000158864.13|chr1	2079	1826	2373	1825	2249	2094
FCER1G|ENSG00000158869.11|chr1	14	0	0	0	0	0
APOA2|ENSG00000158874.11|chr1	11	4	14	0	0	4
TOMM40L|ENSG00000158882.15|chr1	652	429	641	451	714	535
NR1I3|ENSG00000143257.12|chr1	0	0	0	0	0	0
PCP4L1|ENSG00000248485.2|chr1	0	0	3	0	0	0
MPZ|ENSG00000158887.19|chr1	0	7	3	0	3	0
SDHC|ENSG00000143252.16|chr1	2531	2002	2932	1952	2322	2088
CFAP126|ENSG00000188931.4|chr1	0	0	0	0	0	0
FCGR2A|ENSG00000143226.16|chr1	8	9	5	0	0	5
HSPA6|ENSG00000173110.8|chr1	1	0	18	1	0	0
FCGR3A|ENSG00000203747.13|chr1	0	0	0	0	0	0
FCGR3B|ENSG00000162747.13|chr1	0	0	0	0	0	0
FCGR2B|ENSG00000072694.22|chr1	0	0	0	0	0	0
FCRLA|ENSG00000132185.18|chr1	0	0	0	0	0	0
FCRLB|ENSG00000162746.15|chr1	72	31	36	0	30	40
DUSP12|ENSG00000081721.12|chr1	489	401	455	497	923	588
ATF6|ENSG00000118217.7|chr1	565	317	537	419	713	535
OLFML2B|ENSG00000162745.11|chr1	1	9	10	0	0	0
NOS1AP|ENSG00000198929.13|chr1	22	10	4	50	35	33
SPATA46|ENSG00000171722.13|chr1	0	0	0	0	0	0
C1orf226|ENSG00000239887.6|chr1	65	86	54	81	94	131
SH2D1B|ENSG00000198574.6|chr1	0	0	0	0	0	0
UHMK1|ENSG00000152332.16|chr1	412	403	523	217	320	214
UAP1|ENSG00000117143.14|chr1	507	570	491	499	836	475
DDR2|ENSG00000162733.19|chr1	4	0	0	0	10	14
HSD17B7|ENSG00000132196.16|chr1	183	193	239	245	486	473
CCDC190|ENSG00000185860.14|chr1	0	0	0	0	0	0
RGS4|ENSG00000117152.14|chr1	0	3	1	0	13	1
RGS5|ENSG00000143248.13|chr1	73	26	38	79	53	62
NUF2|ENSG00000143228.13|chr1	362	259	288	381	491	327
PBX1|ENSG00000185630.20|chr1	1686	1264	1689	1123	1522	1233
LMX1A|ENSG00000162761.14|chr1	0	0	0	0	0	0
RXRG|ENSG00000143171.13|chr1	0	0	0	0	0	1
LRRC52|ENSG00000162763.4|chr1	0	0	0	0	0	0
MGST3|ENSG00000143198.13|chr1	1740	1330	1829	1110	1202	932
ALDH9A1|ENSG00000143149.13|chr1	1847	1334	1545	1453	1962	1560
TMCO1|ENSG00000143183.18|chr1	1806	1301	1607	1246	1827	1383
UCK2|ENSG00000143179.16|chr1	1319	878	1317	1244	1308	1179
FAM78B|ENSG00000188859.7|chr1	19	0	0	0	0	0
TADA1|ENSG00000152382.6|chr1	146	157	180	73	305	167
ILDR2|ENSG00000143195.13|chr1	118	42	61	27	58	57
MAEL|ENSG00000143194.13|chr1	0	0	0	0	0	0
GPA33|ENSG00000143167.12|chr1	0	0	0	0	2	0
STYXL2|ENSG00000198842.10|chr1	0	0	0	0	0	0
POU2F1|ENSG00000143190.23|chr1	760	482	681	601	882	727
CD247|ENSG00000198821.12|chr1	1	0	0	0	0	0
CREG1|ENSG00000143162.9|chr1	1015	637	960	787	1394	1066
RCSD1|ENSG00000198771.11|chr1	0	0	0	0	0	0
MPZL1|ENSG00000197965.12|chr1	1434	1067	1417	968	1518	1002
ADCY10|ENSG00000143199.18|chr1	0	0	0	0	0	0
MPC2|ENSG00000143158.11|chr1	2681	1744	2454	940	1759	1425
DCAF6|ENSG00000143164.16|chr1	287	272	332	215	228	214
GPR161|ENSG00000143147.15|chr1	459	419	360	212	365	245
TIPRL|ENSG00000143155.13|chr1	2280	2075	2208	1554	2690	1999
SFT2D2|ENSG00000213064.10|chr1	1139	851	947	558	1043	767
TBX19|ENSG00000143178.13|chr1	2	10	38	2	20	45
XCL2|ENSG00000143185.4|chr1	0	0	0	0	0	0
XCL1|ENSG00000143184.5|chr1	3	8	31	53	5	25
DPT|ENSG00000143196.5|chr1	0	0	0	0	0	0
ATP1B1|ENSG00000143153.14|chr1	2389	2151	2241	1492	2791	2162
NME7|ENSG00000143156.14|chr1	372	296	353	194	350	354
BLZF1|ENSG00000117475.14|chr1	170	179	227	172	283	239
CCDC181|ENSG00000117477.13|chr1	220	137	209	119	149	205
SLC19A2|ENSG00000117479.15|chr1	160	81	101	180	242	154
F5|ENSG00000198734.12|chr1	0	0	0	14	0	0
C1orf112|ENSG00000000460.17|chr1	171	119	123	105	225	179
SELL|ENSG00000188404.10|chr1	0	0	0	8	0	0
METTL18|ENSG00000171806.12|chr1	67	83	57	84	85	67
SCYL3|ENSG00000000457.14|chr1	56	66	43	91	158	104
KIFAP3|ENSG00000075945.13|chr1	269	190	172	164	373	352
NTMT2|ENSG00000203740.4|chr1	3	12	27	5	35	26
GORAB|ENSG00000120370.14|chr1	76	86	62	144	214	141
PRRX1|ENSG00000116132.12|chr1	2	20	25	41	41	33
MROH9|ENSG00000117501.15|chr1	0	0	0	0	0	0
FMO3|ENSG00000007933.13|chr1	0	0	0	0	0	0
FMO2|ENSG00000094963.14|chr1	0	0	0	0	0	0
FMO1|ENSG00000010932.17|chr1	0	0	0	0	0	0
FMO4|ENSG00000076258.10|chr1	8	4	8	0	2	0
PRRC2C|ENSG00000117523.18|chr1	1033	768	913	874	1278	1070
MYOCOS|ENSG00000283683.2|chr1	0	0	0	0	0	0
MYOC|ENSG00000034971.17|chr1	0	0	0	0	0	0
VAMP4|ENSG00000117533.15|chr1	203	173	190	100	188	119
METTL13|ENSG00000010165.20|chr1	468	474	349	462	499	521
DNM3|ENSG00000197959.15|chr1	9	13	20	0	8	1
PIGC|ENSG00000135845.10|chr1	435	432	502	420	568	529
C1orf105|ENSG00000180999.11|chr1	0	0	0	0	0	0
SUCO|ENSG00000094975.14|chr1	244	230	195	246	372	361
FASLG|ENSG00000117560.8|chr1	0	0	0	0	0	0
TNFSF18|ENSG00000120337.10|chr1	0	0	0	0	0	0
TNFSF4|ENSG00000117586.11|chr1	0	0	0	0	5	7
PRDX6|ENSG00000117592.9|chr1	4663	3614	4275	3161	4220	3191
SLC9C2|ENSG00000162753.13|chr1	0	0	0	0	0	0
ANKRD45|ENSG00000183831.7|chr1	0	0	0	0	0	0
TEX50|ENSG00000232113.3|chr1	0	0	0	0	0	0
KLHL20|ENSG00000076321.11|chr1	381	350	463	260	497	365
CENPL|ENSG00000120334.16|chr1	141	105	189	112	190	135
DARS2|ENSG00000117593.12|chr1	998	665	893	792	1050	958
ZBTB37|ENSG00000185278.16|chr1	84	136	151	113	165	125
SERPINC1|ENSG00000117601.15|chr1	0	0	0	0	0	0
RC3H1|ENSG00000135870.12|chr1	283	220	320	242	327	322
RABGAP1L|ENSG00000152061.24|chr1	117	93	102	79	144	77
GPR52|ENSG00000203737.5|chr1	0	0	0	0	0	0
CACYBP|ENSG00000116161.18|chr1	4969	4384	4857	3446	5345	4384
MRPS14|ENSG00000120333.4|chr1	2129	1471	2038	1410	1902	1591
TNN|ENSG00000120332.17|chr1	7	0	0	0	0	0
KIAA0040|ENSG00000235750.10|chr1	142	103	193	166	189	131
TNR|ENSG00000116147.17|chr1	0	0	0	0	0	0
COP1|ENSG00000143207.21|chr1	477	489	556	463	682	526
PAPPA2|ENSG00000116183.11|chr1	0	0	0	0	0	0
ASTN1|ENSG00000152092.16|chr1	31	13	15	7	12	13
BRINP2|ENSG00000198797.7|chr1	11	1	0	0	12	4
SEC16B|ENSG00000120341.19|chr1	0	0	0	0	0	0
RASAL2|ENSG00000075391.18|chr1	133	101	75	184	137	125
CLEC20A|ENSG00000188585.10|chr1	0	0	0	0	0	0
TEX35|ENSG00000240021.10|chr1	0	0	0	0	0	0
RALGPS2|ENSG00000116191.19|chr1	200	254	298	95	289	146
ANGPTL1|ENSG00000116194.13|chr1	0	1	0	0	0	0
FAM20B|ENSG00000116199.12|chr1	823	604	813	702	722	529
TOR3A|ENSG00000186283.14|chr1	392	309	297	224	425	232
ABL2|ENSG00000143322.21|chr1	741	406	563	588	760	684
SOAT1|ENSG00000057252.13|chr1	433	247	381	401	610	319
AXDND1|ENSG00000162779.22|chr1	0	0	0	0	0	0
NPHS2|ENSG00000116218.13|chr1	0	0	0	0	0	0
TDRD5|ENSG00000162782.16|chr1	0	0	0	0	0	0
FAM163A|ENSG00000143340.7|chr1	0	0	0	0	0	0
TOR1AIP2|ENSG00000169905.13|chr1	473	425	513	324	494	261
TOR1AIP1|ENSG00000143337.19|chr1	600	435	444	468	757	494
CEP350|ENSG00000135837.16|chr1	204	150	183	176	384	246
QSOX1|ENSG00000116260.17|chr1	424	253	449	303	199	304
LHX4|ENSG00000121454.6|chr1	104	48	64	64	110	76
ACBD6|ENSG00000230124.8|chr1	854	719	727	489	684	620
XPR1|ENSG00000143324.14|chr1	281	210	182	156	171	176
KIAA1614|ENSG00000135835.12|chr1	7	3	0	0	3	0
STX6|ENSG00000135823.14|chr1	263	220	397	208	322	245
MR1|ENSG00000153029.16|chr1	126	74	50	78	103	101
IER5|ENSG00000162783.11|chr1	1543	1233	1273	654	1523	1047
CACNA1E|ENSG00000198216.14|chr1	0	0	0	0	0	0
ZNF648|ENSG00000179930.6|chr1	0	0	1	0	0	6
GLUL|ENSG00000135821.19|chr1	3200	2294	2774	2411	3317	2557
TEDDM1|ENSG00000203730.3|chr1	0	0	0	0	0	0
RNASEL|ENSG00000135828.11|chr1	10	15	36	39	28	22
RGS16|ENSG00000143333.7|chr1	727	418	723	1131	1126	991
RGS8|ENSG00000135824.13|chr1	0	0	0	0	0	0
NPL|ENSG00000135838.14|chr1	56	64	79	110	85	59
DHX9|ENSG00000135829.17|chr1	2676	1799	2889	1961	3062	2343
SHCBP1L|ENSG00000157060.16|chr1	0	0	0	0	0	0
LAMC1|ENSG00000135862.6|chr1	876	612	1063	391	674	506
LAMC2|ENSG00000058085.15|chr1	20	9	6	4	11	11
NMNAT2|ENSG00000157064.11|chr1	17	15	11	0	21	22
SMG7|ENSG00000116698.22|chr1	301	205	257	242	230	190
NCF2|ENSG00000116701.16|chr1	0	0	0	0	0	0
ARPC5|ENSG00000162704.16|chr1	4385	3475	4446	2101	3316	2457
RGL1|ENSG00000143344.16|chr1	136	43	64	21	35	64
APOBEC4|ENSG00000173627.8|chr1	0	0	0	0	0	0
COLGALT2|ENSG00000198756.12|chr1	82	51	115	74	74	28
TSEN15|ENSG00000198860.14|chr1	648	455	770	380	907	509
C1orf21|ENSG00000116667.15|chr1	912	956	893	427	787	681
EDEM3|ENSG00000116406.20|chr1	250	266	323	216	406	329
NIBAN1|ENSG00000135842.17|chr1	306	203	278	244	403	262
RNF2|ENSG00000121481.11|chr1	336	291	387	451	582	432
TRMT1L|ENSG00000121486.12|chr1	315	373	333	375	491	283
SWT1|ENSG00000116668.13|chr1	18	13	50	25	25	13
IVNS1ABP|ENSG00000116679.16|chr1	927	883	869	803	1216	984
HMCN1|ENSG00000143341.12|chr1	0	1	0	0	7	0
PRG4|ENSG00000116690.13|chr1	0	0	0	0	0	0
TPR|ENSG00000047410.14|chr1	263	361	330	282	486	435
ODR4|ENSG00000157181.16|chr1	351	252	318	468	607	556
PDC|ENSG00000116703.14|chr1	0	0	0	0	0	0
PTGS2|ENSG00000073756.13|chr1	9	25	1	26	97	54
