Gene	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
APH1A|ENSG00000117362.13|chr1	466	408	379	419	444	381
CIART|ENSG00000159208.16|chr1	0	3	4	0	0	2
MRPS21|ENSG00000266472.6|chr1	4613	3677	3393	3446	3038	2975
PRPF3|ENSG00000117360.13|chr1	186	198	157	272	322	252
RPRD2|ENSG00000163125.16|chr1	121	85	92	173	136	121
TARS2|ENSG00000143374.18|chr1	632	503	553	513	513	390
ECM1|ENSG00000143369.15|chr1	0	0	2	0	0	0
ADAMTSL4|ENSG00000143382.16|chr1	0	0	0	0	0	0
MCL1|ENSG00000143384.14|chr1	423	695	788	1152	1114	973
ENSA|ENSG00000143420.19|chr1	2425	2275	2022	2504	2091	1932
GOLPH3L|ENSG00000143457.11|chr1	65	89	83	138	153	153
HORMAD1|ENSG00000143452.16|chr1	0	0	0	0	0	0
CTSS|ENSG00000163131.12|chr1	0	0	0	0	0	0
CTSK|ENSG00000143387.14|chr1	8	0	1	0	0	2
ARNT|ENSG00000143437.21|chr1	153	108	147	135	201	115
CTXND2|ENSG00000283324.1|chr1	0	1	0	0	0	0
SETDB1|ENSG00000143379.13|chr1	95	110	112	169	167	190
CERS2|ENSG00000143418.20|chr1	607	694	570	616	691	619
ANXA9|ENSG00000143412.10|chr1	11	2	5	4	12	5
MINDY1|ENSG00000143409.17|chr1	15	16	23	12	13	24
PRUNE1|ENSG00000143363.17|chr1	206	141	163	184	176	179
BNIPL|ENSG00000163141.20|chr1	0	0	7	3	0	3
C1orf56|ENSG00000143443.10|chr1	16	30	11	37	23	17
MLLT11|ENSG00000213190.4|chr1	1022	1055	971	838	688	648
GABPB2|ENSG00000143458.12|chr1	89	119	141	175	166	80
SEMA6C|ENSG00000143434.17|chr1	1	10	12	0	8	0
TNFAIP8L2|ENSG00000163154.6|chr1	0	0	0	0	0	0
SCNM1|ENSG00000163156.12|chr1	205	199	176	275	354	258
LYSMD1|ENSG00000163155.12|chr1	27	26	25	52	65	60
TMOD4|ENSG00000163157.15|chr1	8	10	14	9	0	8
VPS72|ENSG00000163159.15|chr1	893	648	638	1090	1075	926
PIP5K1A|ENSG00000143398.20|chr1	194	180	228	384	450	333
PSMD4|ENSG00000159352.16|chr1	1695	1391	1343	1523	1742	1571
ZNF687|ENSG00000143373.18|chr1	43	46	30	115	95	69
PI4KB|ENSG00000143393.17|chr1	368	307	348	445	473	345
RFX5|ENSG00000143390.18|chr1	372	301	326	388	278	297
SELENBP1|ENSG00000143416.21|chr1	236	242	289	269	342	171
PSMB4|ENSG00000159377.11|chr1	3953	3594	3258	3706	3688	3546
POGZ|ENSG00000143442.23|chr1	158	225	187	270	227	189
CGN|ENSG00000143375.15|chr1	26	30	27	49	21	49
TUFT1|ENSG00000143367.17|chr1	84	89	86	198	143	132
SNX27|ENSG00000143376.14|chr1	530	550	543	573	514	470
MRPL9|ENSG00000143436.11|chr1	1568	1303	1347	1256	1191	1279
OAZ3|ENSG00000143450.19|chr1	6	5	12	8	10	5
TDRKH|ENSG00000182134.17|chr1	29	27	39	43	49	35
LINGO4|ENSG00000213171.3|chr1	0	0	0	0	0	0
RORC|ENSG00000143365.20|chr1	0	0	0	0	0	0
C2CD4D|ENSG00000225556.2|chr1	0	0	0	0	0	0
THEM5|ENSG00000196407.12|chr1	0	0	0	0	0	0
THEM4|ENSG00000159445.13|chr1	462	422	394	384	388	431
S100A10|ENSG00000197747.9|chr1	2308	2338	2068	1854	2071	1890
S100A11|ENSG00000163191.6|chr1	457	344	241	286	294	264
TCHHL1|ENSG00000182898.4|chr1	0	0	0	0	0	0
TCHH|ENSG00000159450.13|chr1	3	1	10	9	0	1
RPTN|ENSG00000215853.3|chr1	0	0	0	0	0	0
HRNR|ENSG00000197915.7|chr1	0	0	0	0	0	0
FLG|ENSG00000143631.11|chr1	0	0	0	0	0	0
FLG2|ENSG00000143520.6|chr1	0	0	0	0	0	0
CRNN|ENSG00000143536.7|chr1	0	0	0	0	0	0
LCE5A|ENSG00000186207.5|chr1	0	0	0	5	0	0
CRCT1|ENSG00000169509.6|chr1	0	0	0	0	0	0
LCE3E|ENSG00000185966.4|chr1	0	0	0	0	0	0
LCE3D|ENSG00000163202.5|chr1	0	0	0	0	0	0
LCE3C|ENSG00000244057.5|chr1	0	0	0	0	0	0
LCE2D|ENSG00000187223.4|chr1	0	0	0	0	0	0
LCE2C|ENSG00000187180.4|chr1	0	0	0	0	0	0
LCE2B|ENSG00000159455.9|chr1	0	0	0	0	0	0
LCE2A|ENSG00000187173.4|chr1	0	0	0	0	0	0
LCE4A|ENSG00000187170.6|chr1	0	0	0	0	0	0
C1orf68|ENSG00000198854.5|chr1	0	0	0	0	0	0
KPRP|ENSG00000203786.7|chr1	0	0	0	0	0	0
LCE1F|ENSG00000240386.4|chr1	0	0	0	0	0	0
LCE1E|ENSG00000186226.9|chr1	6	0	0	0	0	0
LCE1D|ENSG00000172155.10|chr1	0	0	0	0	0	0
LCE1C|ENSG00000197084.6|chr1	0	0	0	0	0	0
LCE1B|ENSG00000196734.9|chr1	0	0	0	0	0	0
LCE1A|ENSG00000186844.6|chr1	0	0	0	0	0	0
LCE6A|ENSG00000235942.3|chr1	0	0	0	0	0	0
LCE7A|ENSG00000285946.2|chr1	0	0	0	0	0	0
SMCP|ENSG00000163206.6|chr1	0	0	0	0	0	0
IVL|ENSG00000163207.7|chr1	0	0	0	0	0	0
SPRR5|ENSG00000283227.2|chr1	0	0	0	0	0	0
SPRR4|ENSG00000184148.4|chr1	0	0	0	0	0	0
SPRR1A|ENSG00000169474.5|chr1	0	0	0	0	0	0
SPRR3|ENSG00000163209.15|chr1	0	0	0	0	0	0
SPRR1B|ENSG00000169469.9|chr1	0	0	0	0	0	0
SPRR2D|ENSG00000163216.7|chr1	0	0	0	0	0	0
SPRR2A|ENSG00000241794.2|chr1	0	0	0	0	0	0
SPRR2B|ENSG00000196805.8|chr1	0	0	0	0	0	0
SPRR2E|ENSG00000203785.9|chr1	0	0	0	0	0	0
SPRR2F|ENSG00000244094.2|chr1	0	0	0	0	0	0
SPRR2G|ENSG00000159516.9|chr1	0	0	0	0	0	0
LELP1|ENSG00000203784.3|chr1	0	0	0	0	0	0
PRR9|ENSG00000203783.5|chr1	0	0	0	0	0	0
LORICRIN|ENSG00000203782.6|chr1	0	0	0	2	0	0
PGLYRP3|ENSG00000159527.4|chr1	0	0	0	0	0	0
PGLYRP4|ENSG00000163218.15|chr1	0	0	0	0	0	0
S100A9|ENSG00000163220.11|chr1	0	0	0	0	0	0
S100A12|ENSG00000163221.9|chr1	0	0	0	0	0	0
S100A8|ENSG00000143546.10|chr1	0	0	0	0	0	0
S100A7A|ENSG00000184330.12|chr1	0	0	0	0	0	0
S100A7|ENSG00000143556.9|chr1	0	0	0	0	0	0
S100A6|ENSG00000197956.10|chr1	0	0	0	0	0	0
S100A5|ENSG00000196420.8|chr1	0	0	0	0	0	0
S100A4|ENSG00000196154.12|chr1	14	20	24	5	10	8
S100A3|ENSG00000188015.10|chr1	0	0	0	0	0	1
S100A2|ENSG00000196754.13|chr1	3	13	1	5	4	2
S100A16|ENSG00000188643.11|chr1	4	2	0	0	3	0
S100A14|ENSG00000189334.9|chr1	0	0	0	0	0	0
S100A13|ENSG00000189171.15|chr1	325	309	222	290	308	250
S100A1|ENSG00000160678.12|chr1	0	1	0	0	0	0
CHTOP|ENSG00000160679.13|chr1	825	746	707	881	936	886
SNAPIN|ENSG00000143553.11|chr1	754	649	603	889	640	731
ILF2|ENSG00000143621.17|chr1	2107	1782	1787	2203	2076	1887
NPR1|ENSG00000169418.10|chr1	0	0	0	0	0	0
INTS3|ENSG00000143624.14|chr1	0	0	0	0	0	0
SLC27A3|ENSG00000143554.14|chr1	0	0	0	0	0	0
GATAD2B|ENSG00000143614.10|chr1	0	0	0	1	3	0
DENND4B|ENSG00000198837.10|chr1	235	194	149	241	266	206
CRTC2|ENSG00000160741.17|chr1	41	108	66	153	106	108
SLC39A1|ENSG00000143570.19|chr1	534	604	447	521	583	463
CREB3L4|ENSG00000143578.16|chr1	45	33	36	53	17	56
JTB|ENSG00000143543.15|chr1	3202	2580	2406	2775	2770	2499
RAB13|ENSG00000143545.10|chr1	241	268	241	310	325	182
RPS27|ENSG00000177954.14|chr1	16	9	4	14	5	6
NUP210L|ENSG00000143552.9|chr1	0	0	0	0	0	0
TPM3|ENSG00000143549.21|chr1	11	12	3	10	21	12
CFAP141|ENSG00000163263.7|chr1	0	3	0	0	0	0
C1orf43|ENSG00000143612.21|chr1	3464	3124	2723	3227	2931	2987
UBAP2L|ENSG00000143569.19|chr1	53	51	56	49	39	14
HAX1|ENSG00000143575.16|chr1	1251	1044	1004	1047	1118	929
AQP10|ENSG00000143595.13|chr1	0	0	3	1	0	0
ATP8B2|ENSG00000143515.20|chr1	204	192	156	200	166	160
IL6R|ENSG00000160712.13|chr1	26	51	33	59	33	27
SHE|ENSG00000169291.10|chr1	0	0	0	0	0	0
TDRD10|ENSG00000163239.12|chr1	0	0	0	0	0	0
UBE2Q1|ENSG00000160714.10|chr1	435	369	480	501	559	496
CHRNB2|ENSG00000160716.6|chr1	0	0	0	0	0	2
ADAR|ENSG00000160710.18|chr1	1544	1519	1479	1526	1153	1264
KCNN3|ENSG00000143603.19|chr1	2	5	6	5	5	0
PMVK|ENSG00000163344.6|chr1	373	234	306	234	332	247
PBXIP1|ENSG00000163346.17|chr1	42	20	22	34	5	33
PYGO2|ENSG00000163348.4|chr1	102	41	144	102	118	114
SHC1|ENSG00000160691.19|chr1	193	162	110	200	245	146
CKS1B|ENSG00000173207.13|chr1	309	259	275	362	338	341
FLAD1|ENSG00000160688.19|chr1	435	464	397	586	589	452
LENEP|ENSG00000163352.6|chr1	0	0	0	0	5	0
ZBTB7B|ENSG00000160685.14|chr1	1	0	0	3	2	2
DCST2|ENSG00000163354.15|chr1	0	0	0	0	0	0
DCST1|ENSG00000163357.11|chr1	0	0	0	0	0	0
ADAM15|ENSG00000143537.14|chr1	44	50	50	42	26	54
EFNA4|ENSG00000243364.8|chr1	5	5	5	9	16	0
ENSG00000251246|ENSG00000251246.1|chr1	0	0	0	0	0	0
EFNA3|ENSG00000143590.14|chr1	11	18	8	14	33	12
EFNA1|ENSG00000169242.12|chr1	13	10	26	20	49	22
SLC50A1|ENSG00000169241.19|chr1	178	176	120	172	120	124
DPM3|ENSG00000179085.8|chr1	784	798	726	787	678	573
KRTCAP2|ENSG00000163463.13|chr1	1268	1336	998	944	1134	1035
TRIM46|ENSG00000163462.19|chr1	3	0	0	26	17	0
MUC1|ENSG00000185499.17|chr1	5	4	2	3	26	14
THBS3|ENSG00000169231.13|chr1	13	4	12	27	15	16
MTX1|ENSG00000173171.15|chr1	0	0	0	0	0	0
GBA|ENSG00000177628.16|chr1	0	0	0	0	0	0
FAM189B|ENSG00000160767.22|chr1	0	0	0	0	0	0
SCAMP3|ENSG00000116521.11|chr1	0	0	0	0	0	0
CLK2|ENSG00000176444.19|chr1	0	0	0	0	0	0
HCN3|ENSG00000143630.10|chr1	0	0	0	0	0	0
PKLR|ENSG00000143627.19|chr1	0	0	0	0	0	0
FDPS|ENSG00000160752.15|chr1	1405	1202	1181	1348	1587	1417
RUSC1|ENSG00000160753.17|chr1	401	487	401	450	463	486
ASH1L|ENSG00000116539.14|chr1	98	128	101	117	86	129
MSTO1|ENSG00000125459.18|chr1	62	53	66	78	41	102
YY1AP1|ENSG00000163374.20|chr1	211	136	247	371	286	347
DAP3|ENSG00000132676.16|chr1	840	833	788	833	802	777
GON4L|ENSG00000116580.20|chr1	0	0	4	0	0	0
SYT11|ENSG00000132718.9|chr1	114	113	165	103	91	87
RIT1|ENSG00000143622.11|chr1	27	42	63	48	78	80
KHDC4|ENSG00000132680.11|chr1	100	171	170	196	149	94
RXFP4|ENSG00000173080.6|chr1	0	0	0	0	0	0
ARHGEF2|ENSG00000116584.22|chr1	264	275	309	501	468	432
SSR2|ENSG00000163479.14|chr1	1317	1239	1204	1162	1022	877
UBQLN4|ENSG00000160803.8|chr1	46	35	34	34	33	15
LAMTOR2|ENSG00000116586.12|chr1	240	226	135	141	173	153
RAB25|ENSG00000132698.15|chr1	0	1	4	8	1	5
MEX3A|ENSG00000254726.3|chr1	144	138	137	229	138	145
LMNA|ENSG00000160789.24|chr1	250	150	190	204	169	215
SEMA4A|ENSG00000196189.14|chr1	0	0	0	0	0	0
SLC25A44|ENSG00000160785.14|chr1	103	147	148	117	84	102
PMF1|ENSG00000160783.19|chr1	337	287	361	353	368	279
BGLAP|ENSG00000242252.2|chr1	14	13	6	15	21	3
PAQR6|ENSG00000160781.17|chr1	14	13	14	22	22	21
SMG5|ENSG00000198952.8|chr1	338	371	467	376	323	335
TMEM79|ENSG00000163472.19|chr1	0	1	0	10	4	2
GLMP|ENSG00000198715.13|chr1	325	250	206	243	222	289
VHLL|ENSG00000189030.10|chr1	0	0	0	0	0	0
CCT3|ENSG00000163468.15|chr1	7784	6083	6321	6734	6353	6151
TSACC|ENSG00000163467.12|chr1	65	35	45	28	82	54
RHBG|ENSG00000132677.13|chr1	4	0	0	0	0	4
MEF2D|ENSG00000116604.19|chr1	17	20	15	56	1	41
IQGAP3|ENSG00000183856.11|chr1	104	86	102	89	157	106
TTC24|ENSG00000187862.13|chr1	2	0	0	0	0	0
NAXE|ENSG00000163382.13|chr1	2234	1689	1686	1843	1824	1721
HAPLN2|ENSG00000132702.13|chr1	3	0	5	0	0	0
BCAN|ENSG00000132692.19|chr1	2	0	0	0	0	4
NES|ENSG00000132688.11|chr1	2	3	0	8	13	4
CRABP2|ENSG00000143320.9|chr1	314	284	271	278	238	252
ISG20L2|ENSG00000143319.17|chr1	1130	1058	1062	1377	1213	1115
METTL25B|ENSG00000143303.12|chr1	191	136	154	151	186	192
MRPL24|ENSG00000143314.12|chr1	1310	1126	999	1048	1141	830
HDGF|ENSG00000143321.19|chr1	6052	5095	5470	4884	4698	4656
PRCC|ENSG00000143294.15|chr1	334	349	256	326	291	317
NTRK1|ENSG00000198400.13|chr1	0	2	0	0	0	0
INSRR|ENSG00000027644.5|chr1	0	0	0	0	0	0
PEAR1|ENSG00000187800.14|chr1	0	0	7	2	0	0
LRRC71|ENSG00000160838.14|chr1	2	0	3	0	0	0
ARHGEF11|ENSG00000132694.19|chr1	14	9	18	15	22	3
ETV3L|ENSG00000253831.3|chr1	0	0	0	0	0	0
ETV3|ENSG00000117036.12|chr1	32	36	28	30	39	26
FCRL5|ENSG00000143297.19|chr1	0	0	0	0	0	0
FCRL4|ENSG00000163518.11|chr1	0	0	0	0	0	0
FCRL3|ENSG00000160856.21|chr1	0	0	0	0	0	0
FCRL2|ENSG00000132704.16|chr1	0	0	0	0	0	0
FCRL1|ENSG00000163534.15|chr1	0	0	0	0	0	0
CD5L|ENSG00000073754.6|chr1	0	0	0	0	0	0
KIRREL1|ENSG00000183853.18|chr1	46	19	17	26	39	38
SMIM42|ENSG00000288460.1|chr1	0	0	0	0	0	0
CD1D|ENSG00000158473.8|chr1	0	1	5	2	9	0
CD1A|ENSG00000158477.7|chr1	0	0	0	0	0	0
CD1C|ENSG00000158481.13|chr1	0	0	0	0	0	0
CD1B|ENSG00000158485.11|chr1	0	0	0	0	0	0
CD1E|ENSG00000158488.16|chr1	0	0	0	0	0	0
OR10K2|ENSG00000180708.6|chr1	0	0	0	0	0	0
OR10K1|ENSG00000173285.5|chr1	0	0	0	0	0	0
OR10R2|ENSG00000198965.5|chr1	0	0	0	0	0	0
OR6Y1|ENSG00000197532.3|chr1	0	0	0	0	0	0
OR6P1|ENSG00000186440.3|chr1	0	0	0	0	0	0
OR10Z1|ENSG00000198967.5|chr1	0	0	0	0	0	0
SPTA1|ENSG00000163554.15|chr1	0	0	0	0	0	0
OR6K3|ENSG00000203757.2|chr1	0	0	0	0	0	0
OR6N1|ENSG00000197403.5|chr1	0	0	0	0	0	0
OR6K6|ENSG00000180433.6|chr1	0	0	0	0	0	0
OR6N2|ENSG00000188340.3|chr1	0	0	0	0	0	0
MNDA|ENSG00000163563.8|chr1	0	0	0	0	0	0
IFI16|ENSG00000163565.20|chr1	0	0	0	0	0	0
AIM2|ENSG00000163568.16|chr1	0	0	0	0	0	0
CADM3|ENSG00000162706.13|chr1	0	0	0	0	0	0
ACKR1|ENSG00000213088.12|chr1	0	0	0	0	0	0
FCER1A|ENSG00000179639.11|chr1	0	0	0	0	0	0
OR10J1|ENSG00000196184.10|chr1	0	0	0	0	0	0
APCS|ENSG00000132703.4|chr1	0	0	0	0	0	0
CRP|ENSG00000132693.12|chr1	0	0	0	0	0	0
DUSP23|ENSG00000158716.9|chr1	0	0	0	0	0	0
FCRL6|ENSG00000181036.14|chr1	0	0	0	0	0	0
SLAMF8|ENSG00000158714.11|chr1	0	0	0	0	0	0
VSIG8|ENSG00000243284.1|chr1	0	0	5	0	0	0
CFAP45|ENSG00000213085.10|chr1	0	1	10	0	12	5
TAGLN2|ENSG00000158710.15|chr1	744	650	664	740	619	591
IGSF9|ENSG00000085552.18|chr1	2	7	2	0	0	1
SLAMF9|ENSG00000162723.10|chr1	0	0	0	0	0	0
KCNJ10|ENSG00000177807.10|chr1	0	0	9	0	0	0
PIGM|ENSG00000143315.8|chr1	981	1114	1175	871	683	791
KCNJ9|ENSG00000162728.5|chr1	0	0	0	0	0	0
ATP1A2|ENSG00000018625.15|chr1	0	0	0	0	0	0
ATP1A4|ENSG00000132681.17|chr1	0	0	0	0	0	0
CASQ1|ENSG00000143318.13|chr1	0	0	0	0	0	0
PEA15|ENSG00000162734.13|chr1	523	458	494	737	712	680
DCAF8|ENSG00000132716.19|chr1	351	236	311	210	183	178
PEX19|ENSG00000162735.19|chr1	438	279	403	505	482	403
COPA|ENSG00000122218.17|chr1	1355	1254	1378	1340	1401	1216
NCSTN|ENSG00000162736.18|chr1	426	406	403	396	385	383
NHLH1|ENSG00000171786.6|chr1	0	13	2	0	5	0
VANGL2|ENSG00000162738.7|chr1	67	55	36	46	96	41
SLAMF6|ENSG00000162739.14|chr1	0	0	0	0	0	0
CD84|ENSG00000066294.15|chr1	0	0	0	0	0	1
SLAMF1|ENSG00000117090.16|chr1	0	0	0	0	0	0
CD48|ENSG00000117091.10|chr1	0	0	0	0	0	0
SLAMF7|ENSG00000026751.17|chr1	0	0	0	0	0	0
LY9|ENSG00000122224.18|chr1	0	0	0	0	0	0
CD244|ENSG00000122223.13|chr1	0	0	0	0	0	0
ITLN1|ENSG00000179914.5|chr1	0	0	0	0	0	0
ITLN2|ENSG00000158764.7|chr1	0	0	0	0	0	0
F11R|ENSG00000158769.18|chr1	162	184	155	153	235	126
TSTD1|ENSG00000215845.11|chr1	3	4	0	0	0	0
USF1|ENSG00000158773.14|chr1	2	15	4	4	10	6
ARHGAP30|ENSG00000186517.14|chr1	0	0	0	0	0	1
NECTIN4|ENSG00000143217.9|chr1	11	0	3	0	5	12
KLHDC9|ENSG00000162755.14|chr1	158	120	127	108	95	145
PFDN2|ENSG00000143256.5|chr1	1211	1256	969	1222	1049	1111
NIT1|ENSG00000158793.14|chr1	157	101	78	132	108	111
DEDD|ENSG00000158796.17|chr1	186	131	185	213	237	217
UFC1|ENSG00000143222.12|chr1	1791	1453	1530	1564	1328	1174
USP21|ENSG00000143258.17|chr1	49	73	58	94	43	44
PPOX|ENSG00000143224.18|chr1	75	70	75	84	101	92
B4GALT3|ENSG00000158850.15|chr1	329	323	343	379	292	394
ADAMTS4|ENSG00000158859.10|chr1	1	11	0	0	0	0
NDUFS2|ENSG00000158864.13|chr1	1113	1079	1143	1234	897	1000
FCER1G|ENSG00000158869.11|chr1	1	1	2	1	0	2
APOA2|ENSG00000158874.11|chr1	5	2	4	0	0	0
TOMM40L|ENSG00000158882.15|chr1	109	111	175	274	187	181
NR1I3|ENSG00000143257.12|chr1	0	0	0	0	0	0
PCP4L1|ENSG00000248485.2|chr1	0	0	0	0	0	10
MPZ|ENSG00000158887.19|chr1	0	2	0	0	0	0
SDHC|ENSG00000143252.16|chr1	1320	1196	1207	959	969	1046
CFAP126|ENSG00000188931.4|chr1	0	0	0	0	0	0
FCGR2A|ENSG00000143226.16|chr1	5	0	0	0	0	8
HSPA6|ENSG00000173110.8|chr1	0	0	2	0	0	0
FCGR3A|ENSG00000203747.13|chr1	0	0	0	0	0	0
FCGR3B|ENSG00000162747.13|chr1	0	0	0	0	0	0
FCGR2B|ENSG00000072694.22|chr1	0	0	0	0	0	0
FCRLA|ENSG00000132185.18|chr1	0	0	0	0	0	0
FCRLB|ENSG00000162746.15|chr1	18	9	3	10	0	0
DUSP12|ENSG00000081721.12|chr1	139	116	187	248	234	158
ATF6|ENSG00000118217.7|chr1	350	301	317	337	402	339
OLFML2B|ENSG00000162745.11|chr1	0	0	0	0	0	7
NOS1AP|ENSG00000198929.13|chr1	13	17	5	27	24	9
SPATA46|ENSG00000171722.13|chr1	0	0	0	0	0	0
C1orf226|ENSG00000239887.6|chr1	4	10	19	44	16	31
SH2D1B|ENSG00000198574.6|chr1	0	0	0	0	0	0
UHMK1|ENSG00000152332.16|chr1	273	303	435	273	228	196
UAP1|ENSG00000117143.14|chr1	231	204	267	318	259	189
DDR2|ENSG00000162733.19|chr1	0	7	0	18	0	2
HSD17B7|ENSG00000132196.16|chr1	80	82	94	120	77	125
CCDC190|ENSG00000185860.14|chr1	1	0	0	2	0	0
RGS4|ENSG00000117152.14|chr1	0	8	0	3	0	4
RGS5|ENSG00000143248.13|chr1	20	7	43	46	38	26
NUF2|ENSG00000143228.13|chr1	235	232	255	261	309	260
PBX1|ENSG00000185630.20|chr1	1096	1085	1065	1125	1161	1041
LMX1A|ENSG00000162761.14|chr1	0	0	0	0	0	0
RXRG|ENSG00000143171.13|chr1	2	0	0	0	8	0
LRRC52|ENSG00000162763.4|chr1	0	0	0	0	0	0
MGST3|ENSG00000143198.13|chr1	874	756	701	739	672	767
ALDH9A1|ENSG00000143149.13|chr1	1210	1164	1242	1195	1242	1177
TMCO1|ENSG00000143183.18|chr1	753	655	622	686	746	767
UCK2|ENSG00000143179.16|chr1	445	522	410	494	473	425
FAM78B|ENSG00000188859.7|chr1	5	0	0	1	0	0
TADA1|ENSG00000152382.6|chr1	8	25	41	47	27	56
ILDR2|ENSG00000143195.13|chr1	47	42	63	39	24	40
MAEL|ENSG00000143194.13|chr1	0	0	0	0	0	0
GPA33|ENSG00000143167.12|chr1	0	0	0	0	0	0
STYXL2|ENSG00000198842.10|chr1	0	0	0	0	0	0
POU2F1|ENSG00000143190.23|chr1	313	362	350	455	462	364
CD247|ENSG00000198821.12|chr1	0	0	0	0	0	0
CREG1|ENSG00000143162.9|chr1	459	370	383	533	743	510
RCSD1|ENSG00000198771.11|chr1	5	0	0	0	0	0
MPZL1|ENSG00000197965.12|chr1	828	844	741	817	817	842
ADCY10|ENSG00000143199.18|chr1	0	0	0	0	0	0
MPC2|ENSG00000143158.11|chr1	1038	860	729	957	858	773
DCAF6|ENSG00000143164.16|chr1	179	140	162	138	145	128
GPR161|ENSG00000143147.15|chr1	201	229	197	192	161	164
TIPRL|ENSG00000143155.13|chr1	1285	1236	1181	1470	1374	1361
SFT2D2|ENSG00000213064.10|chr1	905	852	906	880	1042	688
TBX19|ENSG00000143178.13|chr1	16	15	9	32	3	20
XCL2|ENSG00000143185.4|chr1	0	0	0	0	0	0
XCL1|ENSG00000143184.5|chr1	3	12	0	2	3	4
DPT|ENSG00000143196.5|chr1	0	0	0	0	0	0
ATP1B1|ENSG00000143153.14|chr1	853	827	941	935	860	880
NME7|ENSG00000143156.14|chr1	168	147	170	137	193	125
BLZF1|ENSG00000117475.14|chr1	83	140	115	186	148	190
CCDC181|ENSG00000117477.13|chr1	47	44	27	76	43	89
SLC19A2|ENSG00000117479.15|chr1	10	29	46	16	38	28
F5|ENSG00000198734.12|chr1	0	0	0	0	0	0
C1orf112|ENSG00000000460.17|chr1	105	136	119	155	116	128
SELL|ENSG00000188404.10|chr1	0	0	0	0	4	8
METTL18|ENSG00000171806.12|chr1	10	27	19	16	3	14
SCYL3|ENSG00000000457.14|chr1	19	18	30	46	61	36
KIFAP3|ENSG00000075945.13|chr1	173	175	152	174	198	152
NTMT2|ENSG00000203740.4|chr1	8	2	5	8	3	7
GORAB|ENSG00000120370.14|chr1	2	21	17	59	52	41
PRRX1|ENSG00000116132.12|chr1	29	29	11	13	4	26
MROH9|ENSG00000117501.15|chr1	0	0	0	0	0	0
FMO3|ENSG00000007933.13|chr1	0	0	0	0	0	0
FMO2|ENSG00000094963.14|chr1	0	0	0	0	0	0
FMO1|ENSG00000010932.17|chr1	0	0	0	0	0	0
FMO4|ENSG00000076258.10|chr1	6	4	0	0	0	1
PRRC2C|ENSG00000117523.18|chr1	605	608	769	931	954	817
MYOCOS|ENSG00000283683.2|chr1	0	0	0	0	0	0
MYOC|ENSG00000034971.17|chr1	0	0	0	0	0	0
VAMP4|ENSG00000117533.15|chr1	115	102	57	137	114	130
METTL13|ENSG00000010165.20|chr1	188	147	155	142	146	160
DNM3|ENSG00000197959.15|chr1	7	6	0	9	2	20
PIGC|ENSG00000135845.10|chr1	80	119	102	190	167	153
C1orf105|ENSG00000180999.11|chr1	0	0	0	4	0	0
SUCO|ENSG00000094975.14|chr1	111	204	133	179	163	144
FASLG|ENSG00000117560.8|chr1	0	0	0	0	0	0
TNFSF18|ENSG00000120337.10|chr1	0	0	0	0	0	0
TNFSF4|ENSG00000117586.11|chr1	0	4	8	3	0	0
PRDX6|ENSG00000117592.9|chr1	2578	2383	2342	2283	2366	2176
SLC9C2|ENSG00000162753.13|chr1	0	0	0	0	0	0
ANKRD45|ENSG00000183831.7|chr1	0	0	0	0	0	0
TEX50|ENSG00000232113.3|chr1	0	0	0	0	0	0
KLHL20|ENSG00000076321.11|chr1	80	90	71	79	33	81
CENPL|ENSG00000120334.16|chr1	28	31	42	65	74	95
DARS2|ENSG00000117593.12|chr1	598	578	589	639	754	660
ZBTB37|ENSG00000185278.16|chr1	60	117	107	118	116	77
SERPINC1|ENSG00000117601.15|chr1	0	0	0	2	0	0
RC3H1|ENSG00000135870.12|chr1	77	96	128	187	177	87
RABGAP1L|ENSG00000152061.24|chr1	100	95	90	123	98	136
GPR52|ENSG00000203737.5|chr1	0	0	0	0	0	0
CACYBP|ENSG00000116161.18|chr1	2054	2186	2012	2132	2228	1998
MRPS14|ENSG00000120333.4|chr1	909	850	898	752	890	888
TNN|ENSG00000120332.17|chr1	0	0	0	0	0	1
KIAA0040|ENSG00000235750.10|chr1	34	40	34	63	68	68
TNR|ENSG00000116147.17|chr1	0	0	0	0	0	0
COP1|ENSG00000143207.21|chr1	355	378	353	382	364	311
PAPPA2|ENSG00000116183.11|chr1	0	0	0	0	0	0
ASTN1|ENSG00000152092.16|chr1	27	24	26	6	0	8
BRINP2|ENSG00000198797.7|chr1	0	0	0	2	8	0
SEC16B|ENSG00000120341.19|chr1	0	0	0	0	0	0
RASAL2|ENSG00000075391.18|chr1	37	55	64	148	97	94
CLEC20A|ENSG00000188585.10|chr1	0	0	0	0	0	0
TEX35|ENSG00000240021.10|chr1	0	0	0	0	0	0
RALGPS2|ENSG00000116191.19|chr1	240	206	153	290	249	333
ANGPTL1|ENSG00000116194.13|chr1	0	0	0	0	0	2
FAM20B|ENSG00000116199.12|chr1	584	500	471	477	412	372
TOR3A|ENSG00000186283.14|chr1	97	79	60	99	74	74
ABL2|ENSG00000143322.21|chr1	338	331	350	453	373	234
SOAT1|ENSG00000057252.13|chr1	371	356	317	322	336	260
AXDND1|ENSG00000162779.22|chr1	0	0	0	0	0	0
NPHS2|ENSG00000116218.13|chr1	0	0	0	0	0	0
