rownames(nonTcReadCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
BMP8B|ENSG00000116985.12|chr1	15	21	12	14	0	6	0.561192093616349	0.785165101150048	9269	-0.361783902668758	0.622614847912961	25.9234603776263	-0.581071755486522
OXCT2|ENSG00000198754.5|chr1	0	12	7	5	0	13	0.605550777854726	1	9733	1.52773787071739	2.95823968967509	1.37000499198256	0.516434782499042
TRIT1|ENSG00000043514.17|chr1	199	165	197	248	201	102	0.660092899032149	0.847765792682359	10358	0.0921620315958959	0.209561605764311	212.531557053073	0.439784908403253
MYCL|ENSG00000116990.11|chr1	13	10	14	14	0	12	0.840022707003505	1	12465	-0.356011445608148	1.76361649299247	3.52523331608161	-0.201864434259216
MFSD2A|ENSG00000168389.18|chr1	109	108	118	170	104	119	0.199034223584011	0.443840590068216	5233	0.640529084508073	0.498734809437152	38.7086284176706	1.28430795763172
CAP1|ENSG00000131236.18|chr1	789	558	677	609	738	624	2.88142369208357e-06	9.38023842794388e-05	323	-0.317357495109506	0.0678245302199623	2113.37075277736	-4.67909610402433
PPT1|ENSG00000131238.18|chr1	271	185	188	164	194	115	0.0647407125006451	0.221886763997485	3236	-0.218192869681302	0.118130823114847	743.771396872869	-1.84704435242253
RLF|ENSG00000117000.9|chr1	212	152	201	319	303	258	0.617432429163003	0.820875204532682	9833	0.201609428706988	0.403628494578132	71.0620438281322	0.499492556683114
TMCO2|ENSG00000188800.6|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
ZMPSTE24|ENSG00000084073.10|chr1	311	304	304	312	330	346	0.177281726634826	0.414576577399994	4963	-0.168100442592809	0.124595264939077	750.440179825601	-1.34917199843032
COL9A2|ENSG00000049089.15|chr1	1	2	8	0	0	0	0.604114630108961	0.811777464330392	9720	0.365202652906808	0.704354625884737	17.2432269242623	0.518492588088107
SMAP2|ENSG00000084070.12|chr1	113	77	78	95	58	80	0.85361256449	0.937605348133875	12600	0.0436746232805605	0.236704657185163	187.331997860719	0.184511043424025
ZFP69B|ENSG00000187801.15|chr1	26	6	15	41	67	47	0.786889137624505	1	11677	0.362597454288782	1.34120289589388	7.67524188831631	0.270352424229682
ZFP69|ENSG00000187815.10|chr1	70	46	72	83	52	34	0.0504627614342196	0.189064900821146	2934	1.54714733381835	0.790966905964116	15.0177378619183	1.9560203115357
EXO5|ENSG00000164002.12|chr1	89	91	59	65	76	74	0.452490429943592	0.699902452317868	8125	0.489464007042486	0.651515803414045	27.8908432723865	0.75126958467871
ZNF684|ENSG00000117010.17|chr1	37	41	47	36	65	43	0.260750638670834	1	5959	0.864913223679494	0.769072406740719	12.4575246988168	1.12461871742993
RIMS3|ENSG00000117016.10|chr1	5	1	6	14	8	4	0.000307602480618659	0.00420603391899246	771	-2.1843601256443	0.605285107230371	29.0144635031996	-3.60881194589334
NFYC|ENSG00000066136.21|chr1	377	227	299	357	263	313	0.258055144832346	0.517241678976767	5937	0.17451688094671	0.154303183486963	402.222855034791	1.13099987312611
KCNQ4|ENSG00000117013.17|chr1	31	7	27	34	15	20	0.246455697927262	0.502614752464151	5806	0.57823861686613	0.49891114809722	29.937694243376	1.15900119504536
CITED4|ENSG00000179862.7|chr1	5	18	8	1	17	7	0.199463750620743	1	5240	1.49751047513982	1.16712089509677	6.6505063479623	1.28308085428944
SLFNL1|ENSG00000171790.16|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
SCMH1|ENSG00000010803.17|chr1	142	132	73	179	151	119	0.860802645970528	0.940220355333052	12672	0.0448041784467332	0.255509179070279	226.918669105154	0.175352520053339
EDN2|ENSG00000127129.10|chr1	0	0	0	3	0	4	0.374781196470326	1	7229.5	3.11197420692395	3.50624006788904	0.817311070155988	0.887553090110438
HIVEP3|ENSG00000127124.16|chr1	51	13	61	36	54	58	0.736454080432165	0.884918968521808	11187	-0.232920762486456	0.692078025509609	16.9886990439355	-0.336552749691693
GUCA2B|ENSG00000044012.4|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
GUCA2A|ENSG00000197273.4|chr1	0	1	0	0	0	0	0.443473643943604	1	7981	3.03597420687434	3.96165106693299	0.772558433534177	0.766340638178595
FOXJ3|ENSG00000198815.9|chr1	248	218	252	329	314	264	0.0140113416113452	0.0769887078285888	1946	0.78571733744633	0.319790856833444	83.7170877583634	2.45697248891501
RIMKLA|ENSG00000177181.15|chr1	178	107	168	130	115	95	0.446987924476866	0.695072171824052	8041	-0.220433860617896	0.289874371851834	156.542294503684	-0.76044618642785
ZMYND12|ENSG00000066185.13|chr1	0	0	0	0	0	0	0.64204757810483	1	10110.5	1.40551302647818	3.02366302011467	1.28049971873894	0.464837853004163
PPCS|ENSG00000127125.9|chr1	184	101	141	224	237	198	0.666477010919294	0.85102679450663	10434	-0.102606781317226	0.238073341949425	174.685557735411	-0.43098811684268
CCDC30|ENSG00000186409.19|chr1	0	0	0	0	0	0	0.365502807529342	1	7137	-3.20065929598825	3.53691615047766	0.811555958983397	-0.9049293677929
CLDN19|ENSG00000164007.11|chr1	0	0	0	0	0	0	0.316558820308063	1	6623	3.3206794992477	3.31552561563422	0.941658467053796	1.00155446955052
P3H1|ENSG00000117385.16|chr1	55	24	58	26	35	30	0.112029851521149	0.312963307317981	4047	-0.355684070628005	0.223822397258697	204.662684546545	-1.58913529201861
C1orf50|ENSG00000164008.17|chr1	158	90	105	195	167	169	0.404291810603134	0.660315977136561	7550	0.174282961804795	0.208977190482316	198.413891123172	0.833980787101946
TMEM269|ENSG00000274386.6|chr1	0	0	0	17	5	0	0.677639737664921	1	10602	-0.615942407653703	1.48174898289812	4.62491288011085	-0.415686067453204
SVBP|ENSG00000177868.12|chr1	382	254	278	222	258	304	0.946505988211752	0.981739866572782	13410	-0.00803898916386247	0.11981483269666	600.768013452475	-0.0670951082009614
ERMAP|ENSG00000164010.15|chr1	20	20	9	35	23	18	0.865321657425453	1	12714	0.180041931862338	1.06154360142061	11.1169764448014	0.169603897212886
ZNF691|ENSG00000164011.18|chr1	50	61	33	88	46	26	0.515261825626405	0.750000788474418	8766	-0.326062700402558	0.501121121086766	29.1988959140146	-0.65066644905215
SLC2A1|ENSG00000117394.24|chr1	408	516	414	533	486	446	0.954414647920409	0.983494830433078	13492	-0.0114812532312195	0.200848027406766	284.028124376436	-0.0571638834568544
FAM183A|ENSG00000186973.11|chr1	4	0	0	0	0	0	0.972500126680188	1	13661	0.0442023703993098	1.28223880836567	6.41970868594135	0.0344728065559408
EBNA1BP2|ENSG00000117395.13|chr1	383	371	334	417	511	475	0.594982174771354	0.805282220069608	9639	0.0423562099316896	0.0796723238663271	1892.36220622731	0.531630155570134
TMEM125|ENSG00000179178.11|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
C1orf210|ENSG00000253313.6|chr1	0	0	0	0	0	0	0.305022122626322	1	6486	-3.5917140847739	3.50164102216011	1.0710135931394	-1.0257231001247
TIE1|ENSG00000066056.14|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
MPL|ENSG00000117400.18|chr1	0	0	6	0	0	0	0.114801001734137	1	4085	4.42485731214702	2.80591255292791	2.03315078696927	1.57697619889464
CDC20|ENSG00000117399.14|chr1	246	165	192	172	88	117	0.586431052075437	0.800249000523081	9557	0.0791547967047978	0.145501090669048	499.235113303608	0.544015143397385
ELOVL1|ENSG00000066322.15|chr1	18	30	8	15	6	27	0.574331098687775	0.792947938905194	9441	0.226086651885789	0.402515490644757	60.5926244610958	0.561684350392675
MED8|ENSG00000159479.17|chr1	262	210	235	279	218	290	0.0606356311894174	0.212953794908726	3152	0.320815411009141	0.170997302400568	338.336479405458	1.87614311164756
SZT2|ENSG00000198198.17|chr1	88	20	45	39	29	36	0.59290477480396	0.804575994429413	9608	-0.18283066364578	0.341975177362948	68.0537701000076	-0.534631387738814
HYI|ENSG00000178922.18|chr1	34	5	5	18	10	4	0.0528926304305736	0.195283008770183	2983	-0.340422156044525	0.175856375915607	292.933767059572	-1.93579649456607
PTPRF|ENSG00000142949.17|chr1	253	222	176	146	192	165	2.37011488882563e-54	6.23043951400036e-51	4	-1.24498313992697	0.080194969202073	1382.57163092044	-15.5244543680775
KDM4A|ENSG00000066135.13|chr1	269	254	299	355	400	377	0.0419816628165221	0.167844249167341	2736	0.325230046112322	0.159920217317437	375.872735592591	2.03370187689746
ST3GAL3|ENSG00000126091.21|chr1	5	8	22	2	23	10	0.0915617508958216	0.275550031674174	3729	1.01757801042815	0.603110553117171	21.0741999511902	1.6872163903762
ARTN|ENSG00000117407.17|chr1	0	17	5	9	8	6	0.390710629706086	1	7415	-1.67035652963605	1.9460554837415	3.25907788693955	-0.858329345484336
IPO13|ENSG00000117408.11|chr1	37	22	18	26	44	26	0.175167823975369	0.411484174478869	4939	-0.349862397414502	0.258051675570201	149.443092877769	-1.35578424996246
DPH2|ENSG00000132768.14|chr1	323	149	350	336	318	383	0.705604384680411	0.868464249352869	10901	0.0456323882575608	0.120795360983829	556.718114203681	0.377766065566621
ATP6V0B|ENSG00000117410.14|chr1	244	192	180	173	189	156	0.0148952772647665	0.0803611290092454	1985	-0.222530002727411	0.0913912716943587	1562.38901986575	-2.43491526709051
B4GALT2|ENSG00000117411.18|chr1	184	121	140	107	160	155	0.18384595573222	0.423748405200414	5044	-0.177820211845062	0.133799394279609	534.050057518867	-1.32900610501614
CCDC24|ENSG00000159214.13|chr1	4	9	0	14	18	18	0.525744181397419	0.758182996757206	8896	-0.424028439086926	0.66827076610243	24.5763409699045	-0.634515918689659
SLC6A9|ENSG00000196517.13|chr1	9	29	13	88	96	79	0.586882654676441	0.800515685381747	9560	0.266548008753586	0.490555991064446	34.278193753908	0.543358991855772
KLF17|ENSG00000171872.5|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
DMAP1|ENSG00000178028.14|chr1	46	34	49	46	61	22	0.0333399244407233	0.143323510013984	2531	0.465471334185732	0.218740051120999	218.012913141095	2.12796573741427
ERI3|ENSG00000117419.16|chr1	29	31	3	23	21	20	0.571805497250858	0.791122751471257	9414	-0.148152402697347	0.262033704325034	193.775833475989	-0.565394452133437
RNF220|ENSG00000187147.18|chr1	714	467	556	545	600	564	7.47312064846547e-06	0.000214114069805489	367	0.540932277377274	0.120750603411226	657.963794750298	4.47974802689047
TMEM53|ENSG00000126106.14|chr1	26	9	9	25	13	19	0.78698554523421	0.909015725276846	11678	-0.122006295176665	0.45149540963096	41.2898227391729	-0.27022709993085
ARMH1|ENSG00000198520.12|chr1	0	0	0	0	0	0	0.670777760413804	1	10501	1.71825635217439	4.04218745608396	0.309023373413671	0.425080818453437
KIF2C|ENSG00000142945.13|chr1	386	374	331	429	468	486	0.0619923436135981	0.215725398457973	3184	0.267807485330888	0.143492599706279	468.389218846477	1.86635050085561
RPS8|ENSG00000142937.12|chr1	3224	2475	2577	2813	2790	2462	0.0132422614783519	0.0740257200663848	1912	-0.103989278869371	0.0419787814903023	20710.3080242815	-2.47718669236252
BEST4|ENSG00000142959.5|chr1	0	2	0	1	0	0	0.106493103025738	1	3949	-3.70982454938621	2.29830286218757	2.43071260385325	-1.614158260176
PLK3|ENSG00000173846.13|chr1	57	84	34	118	154	112	0.043999826666776	0.173085737897923	2787	1.29601015058984	0.643471029371121	23.2419958958854	2.01409246327136
DYNLT4|ENSG00000188396.4|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
BTBD19|ENSG00000222009.9|chr1	2	4	7	1	0	7	0.305022122626322	1	6486	-3.5917140847739	3.50164102216011	1.0710135931394	-1.0257231001247
PTCH2|ENSG00000117425.14|chr1	17	8	24	8	0	7	0.278626472121209	1	6172	1.8346500828097	1.69340328834428	4.00841897698456	1.08341001546272
EIF2B3|ENSG00000070785.17|chr1	12	18	55	31	39	63	0.219292118475661	0.470657814150692	5476	-0.212343158854942	0.172859801351142	299.616283290006	-1.22841260486927
HECTD3|ENSG00000126107.15|chr1	44	25	36	56	45	27	0.596213144091998	0.805901850804395	9653	-0.134073885904403	0.253039289098082	168.02293572282	-0.52985402536613
UROD|ENSG00000126088.14|chr1	185	84	68	115	137	154	0.967258796861783	0.988848708459386	13608	-0.0055733280151374	0.135780715727823	589.583992142154	-0.0410465358446726
ZSWIM5|ENSG00000162415.7|chr1	29	13	30	13	18	33	0.588791780617731	0.801857994197053	9575	0.430404740682153	0.796179271144969	15.5813576104439	0.540587724750981
HPDL|ENSG00000186603.7|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
MUTYH|ENSG00000132781.20|chr1	45	27	24	49	62	67	0.278818790390091	0.539602967359765	6176	0.408310575366873	0.377026206335357	66.8990191917813	1.08297664328322
TOE1|ENSG00000132773.12|chr1	461	326	386	771	863	891	2.07630571198005e-08	1.26198581280175e-06	173	0.958023850769308	0.170907220095967	376.138178570112	5.60552006071694
TESK2|ENSG00000070759.17|chr1	13	8	18	22	22	20	0.604606182482774	0.81203653197169	9726	0.385123574474712	0.743786191675679	17.6986313925522	0.517788013255618
CCDC163|ENSG00000280670.3|chr1	15	12	13	34	55	44	0.203771111957356	0.450515820486039	5285	0.693795440125672	0.545917070342923	26.9342671195198	1.27088064802564
MMACHC|ENSG00000132763.15|chr1	283	230	212	223	247	197	0.0727327997717408	0.239444392485866	3385	-0.298357917744696	0.166262074890384	279.299447398694	-1.79450375523945
PRDX1|ENSG00000117450.15|chr1	1334	1132	1283	1116	1246	1012	3.30429080993391e-31	2.67266291280423e-28	13	-0.499113322127656	0.0429570840490107	10126.2976555953	-11.6188827332462
AKR1A1|ENSG00000117448.14|chr1	148	103	110	160	137	140	0.65129086601674	0.843599408375945	10264	-0.050817074565519	0.112434712280723	768.670987817027	-0.451969623390335
NASP|ENSG00000132780.17|chr1	486	412	508	623	581	480	5.92873520551342e-11	6.42687120473955e-09	97	-0.72415286777096	0.110633301185039	1255.08713741038	-6.54552345464034
CCDC17|ENSG00000159588.15|chr1	4	0	0	4	0	0	0.883663809213066	1	12876	0.352756113289171	2.41074999119185	2.41572265347329	0.146326294546525
GPBP1L1|ENSG00000159592.11|chr1	308	222	244	303	303	227	0.00120568793803216	0.0125771911392938	1014	0.588619385877042	0.181811190739896	248.787850586963	3.23753110840761
TMEM69|ENSG00000159596.7|chr1	262	244	281	175	152	200	0.875714735415172	0.947632030759548	12810	-0.028711160912149	0.183570727578623	269.426766580258	-0.156403808444089
IPP|ENSG00000197429.11|chr1	68	41	72	42	49	39	0.697089519562117	0.865509394166045	10801	-0.106080503137746	0.272523768290637	115.547273430676	-0.389252298260514
MAST2|ENSG00000086015.23|chr1	132	96	137	125	145	117	0.312646039228411	0.573623517925872	6580	0.206994519099925	0.205008925519637	216.501482815497	1.00968540064905
PIK3R3|ENSG00000117461.15|chr1	133	134	119	212	158	176	0.00439063887519384	0.0337729098556425	1383	0.803639396308504	0.282113255933558	95.9593418850446	2.84864103123809
P3R3URF-PIK3R3|ENSG00000278139.1|chr1	0	0	0	0	1	4	0.822872094565462	1	12192	0.259293703582569	1.15832402729483	5.328823320503	0.223852477780443
TSPAN1|ENSG00000117472.10|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
P3R3URF|ENSG00000250719.2|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
POMGNT1|ENSG00000085998.15|chr1	55	73	57	57	33	57	0.02583117128913	0.119706816264963	2334	-0.355000191556119	0.159282868769144	350.856006666221	-2.22874056889719
LURAP1|ENSG00000171357.6|chr1	11	2	5	8	14	0	0.349412161956575	1	6977	0.959027034162521	1.02489705137616	10.0671212568123	0.935730113453645
RAD54L|ENSG00000085999.13|chr1	106	99	105	182	160	146	0.0716041066955479	0.237180704130236	3363	0.387151327749212	0.214889831676206	170.250005982224	1.80162702315561
LRRC41|ENSG00000132128.18|chr1	456	375	327	359	338	399	0.0517524014152397	0.192718989109342	2954	-0.183519350714776	0.0943453212029378	1264.93671208407	-1.94518761900258
UQCRH|ENSG00000173660.12|chr1	458	337	478	480	554	403	1.79000138681768e-08	1.12034908228499e-06	168	-0.345360811543585	0.0613302991022178	3495.59150998055	-5.63116137698889
NSUN4|ENSG00000117481.11|chr1	385	259	370	492	450	481	3.10187965526557e-08	1.79210244918228e-06	182	1.01301536367597	0.183000536310296	302.99421786147	5.53558685728823
FAAH|ENSG00000117480.16|chr1	10	0	1	16	6	0	0.497077244150777	0.736183822836712	8589	-0.302665947420882	0.445689701161083	42.7202242798179	-0.679095672689757
DMBX1|ENSG00000197587.11|chr1	10	8	6	6	14	6	0.913913138988889	0.968631857319642	13118	-0.0618923599433377	0.572525710101168	28.1561467776772	-0.1081040708764
TMEM275|ENSG00000282881.3|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
KNCN|ENSG00000162456.10|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
MKNK1|ENSG00000079277.22|chr1	55	46	58	56	80	47	0.724774372404737	0.878542844860137	11081	-0.135460815532837	0.384738745413265	64.7548508952245	-0.352085193258434
MOB3C|ENSG00000142961.16|chr1	1	3	13	2	2	5	0.712308740786085	1	10973	0.83475529960275	2.26369924578521	2.96891887405978	0.368757157629038
ATPAF1|ENSG00000123472.13|chr1	226	175	154	226	145	164	0.0123340256228562	0.070523262329708	1869	-0.286146483961592	0.114346955030102	744.108885202248	-2.50244078546966
TEX38|ENSG00000186118.9|chr1	2	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
EFCAB14|ENSG00000159658.15|chr1	401	395	434	384	361	295	1.23109566632235e-05	0.000317278699298519	408	-0.790373758243603	0.180780532787766	311.809961271551	-4.37200701898302
CYP4B1|ENSG00000142973.15|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
CYP4A11|ENSG00000187048.14|chr1	0	0	0	0	0	0	0.796339065306535	1	11855.5	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
CYP4X1|ENSG00000186377.8|chr1	63	22	27	72	96	29	0.791821324147513	0.911324473255276	11730	-0.0745094685193892	0.282290291926057	147.423622579708	-0.263946266132688
CYP4Z1|ENSG00000186160.5|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
CYP4A22|ENSG00000162365.13|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
PDZK1IP1|ENSG00000162366.8|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
TAL1|ENSG00000162367.12|chr1	17	9	4	25	16	13	0.28328385472113	1	6235	1.42965270329009	1.33242360884992	8.86250456829567	1.07297160887451
STIL|ENSG00000123473.17|chr1	220	226	200	273	284	238	1.44852185717008e-06	5.210996720052e-05	292	1.28284413272819	0.266249135826992	129.916594699329	4.81820956429989
CMPK1|ENSG00000162368.15|chr1	251	268	252	244	237	191	0.199553596422187	0.444314373048118	5241	-0.186280335592607	0.145211092489361	469.626419224644	-1.28282442063615
FOXE3|ENSG00000186790.6|chr1	0	0	0	0	0	0	0.796339065306535	1	11855.5	-1.05312069398729	4.0804728567969	0.176714799248963	-0.258087905727174
FOXD2|ENSG00000186564.6|chr1	141	113	75	106	156	93	0.496487685587625	0.735809445236629	8584	-0.399401815233434	0.587332727328446	30.8356738448278	-0.680026493756208
TRABD2B|ENSG00000269113.4|chr1	23	29	18	12	8	16	0.926979097065142	1	13231	0.309144162606959	3.37323277017606	7.51479112974075	0.091646258550614
SLC5A9|ENSG00000117834.13|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
SPATA6|ENSG00000132122.12|chr1	11	6	3	7	5	10	0.460243339131616	0.707006385824535	8194	-0.492814655642164	0.667367027013677	18.0295636408969	-0.738446215791336
AGBL4|ENSG00000186094.18|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
BEND5|ENSG00000162373.13|chr1	4	8	3	2	5	4	0.656063551396888	1	10310	-0.717258592376314	1.61053387911976	3.39593147586859	-0.44535455085759
ELAVL4|ENSG00000162374.18|chr1	0	0	0	2	0	0	1	1	16732.5	NA	NA	0	NA
DMRTA2|ENSG00000142700.12|chr1	237	188	189	365	444	437	0.0113999093215251	0.0667056463638487	1825	0.825971287010798	0.326445681073536	110.01662754405	2.53019517456792
FAF1|ENSG00000185104.21|chr1	315	246	227	304	221	202	0.101535712785358	0.293794171694562	3886	0.187036329906334	0.114223891535613	736.911312034806	1.63745366570722
CDKN2C|ENSG00000123080.12|chr1	567	433	474	427	377	381	0.0448793310662747	0.17484074171526	2815	-0.323238557581582	0.161153248213742	322.991490032473	-2.00578369449223
C1orf185|ENSG00000204006.11|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
RNF11|ENSG00000123091.5|chr1	527	477	534	417	436	418	0.0719836805525224	0.237865003120781	3370	-0.306541197300166	0.170374370503888	384.099671969654	-1.79922130537333
TTC39A|ENSG00000085831.16|chr1	19	30	33	23	5	44	0.840299566973202	0.932194940027394	12470	-0.0609708457899673	0.302569358228712	98.0212619423579	-0.201510312038536
EPS15|ENSG00000085832.17|chr1	128	105	120	159	145	144	0.032648716357994	0.141030324967664	2516	-0.304322084485527	0.142447759903377	419.411222527209	-2.13637676501161
OSBPL9|ENSG00000117859.19|chr1	224	193	229	285	205	209	0.434614377631049	0.686346579972206	7858	-0.0922157379638603	0.118025586886813	770.811105038781	-0.781319884918644
NRDC|ENSG00000078618.23|chr1	64	60	52	75	74	49	0.837873418314557	0.931545056692979	12444	-0.0355271408255495	0.173629734939429	349.050327463319	-0.204614381505237
RAB3B|ENSG00000169213.7|chr1	68	67	113	76	55	39	0.381229707627082	0.639800310958147	7322	-0.144914616373888	0.165497023727032	388.791449730478	-0.875632764326372
TXNDC12|ENSG00000117862.13|chr1	276	338	255	384	406	315	0.000831170164472737	0.00939758524669982	936	-0.303816752540907	0.0909032111921421	1242.67132433769	-3.34220044106835
KTI12|ENSG00000198841.4|chr1	276	260	213	309	182	333	0.773097631914739	0.903445323021633	11542	-0.159535344499787	0.553316911757021	36.4064237630808	-0.288325444442306
BTF3L4|ENSG00000134717.18|chr1	671	570	615	878	789	733	0.970939233351734	0.990052951773999	13643	0.00501468164142527	0.137651296436352	659.362482062635	0.0364303262755246
ZFYVE9|ENSG00000157077.16|chr1	4	0	7	7	0	3	0.649650201011075	1	10256	0.518803983371962	1.14211568393505	5.82371507044408	0.454248191027789
ORC1|ENSG00000085840.13|chr1	97	77	114	136	87	108	0.00467851356039126	0.0351674500831531	1415	0.865444430145492	0.305986575870734	117.796890290713	2.82837385163951
PRPF38A|ENSG00000134748.13|chr1	753	580	641	690	652	617	0.273685639346814	0.534014566289061	6118	0.109894972717101	0.100396067110957	1113.52697381807	1.09461431985822
TUT4|ENSG00000134744.14|chr1	84	68	99	55	105	57	0.0024724990605302	0.021605014934154	1212	1.0608446520309	0.350496989919752	67.9601909040542	3.0266869118442
GPX7|ENSG00000116157.6|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
SHISAL2A|ENSG00000182183.15|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
COA7|ENSG00000162377.6|chr1	619	477	334	642	504	503	0.0209105182620774	0.10250540770431	2196	0.393803809770441	0.170507642785718	277.780353490647	2.30959623472917
ZYG11B|ENSG00000162378.13|chr1	609	553	546	612	543	538	0.000415595230361892	0.00536574484728829	816	0.590769963108209	0.167358003474085	407.527166845675	3.52997735898353
ZYG11A|ENSG00000203995.10|chr1	102	71	97	129	139	116	0.081737304577221	0.257443228509832	3556	0.61086311397196	0.350930871284869	79.6024682629381	1.74069357801266
ECHDC2|ENSG00000121310.17|chr1	9	1	16	5	12	0	0.697342185429643	1	10806	0.291573103785083	0.74971730607445	13.3370158298565	0.388910728647537
SCP2|ENSG00000116171.19|chr1	232	168	208	190	226	126	2.70337239070945e-05	0.000595932089901675	477	-0.464033585853926	0.11056014375099	989.814255684178	-4.1971145307033
SLC1A7|ENSG00000162383.13|chr1	4	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
CPT2|ENSG00000157184.7|chr1	168	99	116	161	216	169	0.0704121706953354	0.234670039575738	3338	-0.387354921973541	0.214096956657006	187.215176793478	-1.8092500146749
CZIB|ENSG00000162384.14|chr1	162	119	132	172	174	127	0.544259085071421	0.772725826357416	9102	-0.0809100315448789	0.133430119759907	558.911482036544	-0.606385062761451
MAGOH|ENSG00000162385.11|chr1	216	153	167	225	159	190	0.706863414972786	0.869207912234802	10914	0.0592281613850796	0.157491573351172	393.807035214917	0.376071939119013
LRP8|ENSG00000157193.18|chr1	294	280	249	333	314	315	0.0920708645175639	0.276449211993771	3737	0.332159719153432	0.197177324400153	243.465012266019	1.68457362003424
DMRTB1|ENSG00000143006.7|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
GLIS1|ENSG00000174332.6|chr1	6	4	0	10	0	5	0.827816594755487	1	12246	-0.406881345710144	1.87069551668292	2.91013197579279	-0.217502710666468
NDC1|ENSG00000058804.12|chr1	418	338	224	329	312	307	0.220536904708666	0.472098036036568	5496	-0.145882404244358	0.119077791036398	774.40485286155	-1.22510170011272
DIO1|ENSG00000211452.12|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
HSPB11|ENSG00000081870.12|chr1	238	237	199	154	238	166	0.000134868392800694	0.0022873244359666	621	-0.356562592348263	0.0934046995664175	1064.00210806693	-3.81739456369346
LRRC42|ENSG00000116212.15|chr1	177	157	198	202	170	190	0.000692063765593502	0.00811265384082015	901	0.830406025668033	0.244762296977191	170.654889643193	3.39270400679978
LDLRAD1|ENSG00000203985.11|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
TMEM59|ENSG00000116209.12|chr1	337	294	252	408	334	245	0.0309406121105745	0.135733100714776	2476	-0.210424685957484	0.0975165490547407	1046.00174248645	-2.15783564940719
TCEANC2|ENSG00000116205.14|chr1	87	70	80	59	123	95	0.0219018285460538	0.105678227981067	2231	0.837897176938118	0.365564140021875	84.6891028485715	2.29206611153922
CDCP2|ENSG00000157211.12|chr1	0	0	0	1	0	0	0.111378462076387	1	4041	4.44603637910898	2.79268768217558	2.05606405433041	1.59202778294399
CYB5RL|ENSG00000215883.11|chr1	66	73	82	86	41	32	0.948063525944559	0.981878441323866	13433	0.0183374177934849	0.281513186923682	132.936567819037	0.0651387524466348
MRPL37|ENSG00000116221.15|chr1	334	323	300	364	333	273	0.108960397089022	0.307327944042668	3999	-0.12148208672147	0.0757897211841311	2211.1960087666	-1.60288340982716
SSBP3|ENSG00000157216.16|chr1	228	225	208	284	259	257	0.745211422393952	0.889334290212274	11270	0.0449572110138332	0.138346950620919	454.615740105404	0.324959898371878
ACOT11|ENSG00000162390.18|chr1	8	2	0	3	0	0	0.795112123645355	1	11774	-0.412679768481415	1.58919771865404	4.92952704316557	-0.259678052414354
FAM151A|ENSG00000162391.12|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
MROH7|ENSG00000184313.20|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
TTC4|ENSG00000243725.7|chr1	256	219	199	214	220	223	0.1371009785257	0.355408895774351	4400	0.413152397671292	0.277903861705149	111.969077126626	1.48667382718718
PARS2|ENSG00000162396.6|chr1	152	83	143	198	174	175	0.848047790898829	0.935378321724372	12544	0.105622971069116	0.551239647436905	35.2097043980451	0.191609895188473
TTC22|ENSG00000006555.11|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
LEXM|ENSG00000162398.12|chr1	0	0	0	0	0	0	1	1	16732.5	NA	NA	0	NA
