rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
BCHE|ENSG00000114200.10|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ZBBX|ENSG00000169064.13|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SERPINI2|ENSG00000114204.16|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
WDR49|ENSG00000174776.12|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PDCD10|ENSG00000114209.15|chr3	222	270	151	198	178	103	0.437764695159385	0.732947028059273	7255	-0.209525512683634	0.270016361635703	179.002505841876	-0.775973394406073
SERPINI1|ENSG00000163536.13|chr3	0	4	0	12	0	0	0.537185356318565	0.800595779762178	8291	1.80697032341447	2.92828385827805	2.36680588116283	0.617074850276652
GOLIM4|ENSG00000173905.9|chr3	304	280	182	242	162	172	0.457651492992458	0.746478758231695	7503	-0.1883685927356	0.253620082507926	217.252377162018	-0.742719546783969
MECOM|ENSG00000085276.19|chr3	102	203	126	157	100	2	0.615600759468411	0.844768853727254	9109	-0.609485428933243	1.21388489523776	105.709424226556	-0.502094911407449
ACTRT3|ENSG00000184378.3|chr3	0	7	9	7	0	0	0.633196000681461	0.853393673807648	9267	-1.14280979232376	2.3946564309857	3.49368990020643	-0.477233300583896
MYNN|ENSG00000085274.16|chr3	25	67	67	46	38	32	0.695460790808547	0.883548169391218	9858	-0.230880674776132	0.589801003333506	44.3442783903327	-0.391455208572406
LRRC34|ENSG00000171757.17|chr3	24	10	12	0	0	0	0.00152016261996332	0.0242338024339632	719	-6.18887419279906	1.95182954179979	7.16159223688774	-3.17080670225549
LRRIQ4|ENSG00000188306.7|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LRRC31|ENSG00000114248.10|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SAMD7|ENSG00000187033.9|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SEC62|ENSG00000008952.17|chr3	206	325	176	198	245	89	0.519449340097339	0.789404735511214	8127	-0.193444620098771	0.300289168576651	196.37713271006	-0.644194464341437
GPR160|ENSG00000173890.17|chr3	10	17	15	0	1	0	0.00840321537858423	0.0802966474390566	1199	-5.04999223817862	1.91619699852489	6.50036571604868	-2.63542435462855
PHC3|ENSG00000173889.16|chr3	2	65	7	5	30	9	0.771850394034773	0.91509788491225	10639	-0.350809622372359	1.20987461922022	17.8051757982348	-0.28995535305837
PRKCI|ENSG00000163558.13|chr3	52	99	89	48	79	1	0.318756610271223	0.625935971719848	6033	-0.761203012082313	0.763481029579116	57.3501773590583	-0.997016274919026
SKIL|ENSG00000136603.14|chr3	152	288	155	156	182	91	0.430850842508365	0.728939851069344	7167	-0.234714370894936	0.297960506617363	162.471566870416	-0.787736514344007
CLDN11|ENSG00000013297.12|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SLC7A14|ENSG00000013293.6|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RPL22L1|ENSG00000163584.18|chr3	177	199	152	881	537	366	1.69490050912274e-19	5.71380871634261e-17	34	1.94058830423046	0.214871271540022	385.325281602421	9.03139954597889
EIF5A2|ENSG00000163577.8|chr3	54	161	49	11	15	10	6.45079197849468e-05	0.00211254221878589	350	-2.57029118150092	0.643266991321329	44.2247794647239	-3.99568331062861
SLC2A2|ENSG00000163581.14|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TNIK|ENSG00000154310.17|chr3	56	45	30	41	21	0	0.306052190500714	0.614247978903726	5892	-0.98863348439689	0.965895473148198	29.7965007630837	-1.02354086118095
PLD1|ENSG00000075651.17|chr3	6	8	2	7	0	0	0.61376452274178	0.843746033535706	9047	-1.09388388984064	2.16736347306523	3.4161634948977	-0.504707172301651
FNDC3B|ENSG00000075420.13|chr3	35	131	106	226	28	60	0.522380829724646	0.790775148269078	8157	0.374198973636308	0.584978623437111	92.6919441159695	0.639679739812812
GHSR|ENSG00000121853.4|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TNFSF10|ENSG00000121858.11|chr3	3	5	0	0	0	0	0.290801284457596	1	5688.5	-3.53475417687263	3.34614709053869	1.13266456430799	-1.05636544994308
NCEH1|ENSG00000144959.11|chr3	9	51	31	56	4	1	0.68037943146452	0.877424269037855	9716	-0.470754284966156	1.14275888617857	22.7869986574437	-0.411945416185192
ECT2|ENSG00000114346.14|chr3	49	97	45	81	61	22	0.975335479754146	0.992047083752449	12452	-0.0166871753496818	0.539735562562088	55.6608217107596	-0.0309173167513159
SPATA16|ENSG00000144962.7|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
NLGN1|ENSG00000169760.18|chr3	17	28	25	5	2	1	0.0144303974643282	0.112593427245849	1467	-2.96418986558492	1.21167008283063	11.882165151158	-2.44636713209934
NAALADL2|ENSG00000177694.16|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TBL1XR1|ENSG00000177565.18|chr3	261	377	253	191	190	73	0.00556254464482034	0.0626921206675819	1017	-0.775546118854783	0.279726862438827	210.905851471673	-2.77251212877128
KCNMB2|ENSG00000197584.13|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ENSG00000275163|ENSG00000275163.1|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ZMAT3|ENSG00000172667.11|chr3	130	281	235	97	114	166	0.169669518825482	0.467990830387921	4156	-0.479993862295431	0.349527108459728	166.463587264082	-1.37326648113399
PIK3CA|ENSG00000121879.6|chr3	48	51	81	61	6	0	0.150559613185072	0.443190481737204	3892	-1.40622132275933	0.978201711101347	38.3124640681495	-1.43755761904779
KCNMB3|ENSG00000171121.17|chr3	7	8	0	0	0	0	0.126193483797124	0.406013445519708	3561	-4.46719707716229	2.92109925393454	2.16538324978842	-1.52928630245797
ZNF639|ENSG00000121864.10|chr3	231	254	327	315	143	140	0.340056954445027	0.646727701861925	6277	-0.276635395688717	0.289958184170562	227.585019625721	-0.954052724809421
MFN1|ENSG00000171109.19|chr3	92	69	74	80	73	56	0.947321098576634	0.983896701412693	12202	0.0273681309632033	0.414221468852128	72.8742045104113	0.0660712517848113
GNB4|ENSG00000114450.11|chr3	97	161	124	87	84	49	0.10472124975027	0.370810925127461	3237	-0.580386204065776	0.357736741758412	95.5147723018272	-1.62238354722235
ACTL6A|ENSG00000136518.17|chr3	123	139	92	180	164	15	0.766204653275003	0.912654713831051	10540	0.156880661389996	0.527608383173918	112.388283502922	0.297343003623736
MRPL47|ENSG00000136522.14|chr3	252	296	267	227	84	147	0.0392177561975279	0.210588215561916	2134	-0.618861577958623	0.300142174525244	204.154197605454	-2.0618947634984
NDUFB5|ENSG00000136521.13|chr3	301	244	264	201	253	232	0.973599684359005	0.991505819048041	12439	-0.0082448126047653	0.249133691542854	247.881190242435	-0.0330939286200361
USP13|ENSG00000058056.10|chr3	150	124	115	83	86	45	0.0655018817008248	0.281915696448622	2662	-0.674539269027196	0.366235715499181	96.5818027907782	-1.8418172790925
PEX5L|ENSG00000114757.19|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TTC14|ENSG00000163728.11|chr3	85	111	57	109	109	67	0.286632160431731	0.599412118749953	5621	0.401855579242072	0.377138369125216	87.3753458763737	1.06553883704326
CCDC39|ENSG00000284862.3|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
FXR1|ENSG00000114416.19|chr3	66	125	73	70	102	52	0.983173086196209	0.9941778845776	12520	0.00879717380106982	0.417106124487524	78.4456867535363	0.0210909724998127
DNAJC19|ENSG00000205981.9|chr3	214	353	233	284	165	84	0.18096661671302	0.480927280492612	4316	-0.402837164496208	0.30112255842145	209.210099805392	-1.33778474322206
SOX2|ENSG00000181449.4|chr3	100	241	70	98	100	39	0.216888423182164	0.521825169293443	4784	-0.542995288439254	0.43972770408339	99.7202085687269	-1.23484438982785
ATP11B|ENSG00000058063.16|chr3	52	62	19	32	1	1	0.0878076763290552	0.335044374859576	3003	-1.8658056508376	1.09298248865208	24.9048994597724	-1.70707735046935
DCUN1D1|ENSG00000043093.15|chr3	101	232	143	34	150	110	0.416000124462749	0.715430047872648	7045	-0.376779169768006	0.46322640159242	124.716483801328	-0.81338017106271
MCCC1|ENSG00000078070.14|chr3	16	65	1	17	28	0	0.660204751633266	0.866714714783049	9516	-0.58765536000406	1.33670291077825	18.646136022146	-0.439630493257413
LAMP3|ENSG00000078081.8|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MCF2L2|ENSG00000053524.13|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
B3GNT5|ENSG00000176597.12|chr3	136	98	89	25	3	0	8.28764821198674e-06	0.000399130352125176	238	-3.45781507067974	0.775709629090942	53.8407324166287	-4.45761524803034
KLHL6|ENSG00000172578.12|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
KLHL24|ENSG00000114796.16|chr3	46	24	74	75	30	1	0.634739103570486	0.853561511043892	9288	-0.424634682006786	0.893841368678105	39.8103303327934	-0.475067161676322
YEATS2|ENSG00000163872.16|chr3	40	29	15	24	32	9	0.822421715267612	0.936711499193402	11050	-0.187980524746255	0.837586031411511	23.8221328253147	-0.224431303408281
ENSG00000283765|ENSG00000283765.1|chr3	65	60	60	36	84	7	0.569189607866208	0.817202302163795	8666.5	-0.38880967424883	0.683026454896191	49.7931663243583	-0.569245409839832
MAP6D1|ENSG00000180834.8|chr3	65	60	60	36	84	7	0.569189607866208	0.817202302163795	8666.5	-0.38880967424883	0.683026454896191	49.7931663243583	-0.569245409839832
PARL|ENSG00000175193.14|chr3	484	787	575	488	641	368	0.699308983869719	0.884980925021804	9900	-0.069077996161559	0.178841118557363	539.838930532257	-0.38625343387909
ABCC5|ENSG00000114770.17|chr3	42	43	15	89	0	0	0.963270606843657	0.989248964756025	12345	-0.115677191464956	2.51200542759685	28.5404322766489	-0.046049737868449
HTR3D|ENSG00000186090.11|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
HTR3C|ENSG00000178084.2|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
HTR3E|ENSG00000186038.9|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
EIF2B5|ENSG00000145191.15|chr3	67	134	49	40	135	44	0.869189829118333	0.956189288380794	11564	0.0874036362556862	0.530723646776757	75.1509440663437	0.164687661434561
DVL3|ENSG00000161202.20|chr3	113	79	62	37	25	30	0.014951290294553	0.114400326673008	1498	-1.24799216072739	0.512826399452316	55.1451735493942	-2.43355677878559
AP2M1|ENSG00000161203.14|chr3	230	377	336	258	173	68	0.0157469103479093	0.118510234016899	1523	-0.754663300010503	0.312525017959376	226.128230586392	-2.41472924291968
ABCF3|ENSG00000161204.12|chr3	20	45	42	11	53	41	0.716403161387975	0.89154323372694	10059	0.272295510885657	0.749567734166266	35.6028506209968	0.363270053490933
VWA5B2|ENSG00000145198.15|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ALG3|ENSG00000214160.10|chr3	218	315	148	212	194	152	0.878076856060671	0.959724092438274	11632	-0.0392106998302143	0.255598165802368	198.996214919285	-0.153407594718549
EEF1AKMT4|ENSG00000284753.2|chr3	58	68	60	15	0	70	0.659701716376842	0.866647687462621	9512	-0.72381453765258	1.6438187520963	45.3124473701783	-0.440325027762049
EEF1AKMT4-ECE2|ENSG00000284917.1|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CAMK2N2|ENSG00000163888.4|chr3	19	11	22	16	40	0	0.865175085142855	0.955053141257483	11528	0.205826072327258	1.21223719963671	17.5243773947639	0.169790262490659
ECE2|ENSG00000145194.19|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PSMD2|ENSG00000175166.17|chr3	101	122	91	120	105	79	0.600127958608022	0.836418013278735	8926	0.17210430438494	0.328307676210476	100.602643682904	0.524216510474172
EIF4G1|ENSG00000114867.22|chr3	851	1129	713	912	567	387	0.0577832466250242	0.26328693237186	2515	-0.329990718038475	0.173922933755502	722.837796555019	-1.89733872878645
FAM131A|ENSG00000175182.15|chr3	70	102	53	79	26	62	0.740062675598353	0.900883334498662	10328	-0.169948425208087	0.512247179000721	63.1341694652715	-0.331770348720354
CLCN2|ENSG00000114859.16|chr3	12	11	6	18	25	20	0.158582018142411	0.45441677298708	4000	1.37210602175717	0.973223789552336	15.674214227756	1.40985663984674
POLR2H|ENSG00000163882.10|chr3	598	653	437	489	229	330	0.0337917948208177	0.192690908832592	2009	-0.462066559301345	0.217694339570786	438.638235817202	-2.12254742228195
THPO|ENSG00000090534.20|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
CHRD|ENSG00000090539.16|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
EPHB3|ENSG00000182580.3|chr3	17	12	42	6	31	1	0.494061057661162	0.771647663655524	7890	-0.795194787614811	1.16279670307184	17.7992024912416	-0.683863985436224
MAGEF1|ENSG00000177383.5|chr3	677	932	723	707	562	596	0.545213262631418	0.804991390425224	8400	-0.0832213492542443	0.137567675401268	682.732525345132	-0.604948430010888
VPS8|ENSG00000156931.16|chr3	0	10	7	13	0	2	0.990752110803826	0.996752452737071	12581	-0.0233872158905392	2.0177448355235	4.89579177188299	-0.0115907697934816
C3orf70|ENSG00000187068.3|chr3	13	33	2	0	0	5	0.126985774731692	0.406822282479938	3577	-2.72525585437645	1.78576874539212	7.77611139486397	-1.52609673643832
EHHADH|ENSG00000113790.11|chr3	19	22	26	17	13	0	0.368931428006384	0.673037088621546	6587	-1.06405660994059	1.18428951488326	15.1213431140583	-0.898476763129555
MAP3K13|ENSG00000073803.14|chr3	31	29	54	0	70	1	0.788121941726439	0.922644044674794	10770	-0.532080395922277	1.97983278138488	30.0731403575856	-0.268750169673467
TMEM41A|ENSG00000163900.11|chr3	290	338	299	263	224	120	0.0699803190414892	0.2941380333163	2727	-0.422851488609416	0.233356849807299	245.057348796963	-1.8120380394173
LIPH|ENSG00000163898.10|chr3	6	14	7	3	9	0	0.558833197196914	0.812964349063464	8535	-0.965353384098722	1.65137507982533	5.97131944585636	-0.584575482512931
SENP2|ENSG00000163904.13|chr3	129	101	85	71	145	27	0.679188849822608	0.876625639820299	9709	-0.202501709396446	0.489642810490607	89.7247963116966	-0.413570270119041
IGF2BP2|ENSG00000073792.16|chr3	261	276	165	177	308	169	0.621272791353474	0.848347478495773	9154	0.138048736524653	0.279424142147808	221.542937075221	0.494047276887152
TRA2B|ENSG00000136527.19|chr3	1128	1481	972	1235	1288	945	0.0852362974647368	0.330345131236235	2956	0.189027855305992	0.109830948558964	1148.55421947762	1.72108005790836
ETV5|ENSG00000244405.8|chr3	278	316	199	291	252	115	0.770265172735562	0.914709843544863	10571	-0.0771396150202167	0.26415138334267	231.620950987879	-0.292028056200438
DGKG|ENSG00000058866.15|chr3	1	1	0	7	0	0	0.535355137192317	1	8263	1.8935876685455	3.05490220019212	1.36750920038353	0.619852140741664
CRYGS|ENSG00000213139.8|chr3	1	0	0	0	0	0	0.857221336264943	1	11447	-0.73412768554571	4.0804728567969	0.160509066770747	-0.179912405083853
DNAJB11|ENSG00000090520.12|chr3	216	206	181	527	383	438	5.8195029191023e-12	9.52902035125007e-10	70	1.38625538917833	0.201373542340331	331.550757514883	6.88399962113934
AHSG|ENSG00000145192.13|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
FETUB|ENSG00000090512.12|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
HRG|ENSG00000113905.5|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
KNG1|ENSG00000113889.14|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
EIF4A2|ENSG00000156976.17|chr3	473	703	501	1360	1128	754	9.98349566061738e-18	2.79099578687796e-15	41	1.16503849205206	0.1358782664076	814.552553922377	8.57413420743272
RFC4|ENSG00000163918.12|chr3	166	151	56	128	128	125	0.443606168343723	0.737480138331349	7311	0.289861773677765	0.378351404334571	123.885874120923	0.766117874433589
ADIPOQ|ENSG00000181092.10|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ST6GAL1|ENSG00000073849.16|chr3	31	41	13	1	7	15	0.180341565006627	0.480221388523811	4306	-1.48425676185008	1.10789894947257	17.0234330669425	-1.33970409716218
RPL39L|ENSG00000163923.10|chr3	95	67	123	127	30	82	0.872355879797139	0.957657727643788	11588	-0.0806476479099708	0.501956058355904	86.6006149384134	-0.160666748747136
RTP1|ENSG00000175077.6|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MASP1|ENSG00000127241.18|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RTP4|ENSG00000136514.3|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
SST|ENSG00000157005.4|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RTP2|ENSG00000198471.1|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
BCL6|ENSG00000113916.18|chr3	24	11	15	6	1	12	0.374448790299843	0.677859860640138	6637	-1.11456447171814	1.25489855665267	11.4270044652016	-0.888170972712839
ENSG00000285938|ENSG00000285938.1|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LPP|ENSG00000145012.14|chr3	89	81	40	73	19	15	0.194336545802189	0.49744931190203	4481	-0.825323870663858	0.635912889700947	49.2038061138986	-1.2978568040223
TPRG1|ENSG00000188001.10|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TP63|ENSG00000073282.14|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
P3H2|ENSG00000090530.10|chr3	18	4	12	0	0	0	0.00653358903232095	0.0691486588074448	1083	-5.78498348059315	2.12704587612677	5.41717299946837	-2.71972670901075
CLDN1|ENSG00000163347.6|chr3	20	40	11	4	0	28	0.60508095874813	0.839234989009083	8968	-0.667115726366304	1.29009041898485	16.7962540226415	-0.517107728690247
CLDN16|ENSG00000113946.4|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TMEM207|ENSG00000198398.3|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
IL1RAP|ENSG00000196083.10|chr3	0	17	7	0	6	0	0.452386206533772	0.741915967848061	7465	-1.70583082524517	2.27007405136183	4.41987408286448	-0.751442810520581
GMNC|ENSG00000205835.9|chr3	0	0	0	7	0	0	0.325185785329378	1	6093	3.69513901346215	3.75576804625666	1.07677266081364	0.983857088071522
UTS2B|ENSG00000188958.10|chr3	0	0	9	0	0	0	0.266497068707732	1	5373	-3.93493069733191	3.5412639150569	1.50532492979875	-1.11116561536157
CCDC50|ENSG00000152492.15|chr3	193	269	138	156	194	86	0.437700363860966	0.732947028059273	7253	-0.234772032522697	0.30250917611644	164.747652350456	-0.776082350746048
FGF12|ENSG00000114279.15|chr3	13	8	14	13	12	0	0.769987742355639	0.91469304532259	10567	-0.412254455855457	1.4099426960126	9.54017239676753	-0.292390929802563
MB21D2|ENSG00000180611.7|chr3	183	252	132	262	200	118	0.375617429075621	0.678546061880943	6653	0.245065815046393	0.276597928529272	184.033567786343	0.886000182103524
PLAAT1|ENSG00000127252.7|chr3	17	21	9	16	0	0	0.362140596582014	0.667367809687198	6496	-1.48023625333501	1.62432386407389	9.42995064697189	-0.911293791881197
ATP13A5|ENSG00000187527.12|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ATP13A4|ENSG00000127249.15|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
HES1|ENSG00000114315.4|chr3	882	1077	690	1652	1690	1230	1.12531220586723e-19	3.90858439504552e-17	33	1.01950848200163	0.112328871983136	1203.06925083489	9.07610362324918
CPN2|ENSG00000178772.7|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
LRRC15|ENSG00000172061.9|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
GP5|ENSG00000178732.6|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ATP13A3|ENSG00000133657.17|chr3	120	195	88	48	16	10	1.51305256860343e-05	0.000635260386129396	273	-2.25911953676204	0.522124945532994	71.6332324060458	-4.32677954977978
TMEM44|ENSG00000145014.18|chr3	0	6	0	0	0	0	0.447611240977858	1	7396.5	-3.0057344742512	3.95802048582423	0.781364836794895	-0.759403465701183
LSG1|ENSG00000041802.11|chr3	209	285	182	304	264	101	0.551003793799809	0.808522073103158	8447	0.17262104717001	0.289507966986057	214.774583613213	0.596256638347793
FAM43A|ENSG00000185112.6|chr3	53	108	66	73	40	0	0.545581995545273	0.805176115204773	8403	-0.887914980021386	1.46910058741863	51.741122802287	-0.604393591307146
XXYLT1|ENSG00000173950.16|chr3	235	400	258	186	160	133	0.00434774735571567	0.0529364913556714	941	-0.658130960305933	0.230780366455531	217.308665356666	-2.85176321718316
ACAP2|ENSG00000114331.16|chr3	41	22	8	8	16	45	0.743054928691814	0.901735901817425	10361	0.31622342068149	0.964653042932228	24.2923025748694	0.327810525243641
PPP1R2|ENSG00000184203.8|chr3	122	136	99	100	47	82	0.299385708345944	0.610296142092454	5783	-0.401815827598394	0.387198460491208	94.6856527460261	-1.0377516147369
APOD|ENSG00000189058.9|chr3	1	0	0	0	0	0	0.857221336264943	1	11447	-0.73412768554571	4.0804728567969	0.160509066770747	-0.179912405083853
MUC20|ENSG00000176945.18|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
MUC4|ENSG00000145113.22|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
TNK2|ENSG00000061938.21|chr3	75	50	69	109	64	75	0.215929334742074	0.520719973661615	4771	0.541293333330682	0.437435258272083	73.7614409626667	1.23742502026208
TFRC|ENSG00000072274.14|chr3	164	166	157	75	63	7	0.00144742546066585	0.0233667473664113	710	-1.62259645899439	0.509445772271518	98.0876999125691	-3.18502291570613
SLC51A|ENSG00000163959.10|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PCYT1A|ENSG00000161217.12|chr3	84	92	82	140	85	10	0.966036529933253	0.989855832633567	12369	-0.0248606713119247	0.583861234472624	77.4945814224809	-0.0425797601280726
DYNLT2B|ENSG00000213123.11|chr3	11	38	19	0	29	0	0.509476054417287	0.783420248957733	8029	-0.981314234657485	1.48762019187095	14.8956125909517	-0.659653747656722
TM4SF19|ENSG00000145107.16|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
UBXN7|ENSG00000163960.12|chr3	348	472	267	264	211	268	0.209820280368255	0.514170634568887	4685	-0.281781618802307	0.224695524787927	295.677103705485	-1.25405977296726
RNF168|ENSG00000163961.4|chr3	157	152	89	111	137	45	0.522941560426011	0.791047796920651	8162	-0.249540937025393	0.390629367194215	110.109299191587	-0.638817656792622
SMCO1|ENSG00000214097.5|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
WDR53|ENSG00000185798.8|chr3	54	54	27	79	44	22	0.645724536823625	0.859788035029774	9387	0.276082156364811	0.600557478769975	44.6122233511095	0.459709796521501
FBXO45|ENSG00000174013.8|chr3	521	819	665	310	433	236	3.4247754064785e-05	0.00124223973762837	316	-0.806909141122553	0.194754567633837	473.81339812097	-4.143210354068
NRROS|ENSG00000174004.6|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
PIGX|ENSG00000163964.18|chr3	119	101	151	111	141	111	0.609135279807865	0.841193804476837	9004	0.175484529670729	0.343206968699544	122.38710984459	0.511308177499025
CEP19|ENSG00000174007.9|chr3	66	79	40	81	77	15	0.898298489714786	0.96841326018186	11780	0.0739684106538549	0.578732428566056	56.4891613691676	0.127811069507767
PAK2|ENSG00000180370.10|chr3	110	161	121	92	58	62	0.0603567566022145	0.269483095209533	2566	-0.65954232923324	0.351160630010533	96.1322999115536	-1.87817845415489
SENP5|ENSG00000119231.11|chr3	182	262	169	145	135	152	0.366341129968229	0.670443753700256	6540	-0.24206398414299	0.26796310416865	169.342550145027	-0.903348186288516
NCBP2|ENSG00000114503.11|chr3	232	239	270	137	100	179	0.0598458135285307	0.268369606676064	2556	-0.580138692680976	0.308268297865161	189.706945166263	-1.88192784239764
NCBP2AS2|ENSG00000270170.2|chr3	540	580	556	425	519	487	0.940677586371075	0.982866590244782	12136	0.0133298342974738	0.17912049807316	513.120240190156	0.0744182516287404
PIGZ|ENSG00000119227.8|chr3	0	2	0	0	0	0	0.722543449797487	1	10125.5	-1.44028499381385	4.05643704564762	0.260454945598298	-0.355061591639692
MELTF|ENSG00000163975.14|chr3	0	18	13	14	12	0	0.956874873751591	0.986830149043178	12294	-0.0914605419368032	1.69134356176163	8.74239559703665	-0.0540756733312906
DLG1|ENSG00000075711.21|chr3	33	19	4	23	11	34	0.55786985131564	0.812470352633003	8525	0.575729097927908	0.982458733683579	21.0667840673491	0.586008427824037
BDH1|ENSG00000161267.12|chr3	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
RUBCN|ENSG00000145016.16|chr3	26	61	43	9	13	7	0.0176304469206974	0.128060952221187	1578	-1.91888744411159	0.808534978262773	24.4170306108088	-2.37328933899005
FYTTD1|ENSG00000122068.13|chr3	224	165	141	99	104	123	0.16517988340337	0.464174567420223	4078	-0.456940339270932	0.329241104288713	140.210843798503	-1.38785933262525
LRCH3|ENSG00000186001.14|chr3	25	44	30	37	46	59	0.175990876322132	0.476430662353396	4236	0.815823915290526	0.602883738547356	40.8666709772036	1.35320272073725
IQCG|ENSG00000114473.14|chr3	0	24	3	0	0	0	0.048828432493313	0.241967787824623	2313	-5.21390272373144	2.64653462581508	3.62723432377916	-1.97008672128205
RPL35A|ENSG00000182899.17|chr3	5143	6407	4474	4677	3894	2685	0.000487824180061812	0.0105898499088418	528	-0.296938008215334	0.0851470659676283	4367.32279545868	-3.48735455345256
LMLN|ENSG00000185621.11|chr3	13	42	19	3	9	3	0.0720797331372474	0.300188536816595	2751	-2.02076507291966	1.12351225645718	13.3828342220697	-1.79861417737607
ZNF595|ENSG00000272602.6|chr4	30	84	33	53	71	0	0.950183799057663	0.984356227128457	12230	-0.057452565150106	0.91959463303128	41.6764638206651	-0.0624759683086925
ZNF718|ENSG00000250312.8|chr4	4	28	0	3	0	0	0.164873426067821	0.463749499285732	4076	-3.16838701224523	2.28127583917039	4.74987950295072	-1.38886624661639
ZNF732|ENSG00000186777.12|chr4	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ZNF141|ENSG00000131127.14|chr4	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ZNF721|ENSG00000182903.16|chr4	56	95	67	266	173	88	4.92275284576118e-05	0.00169443222576921	333	1.45855540356288	0.359315192548921	121.943494490761	4.05926449481899
PIGG|ENSG00000174227.16|chr4	35	31	57	12	27	13	0.1706454067454	0.469463817826265	4168	-1.05070446229234	0.766863149630797	28.4423066994232	-1.3701329406664
TMEM271|ENSG00000273238.3|chr4	13	18	13	3	12	1	0.34105917889642	0.647972867314896	6284	-1.26019821275649	1.32363397691358	9.34843619560183	-0.952074542310401
PDE6B|ENSG00000133256.13|chr4	0	0	0	0	0	0	1	1	16078.5	NA	NA	0	NA
ATP5ME|ENSG00000169020.10|chr4	871	923	781	524	570	370	1.96653660854192e-05	0.000785381275508973	287	-0.601454692002742	0.140900225794097	647.832914741518	-4.26865669386274
