rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ECHDC1|ENSG00000093144.19|chr6	1231	1413	972	1100	905	905	0.592875350241456	0.791240849270369	9694	-0.0756921513437055	0.141566937896377	1060.92490519908	-0.534673932123262
KIAA0408|ENSG00000189367.15|chr6	9	14	26	26	13	6	0.992672004127553	1	13606	-0.00967245579974959	1.05313850932569	15.1278189845194	-0.0091844099461739
SOGA3|ENSG00000214338.10|chr6	0	3	15	9	6	0	0.905261536367508	1	12792	-0.246480016535538	2.07095707990955	5.31917806041662	-0.119017443155463
C6orf58|ENSG00000184530.9|chr6	0	0	8	0	0	0	0.338857774953657	1	6834.5	-3.7655608169777	3.93712261711808	1.33806660426556	-0.956424572759188
THEMIS|ENSG00000172673.12|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
PTPRK|ENSG00000152894.15|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
LAMA2|ENSG00000196569.14|chr6	0	0	10	3	0	0	0.603041685712599	1	9792	-1.82829594728639	3.51574140705345	2.1340572528235	-0.520031406069393
ARHGAP18|ENSG00000146376.11|chr6	42	66	36	10	25	56	0.714566857944824	1	10871	-0.282575487283362	0.77263499811597	39.0529356427062	-0.365729598028057
TMEM244|ENSG00000203756.8|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
L3MBTL3|ENSG00000198945.8|chr6	77	67	27	31	113	57	0.426891196537211	0.674457399624816	7861	0.502284970095496	0.632184539361816	61.9203828024879	0.794522704719334
SAMD3|ENSG00000164483.17|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
TMEM200A|ENSG00000164484.12|chr6	0	0	0	0	9	0	0.284463957285875	1	6160	4.21431056644344	3.93733776490829	1.55279814981987	1.070345197205
SMLR1|ENSG00000256162.2|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
AKAP7|ENSG00000118507.18|chr6	57	39	22	88	7	51	0.522702788423681	1	8974	0.512092154251247	0.801164607812922	43.4380706829605	0.639184693454188
ARG1|ENSG00000118520.15|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
MED23|ENSG00000112282.18|chr6	23	20	25	44	90	21	0.0607561768739149	1	3059	1.35696209713599	0.723610570358151	37.2153580730866	1.87526571988074
ENPP3|ENSG00000154269.15|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
OR2A4|ENSG00000180658.4|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
CTAGE9|ENSG00000236761.6|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
ENPP1|ENSG00000197594.14|chr6	498	626	433	430	426	244	0.174220769299125	0.401600986871203	4808	-0.288836000428953	0.212572299482516	425.127036254113	-1.35876594049221
CCN2|ENSG00000118523.6|chr6	192	244	158	303	183	128	0.442832861945386	0.688058709501454	8034	0.243849636031858	0.317753227413566	194.273734742731	0.767418282472643
MOXD1|ENSG00000079931.15|chr6	195	238	241	268	258	184	0.299885978885612	0.552965147608707	6370	0.282416980298305	0.272424994239962	227.256126465414	1.03667793436582
STX7|ENSG00000079950.14|chr6	494	347	426	228	285	311	0.184534208924734	0.415145941962809	4945	-0.385319740947158	0.29038594410323	345.751074949366	-1.32692283759499
TAAR8|ENSG00000146385.2|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
TAAR5|ENSG00000135569.5|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
TAAR1|ENSG00000146399.3|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
VNN1|ENSG00000112299.8|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
VNN2|ENSG00000112303.14|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
SLC18B1|ENSG00000146409.12|chr6	180	166	157	157	130	27	0.251406290076124	0.498508319796791	5768	-0.547941381116612	0.477741844920002	129.059068232398	-1.14694031293902
RPS12|ENSG00000112306.8|chr6	631	901	579	1528	824	1321	2.40142506574109e-07	9.46468040804e-06	235	1.05625549520905	0.204493380868367	972.053777503378	5.16523073130159
EYA4|ENSG00000112319.20|chr6	128	171	124	164	178	132	0.220091353298387	0.460362717761893	5401	0.399005435390968	0.325377344489258	147.40944791643	1.22628524127051
TCF21|ENSG00000118526.7|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
TBPL1|ENSG00000028839.10|chr6	271	465	296	283	174	228	0.224164657549292	0.46593650319155	5445	-0.336855056099027	0.277126458474211	275.335985431502	-1.21552831134806
SLC2A12|ENSG00000146411.6|chr6	47	94	23	15	28	12	0.088922148022295	1	3555	-1.29041869855612	0.758574077649528	33.308476289458	-1.70111098780825
SGK1|ENSG00000118515.12|chr6	4	19	36	91	39	25	0.0706074287573187	1	3244	1.5161199001852	0.83856465768776	35.1518459096216	1.80799403634028
ALDH8A1|ENSG00000118514.14|chr6	0	5	0	0	0	0	0.489104528236632	1	8594	-2.74486462393061	3.96809393640492	0.651137363995746	-0.691733781488412
HBS1L|ENSG00000112339.15|chr6	539	649	551	344	292	179	3.28020976190394e-05	0.000645038276321748	477	-0.895697782162153	0.21567040024503	404.344148343769	-4.15308628882091
MYB|ENSG00000118513.20|chr6	15	5	11	7	17	12	0.721136746058538	1	10945	0.420752006705481	1.17877526138167	11.446379435292	0.356939970230041
AHI1|ENSG00000135541.22|chr6	45	87	106	214	116	102	0.0201348514835617	0.0985671217974357	2040	1.04096510631194	0.447953226964321	110.786795529841	2.32382544348731
PDE7B|ENSG00000171408.14|chr6	0	0	0	0	31	0	0.0328964399895795	1	2422	5.99795946110157	2.81152819743432	5.34852696049066	2.13334494264544
MTFR2|ENSG00000146410.12|chr6	166	165	161	171	300	245	0.0183281369822901	0.0925096483542078	1973	0.790089764136547	0.334936874928844	204.940628087887	2.35892140662147
BCLAF1|ENSG00000029363.17|chr6	1312	1797	1243	1694	1092	1481	0.164563197733427	0.388469478808335	4678	0.223005195927967	0.160448437894662	1414.71661727227	1.38988698708537
MAP7|ENSG00000135525.19|chr6	190	231	226	174	202	85	0.372609588682009	0.625427693072267	7248	-0.30235130258901	0.339112500768083	177.973828783027	-0.891595862447391
MAP3K5|ENSG00000197442.11|chr6	16	132	44	71	68	2	0.795310230659596	0.90865705101601	11706	-0.230628253008641	0.889010623628719	50.1943298721374	-0.259421256483161
PEX7|ENSG00000112357.14|chr6	211	340	230	246	249	144	0.811250087491723	0.917659783872538	11841	-0.0671533674514034	0.281195686493082	227.870929193055	-0.238813647139838
SLC35D3|ENSG00000182747.5|chr6	35	24	53	9	35	114	0.31659754243905	0.570047907867512	6565	0.83737581100031	0.836143056770083	49.1413716350672	1.00147433411095
IL20RA|ENSG00000016402.14|chr6	15	48	48	0	18	0	0.0680537787980556	1	3191	-2.41924536502928	1.32586776949629	19.7925506211534	-1.82465055768599
IL22RA2|ENSG00000164485.15|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
IFNGR1|ENSG00000027697.16|chr6	170	259	222	321	319	248	0.00900032986365792	0.0561732177878704	1566	0.676281554877291	0.258909181204085	255.013116121634	2.61204161139505
OLIG3|ENSG00000177468.7|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
TNFAIP3|ENSG00000118503.17|chr6	3	15	17	3	53	38	0.107209886245048	1	3878	1.73793757268164	1.07888694349955	22.920834672902	1.61086162285396
PERP|ENSG00000112378.12|chr6	1992	2285	1801	1936	1465	1116	0.0560881123761102	0.196775794252853	2964	-0.222404543628111	0.11642081131993	1705.12903087588	-1.9103504013293
ARFGEF3|ENSG00000112379.9|chr6	207	150	158	209	217	168	0.198226527512279	0.43352399003984	5126	0.41028774726335	0.318887881600344	184.306358244115	1.28662069315496
PBOV1|ENSG00000254440.3|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
SMIM28|ENSG00000262543.2|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
HEBP2|ENSG00000051620.11|chr6	2103	2391	2072	1153	968	666	4.49982456717266e-17	6.61545637161162e-15	63	-1.03464916613995	0.123185982016421	1480.7106531762	-8.39908201569582
NHSL1|ENSG00000135540.12|chr6	99	104	99	135	137	143	0.0607340540933262	0.207418439901323	3058	0.697701267978063	0.37202269388961	120.639647218546	1.8754266324008
CCDC28A|ENSG00000024862.18|chr6	330	407	378	594	343	152	0.716597465511314	0.869302649059043	10891	0.114152743512809	0.314461764408284	351.89203115093	0.36300993135877
ECT2L|ENSG00000203734.13|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
REPS1|ENSG00000135597.19|chr6	513	620	529	798	622	451	0.036133645061233	0.145255998505703	2533	0.373293319594681	0.178147227389012	577.013346055226	2.0954203164753
ABRACL|ENSG00000146386.8|chr6	1318	1703	1213	1156	1060	929	0.112298810096031	0.30643646730382	3959	-0.192453594530854	0.121196648805261	1193.3970909747	-1.5879448518423
HECA|ENSG00000112406.5|chr6	198	246	191	253	296	112	0.444238375266272	0.689317445420709	8063	0.249820695902054	0.326539224008324	209.437874101751	0.765055703983928
TXLNB|ENSG00000164440.15|chr6	17	13	0	0	0	0	0.0371362991018931	1	2561	-5.49549502449341	2.63666169810192	4.42161128149163	-2.08426247039941
CITED2|ENSG00000164442.10|chr6	218	342	319	364	358	123	0.722227741133273	0.871339499593119	10963	0.11648466299334	0.327679935998503	276.656984923796	0.355483049758261
NMBR|ENSG00000135577.5|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
GJE1|ENSG00000203733.6|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
VTA1|ENSG00000009844.16|chr6	736	819	775	858	876	475	0.524531516367515	0.747532067178939	8996	0.116087583139912	0.182419860815451	737.99643482595	0.636375790557995
ADGRG6|ENSG00000112414.15|chr6	77	69	86	66	16	6	0.0703591758638952	0.228762202943807	3240	-1.31939865292871	0.729114129861285	49.9110320773692	-1.80959139165185
HIVEP2|ENSG00000010818.10|chr6	52	60	34	51	37	42	0.893568787984806	1	12679	0.0788320703031902	0.58922329274371	44.9584368891601	0.13378980646897
AIG1|ENSG00000146416.19|chr6	306	570	411	354	235	199	0.0562830125238485	0.197160840391787	2970	-0.485917749490589	0.254562088428808	329.175139330142	-1.90883784969608
ADAT2|ENSG00000189007.16|chr6	76	98	102	127	124	81	0.245282018257787	0.491578728038408	5706	0.468638615334784	0.403343234379762	100.082189444894	1.16188540029791
PEX3|ENSG00000034693.15|chr6	242	226	192	323	209	107	0.732769052876869	0.87731499495726	11088	0.11455350130861	0.335496790841083	208.762856129019	0.341444402557255
FUCA2|ENSG00000001036.14|chr6	1127	1285	1062	905	662	678	0.00539043932078816	0.0384639822720647	1355	-0.406456258462499	0.14606408721581	922.685584739897	-2.7827254885861
PHACTR2|ENSG00000112419.15|chr6	464	569	316	292	228	206	0.00630536354148603	0.0431635455441564	1418	-0.656896111004739	0.240492321621391	329.251400688439	-2.73146396764757
LTV1|ENSG00000135521.9|chr6	670	916	778	1479	1475	743	1.99350330581859e-06	5.9178934674653e-05	312	0.841619982091572	0.177031027149631	996.08954391941	4.75408178804846
PLAGL1|ENSG00000118495.21|chr6	0	4	0	0	0	0	0.542462265922943	1	9185.5	-2.42608222924029	3.98310116318624	0.520909891196597	-0.609093801499023
SF3B5|ENSG00000169976.7|chr6	4523	5436	4098	4304	3894	4273	0.456377053369044	0.699286441724653	8210	0.077485108559416	0.104031186315817	4356.94312605131	0.744825771035501
STX11|ENSG00000135604.11|chr6	22	9	8	0	0	0	0.00496476189377731	1	1321	-5.94379525235842	2.1157481962745	6.04131332841432	-2.8093112700389
UTRN|ENSG00000152818.19|chr6	38	4	38	69	22	94	0.0917018538053693	1	3611	1.40592269746448	0.833639336809998	47.2661426917549	1.68648795154554
EPM2A|ENSG00000112425.16|chr6	42	59	62	47	73	21	0.965108782630795	0.986777753163845	13342	-0.0269793768849098	0.616761658734509	49.0608706512354	-0.0437436025778045
FBXO30|ENSG00000118496.5|chr6	127	153	74	109	150	51	0.961618263422558	0.985451245388331	13313	0.0217351410069263	0.451658621283802	106.119625435543	0.0481229406075455
SHPRH|ENSG00000146414.17|chr6	39	34	26	56	46	78	0.0619618239598426	1	3077	1.13307064785008	0.607033949349203	48.0835455715923	1.86656882875304
GRM1|ENSG00000152822.14|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
RAB32|ENSG00000118508.5|chr6	8	18	28	18	36	25	0.378854477061093	1	7309	0.780151233409825	0.886526505801878	22.5787881107387	0.88000892055017
ADGB|ENSG00000118492.18|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
STXBP5|ENSG00000164506.15|chr6	79	73	38	47	47	11	0.301213228891863	1	6382	-0.685660053929638	0.663219898883856	46.2078890596307	-1.03383516550626
SAMD5|ENSG00000203727.4|chr6	96	123	70	85	117	52	0.933535158588209	0.97232737950681	13067	0.037723728576331	0.452334276601178	87.394095738285	0.0833978995794563
SASH1|ENSG00000111961.19|chr6	89	154	77	121	123	126	0.215405074431142	0.45492336430196	5334	0.488904586863137	0.394647351378363	113.701838989249	1.23883914374585
UST|ENSG00000111962.8|chr6	82	64	58	58	63	14	0.468412052302035	0.708246969154188	8344	-0.448416892894379	0.618450469054189	53.9496190477179	-0.725065167433948
TAB2|ENSG00000055208.20|chr6	406	565	331	502	453	307	0.389744691949723	0.643919967327565	7422	0.182569510458169	0.212270269007372	414.413872900243	0.860080459274441
SUMO4|ENSG00000177688.7|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
ZC3H12D|ENSG00000178199.14|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
PPIL4|ENSG00000131013.4|chr6	192	322	231	482	427	206	0.00488714161823261	0.0360387783981452	1308	0.782124176143099	0.277902830832302	302.770570006678	2.81438002556752
GINM1|ENSG00000055211.14|chr6	1226	1333	990	859	727	429	0.000256981086046743	0.00364183329154161	662	-0.619594738231926	0.169510466726169	884.261000666605	-3.65520047344826
KATNA1|ENSG00000186625.14|chr6	341	421	361	748	620	508	1.18031387263805e-07	5.10844256466055e-06	214	0.955961556231827	0.180488665662134	499.409982363836	5.29651849729634
LATS1|ENSG00000131023.13|chr6	219	134	144	194	194	237	0.112623986612783	0.306800989413999	3969	0.564414606995332	0.355758936902406	190.124668770229	1.5865085833393
NUP43|ENSG00000120253.14|chr6	412	457	413	427	482	427	0.158279548068409	0.377733876374545	4611	0.295591959939143	0.209508702836198	433.87344026171	1.41088153350006
LRP11|ENSG00000120256.11|chr6	310	372	408	155	182	157	0.00105018389111465	0.0110531854539817	897	-0.913671387878869	0.278836713297216	254.892246438349	-3.27672556843321
RAET1E|ENSG00000164520.12|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
RAET1G|ENSG00000203722.8|chr6	0	7	5	31	9	17	0.06041136600161	1	3054	2.49622720944325	1.32935070538923	11.6646456574062	1.87777927925525
PPP1R14C|ENSG00000198729.5|chr6	642	944	729	488	379	503	0.0163940420072924	0.085652951884641	1905	-0.497778061535539	0.207405538539938	594.75087635304	-2.4000229937914
IYD|ENSG00000009765.15|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
PLEKHG1|ENSG00000120278.17|chr6	15	39	25	21	79	45	0.112141865042884	1	3957	1.17188046054161	0.73766304850308	38.0456331150157	1.58863923429495
ZBTB2|ENSG00000181472.5|chr6	154	140	129	234	178	117	0.130835094114037	0.334842398917992	4259	0.506475222887599	0.335232684409115	155.977239411281	1.51081695324643
RMND1|ENSG00000155906.20|chr6	197	207	178	352	241	233	0.00767625064749703	0.0498579477539393	1498	0.715931147520474	0.268542556845463	233.354235870851	2.66598767782072
ARMT1|ENSG00000146476.11|chr6	255	232	193	187	220	185	0.912013552833628	0.964277343190076	12850	0.0325194134960776	0.29429569564089	209.272343276885	0.110499113570995
CCDC170|ENSG00000120262.10|chr6	0	4	0	0	0	0	0.542462265922943	1	9185.5	-2.42608222924029	3.98310116318624	0.520909891196597	-0.609093801499023
ESR1|ENSG00000091831.25|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
SYNE1|ENSG00000131018.25|chr6	19	8	0	28	14	42	0.0958056143335342	1	3680	1.92847712751022	1.15787089356877	19.6967967795106	1.66553727036553
MYCT1|ENSG00000120279.7|chr6	1	0	0	0	0	0	0.857221336264943	1	12342.5	-0.73412768554571	4.0804728567969	0.160509066770747	-0.179912405083853
FBXO5|ENSG00000112029.10|chr6	552	561	498	647	454	518	0.241811007548585	0.48762324230677	5659	0.230437738048442	0.196875879719886	532.361782332533	1.17047216945167
MTRF1L|ENSG00000112031.16|chr6	201	200	161	185	136	118	0.640459534487005	0.824796469468665	10163	-0.14756910016635	0.315955639429669	162.114774397677	-0.467056389411902
RGS17|ENSG00000091844.8|chr6	35	18	13	5	4	20	0.445034018183791	1	8070	-0.848608933037195	1.11115165757515	15.8254070130998	-0.763720170196303
OPRM1|ENSG00000112038.18|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
IPCEF1|ENSG00000074706.14|chr6	0	3	7	0	0	0	0.304510837595035	1	6435	-3.99144823423804	3.88723877392702	1.56149069712981	-1.02680809344926
CNKSR3|ENSG00000153721.19|chr6	175	194	147	247	229	42	0.738145232198736	0.879806202057404	11145	0.152166302264443	0.455164527259274	164.327719274571	0.334310547398534
SCAF8|ENSG00000213079.10|chr6	216	278	239	536	331	206	0.00946360991543798	0.0580861199713629	1592	0.727005618872735	0.280174028542058	293.974197100382	2.59483586917694
TIAM2|ENSG00000146426.19|chr6	31	14	23	38	52	0	0.660598794542425	1	10349	0.484021644662768	1.10233756696732	25.4629671213081	0.439086591228474
TFB1M|ENSG00000029639.11|chr6	106	151	121	166	178	93	0.245210081714728	0.491578728038408	5704	0.417147755754826	0.358971878570263	132.831305213986	1.16206249195973
CLDN20|ENSG00000171217.5|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
ARID1B|ENSG00000049618.24|chr6	380	424	305	379	303	437	0.279495643487153	0.532432877412178	6089	0.277124317482728	0.256251829567394	370.223671083397	1.08145302982059
TMEM242|ENSG00000215712.11|chr6	595	629	399	553	492	412	0.707876504135188	0.863832323729076	10823	0.0740244974368314	0.197551680885071	501.238936596751	0.374709529704769
ZDHHC14|ENSG00000175048.17|chr6	312	292	203	180	175	69	0.0309842965429602	0.132247260175529	2368	-0.747861478429878	0.346669624211985	194.533517953167	-2.15727432171146
SNX9|ENSG00000130340.17|chr6	396	488	410	337	333	367	0.763276660797143	0.892947888379833	11369	-0.0685874364411204	0.227728479623211	382.599272632027	-0.301180759449156
SYNJ2|ENSG00000078269.15|chr6	142	185	189	199	163	210	0.229827563177037	0.472767542276676	5508	0.392485853448702	0.326852780133369	181.643953282901	1.20080316676074
SERAC1|ENSG00000122335.17|chr6	24	19	54	56	57	0	0.794042304840903	1	11691	0.271610705053203	1.04039454192027	33.8070587331759	0.261065099930153
GTF2H5|ENSG00000272047.4|chr6	4539	5252	3814	3308	2518	2517	3.34033331149608e-07	1.28374137473347e-05	241	-0.47504783916364	0.0930890078285055	3526.04954069112	-5.10315718520497
TULP4|ENSG00000130338.13|chr6	85	116	89	45	25	52	0.0645506496072263	0.215993366775459	3131	-0.979151391947615	0.529741360912961	65.8687774924085	-1.84835745175747
TMEM181|ENSG00000146433.10|chr6	245	274	224	210	154	259	0.970449639280348	0.988871231310889	13386	0.0118274550303471	0.319278195431043	226.123155486768	0.0370443556735198
DYNLT1|ENSG00000146425.11|chr6	3307	4008	2813	2873	2463	1944	0.00376738265835924	0.0295189051491434	1221	-0.253048479606056	0.0873481684145352	2801.28466541341	-2.89700956756349
SYTL3|ENSG00000164674.17|chr6	0	7	7	7	0	13	0.659470318940776	1	10338	0.869925271784524	1.97421073166323	5.90859595999552	0.440644586635203
EZR|ENSG00000092820.19|chr6	1416	1929	1661	1768	1461	1110	0.962845356582347	0.985618224211505	13326	0.00563110525797752	0.120882535840551	1515.09702182614	0.0465832820168925
RSPH3|ENSG00000130363.13|chr6	156	167	175	97	76	103	0.106083020237084	0.295500568498039	3857	-0.613245634986234	0.379471419264279	125.875007269316	-1.61605223438223
TAGAP|ENSG00000164691.18|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
FNDC1|ENSG00000164694.17|chr6	10	4	6	3	24	39	0.0820609349139992	1	3444	2.03818434411282	1.1721441781963	15.9800877083475	1.73885122839511
SOD2|ENSG00000112096.19|chr6	554	669	602	448	531	541	0.957219165772664	0.983773181689571	13275	-0.0113052786960402	0.210748181352539	551.680538978577	-0.0536435409477094
WTAP|ENSG00000146457.16|chr6	408	468	513	586	495	488	0.0552271469861307	0.19427035145672	2954	0.393744034788072	0.20538685341638	490.991928612194	1.91708489729787
ACAT2|ENSG00000120437.9|chr6	3016	3521	2842	3273	3003	2586	0.0719393333417127	0.23208014817518	3271	0.14528361250597	0.0807354621090594	2986.48317759713	1.79950183860616
TCP1|ENSG00000120438.12|chr6	7481	8976	6947	7797	7470	5939	0.142764086368744	0.354308941036255	4408	0.0842064740406431	0.0574562679267721	7275.89028641886	1.46557507264419
MRPL18|ENSG00000112110.10|chr6	2118	2871	1960	2127	1873	1627	0.491829084298357	0.724677215840181	8634	-0.0678287772457898	0.0986740246617207	2036.10803534996	-0.68740256089
PNLDC1|ENSG00000146453.13|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
MAS1|ENSG00000130368.7|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
IGF2R|ENSG00000197081.16|chr6	471	708	490	444	443	168	0.0780334011363294	0.244666676142411	3378	-0.467971663282269	0.265559155673874	430.018729113964	-1.76221249873596
SLC22A1|ENSG00000175003.15|chr6	0	0	2	0	0	0	0.663342482249762	1	10378	-1.75327742935185	4.02771698926822	0.334516651066389	-0.435303034950923
SLC22A2|ENSG00000112499.13|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
SLC22A3|ENSG00000146477.6|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
LPA|ENSG00000198670.12|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
PLG|ENSG00000122194.19|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
MAP3K4|ENSG00000085511.20|chr6	97	146	78	151	158	82	0.1925360410476	0.425906093189126	5045	0.509976213788923	0.391352129533438	115.45901110702	1.30311342472291
AGPAT4|ENSG00000026652.15|chr6	113	75	49	173	115	88	0.0581480658016458	0.201258365267131	3010	0.852346743597174	0.449886909591193	101.164696648925	1.89458000538778
PRKN|ENSG00000185345.24|chr6	6	0	0	0	0	0	0.404428638637229	1	7602.5	-3.29229829150608	3.94884038379882	0.96305440062448	-0.833738001924215
PACRG|ENSG00000112530.12|chr6	0	15	6	3	0	0	0.318437934043453	1	6596	-2.64152700024879	2.64768808404415	3.41843604267796	-0.997673032623256
QKI|ENSG00000112531.17|chr6	1082	1142	756	774	762	612	0.135314531983742	0.341751949869238	4324	-0.240873823813715	0.161284811617997	828.802774454798	-1.49346873643765
C6orf118|ENSG00000112539.15|chr6	0	5	0	5	4	0	0.71360727021291	1	10863	1.15094900156812	3.13596624494781	2.1103932041794	0.367015749427265
PDE10A|ENSG00000112541.19|chr6	70	73	23	37	3	20	0.145906523268404	1	4446	-1.23603729409319	0.850010530052118	35.02817478818	-1.45414350810149
TBXT|ENSG00000164458.10|chr6	1	2	0	0	0	0	0.597656943166227	1	9743.5	-2.11185113396171	4.00143885302495	0.420964012369045	-0.527772936568861
PRR18|ENSG00000176381.6|chr6	0	5	0	0	0	0	0.489104528236632	1	8594	-2.74486462393061	3.96809393640492	0.651137363995746	-0.691733781488412
SFT2D1|ENSG00000198818.10|chr6	1317	1426	1202	859	782	700	7.92157570019049e-05	0.00133886193677307	555	-0.527543097044913	0.133664839704027	1013.24145657138	-3.94676040619993
MPC1|ENSG00000060762.19|chr6	1167	1138	821	694	750	548	0.0109824560717617	0.0649549860387334	1654	-0.425636487513127	0.167358848781039	824.884936099641	-2.54325654492283
RPS6KA2|ENSG00000071242.12|chr6	52	27	32	25	41	1	0.518624047780654	1	8943	-0.620580091009572	0.961442298454247	28.3458485932305	-0.645467847636105
RAMACL|ENSG00000235272.3|chr6	159	156	71	145	52	117	0.924585033963552	0.968533212167467	12980	-0.044956278188007	0.474924613207661	113.732872072601	-0.0946598195540349
ENSG00000249141|ENSG00000249141.1|chr6	7	4	18	14	15	0	0.978772118279792	1	13464	0.0400098734361711	1.50365892128875	9.39666545618305	0.0266083437338832
RNASET2|ENSG00000026297.17|chr6	1004	1106	769	823	811	673	0.56972427506068	0.777988753495477	9474	-0.0862175325868122	0.151669235517869	842.66190567922	-0.568457619585315
CEP43|ENSG00000213066.13|chr6	243	258	183	229	231	229	0.356749383067708	0.611438339373262	7036	0.257075920802163	0.278952259590546	226.723804289271	0.921576764352102
CCR6|ENSG00000112486.18|chr6	9	7	5	0	0	0	0.0556202984483766	1	2958	-5.02437041572418	2.62506444481115	3.19246553819674	-1.91399888321052
GPR31|ENSG00000120436.4|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
UNC93A|ENSG00000112494.10|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
TTLL2|ENSG00000120440.15|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
AFDN|ENSG00000130396.22|chr6	194	235	243	319	228	357	0.024064466892372	0.111144892412223	2177	0.677558908426391	0.300323291204774	266.296987215782	2.2560984388134
KIF25|ENSG00000125337.21|chr6	3	2	6	0	0	0	0.214962399126425	1	5330	-4.15119061882203	3.34763951746109	1.7455320991097	-1.2400351343595
FRMD1|ENSG00000153303.18|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
DACT2|ENSG00000164488.12|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
SMOC2|ENSG00000112562.20|chr6	0	0	0	4	0	0	0.467554503802371	1	8333.5	2.89325698253487	3.98265827048175	0.615298663322079	0.726463780229101
THBS2|ENSG00000186340.17|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
ENSG00000285733|ENSG00000285733.1|chr6	14	34	9	16	21	44	0.319171218120791	1	6601	0.898566707221497	0.902028280850001	23.570314681934	0.996162455543808
WDR27|ENSG00000184465.16|chr6	1	10	0	0	10	0	0.93364174870523	1	13070	0.231002888161087	2.77434810771476	3.18811507233987	0.0832638440427596
C6orf120|ENSG00000185127.7|chr6	766	911	813	460	504	452	0.00120620618875105	0.0123994247727105	918	-0.577428799322719	0.178361427548615	630.879546912754	-3.23740848713118
PHF10|ENSG00000130024.15|chr6	540	706	584	573	491	342	0.350233611979428	0.604409113872454	6982	-0.170801203932094	0.18284399396171	521.480619914705	-0.934136255893982
DYNLT2|ENSG00000184786.6|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
ERMARD|ENSG00000130023.16|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
DLL1|ENSG00000198719.9|chr6	0	0	0	0	0	0	1	1	16583.5	NA	NA	0	NA
PSMB1|ENSG00000008018.9|chr6	4591	6058	4302	4571	4314	3342	0.400260996260444	0.652634725791004	7552	-0.0600556976836508	0.0713966910157159	4399.61406360838	-0.841155196820414
TBP|ENSG00000112592.15|chr6	202	186	198	363	111	241	0.194078099395232	0.427467591996467	5067	0.489566378370008	0.37699286334588	215.721887939662	1.29860914083364
