rownames(tcReadCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
EVC2|ENSG00000173040.13|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
EVC|ENSG00000072840.13|chr4	2	10	0	5	0	1	0.529593123971251	1	8134	-1.14812853340039	1.82640595929247	3.04443090088117	-0.628627237859627
CRMP1|ENSG00000072832.15|chr4	46	50	57	21	32	52	0.17094421572477	0.497359905611866	3735	-0.622699939266097	0.454798992839605	43.41467641713	-1.36917616149099
C4orf50|ENSG00000181215.16|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
JAKMIP1|ENSG00000152969.21|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
WFS1|ENSG00000109501.15|chr4	63	29	31	32	30	58	0.853815425176101	0.957060219682747	12066	-0.0883107294760884	0.479292057899739	40.1695053899801	-0.184252436527045
PPP2R2C|ENSG00000074211.14|chr4	56	35	36	31	31	38	0.341293974850828	0.675324089475472	5865	-0.41819434331429	0.439459044719318	37.6281833915835	-0.951611642403197
MAN2B2|ENSG00000013288.9|chr4	11	16	15	15	3	7	0.305912234223625	1	5473	-0.861529122901689	0.841470915237428	11.2307276729406	-1.02383707778967
ENSG00000170846|ENSG00000170846.17|chr4	232	159	233	342	426	259	0.0021938337526544	0.032556791370174	611	0.625567503982729	0.20425665210572	270.478001186298	3.06265425156849
S100P|ENSG00000163993.7|chr4	0	0	0	18	0	6	0.161345233146285	1	3602	5.33039925308154	3.80590153179426	3.79778575420767	1.40056152492431
BLOC1S4|ENSG00000186222.5|chr4	370	243	274	263	282	315	0.503752877502093	0.792562846498594	7806	-0.121239837763119	0.181334825579399	289.126268655267	-0.668596544407482
KIAA0232|ENSG00000170871.12|chr4	102	92	196	97	113	63	0.0621972454111909	0.300516701804015	2081	-0.624865045930126	0.335068584249403	110.780375291648	-1.86488699717971
TBC1D14|ENSG00000132405.19|chr4	190	159	134	106	115	156	0.0858490785432319	0.35520107129836	2490	-0.433429828707835	0.252329678559044	143.214056368619	-1.71771244343108
CCDC96|ENSG00000173013.6|chr4	11	15	11	24	2	5	0.679705192014327	1	10031	-0.380041378892067	0.920496918121445	11.2389541528781	-0.412865454962801
TADA2B|ENSG00000173011.12|chr4	145	140	154	109	99	96	0.00921366413193472	0.0911546861851047	940	-0.624428433425713	0.239793770607447	123.982087012359	-2.60402274772988
GRPEL1|ENSG00000109519.13|chr4	722	612	463	610	551	569	0.318593212185826	0.654590150584769	5620	-0.138693449965255	0.139061550450441	583.454014073444	-0.997352967200545
SORCS2|ENSG00000184985.16|chr4	0	6	4	0	0	2	0.280516696607603	1	5160	-2.41328752164226	2.23626614311175	2.11673125463013	-1.07915935188474
PSAPL1|ENSG00000178597.7|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
AFAP1|ENSG00000196526.11|chr4	58	56	22	32	32	23	0.131358831888705	0.441209871377875	3157	-0.731840961742558	0.485059589244539	36.9913763343584	-1.5087650630356
ABLIM2|ENSG00000163995.21|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SH3TC1|ENSG00000125089.18|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HTRA3|ENSG00000170801.10|chr4	3	0	4	0	0	6	0.91457655610153	1	12693	-0.231787551431785	2.16083135164364	2.19956546028131	-0.10726776583257
ACOX3|ENSG00000087008.16|chr4	7	3	2	9	41	0	0.0958491472736569	1	2639	1.97121906663573	1.18368863264598	9.87502331477569	1.66531891265132
TRMT44|ENSG00000155275.19|chr4	23	7	14	29	42	28	0.0638422552618726	1	2119	1.09891910561987	0.592959069443525	23.241385617269	1.85327986744713
GPR78|ENSG00000155269.12|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CPZ|ENSG00000109625.19|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HMX1|ENSG00000215612.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FAM90A26|ENSG00000229924.3|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
DEFB131A|ENSG00000186146.2|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SLC2A9|ENSG00000109667.12|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
DRD5|ENSG00000169676.6|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
WDR1|ENSG00000071127.18|chr4	578	457	565	415	425	506	0.0236369491248916	0.167008921509153	1342	-0.332708733464427	0.147022420736961	490.224964701212	-2.26297956323055
ZNF518B|ENSG00000178163.8|chr4	174	168	134	191	195	132	0.906944729386157	0.972829069682717	12607	0.0262881597503684	0.224890513979691	164.001105788336	0.116893146292255
CLNK|ENSG00000109684.16|chr4	4	1	0	0	0	0	0.346583386357606	1	5937	-3.2040137356316	3.4040454366888	0.813343425257667	-0.941237064904816
HS3ST1|ENSG00000002587.10|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RAB28|ENSG00000157869.16|chr4	73	75	103	91	113	97	0.577480111148846	0.836147126714813	8763	0.165272778559242	0.296682641215089	91.5422858156963	0.557069257177816
NKX3-2|ENSG00000109705.8|chr4	36	18	26	44	46	48	0.117939827532748	0.418676086403543	2966	0.711477498179528	0.455060298079029	35.7276169373404	1.56347961178536
BOD1L1|ENSG00000038219.13|chr4	41	45	25	56	26	32	0.901993092888645	0.971462815174811	12562	-0.0585937010208878	0.475814616271803	37.1441118132092	-0.123143970397532
CPEB2|ENSG00000137449.17|chr4	36	32	47	72	54	45	0.24188315623093	0.578108031024677	4684	0.470422463454912	0.40196988421511	47.0209691572232	1.1702928053266
C1QTNF7|ENSG00000163145.13|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CC2D2A|ENSG00000048342.18|chr4	0	7	0	6	0	3	0.917654293891841	1	12724	0.209403548050523	2.0253961277661	2.68487367564596	0.103388934727294
FBXL5|ENSG00000118564.15|chr4	186	177	165	204	141	188	0.728073665116713	0.90915437919411	10524	-0.075692541902256	0.217701781786245	175.94642360287	-0.347689124458229
FAM200B|ENSG00000237765.8|chr4	46	37	14	42	43	40	0.552783269521545	0.823120673517647	8454	0.290007546901566	0.488561602966988	36.4467517390071	0.593594636050763
BST1|ENSG00000109743.11|chr4	0	0	2	0	0	0	0.621815736184347	1	9276	-1.99001834187354	4.03426842282148	0.353429598497927	-0.493278615427817
CD38|ENSG00000004468.13|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
FGFBP1|ENSG00000137440.5|chr4	12	0	8	1	17	0	0.880111314556248	1	12325	-0.224362349072401	1.48753674041535	6.16145270787238	-0.150828105939591
TAPT1|ENSG00000169762.17|chr4	104	98	107	180	130	145	0.0593367043697013	0.293189174592307	2024	0.464123298054408	0.246129125545898	125.847558520424	1.885690273449
LDB2|ENSG00000169744.13|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
QDPR|ENSG00000151552.12|chr4	110	93	71	43	41	62	0.00435443168465431	0.0539726859095078	738	-0.983415133744748	0.344903664941439	70.2387179705805	-2.85127481585828
CLRN2|ENSG00000249581.2|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
LAP3|ENSG00000002549.13|chr4	81	53	53	55	27	61	0.260012705868951	0.595973436147219	4921	-0.458911357965144	0.40742827375886	54.7856507355893	-1.12636109843657
MED28|ENSG00000118579.13|chr4	329	248	291	259	349	261	0.630103156614342	0.862192817899502	9381	-0.0856095362744911	0.177767434372683	287.34522221312	-0.481581660761406
FAM184B|ENSG00000047662.5|chr4	9	9	13	12	3	5	0.426885461477348	1	6909	-0.742653484163408	0.934704908740974	8.50796811129741	-0.794532560189232
DCAF16|ENSG00000163257.11|chr4	268	251	229	250	199	276	0.496923676240328	0.78767593076714	7743	-0.130136417368188	0.191563555771657	244.67010106215	-0.679338075783632
NCAPG|ENSG00000109805.10|chr4	188	185	188	149	110	103	0.00123596133889691	0.0210233891680594	529	-0.729731183210221	0.225891595263868	153.95375320403	-3.23044858024846
LCORL|ENSG00000178177.17|chr4	19	22	31	49	24	35	0.352985968258097	1	6012	0.480959843968939	0.517822000934109	29.7176104661036	0.928813073027656
SLIT2|ENSG00000145147.20|chr4	511	468	585	417	486	333	0.00445167891932104	0.0548663139124228	743	-0.437755945706177	0.153909360974515	465.734647554014	-2.84424509941706
PACRGL|ENSG00000163138.19|chr4	74	35	83	102	88	81	0.242109033137757	0.578489436790818	4685	0.4095458277373	0.350119513712881	76.0614010022867	1.16973151080391
KCNIP4|ENSG00000185774.16|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
ADGRA3|ENSG00000152990.14|chr4	45	19	45	19	17	13	0.0257955569057699	1	1379	-1.23957570841204	0.556044112750457	26.3126732727743	-2.2292758433868
GBA3|ENSG00000249948.7|chr4	4	0	0	0	0	0	0.473871453378342	1	7425	-2.84872793425341	3.97759154592329	0.634841159734434	-0.716194184687747
PPARGC1A|ENSG00000109819.9|chr4	39	20	29	55	44	75	0.0377978757113823	0.225907029765426	1615	0.915127768295713	0.440592288694904	43.0487970135706	2.0770399114484
DHX15|ENSG00000109606.13|chr4	651	539	626	636	626	603	0.656912583836965	0.876976876034184	9729	-0.0509347999431918	0.114671576925342	609.599236139086	-0.444179816035435
SOD3|ENSG00000109610.6|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CCDC149|ENSG00000181982.20|chr4	6	8	0	14	0	5	0.814917796508082	1	11560	0.339837898850117	1.45176181984526	5.39058963892041	0.234086538304431
LGI2|ENSG00000153012.12|chr4	29	12	40	18	16	19	0.25292332509534	1	4824	-0.696608449693677	0.609308194138627	22.3441237122969	-1.14327766538322
SEPSECS|ENSG00000109618.13|chr4	19	27	15	52	40	28	0.0909606605277995	1	2565	0.869279551844949	0.514259531626806	29.5907558146853	1.69035185229348
PI4K2B|ENSG00000038210.14|chr4	57	69	46	108	63	94	0.124725087668398	0.430108824433238	3069	0.530515537797123	0.345558884148844	72.0696363332006	1.53523917957963
ZCCHC4|ENSG00000168228.16|chr4	28	16	24	42	30	16	0.622547715484618	1	9298	0.274089095478394	0.556816877561596	25.4862013084349	0.492242793858334
ANAPC4|ENSG00000053900.11|chr4	93	53	77	48	92	118	0.695750495372264	0.893791191740328	10191	0.145971032862656	0.373267082837958	79.7875340995759	0.39106323480987
SLC34A2|ENSG00000157765.13|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SEL1L3|ENSG00000091490.11|chr4	45	40	14	33	31	44	0.914075724583211	1	12690	0.0554789927171007	0.51417471067704	34.2127547133511	0.10789910815343
SMIM20|ENSG00000250317.9|chr4	128	130	84	107	106	95	0.374625415935067	0.702702291137969	6278	-0.240839567699446	0.27126380675149	107.757612289037	-0.887842615583744
RBPJ|ENSG00000168214.22|chr4	860	666	925	935	865	863	0.804541791077241	0.938058747854089	11440	0.0294881627808919	0.119156846116492	846.327740986776	0.24747350858937
CCKAR|ENSG00000163394.6|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TBC1D19|ENSG00000109680.11|chr4	10	2	4	8	4	12	0.612798920903874	1	9117	0.545043187759014	1.0769854178826	6.55284600164248	0.506082235384942
STIM2|ENSG00000109689.20|chr4	275	177	165	242	169	163	0.408767169935115	0.726468271865437	6675	-0.187486849510328	0.226963773116784	196.135798351116	-0.826065089312103
PCDH7|ENSG00000169851.16|chr4	263	170	241	175	219	230	0.372856406429974	0.700892934620412	6266	-0.190147978752414	0.213377144876972	215.319497977893	-0.891135640895598
ARAP2|ENSG00000047365.13|chr4	39	25	47	35	22	41	0.588677746203118	0.841423719421352	8884	-0.261682635240857	0.483922544855129	34.7918540820978	-0.540753139160309
DTHD1|ENSG00000197057.10|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
NWD2|ENSG00000174145.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
C4orf19|ENSG00000154274.15|chr4	5	6	6	0	3	8	0.605334672101774	1	9049	-0.68568490162272	1.32693270361656	4.75476401651083	-0.516744292874752
PGM2|ENSG00000169299.14|chr4	86	83	22	95	63	58	0.834385425825664	0.948644589674886	11875	0.0909160632037577	0.434837678496065	66.8220069885287	0.209080463124081
TBC1D1|ENSG00000065882.18|chr4	36	42	48	51	41	36	0.844704874622694	0.952927567673901	11970	-0.0810409459990179	0.413729629520636	42.1570340463036	-0.195878999753813
PTTG2|ENSG00000250254.2|chr4	3	5	8	10	2	2	0.789263309344264	1	11151	-0.328398334171343	1.22872588612977	4.98265346979199	-0.267267368481776
KLF3|ENSG00000109787.13|chr4	69	82	82	135	149	153	0.00216910642559256	0.0323457486357977	608	0.813290462351909	0.265257181024504	110.426216794115	3.06604503301564
TLR10|ENSG00000174123.11|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TLR1|ENSG00000174125.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TLR6|ENSG00000174130.13|chr4	16	16	18	3	4	0	0.00331980981266812	1	677	-2.95018548513646	1.00467395257005	9.67243742755144	-2.93646060753302
FAM114A1|ENSG00000197712.12|chr4	8	4	8	6	0	2	0.288990255374905	1	5263	-1.41992021615549	1.3391186993631	4.6633383602894	-1.06033932378871
KLHL5|ENSG00000109790.18|chr4	93	51	107	92	70	63	0.463955150045244	0.766175745513777	7308	-0.24988177638953	0.341205540930684	78.7323869724693	-0.732349702492942
RFC1|ENSG00000035928.17|chr4	163	132	112	172	194	180	0.12331590166591	0.427625758567682	3046	0.340588922534568	0.221017598615276	156.98020778379	1.54100363350445
KLB|ENSG00000134962.7|chr4	0	0	0	4	2	0	0.301466981035102	1	5432	3.31051442224835	3.20384987372721	0.934364293647404	1.03329261754611
LIAS|ENSG00000121897.15|chr4	59	38	40	85	56	49	0.316899583754574	0.653263824200901	5601	0.383001027357796	0.382675951682568	53.5080022270916	1.00084948028168
UGDH|ENSG00000109814.12|chr4	65	65	113	106	160	159	0.0237023951966347	0.167200566277958	1344	0.713302689348086	0.315352858678308	110.5104788837	2.2619192111898
SMIM14|ENSG00000163683.12|chr4	10	20	14	30	8	9	0.965841491516623	1	13256	-0.0324487261735559	0.757715352315036	15.0566392779985	-0.0428244275035682
UBE2K|ENSG00000078140.14|chr4	658	605	622	652	660	615	0.586674975858916	0.840335823923983	8866	-0.0593068040244346	0.109087898366293	631.667234566378	-0.543660707673506
PDS5A|ENSG00000121892.15|chr4	279	164	201	198	219	286	0.80026715813614	0.936999325493474	11398	0.0568624540081872	0.22475156975726	222.761062853847	0.253001365327952
N4BP2|ENSG00000078177.14|chr4	87	94	127	174	106	133	0.255817822725397	0.59214405877621	4864	0.321688127909565	0.283093540858835	119.213739045388	1.13633157059551
RHOH|ENSG00000168421.14|chr4	3	0	0	15	5	5	0.0534334587868177	1	1935	3.00627991043177	1.55652794170848	4.43174619869071	1.93140118456981
CHRNA9|ENSG00000174343.6|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
RBM47|ENSG00000163694.15|chr4	113	66	57	111	129	98	0.147118380502232	0.462781178176811	3390	0.441655932942211	0.304635390924586	93.9454995988239	1.44978536998528
NSUN7|ENSG00000179299.17|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
APBB2|ENSG00000163697.17|chr4	92	92	43	91	89	61	0.987778413836943	0.995078527820957	13516	-0.00536996257343873	0.350563553590253	77.0941689606435	-0.0153180857463445
UCHL1|ENSG00000154277.13|chr4	1805	1355	1315	1550	1689	1513	0.970579400591948	0.990080515111744	13310	0.00342493121344571	0.0928628372990578	1523.69231520204	0.0368816128503157
LIMCH1|ENSG00000064042.18|chr4	41	35	20	28	18	29	0.40662625942337	1	6652	-0.433316730894245	0.522165679591768	28.3756300499181	-0.829845292078588
PHOX2B|ENSG00000109132.7|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMEM33|ENSG00000109133.13|chr4	442	322	342	436	415	305	0.86907112581994	0.962653749054037	12207	-0.0262487144427173	0.159239010821102	372.743041197094	-0.164838467077684
DCAF4L1|ENSG00000182308.7|chr4	34	16	50	34	23	39	0.78802702862507	1	11139	-0.142203813072598	0.528887420981847	32.5867152626758	-0.268873502055702
SLC30A9|ENSG00000014824.14|chr4	53	61	58	81	62	73	0.488236992349295	0.781374405422255	7618	0.232781102750667	0.335847431691261	64.239366448577	0.69311562568285
BEND4|ENSG00000188848.17|chr4	92	102	78	85	93	93	0.737237066812783	0.913407730371765	10622	-0.0957890563005946	0.285499071883243	90.1915099949067	-0.335514422757102
SHISA3|ENSG00000178343.5|chr4	13	14	27	9	4	16	0.207187538624504	1	4249	-0.982806003371408	0.779178112034666	14.0676730561449	-1.26133677036308
ATP8A1|ENSG00000124406.17|chr4	50	52	93	73	72	75	0.837053373442431	0.949137091091056	11906	0.0738278998118579	0.358973355794599	69.0260858677213	0.205664009933098
GRXCR1|ENSG00000215203.3|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
KCTD8|ENSG00000183783.7|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
YIPF7|ENSG00000177752.15|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
GUF1|ENSG00000151806.14|chr4	131	93	41	86	67	105	0.784327273682443	0.932176490078044	11104	-0.102435947406231	0.374285122818921	86.311777705412	-0.273684261438811
GNPDA2|ENSG00000163281.12|chr4	40	28	15	59	37	35	0.241107251914383	0.576885626598548	4676	0.575738492713805	0.491150697803509	34.8952842812641	1.17222370911532
GABRG1|ENSG00000163285.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
GABRA2|ENSG00000151834.16|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
COX7B2|ENSG00000170516.17|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
GABRA4|ENSG00000109158.11|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
GABRB1|ENSG00000163288.14|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
COMMD8|ENSG00000169019.11|chr4	121	121	123	132	108	92	0.35228254199106	0.683114991425331	6004	-0.235148458620773	0.252801315638775	115.60281905825	-0.930171023938714
ATP10D|ENSG00000145246.14|chr4	14	23	4	16	24	13	0.718849238613025	1	10425	0.270032172233856	0.750095232452662	15.5049329314676	0.359997185091957
CORIN|ENSG00000145244.12|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
NFXL1|ENSG00000170448.12|chr4	60	77	81	141	176	146	0.000293780539634911	0.00672842254292451	390	0.987379243277609	0.272702207119586	111.939950434427	3.62072332932978
NIPAL1|ENSG00000163293.12|chr4	117	113	157	97	118	95	0.117607513921314	0.418533102152278	2961	-0.417237274851696	0.266623163298111	116.230229344898	-1.56489507397069
CNGA1|ENSG00000198515.16|chr4	0	3	0	0	3	0	0.958811634506448	1	13171	-0.163205424463701	3.16014542839688	1.00998311679979	-0.0516449094390236
TXK|ENSG00000074966.11|chr4	0	0	0	2	4	0	0.298603343571843	1	5393	3.32088571758595	3.19490078555157	0.941658467053796	1.03943312812846
TEC|ENSG00000135605.13|chr4	4	3	4	16	10	0	0.377364688566658	1	6301	1.11506501341586	1.26315425432621	5.93098187470967	0.882762346401354
SLAIN2|ENSG00000109171.15|chr4	163	74	121	141	114	122	0.995018844506561	0.998028646356269	13593	-0.00176300266941941	0.282397021130543	120.948049945617	-0.00624299315326144
SLC10A4|ENSG00000145248.7|chr4	48	20	23	25	15	30	0.436284128609191	1	6997	-0.436577838617795	0.560805633440425	26.5706303462486	-0.778483332878597
ZAR1|ENSG00000182223.7|chr4	0	7	4	0	0	0	0.0698042936075982	1	2233.5	-4.4603799234139	2.45997837766037	1.95637505565849	-1.81317850755098
FRYL|ENSG00000075539.15|chr4	110	80	109	74	103	148	0.880670936090745	0.966511707750954	12335	0.0474054195107344	0.315786156280567	103.799971102853	0.150118738798087
OCIAD1|ENSG00000109180.15|chr4	266	262	417	353	340	336	0.904288424131943	0.972229707093043	12581	0.0236772232000619	0.196906834188244	327.919432378308	0.120245817255009
OCIAD2|ENSG00000145247.12|chr4	133	88	55	78	109	85	0.776921947700365	0.929196945673435	11036	-0.0937203604669742	0.330778687595493	90.2286844917663	-0.283332524075989
CWH43|ENSG00000109182.12|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
DCUN1D4|ENSG00000109184.15|chr4	116	150	107	220	195	225	0.00278201360617182	0.0392813118567238	643	0.684942787966969	0.229012688344567	167.049326126556	2.99085082541986
LRRC66|ENSG00000188993.4|chr4	4	1	0	0	0	0	0.346583386357606	1	5937	-3.2040137356316	3.4040454366888	0.813343425257667	-0.941237064904816
SGCB|ENSG00000163069.13|chr4	109	116	81	169	72	91	0.956480104302133	0.984864744062488	13149	0.0177225476262569	0.324760240824892	105.237550016119	0.05457117404902
SPATA18|ENSG00000163071.11|chr4	15	6	14	24	27	23	0.12172530171969	1	3026	0.999501252808718	0.64585108203783	17.801114836355	1.54757231288524
USP46|ENSG00000109189.13|chr4	119	117	98	90	48	68	0.0103463167930472	0.0987383677221429	974	-0.789536165282192	0.307927241363676	90.1082006148387	-2.56403480830627
ERVMER34-1|ENSG00000226887.8|chr4	25	21	23	18	49	16	0.772551997789082	1	10992	0.169859832408526	0.58767221511747	25.0226031808279	0.289038392557955
RASL11B|ENSG00000128045.7|chr4	43	53	53	42	30	52	0.391254238343103	0.713497279787235	6458	-0.356128638502736	0.415385443322248	45.6956210209265	-0.857345013475734
SCFD2|ENSG00000184178.17|chr4	81	95	92	103	62	58	0.249187273000588	0.586568153278428	4772	-0.37108272467432	0.322029383589045	81.6184533928115	-1.15232566835539
FIP1L1|ENSG00000145216.16|chr4	193	193	246	233	203	196	0.624955952911244	0.860115266959265	9325	-0.0981070612128484	0.200694169731411	209.869447343843	-0.488838621192359
LNX1|ENSG00000072201.14|chr4	7	6	10	5	2	12	0.74054209830679	1	10662	-0.344676147852582	1.04089139814431	7.0711603824878	-0.331135552149886
CHIC2|ENSG00000109220.11|chr4	96	68	82	104	64	99	0.908713123900913	0.973389806741076	12626	0.0357839786417578	0.312082588084353	84.8298263358706	0.114661887615742
GSX2|ENSG00000180613.11|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
PDGFRA|ENSG00000134853.12|chr4	0	6	17	2	0	0	0.0451074071852214	1	1756	-3.6906982145957	1.84198611980445	4.38418855378545	-2.00365147973402
KIT|ENSG00000157404.17|chr4	139	98	114	134	118	111	0.877462094559392	0.965256072328649	12295	-0.0382012917452712	0.247759082589737	117.873385496996	-0.154187250557948
KDR|ENSG00000128052.10|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
SRD5A3|ENSG00000128039.13|chr4	86	45	51	87	91	93	0.127673686410737	0.434893544538401	3106	0.501836483437509	0.329431717216074	74.2860253673523	1.52333991298219
ENSG00000288695|ENSG00000288695.1|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMEM165|ENSG00000134851.13|chr4	125	124	124	114	102	81	0.0950985415629561	0.375658611896041	2626	-0.42662616666007	0.255603276350765	111.355997257898	-1.6690950630641
CLOCK|ENSG00000134852.15|chr4	265	191	257	215	237	184	0.18640663055623	0.515557609582779	3943	-0.254904187815132	0.192921548448992	223.446483628003	-1.32128416895082
PDCL2|ENSG00000163440.12|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
EXOC1L|ENSG00000250821.3|chr4	0	1	0	2	0	0	0.851545335126257	1	12044.5	0.75648334649837	4.04218674793466	0.487525638936904	0.187147055213343
EXOC1|ENSG00000090989.18|chr4	57	50	62	79	81	51	0.524017309581999	0.806308418870132	8061	0.22052219767672	0.346098991569049	62.586092096485	0.637165097410359
CRACD|ENSG00000109265.15|chr4	35	31	20	25	3	15	0.111297470701062	1	2872	-1.08793126551565	0.683207246996037	21.5014333354884	-1.59238835697239
AASDH|ENSG00000157426.14|chr4	71	42	51	32	62	43	0.409021559015568	0.726468271865437	6679	-0.336574202215436	0.407663995166398	49.8136554116397	-0.825616699551931
PPAT|ENSG00000128059.8|chr4	203	189	165	315	268	193	0.0602558785006913	0.295389211121928	2044	0.380915369167647	0.202731384779911	218.87063332679	1.87891662448405
PAICS|ENSG00000128050.9|chr4	897	644	744	823	800	856	0.759087507546123	0.92289030471605	10848	0.0351472253842696	0.114605806270325	787.515959400196	0.306679273311568
SRP72|ENSG00000174780.17|chr4	230	260	219	243	268	242	0.967915239159189	0.989637857480046	13275	-0.00728036628463818	0.180999506172758	242.549262103823	-0.0402231278890304
ARL9|ENSG00000196503.5|chr4	1	0	0	3	0	0	0.726766977562812	1	10513	1.33967608402659	3.83389648914546	0.622245350054114	0.349429382827494
THEGL|ENSG00000249693.3|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
HOPX|ENSG00000171476.22|chr4	19	6	17	3	15	13	0.555647834384785	1	8479	-0.498674216911995	0.846188378664522	12.129157369598	-0.589318205597454
SPINK2|ENSG00000128040.12|chr4	0	1	0	2	10	0	0.149023156148427	1	3423	3.36444809749073	2.33158026333644	2.06911337303722	1.44299046890896
REST|ENSG00000084093.19|chr4	345	208	298	261	284	301	0.646249216567701	0.871722161658643	9539	-0.0871663641549713	0.18991360442814	280.787372217531	-0.458979041640766
NOA1|ENSG00000084092.7|chr4	187	158	194	162	164	149	0.187547994904998	0.517075372106995	3957	-0.273913105984252	0.207845704142155	168.378740915175	-1.31786753599156
POLR2B|ENSG00000047315.17|chr4	496	283	492	336	412	365	0.143594940535227	0.458254117676302	3331	-0.273794317065007	0.187205440219867	395.09913732938	-1.46253397734299
IGFBP7|ENSG00000163453.11|chr4	11	4	14	0	14	10	0.754268207371864	1	10796	-0.339855872207676	1.08574464246506	8.84234459106295	-0.313016393464371
ADGRL3|ENSG00000150471.17|chr4	53	25	32	22	26	18	0.111258062086933	1	2871	-0.813138934066504	0.510584815259486	29.090186977194	-1.59256387923181
TECRL|ENSG00000205678.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
EPHA5|ENSG00000145242.14|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
CENPC|ENSG00000145241.11|chr4	73	47	57	54	85	100	0.312337477907116	0.64815090707931	5558	0.362618677548943	0.358911322356149	68.778251248702	1.01032944619427
STAP1|ENSG00000035720.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
UBA6|ENSG00000033178.13|chr4	146	195	162	209	240	220	0.140103297725163	0.453970061622641	3283	0.313748939096823	0.212652544288685	194.132920820242	1.47540646713775
GNRHR|ENSG00000109163.7|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMPRSS11D|ENSG00000153802.12|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMPRSS11A|ENSG00000187054.16|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMPRSS11F|ENSG00000198092.6|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
TMPRSS11B|ENSG00000185873.8|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
YTHDC1|ENSG00000083896.13|chr4	1	0	0	2	0	0	0.851545335126257	1	12038.5	0.75648334649837	4.04218674793466	0.467733663347279	0.187147055213343
TMPRSS11E|ENSG00000087128.10|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
UGT2B17|ENSG00000197888.3|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
UGT2B15|ENSG00000196620.10|chr4	0	0	0	0	0	0	1	1	16570	NA	NA	0	NA
