rownames(tcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
SERF1A|ENSG00000172058.16|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
NAIP|ENSG00000249437.8|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
GTF2H2|ENSG00000145736.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
BDP1|ENSG00000145734.20|chr5	0	0	0	1	0	0	0.807578028220576	1	11123	0.99380616155426	4.0804728567969	0.190736646187468	0.243551714821203
MCCC2|ENSG00000131844.17|chr5	87	72	117	119	94	94	0.534150679335717	0.792768793422154	8136	0.226164687097609	0.363794537002231	96.6080971398635	0.621682472093367
CARTPT|ENSG00000164326.5|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
MAP1B|ENSG00000131711.15|chr5	352	341	304	222	329	341	0.509377937640809	0.775393727181959	7884	-0.157008885521124	0.237961975386769	312.328195845659	-0.659806615178462
MRPS27|ENSG00000113048.19|chr5	419	365	375	394	434	319	0.958248148672751	0.987422491400595	12818	0.0109516138875569	0.209191533073285	381.089729861197	0.0523520896217166
PTCD2|ENSG00000049883.15|chr5	124	129	149	113	199	179	0.334638963500283	0.649669678117012	5618	0.289059727198567	0.299602113919873	146.490753270331	0.964812041599528
ZNF366|ENSG00000178175.12|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FCHO2|ENSG00000157107.14|chr5	24	5	18	7	29	25	0.609159423405175	1	8975	0.436406137874628	0.853566581148252	16.8852892916289	0.511273692659754
TMEM171|ENSG00000157111.13|chr5	28	16	11	5	19	3	0.259669452731587	1	4774	-1.09068829265584	0.967631891671633	13.0511047346177	-1.12717274207614
TMEM174|ENSG00000164325.8|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FOXD1|ENSG00000251493.5|chr5	772	473	671	622	1063	619	0.0968370291135003	0.347006365402808	2718	0.289459550337848	0.174332792233063	681.459188810731	1.6603849833993
BTF3|ENSG00000145741.17|chr5	6093	5164	5213	3856	5152	4711	0.0509942657864395	0.240098001411152	1991	-0.246072370881208	0.126092153296983	4970.15584177571	-1.95152802491712
ANKRA2|ENSG00000164331.10|chr5	52	21	41	44	52	38	0.550292446564934	0.803426971984804	8286	0.310983195771462	0.520629103382189	40.1094730476281	0.597321958667326
UTP15|ENSG00000164338.10|chr5	167	158	183	218	338	238	0.00759566574241246	0.0754899357941692	878	0.650335697033061	0.243613970702621	213.32193634076	2.66953366901492
ARHGEF28|ENSG00000214944.10|chr5	0	1	8	0	5	4	0.996182212679324	1	13240	0.0103911959691391	2.1716618811752	2.77872155600503	0.00478490508085716
HEXB|ENSG00000049860.14|chr5	198	190	158	119	202	120	0.270156253176237	0.588331243802253	4885	-0.327234572361987	0.296756818091748	162.194781793379	-1.10270279370908
GFM2|ENSG00000164347.18|chr5	42	68	56	68	89	90	0.201418926691194	0.510066623624745	4072	0.555696710843414	0.434981026226557	69.1187690855226	1.27751942576452
NSA2|ENSG00000164346.10|chr5	545	457	599	319	508	385	0.0306568805921883	0.17960838636716	1561	-0.385121266161629	0.178173304568708	458.569135304039	-2.16149813853352
FAM169A|ENSG00000198780.13|chr5	278	292	358	259	443	214	0.89969327009505	0.968846216650186	12197	-0.0315434400978555	0.250247776864697	300.693884343856	-0.126048832453406
GCNT4|ENSG00000176928.7|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ANKRD31|ENSG00000145700.10|chr5	3	0	0	0	0	0	0.572335590602018	1	8538.5	-2.26123279414195	4.00491021918837	0.435685172963543	-0.564615102557831
HMGCR|ENSG00000113161.17|chr5	300	302	364	312	598	482	0.0168023763933713	0.125029866633468	1187	0.522385817247315	0.2184797050312	385.061109987935	2.39100385627451
CERT1|ENSG00000113163.19|chr5	125	80	59	47	106	87	0.737341679373414	0.905917711223011	10344	-0.140737431450555	0.419641083405271	81.8882486226623	-0.335375722292274
POLK|ENSG00000122008.15|chr5	83	61	110	73	131	129	0.236471561372197	0.553975891027995	4483	0.426792364239725	0.360511516719634	95.2480863028281	1.18385223341322
ANKDD1B|ENSG00000189045.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
POC5|ENSG00000152359.15|chr5	96	96	76	80	112	82	0.943818862281032	0.983761736788732	12664	0.0258122905296236	0.366282975540628	89.6833038594312	0.0704708988768179
SV2C|ENSG00000122012.14|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
IQGAP2|ENSG00000145703.17|chr5	28	13	13	7	22	36	0.704253695604572	1	10024	0.307426586644723	0.809902401653747	19.2655536225408	0.379584732699873
F2RL2|ENSG00000164220.7|chr5	0	0	1	0	0	0	0.819760673018696	1	11360	-0.929747190088228	4.0804728567969	0.147987081487783	-0.227852805965744
F2R|ENSG00000181104.7|chr5	176	106	112	54	189	87	0.460094050645731	0.745154291892203	7225	-0.286310392001144	0.387591033607888	115.328930181092	-0.738691990204277
F2RL1|ENSG00000164251.5|chr5	168	81	202	109	218	182	0.475308128347518	0.754583670273033	7409	0.228091832910821	0.319514927930277	153.469521105542	0.713869096471744
CRHBP|ENSG00000145708.11|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
AGGF1|ENSG00000164252.13|chr5	176	225	217	158	230	142	0.404394831782321	0.701698074989585	6501	-0.239440827758832	0.287168873590657	189.954948875055	-0.833797983621798
ZBED3|ENSG00000132846.6|chr5	502	284	448	639	856	869	2.318528164781e-08	2.30428178690102e-06	83	0.995753343785971	0.178246646881713	588.781391855687	5.58637910561518
ENSG00000284762|ENSG00000284762.1|chr5	0	9	6	14	10	7	0.448295915874086	1	7050	0.988440624374441	1.30356587510677	7.98487575220885	0.758259051767126
PDE8B|ENSG00000113231.14|chr5	10	11	12	19	34	19	0.150309480246022	1	3487	1.11060213418494	0.772088346328402	17.1214377665774	1.43843918829537
WDR41|ENSG00000164253.14|chr5	225	129	220	190	139	216	0.935472699185523	0.981677948843255	12579	0.0245386938655772	0.303091505330131	184.369838430465	0.0809613381900933
OTP|ENSG00000171540.8|chr5	1	1	19	5	6	2	0.709131825605453	1	10069	-0.572327834608581	1.5342991310365	5.29869464428486	-0.373022328587218
TBCA|ENSG00000171530.15|chr5	1840	1654	1874	1004	1584	1188	0.000253372961817548	0.00653147988135297	324	-0.501962398025805	0.137192190229316	1496.97754484998	-3.65882633105263
AP3B1|ENSG00000132842.15|chr5	30	30	42	4	29	62	0.904148372038691	1	12250	-0.0909501981423442	0.755258411044457	32.1882527984001	-0.120422621995785
SCAMP1|ENSG00000085365.18|chr5	206	137	233	109	190	130	0.148821068797291	0.433583792730928	3468	-0.394934956248792	0.273555938332659	161.923983432831	-1.44370821798256
LHFPL2|ENSG00000145685.14|chr5	215	136	178	148	188	83	0.339815110185018	0.655403673008416	5673	-0.301900742595705	0.316281878975938	153.90018991228	-0.954530634423962
ARSB|ENSG00000113273.17|chr5	38	20	70	3	15	11	0.00500519560821403	1	740	-2.10813263631658	0.751107435996388	24.4862650525701	-2.80669919546199
DMGDH|ENSG00000132837.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
BHMT2|ENSG00000132840.10|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
BHMT|ENSG00000145692.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
HOMER1|ENSG00000152413.15|chr5	357	404	284	204	433	336	0.586389057089449	0.828558295979936	8713	-0.146758836349988	0.269739503470553	333.044064946699	-0.544076171497844
TENT2|ENSG00000164329.14|chr5	97	46	87	28	118	73	0.886198005766899	0.964344691117733	12051	-0.067000391232815	0.468152110520498	70.7433699880777	-0.143116712981007
CMYA5|ENSG00000164309.15|chr5	0	0	0	0	8	5	0.122174627623051	1	3114.5	4.47077545932096	2.89237666683657	1.98661682641401	1.54570997290291
MTX3|ENSG00000177034.17|chr5	139	79	178	82	304	185	0.146759741704225	0.430519597908304	3443	0.532351813703969	0.366867888436084	152.710431184384	1.45107225375686
THBS4|ENSG00000113296.14|chr5	1	3	5	0	0	16	0.645308811440123	1	9375	0.898486937379772	1.95200619650279	4.26369472618316	0.460288978072661
SERINC5|ENSG00000164300.17|chr5	34	6	47	1	36	7	0.306332568268457	1	5328	-1.01161680609717	0.988923278178957	19.5451636460361	-1.02294771335548
SPZ1|ENSG00000164299.7|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZFYVE16|ENSG00000039319.17|chr5	55	37	53	21	37	43	0.353712412722513	0.665352922912253	5866	-0.484479276679803	0.522398917882992	39.9252016357272	-0.927412481333504
FAM151B|ENSG00000152380.10|chr5	4	18	2	8	7	6	0.792547368034261	1	10936	-0.325792878200876	1.23873656837237	8.0494815360245	-0.263004166114955
ANKRD34B|ENSG00000189127.8|chr5	2	8	16	8	25	2	0.77171571779799	1	10714	0.34346404850035	1.18382241050782	9.64186531969009	0.290131395935489
DHFR|ENSG00000228716.7|chr5	582	370	626	275	474	415	0.0410849224350781	0.211027101598356	1803	-0.400136231805246	0.195888639883172	442.459553945842	-2.04267195914928
MSH3|ENSG00000113318.11|chr5	109	49	37	115	82	66	0.272101418996811	0.590208941705152	4907	0.520370247523956	0.473823671530212	76.0329098359243	1.09823607132886
RASGRF2|ENSG00000113319.13|chr5	2	4	16	0	7	18	0.865411760084372	1	11869	0.24123762312628	1.4233203669125	7.56477384490332	0.169489335454096
CKMT2|ENSG00000131730.16|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ZCCHC9|ENSG00000131732.12|chr5	248	129	278	78	225	230	0.450222071758925	0.73820351406655	7072	-0.25809299614922	0.341824722015948	189.395098013124	-0.755044850551149
ACOT12|ENSG00000172497.9|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SSBP2|ENSG00000145687.17|chr5	35	26	85	18	48	20	0.22352533515194	1	4317	-0.745749008971616	0.612672122113498	36.5195723865325	-1.21720734803315
RPS23|ENSG00000186468.13|chr5	5057	4289	4698	3573	4267	4025	0.0763450488368059	0.303539425453354	2411	-0.214576031235057	0.121072185185805	4270.4036543858	-1.77229832686801
TMEM167A|ENSG00000174695.10|chr5	515	484	484	334	465	327	0.0453014239821541	0.223197907847859	1885	-0.392509560064136	0.19607391962718	429.420290367232	-2.00184481857895
XRCC4|ENSG00000152422.16|chr5	47	61	59	44	62	44	0.718997372626968	0.895652269223778	10183	-0.166442424929533	0.462598218482611	52.546286220333	-0.35979910488088
VCAN|ENSG00000038427.16|chr5	74	40	38	56	80	52	0.459972138367655	0.745154291892203	7221	0.338868998892967	0.458617314793022	55.3238529938179	0.738892728125413
HAPLN1|ENSG00000145681.11|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
EDIL3|ENSG00000164176.13|chr5	14	36	32	22	9	14	0.284345410263911	1	5051	-0.834698509317852	0.779648539964158	21.9053305776702	-1.07060869934577
RASA1|ENSG00000145715.15|chr5	19	52	61	31	35	48	0.718321066133369	0.895463017933833	10175	-0.214423701510243	0.594459627427584	41.397439074953	-0.360703555997776
CCNH|ENSG00000134480.16|chr5	246	193	200	237	312	204	0.291585546122382	0.608574748265893	5135	0.25577609265078	0.24252231137577	228.452603229121	1.05464974005824
TMEM161B|ENSG00000164180.14|chr5	67	25	37	45	51	23	0.937524150171189	0.981677948843255	12605	-0.0438949217258389	0.56001240978221	39.9519431433888	-0.0783820518243689
MEF2C|ENSG00000081189.16|chr5	143	87	156	52	121	94	0.149914788216122	0.435350816702719	3479	-0.50631765297867	0.351650380131047	104.534288712415	-1.43983251998757
CETN3|ENSG00000153140.9|chr5	132	63	249	173	209	129	0.425911926301142	0.721130435151503	6771	0.295216457627282	0.370778683357743	153.328329360537	0.796206661488263
MBLAC2|ENSG00000176055.10|chr5	165	102	61	39	120	120	0.58972483272488	0.830597722556515	8741	-0.245455428856784	0.45519209233365	98.5811131971595	-0.539234826331008
POLR3G|ENSG00000113356.13|chr5	63	15	48	31	24	29	0.471209364416286	1	7363	-0.443923002106799	0.616120969632859	33.5750037130492	-0.720512730432351
LYSMD3|ENSG00000176018.13|chr5	174	146	157	159	297	231	0.0452146229881013	0.223197907847859	1882	0.52718417235776	0.263242987666734	189.867428912282	2.00265229106568
ADGRV1|ENSG00000164199.18|chr5	22	35	15	40	31	12	0.804864830069813	1	11054	0.180192218523715	0.729357580962438	26.5156104812608	0.247056071297619
ARRDC3|ENSG00000113369.9|chr5	53	70	45	22	97	84	0.714406227842137	0.893367616859891	10136	0.194952573991676	0.532737579041074	60.7969333480543	0.36594485101387
NR2F1|ENSG00000175745.15|chr5	1481	1162	1243	805	1181	1049	0.0211284691699128	0.143650794386261	1316	-0.337507078588834	0.146380654282208	1133.86968154412	-2.30568089918598
FAM172A|ENSG00000113391.19|chr5	45	44	87	15	47	30	0.0854731035803551	0.322636563258103	2551	-0.941903300841168	0.547689414465055	42.9161278767944	-1.71977634762423
POU5F2|ENSG00000248483.7|chr5	2	0	0	0	5	0	0.745216947372709	1	10423	1.25351304348425	3.85752583489161	0.990278568350252	0.324952598410651
KIAA0825|ENSG00000185261.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SLF1|ENSG00000133302.13|chr5	48	22	6	11	94	35	0.304371360709783	1	5303	0.801737411165295	0.780580338426925	33.6145456751917	1.02710428599958
MCTP1|ENSG00000175471.20|chr5	5	12	14	1	15	1	0.42406391134063	1	6753	-1.04778639692939	1.31073131021139	7.67932201259946	-0.799390682717734
FAM81B|ENSG00000153347.10|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TTC37|ENSG00000198677.13|chr5	105	108	80	34	66	112	0.302880920825838	0.616420765708885	5285	-0.471411591183591	0.457558982778291	83.989251872169	-1.0302750222959
ARSK|ENSG00000164291.17|chr5	84	39	34	49	68	47	0.829446536492436	0.942165087049034	11497	0.10551662889623	0.489837584516659	52.1010762557629	0.215411459290832
GPR150|ENSG00000178015.5|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RFESD|ENSG00000175449.14|chr5	61	42	49	35	92	44	0.749744565105317	0.908287091263727	10475	0.152172126277293	0.477064211041984	51.7537644618729	0.318976193885776
SPATA9|ENSG00000145757.16|chr5	2	0	0	0	0	0	0.676455533601468	1	9721.5	-1.69032344789168	4.0505734793182	0.290456781975695	-0.417304724015573
RHOBTB3|ENSG00000164292.13|chr5	299	156	324	154	254	213	0.287021550633032	0.605689631919131	5078	-0.271803459327106	0.255291639881176	224.656638146456	-1.06467826151148
ELL2|ENSG00000118985.16|chr5	88	122	104	88	163	111	0.640002272786654	0.854683300666522	9331	0.166388935377466	0.355763295124168	111.595741941419	0.467695621380482
PCSK1|ENSG00000175426.11|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ERAP1|ENSG00000164307.13|chr5	19	12	22	0	37	26	0.837502426417844	1	11579	0.205915670489662	1.00402976086553	18.1194051932658	0.205089210017191
ERAP2|ENSG00000164308.17|chr5	26	17	21	7	19	4	0.194275138144532	1	3992	-1.12282957949161	0.86502224616063	14.9968539966942	-1.29803549501212
LNPEP|ENSG00000113441.16|chr5	213	176	204	95	207	166	0.227208651745327	0.545412715667503	4361	-0.343625180414108	0.284556741059593	172.457512187896	-1.2075805308093
LIX1|ENSG00000145721.12|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
RIOK2|ENSG00000058729.11|chr5	262	244	291	366	465	310	0.0127169864637494	0.105458191966972	1059	0.536306542902117	0.215246012430879	318.91653634869	2.4915980409827
RGMB|ENSG00000174136.13|chr5	177	86	162	172	250	224	0.0151357945019316	0.117676879214358	1134	0.665779181261817	0.274083195270659	173.641745756315	2.42911346901204
CHD1|ENSG00000153922.11|chr5	267	146	249	177	186	244	0.866550469788528	0.956021776820324	11882	-0.0453811331988788	0.270058752537116	207.139641862246	-0.168041704897685
FAM174A|ENSG00000174132.9|chr5	173	176	230	88	216	169	0.319819153896897	0.634528744293339	5462	-0.305168756017115	0.306754805213021	170.940704540155	-0.994829586467911
ST8SIA4|ENSG00000113532.13|chr5	0	5	8	0	0	1	0.16180072033031	1	3626	-3.60888453112131	2.57954184640275	2.36468476132736	-1.39904089408513
SLCO4C1|ENSG00000173930.9|chr5	6	30	16	18	24	18	0.893140268938673	1	12126	0.111319688536855	0.828692476605169	19.1968612359698	0.134331723382947
PAM|ENSG00000145730.21|chr5	58	29	88	55	69	58	0.762537878593899	0.913605658753968	10621	0.139408231664107	0.461387816760489	57.493193623327	0.302149789396097
GIN1|ENSG00000145723.17|chr5	92	38	45	128	150	60	0.0232089806800445	0.152429045883509	1373	1.0080750471627	0.444090430224668	83.4884971995859	2.26997696539579
PPIP5K2|ENSG00000145725.21|chr5	42	40	52	37	15	15	0.15055852774449	1	3490	-0.905207168943507	0.629682420794796	33.6116095578157	-1.43756144216467
MACIR|ENSG00000181751.10|chr5	345	249	318	414	436	262	0.155811159830483	0.44335503878636	3559	0.330911101624304	0.233150688195961	332.747685477798	1.41930141482652
NUDT12|ENSG00000112874.10|chr5	107	140	117	122	236	108	0.37905252791442	0.683006619214952	6194	0.30553072115103	0.347334756553773	136.087884076859	0.879643385483448
EFNA5|ENSG00000184349.14|chr5	865	503	793	495	524	482	0.00889788485877935	0.084172766284485	927	-0.457094300293469	0.174733387736005	595.646842842734	-2.61595283085834
FBXL17|ENSG00000145743.18|chr5	56	10	54	23	71	62	0.453198355775928	0.739551579979354	7126	0.459833064655682	0.613034276016376	43.2129043619171	0.750093563517807
FER|ENSG00000151422.14|chr5	36	50	40	26	18	47	0.468202311457624	1	7328	-0.441144699232159	0.60813395969375	36.8491722259363	-0.72540711170663
PJA2|ENSG00000198961.10|chr5	274	240	250	437	524	384	5.70063733261365e-05	0.00199256598969195	237	0.837728616308164	0.208137964955476	348.416228615027	4.02487175507539
MAN2A1|ENSG00000112893.10|chr5	131	97	167	63	187	198	0.595084861005341	0.833139005165149	8800	0.198009218414637	0.372560585403598	135.801532975563	0.531481928503337
TMEM232|ENSG00000186952.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SLC25A46|ENSG00000164209.17|chr5	158	183	223	156	189	133	0.430469589408438	0.725062248956941	6812	-0.225420117975842	0.285925230938388	172.086100030197	-0.788388339273271
TSLP|ENSG00000145777.15|chr5	40	42	45	114	63	64	0.0372804206061256	0.200457483506249	1712	0.992890049373858	0.476736775886172	62.5888564858734	2.08267979227792
WDR36|ENSG00000134987.13|chr5	213	116	204	139	209	153	0.881092805853654	0.963049497215687	12000	-0.0401969707917884	0.268725009270399	166.78701562795	-0.149584033510409
CAMK4|ENSG00000152495.11|chr5	105	51	53	72	88	78	0.552910168399088	0.805037984419926	8308	0.243396680864927	0.410169607815206	72.941427743394	0.593404962794281
STARD4|ENSG00000164211.13|chr5	129	61	96	184	307	246	7.6411386370197e-07	5.48102196667613e-05	115	1.41188403957648	0.285556956942497	165.947773810858	4.94431672999232
NREP|ENSG00000134986.14|chr5	34	49	34	0	6	3	2.81341230986562e-05	1	197	-3.80164280719798	0.907732222532952	21.2018490034149	-4.18806638436808
EPB41L4A|ENSG00000129595.14|chr5	20	0	20	8	8	5	0.543145181652821	1	8213	-0.754098427617276	1.2401633968416	9.37681944542637	-0.608063767675923
APC|ENSG00000134982.17|chr5	117	74	134	59	152	132	0.783677976393494	0.922059567432597	10839	0.100350348669026	0.365536173126112	107.145881250233	0.27452918766101
SRP19|ENSG00000153037.15|chr5	678	664	877	560	762	692	0.491318912811567	0.764746606524809	7585	-0.117623352057701	0.170911361832592	695.477858719798	-0.688212596263282
REEP5|ENSG00000129625.13|chr5	978	755	728	690	984	776	0.958454587058379	0.987422491400595	12822	0.00861728409646377	0.165421138429183	805.762925687117	0.0520930044267155
DCP2|ENSG00000172795.17|chr5	124	113	91	102	224	129	0.192418875721058	0.497107205080804	3980	0.43948380851733	0.337167927827334	127.4157839952	1.30345674142053
MCC|ENSG00000171444.18|chr5	223	144	177	153	253	199	0.482494146519963	0.759125350876059	7502	0.17917358624417	0.255125197769162	186.689374420335	0.70229670691441
TSSK1B|ENSG00000212122.4|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
KCNN2|ENSG00000080709.16|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
TRIM36|ENSG00000152503.10|chr5	30	12	16	47	51	25	0.0684279450445653	1	2279	1.15335373640631	0.632953303133424	29.5797379842222	1.82217824079067
PGGT1B|ENSG00000164219.10|chr5	199	164	212	187	353	283	0.0311002262145688	0.180939354890667	1572	0.526566228547236	0.244256967211566	227.4585065157	2.15578795789741
CCDC112|ENSG00000164221.13|chr5	89	50	138	35	94	95	0.562340874781504	0.812248271068573	8400	-0.259071725018099	0.447162622102114	79.7251907975368	-0.579368024545971
FEM1C|ENSG00000145780.8|chr5	138	137	105	103	142	96	0.620800659057164	0.848642740506849	9090	-0.164669234822189	0.332856143631026	119.34846400504	-0.494715924500784
TICAM2|ENSG00000243414.6|chr5	17	5	4	8	12	37	0.21436051329036	1	4212.5	1.23265367363152	0.99274324954589	13.6887787101143	1.24166412030036
TMED7-TICAM2|ENSG00000251201.8|chr5	17	5	4	8	12	37	0.21436051329036	1	4212.5	1.23265367363152	0.99274324954589	13.6887787101143	1.24166412030036
TMED7|ENSG00000134970.14|chr5	380	184	442	661	1042	650	2.0968630351427e-09	2.4023643301239e-07	72	1.28287128363151	0.214164539343995	542.286721812053	5.99011996832466
CDO1|ENSG00000129596.5|chr5	66	120	99	96	144	64	0.919974340973372	0.976311377677775	12402	0.041756022942756	0.415623250574748	97.9755107259928	0.100466041986374
ATG12|ENSG00000145782.13|chr5	302	408	371	327	571	327	0.568376900820369	0.81682179226489	8481	0.141822847188867	0.248618549327956	379.95257094664	0.570443547242272
AP3S1|ENSG00000177879.17|chr5	130	128	144	31	133	108	0.147554577749697	0.43157149710021	3453	-0.602283419592604	0.415877421118158	109.232646149497	-1.44822341634528
LVRN|ENSG00000172901.21|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ARL14EPL|ENSG00000268223.7|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
COMMD10|ENSG00000145781.9|chr5	56	42	27	44	57	86	0.234148345958014	0.551646110683009	4460	0.606464380080752	0.509745030539663	51.8717605582714	1.18974064237309
SEMA6A|ENSG00000092421.17|chr5	603	492	565	434	640	459	0.55839625950383	0.808674639158549	8373	-0.0994964503727852	0.170013935635622	522.252833822649	-0.585225264039697
DTWD2|ENSG00000169570.10|chr5	46	64	55	33	91	73	0.670401061907579	0.872577831584866	9629	0.203933736882994	0.479170274472069	59.4024488014189	0.425597637724253
DMXL1|ENSG00000172869.15|chr5	9	7	8	28	28	8	0.103266701132604	1	2819	1.44973274625734	0.889833038600153	14.5479942189781	1.62921883473556
TNFAIP8|ENSG00000145779.8|chr5	229	241	229	263	325	271	0.19929468261347	0.507088783737975	4049	0.305602943807068	0.238089438553184	258.341635836507	1.28356362913092
HSD17B4|ENSG00000133835.18|chr5	168	92	185	173	274	72	0.502946612466121	0.771297008037374	7791	0.253072318654553	0.377798442721722	154.14334375764	0.669860671821139
PRR16|ENSG00000184838.15|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
FTMT|ENSG00000181867.3|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SRFBP1|ENSG00000151304.6|chr5	179	154	181	91	147	140	0.138052992599728	0.417907939800058	3327	-0.42735978031235	0.288156810098812	146.014751814688	-1.48308061907613
LOX|ENSG00000113083.15|chr5	15	6	9	12	7	21	0.578289910495702	1	8635	0.538051960257013	0.967920666199889	11.6287773788222	0.5558843602022
ZNF474|ENSG00000164185.7|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
ENSG00000250803|ENSG00000250803.7|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SNCAIP|ENSG00000064692.20|chr5	1	1	10	0	4	6	0.917641929256274	1	12373	-0.194690274342669	1.88280245957808	3.42672053997942	-0.103404514558738
SNX2|ENSG00000205302.7|chr5	388	276	454	283	344	241	0.131580009898821	0.406415788441383	3245	-0.317451799810062	0.210525702678428	323.054541251486	-1.50790044052227
SNX24|ENSG00000064652.11|chr5	143	84	115	64	132	53	0.230127474203173	0.548040690368219	4399	-0.45250486700434	0.377077788031026	94.5822252868598	-1.20003055435105
PPIC|ENSG00000168938.6|chr5	135	95	106	79	118	122	0.892556231088229	0.966689498557478	12118	-0.0446565375622418	0.33061681243597	107.169607252614	-0.135070377193508
PRDM6|ENSG00000061455.11|chr5	101	73	95	72	146	92	0.546757738263554	0.801386741815221	8252	0.210287298698973	0.34895177641922	93.5538237843171	0.602625671824465
CEP120|ENSG00000168944.17|chr5	91	117	98	69	99	97	0.551488774203146	0.804461697330106	8295	-0.220697762944187	0.370590059255818	95.1270562555164	-0.595530714955956
CSNK1G3|ENSG00000151292.19|chr5	292	343	465	195	353	349	0.255829218518149	0.573304869208425	4728	-0.291328780624757	0.256382707070359	327.439673868914	-1.13630433173017
ZNF608|ENSG00000168916.16|chr5	27	26	17	2	54	21	0.996686412470825	1	13244	0.00356663544656007	0.858813944564205	23.2560039157534	0.00415297803340853
GRAMD2B|ENSG00000155324.10|chr5	28	33	18	9	15	13	0.133392062587938	1	3276	-1.13071808958638	0.753380678007134	19.4490936307712	-1.50085889191821
ALDH7A1|ENSG00000164904.18|chr5	379	315	311	289	403	379	0.602790476455577	0.83720830593944	8914	0.10951423090104	0.21044569973453	341.771924542014	0.520391868492387
PHAX|ENSG00000164902.14|chr5	1394	1135	1104	944	1607	1023	0.863641480245033	0.954740631967382	11851	-0.0279258849084261	0.162605044428554	1176.85392532061	-0.17174058164411
TEX43|ENSG00000196900.5|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
LMNB1|ENSG00000113368.12|chr5	536	478	503	268	833	593	0.62283884216602	0.849784586342623	9112	0.125066365909093	0.25428729377721	519.110401405124	0.491830968238107
MARCHF3|ENSG00000173926.6|chr5	200	159	261	117	236	120	0.18108272593519	0.480517999535698	3850	-0.385332088607863	0.288114106499756	175.85929498572	-1.33742874755141
C5orf63|ENSG00000164241.14|chr5	0	0	5	7	12	4	0.1960349599639	1	4006	2.29089613632336	1.77186278100864	4.4481857926219	1.29293089785387
MEGF10|ENSG00000145794.17|chr5	2	0	0	0	0	0	0.676455533601468	1	9721.5	-1.69032344789168	4.0505734793182	0.290456781975695	-0.417304724015573
PRRC1|ENSG00000164244.21|chr5	706	530	603	759	982	730	0.003702632555806	0.0474270434050368	668	0.45421133767757	0.156492709225707	707.334472707062	2.90244408142023
CTXN3|ENSG00000205279.9|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
CCDC192|ENSG00000230561.6|chr5	0	0	0	0	0	0	1	1	16385.5	NA	NA	0	NA
SLC12A2|ENSG00000064651.14|chr5	313	304	256	224	394	241	0.855322139001328	0.951352843042669	11768	-0.0450012846651824	0.246809498627151	284.247208739881	-0.182332061429957
FBN2|ENSG00000138829.12|chr5	55	64	71	28	93	69	0.930816529271935	0.979829032709171	12528	-0.0410510822159794	0.472843075773624	61.7100215331548	-0.0868175602419793
SLC27A6|ENSG00000113396.13|chr5	6	3	4	3	5	1	0.751114363792549	1	10516	-0.513031875375382	1.61752796891513	3.51317541992742	-0.317170327335652
ISOC1|ENSG00000066583.12|chr5	466	334	483	183	302	276	0.000494698669247675	0.0106270034443335	392	-0.722630986447243	0.207437359907368	331.476056767967	-3.48361060307525
