rownames(readCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
FOXF2|ENSG00000137273.6|chr6	464	333	364	179	578	308	0.577722153871264	0.793347082486183	9785	-0.15749085581016	0.282893132909993	356.789044365488	-0.556715018813371
FOXC1|ENSG00000054598.9|chr6	8126	6816	8071	6367	8678	7251	0.847547225127353	0.939469538015753	12669	-0.0237306508495423	0.123437106501031	7434.03999102166	-0.192248923538597
GMDS|ENSG00000112699.11|chr6	1059	1023	1250	544	918	841	0.00465436695133501	0.0458554408456645	1078	-0.525984753333245	0.185858380115453	922.957263122956	-2.83002979476367
WRNIP1|ENSG00000124535.16|chr6	445	300	472	264	623	439	0.566678677481779	0.787598719774212	9595	0.133937907071054	0.233769005144607	408.587261383769	0.57294980995535
SERPINB1|ENSG00000021355.13|chr6	350	251	341	200	284	282	0.248490232844683	0.530785730120501	5669	-0.260472541484081	0.225708034004095	278.655876676223	-1.15402423592665
SERPINB9|ENSG00000170542.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SERPINB6|ENSG00000124570.21|chr6	501	197	532	383	234	248	0.244041493213288	0.525277962406071	5612	-0.366368339160198	0.314494266223513	339.982547953809	-1.16494441555198
NQO2|ENSG00000124588.22|chr6	241	246	226	167	193	168	0.116849244705494	0.348502453219199	3853	-0.421344946158323	0.268691472731555	206.003629260172	-1.56813665083924
RIPK1|ENSG00000137275.16|chr6	75	57	72	99	87	99	0.151983765764105	0.404503297820484	4394	0.54355319658869	0.379428010170465	81.2561331772536	1.43255948959722
BPHL|ENSG00000137274.13|chr6	493	425	462	309	485	355	0.19894993943215	0.469653797514823	5042	-0.25751428329207	0.200470584284638	413.967660939353	-1.28454897366109
TUBB2A|ENSG00000137267.7|chr6	817	646	982	637	898	791	0.828140833838997	0.932376064441349	12450	-0.0363230743665377	0.167320642894447	778.463114162985	-0.217086629229915
TUBB2B|ENSG00000137285.11|chr6	2400	1800	2357	1723	2564	2303	0.792695831860911	0.916002604143445	11909	0.0362660144361384	0.137992467497075	2146.82336711269	0.262811551195046
PSMG4|ENSG00000180822.12|chr6	793	761	642	562	565	505	0.0574446297975228	0.229381283947542	2803	-0.408137315489201	0.214819029175495	637.332230517933	-1.89991229853188
SLC22A23|ENSG00000137266.15|chr6	159	125	125	88	74	106	0.11502501357105	0.344247046086234	3837	-0.55548106552051	0.352461838737828	112.295401276587	-1.57600342638425
PXDC1|ENSG00000168994.14|chr6	105	100	123	55	92	116	0.425337474413741	0.692397448560129	7898	-0.299672788307651	0.375908760551654	97.0789084645485	-0.797195542524403
FAM50B|ENSG00000145945.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PRPF4B|ENSG00000112739.17|chr6	370	323	350	359	414	409	0.318855217048773	0.598876242501797	6585	0.210896422108086	0.211570667364224	367.940802518833	0.996813143974363
FAM217A|ENSG00000145975.15|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ECI2|ENSG00000198721.13|chr6	2025	2052	1861	1022	1956	1542	0.0289434456164258	0.149879832766021	2122	-0.415915960294847	0.190415395283503	1718.98727918689	-2.18425595092038
CDYL|ENSG00000153046.18|chr6	259	269	343	210	434	296	0.698557522906208	0.863456640871343	11072	0.0974329316616262	0.251590198602054	294.692080600233	0.38726839202404
RPP40|ENSG00000124787.14|chr6	214	196	206	213	400	282	0.0338300138268642	0.165784612784737	2246	0.530641397691373	0.250055793965727	246.560516471749	2.12209199105422
PPP1R3G|ENSG00000219607.4|chr6	0	0	5	0	8	0	0.841581286343315	1	12603.5	0.5998811835846	3.00133822956632	1.85965026563821	0.19987123666208
LYRM4|ENSG00000214113.11|chr6	1367	778	1400	593	656	737	4.57646033664e-05	0.00159623250802135	300	-0.759486711456105	0.186319208208238	895.166564815348	-4.07626631070302
FARS2|ENSG00000145982.13|chr6	137	139	212	100	200	198	0.899815557175282	0.961294655855604	13182	0.0404865028397948	0.321591109267943	160.671339354521	0.125894347427566
NRN1|ENSG00000124785.9|chr6	996	427	952	326	622	516	0.00587048571362428	0.053430672948696	1171	-0.639019426931987	0.231954945598476	610.26605792993	-2.75492908885054
F13A1|ENSG00000124491.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
LY86|ENSG00000112799.9|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RREB1|ENSG00000124782.21|chr6	43	27	112	104	196	133	0.00300850939845885	0.0339158857782878	938	1.30923767503065	0.441286251359984	98.5885931882237	2.96686713215233
SSR1|ENSG00000124783.14|chr6	2335	2307	2524	1459	2217	1915	0.025658948973449	0.137971606637366	2038	-0.354136914381506	0.158710780444522	2098.05480738591	-2.2313349691157
CAGE1|ENSG00000164304.16|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RIOK1|ENSG00000124784.9|chr6	468	410	614	601	943	865	0.000190394933034468	0.00464143104257367	431	0.716722063705172	0.192076982159551	638.031541480004	3.73143130242341
DSP|ENSG00000096696.15|chr6	590	469	693	501	711	708	0.36479334446277	0.641939296059169	7160	0.16880782262694	0.1862667393413	600.561678355818	0.906269273966463
SNRNP48|ENSG00000168566.13|chr6	907	562	962	688	755	548	0.232038456948716	0.511138050923998	5461	-0.224488706332355	0.187837114902346	719.230708307009	-1.19512433125404
BMP6|ENSG00000153162.9|chr6	132	195	81	72	153	110	0.375859162988573	0.651427300461221	7305	-0.369524914672988	0.417282159628428	124.665430615693	-0.885551673241998
TXNDC5|ENSG00000239264.9|chr6	3643	2409	3383	2178	3520	2544	0.210302165389353	0.484030271713227	5191	-0.167097019447556	0.133385767918332	2864.25503693738	-1.25273499605943
BLOC1S5|ENSG00000188428.20|chr6	381	290	339	265	432	390	0.561362371954555	0.784865148288333	9538	0.125579925206555	0.216211764297963	342.557452209282	0.580819113216674
EEF1E1|ENSG00000124802.12|chr6	2224	1721	2163	1477	2197	1719	0.240401757343355	0.520723301469961	5570	-0.157244954200919	0.133941401406484	1877.09435061136	-1.1739831937678
SLC35B3|ENSG00000124786.12|chr6	232	259	354	168	320	288	0.652110705117497	0.837415204965563	10535	-0.122411768879744	0.271524192804504	265.030037490006	-0.450831904204868
TFAP2A|ENSG00000137203.15|chr6	861	675	912	518	995	654	0.347468506115774	0.62694256171119	6933	-0.170343380309335	0.181310704299519	747.462800244117	-0.939510885291875
GCNT2|ENSG00000111846.20|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
C6orf52|ENSG00000137434.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PAK1IP1|ENSG00000111845.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TMEM14C|ENSG00000111843.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TMEM14B|ENSG00000137210.14|chr6	3607	2986	3640	1907	2744	2322	5.62036134669776e-05	0.00183704515212505	320	-0.532238010505399	0.132127738353988	2814.52192545457	-4.02820798369728
MAK|ENSG00000111837.12|chr6	14	5	6	1	19	0	0.763754348979552	1	11646	-0.44307402981701	1.47418939477158	6.7785871129495	-0.300554346265435
GCM2|ENSG00000124827.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ELOVL2|ENSG00000197977.4|chr6	140	153	273	143	163	147	0.376791500045612	0.652218729109409	7313	-0.277664812832443	0.314163194034461	167.135572593529	-0.883823497166205
SMIM13|ENSG00000224531.6|chr6	628	528	617	475	802	610	0.592138078078178	0.801468753173275	9924	0.0974597927005779	0.181916127675215	597.507075200648	0.535740255391639
ERVFRD-1|ENSG00000244476.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NEDD9|ENSG00000111859.17|chr6	34	11	23	61	48	32	0.0535988428067147	0.220026213322667	2722	1.16551078808487	0.60387140980264	34.4591623057321	1.93006452891318
TMEM170B|ENSG00000205269.6|chr6	231	155	191	48	123	133	0.00965450971802399	0.0749042349819707	1378	-0.909575342147748	0.351463689646189	142.47349738793	-2.58796390336481
ADTRP|ENSG00000111863.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HIVEP1|ENSG00000095951.17|chr6	41	62	43	36	34	56	0.691153507486285	0.859480499517202	10996	-0.213238091564485	0.536731377910639	46.1442736642758	-0.397290153585891
EDN1|ENSG00000078401.7|chr6	4	2	5	0	11	1	0.995315700555629	1	14120	0.0107579652084369	1.83241168457956	3.43680038137014	0.00587093244327639
PHACTR1|ENSG00000112137.19|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TBC1D7|ENSG00000145979.18|chr6	651	560	748	499	521	488	0.0778799500972178	0.274773999087061	3203	-0.33268984367063	0.188693625523831	570.776332339084	-1.76312179463961
GFOD1|ENSG00000145990.11|chr6	562	462	538	432	634	564	0.656411408645135	0.839684623850751	10576	0.0820011234357216	0.184324719712485	523.242054193769	0.444873175793401
SIRT5|ENSG00000124523.17|chr6	164	125	191	72	67	124	0.0276509068484152	0.145270745805381	2091	-0.796479962037004	0.361674026881919	121.878000855369	-2.20220392629146
NOL7|ENSG00000225921.7|chr6	3012	2767	2950	1942	3486	3021	0.765083883787093	0.902527178567587	11660	-0.0499045475599371	0.16701013612313	2813.59771950994	-0.298811489640032
RANBP9|ENSG00000010017.13|chr6	456	306	450	481	651	569	0.00342291353207773	0.0369831218840082	979	0.53271102929491	0.182001384822448	475.986252550803	2.92696140644533
MCUR1|ENSG00000050393.12|chr6	323	339	408	387	415	255	0.983536449386899	0.994293048635301	13980	0.00514518644782477	0.24933707144628	351.702033388709	0.0206354651475615
RNF182|ENSG00000180537.13|chr6	143	92	98	135	153	92	0.499000593482296	0.746722746389962	8806	0.229729216229601	0.339804408248848	116.921685980977	0.676063084094437
CD83|ENSG00000112149.10|chr6	120	109	184	34	61	95	0.00901126054521318	0.0716626182914658	1348	-1.08078797579773	0.413837092268961	98.112527276568	-2.61162664243567
JARID2|ENSG00000008083.14|chr6	1338	958	1225	918	1228	1150	0.701420240706049	0.865659433986778	11089	-0.0576686334282231	0.150412186587535	1114.97900493121	-0.383403996288968
DTNBP1|ENSG00000047579.20|chr6	595	604	571	942	1151	874	7.73935135439745e-05	0.0023659652346355	343	0.752856521058063	0.190484167087336	784.913728209729	3.9523312229561
MYLIP|ENSG00000007944.15|chr6	287	193	201	122	240	162	0.177871096793756	0.439844444648673	4761	-0.373456853383014	0.277181073583035	195.260829772755	-1.34733893824514
GMPR|ENSG00000137198.10|chr6	274	98	209	140	99	97	0.0638725740913123	0.243361999671958	2946	-0.664570840999203	0.358632680667774	147.844570410774	-1.85306826963391
ATXN1|ENSG00000124788.19|chr6	265	218	309	106	206	95	0.000816211977862066	0.0135169081944724	635	-0.962961823200817	0.287688511271002	193.65838769019	-3.34723767364387
STMND1|ENSG00000230873.9|chr6	18	10	18	23	12	12	0.858465804423398	1	12791	0.147661728873033	0.828036906256014	15.4397738094517	0.178327472794285
RBM24|ENSG00000112183.15|chr6	12	5	8	14	14	9	0.511279053949429	1	8996	0.64500766448325	0.981974933173767	10.1242826507984	0.656847382446484
CAP2|ENSG00000112186.13|chr6	223	213	271	245	284	278	0.354243521660759	0.63322593755963	7018	0.22358566652119	0.241351646010047	250.086104180542	0.92638964853748
FAM8A1|ENSG00000137414.7|chr6	875	657	804	513	956	771	0.78698250835275	0.913954881767428	11856	-0.0493101770885774	0.182474136558271	743.759938032016	-0.270231047635789
NUP153|ENSG00000124789.12|chr6	484	462	550	287	685	470	0.753009139883003	0.896392485532731	11549	-0.0733765609076331	0.233182742800287	476.873696195971	-0.314674062181684
KIF13A|ENSG00000137177.20|chr6	4	9	0	6	19	9	0.363977715406578	1	7150	1.20069002516556	1.32262012511918	7.75841366049389	0.907811700700806
NHLRC1|ENSG00000187566.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TPMT|ENSG00000137364.5|chr6	537	331	527	264	485	336	0.109091982563576	0.333696900166512	3742	-0.334456381559229	0.208736771176197	399.160228825167	-1.6022877985255
KDM1B|ENSG00000165097.16|chr6	172	101	133	169	149	163	0.296945701721068	0.578420844019636	6313	0.319336644208029	0.306169636963483	146.361387550028	1.04300559446434
DEK|ENSG00000124795.17|chr6	3296	2147	2973	2362	4143	3037	0.150452291209196	0.402833878111382	4371	0.204687474453615	0.14234813869641	2908.16778909436	1.43793572805443
RNF144B|ENSG00000137393.10|chr6	28	13	29	54	110	43	0.00301671251374777	0.0339547736589796	939	1.58889746078991	0.535698413228694	44.1284954928492	2.96602980623651
MBOAT1|ENSG00000172197.11|chr6	75	86	54	92	134	67	0.323342031231435	0.603248623821412	6633	0.412544718188043	0.4177188430351	84.1303261340444	0.987613379349942
E2F3|ENSG00000112242.16|chr6	1442	1243	1468	892	1550	1233	0.291929839703707	0.573486817970201	6250	-0.170992775258119	0.162248010317393	1277.96580110907	-1.05389751728615
CDKAL1|ENSG00000145996.11|chr6	195	132	226	295	276	220	0.0280683435530896	0.146751691594977	2102	0.586918739970116	0.267227048443861	221.401340190144	2.19632983782109
SOX4|ENSG00000124766.7|chr6	3612	3065	3230	3113	5083	3700	0.0679142686978426	0.252107467444777	3028	0.265630798854513	0.145505259654236	3566.81361531696	1.82557523683839
PRL|ENSG00000172179.13|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HDGFL1|ENSG00000112273.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
NRSN1|ENSG00000152954.12|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
DCDC2|ENSG00000146038.12|chr6	145	113	121	110	131	145	0.841229614885195	0.936481861565697	12596	0.0626932635877255	0.312964160752918	126.188486891798	0.200320903955585
KAAG1|ENSG00000146049.2|chr6	17	3	19	4	6	4	0.233091976814322	1	5473	-1.36598168040668	1.14554281288913	8.1813361275017	-1.19243180179498
MRS2|ENSG00000124532.15|chr6	627	398	539	370	580	476	0.595590980047634	0.803136046525053	9956	-0.0993572287230809	0.18720102575964	485.293845930408	-0.530751518694412
GPLD1|ENSG00000112293.15|chr6	92	46	81	71	73	40	0.683148165122459	0.85500260057635	10916	-0.178611910346183	0.437590928628906	65.3110322626848	-0.408170962103405
ALDH5A1|ENSG00000112294.14|chr6	929	680	863	735	870	752	0.866107130882679	0.946107651366863	12875	-0.0269971743900725	0.160120579511925	791.979957694496	-0.168605275301679
KIAA0319|ENSG00000137261.15|chr6	19	3	9	10	13	20	0.537022861648095	1	9279	0.599185378236462	0.970621683011479	11.8901787709359	0.617321237227476
TDP2|ENSG00000111802.14|chr6	598	330	521	442	864	534	0.0749928685991707	0.268229826641356	3155	0.370130121998443	0.207878948779421	528.256689013206	1.78050795509451
ACOT13|ENSG00000112304.11|chr6	1098	1134	1211	930	1191	791	0.198023232373585	0.468210527136269	5033	-0.235865199844299	0.183238414673061	1048.37972076609	-1.28720388825202
C6orf62|ENSG00000112308.13|chr6	1338	1001	1149	742	1072	758	0.00788208416393626	0.0653320437001224	1293	-0.41935871679813	0.157826933319528	989.026489321948	-2.65707954895834
GMNN|ENSG00000112312.10|chr6	1541	1398	1483	1868	2563	2098	0.000122551117004561	0.0033787700534361	381	0.574590563882567	0.149595328901493	1803.70975832803	3.84096594527312
ARMH2|ENSG00000260286.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
RIPOR2|ENSG00000111913.20|chr6	0	0	1	0	0	0	0.819760673018696	1	12325.5	-0.929747190088228	4.0804728567969	0.147987081487783	-0.227852805965744
CARMIL1|ENSG00000079691.19|chr6	39	36	59	62	89	68	0.0913200273994074	0.301111773447267	3439	0.737495152191794	0.436781725051378	57.7208472387471	1.68847529530922
SCGN|ENSG00000079689.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2AC1|ENSG00000164508.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC1|ENSG00000146047.7|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SLC17A4|ENSG00000146039.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
SLC17A2|ENSG00000112337.11|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
TRIM38|ENSG00000112343.11|chr6	121	93	120	159	242	161	0.0068969011935305	0.060068463678669	1230	0.770574122118554	0.285209607962273	146.181613182462	2.70178177945704
H1-1|ENSG00000124610.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H3C1|ENSG00000275714.2|chr6	0	0	5	0	0	1	0.60418338267751	1	10051.5	-2.05554816198068	3.96522348442784	0.91331580108186	-0.518394024965602
H4C1|ENSG00000278637.2|chr6	4	0	7	0	0	0	0.181885405311373	1	4823	-4.14366789491421	3.10393543434905	1.61682313436587	-1.33497232225232
H4C2|ENSG00000278705.3|chr6	0	5	5	0	5	1	0.662335970328047	1	10638	-0.96188188664959	2.20266377175412	2.62054530323857	-0.436690292446941
H3C2|ENSG00000286522.2|chr6	0	1	8	0	4	5	0.984789245458032	1	14002	0.0410774648731752	2.15459986240421	2.81213759237306	0.0190650085846283
H2AC4|ENSG00000278463.2|chr6	2	1	2	0	0	0	0.40918689378682	1	7713	-3.10129461848167	3.75766302834548	0.787912488107693	-0.825325367146395
H2BC3|ENSG00000276410.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H3C3|ENSG00000287080.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H1-2|ENSG00000187837.4|chr6	1825	1595	1868	1781	3110	2128	0.007880008024915	0.0653320437001224	1292	0.407973105155369	0.153536792044674	2006.78933876355	2.65716835503938
HFE|ENSG00000010704.19|chr6	18	5	4	12	9	19	0.498846218052919	1	8804	0.687437330507777	1.01645862167529	11.0562135284543	0.676306261611286
H4C3|ENSG00000197061.5|chr6	31488	30257	32194	23442	43887	32390	0.641783606845707	0.830825608363966	10447	0.0726619595683527	0.156192926089122	31663.1298858728	0.465206468613645
H1-6|ENSG00000187475.6|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC4|ENSG00000180596.8|chr6	7	0	11	0	8	14	0.797647802248252	1	11953	0.411814626014999	1.60618846274485	6.19149700248105	0.256392469231936
H2AC6|ENSG00000180573.10|chr6	8	2	18	0	10	10	0.75230178780403	1	11542	-0.432408293591328	1.37009012284246	7.36200519017429	-0.315605730150242
H1-4|ENSG00000168298.7|chr6	20	1	8	20	56	28	0.0245879248975081	1	2002	1.92003262736289	0.854176953722222	20.7973339679625	2.24781600462998
H2BC5|ENSG00000158373.9|chr6	63	63	26	131	114	80	0.019212470941895	0.115657682487652	1809	1.10018536527627	0.469887065342411	80.5032588411056	2.34138252874561
H2BC6|ENSG00000274290.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H4C4|ENSG00000277157.2|chr6	29	3	21	0	0	0	0.000210774124558946	1	448	-6.43537434014849	1.73659611658038	7.92379667936032	-3.70574037262084
ENSG00000282988|ENSG00000282988.2|chr6	27	14	14	53	61	58	0.00210885136572455	0.0264232545089372	841	1.7001467823334	0.552990662640441	37.516658174687	3.0744583899762
H3C4|ENSG00000197409.8|chr6	27	14	14	48	55	55	0.00539434664908716	0.0506951528667377	1132	1.57888411154312	0.567435607222578	35.2030476191714	2.78249036797544
H2AC7|ENSG00000196866.3|chr6	3	14	0	14	0	2	0.951480735177908	1	13685	-0.105955881797562	1.7413376773351	6.27350061106402	-0.0608474066671056
H2BC7|ENSG00000277224.3|chr6	0	2	9	0	0	2	0.380110259293367	1	7351	-2.33848673517714	2.66435566654169	2.0816076069888	-0.87769315656437
H4C5|ENSG00000276966.3|chr6	4	8	4	0	10	1	0.641338217269549	1	10438	-0.782078682143018	1.67889807967593	4.35773820154603	-0.465828564348575
H2BC8|ENSG00000273802.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2AC8|ENSG00000277075.3|chr6	28	0	0	0	3	4	0.348140554376065	1	6942	-1.86733630679904	1.99033479821521	5.17980959405624	-0.938202109752358
H3C6|ENSG00000274750.3|chr6	0	0	6	0	0	0	0.407140954341535	1	7689	-3.27893699910346	3.95560008787054	0.8879224889267	-0.82893541466894
H1-3|ENSG00000124575.7|chr6	3	0	0	0	0	0	0.572335590602018	1	9682	-2.26123279414195	4.00491021918837	0.435685172963543	-0.564615102557831
H4C6|ENSG00000274618.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H4C7|ENSG00000275663.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H3C7|ENSG00000277775.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC9|ENSG00000275713.3|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H3C8|ENSG00000273983.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC10|ENSG00000278588.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H4C8|ENSG00000158406.6|chr6	15	0	15	0	12	0	0.451245770769723	1	8222	-1.36789025156053	1.81576802437479	6.0778043744334	-0.753339762127118
BTN2A2|ENSG00000124508.17|chr6	102	55	64	134	100	109	0.0620713200912311	0.239529123572595	2904	0.719976167340787	0.385883584808904	93.819563193275	1.8657859408488
BTN3A1|ENSG00000026950.17|chr6	12	38	27	14	38	7	0.515658847944706	1	9031	-0.523303718266508	0.805018654025263	22.5973119105405	-0.650051667312153
BTN3A3|ENSG00000111801.16|chr6	8	4	41	25	21	1	0.97218242913005	1	13872	-0.0376536547514661	1.07979169911355	15.9162716926304	-0.0348712207941379
BTN2A1|ENSG00000112763.17|chr6	125	62	169	211	301	271	6.11909370647862e-05	0.00197521304301673	325	1.210405046592	0.301984420450792	185.016011883157	4.00817050358144
BTN1A1|ENSG00000124557.14|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
HMGN4|ENSG00000182952.5|chr6	1226	790	1426	1028	1084	967	0.602218403304129	0.807463633119597	10030	-0.0906189617017968	0.173861670305462	1063.70748086571	-0.52121299388523
ABT1|ENSG00000146109.5|chr6	1078	916	1124	741	1206	773	0.251876156312762	0.534285871166295	5718	-0.190586636644748	0.166334377500845	951.606692592911	-1.14580424989885
ZNF322|ENSG00000181315.11|chr6	9	22	13	41	48	26	0.0535022559031825	1	2717	1.33408777529153	0.690934775340854	26.7098634052718	1.93084473803392
H2BC11|ENSG00000124635.9|chr6	9	0	12	0	6	0	0.372554693242923	1	7260	-1.84227784446238	2.06603281998601	3.9226866403935	-0.891698247308022
H2AC11|ENSG00000196787.4|chr6	8	9	10	0	5	5	0.283995177581895	1	6139	-1.48733724294733	1.38823448850657	6.02175558577777	-1.07138761877857
H4C9|ENSG00000276180.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC12|ENSG00000197903.8|chr6	62	48	77	30	34	21	0.0283495391257865	0.147885730252224	2107	-1.09261279482186	0.4983603417113	44.1921553867874	-2.19241521319689
H2AC12|ENSG00000274997.2|chr6	54	33	62	32	32	27	0.220611882247647	0.496543937653106	5330	-0.638884653294679	0.521579919964511	38.9301258289042	-1.22490270204066
PRSS16|ENSG00000112812.16|chr6	116	109	121	106	152	116	0.694641566752957	0.861176579774599	11037	0.12299360584061	0.313308454487511	118.319210882903	0.39256395440013
POM121L2|ENSG00000158553.5|chr6	0	0	0	0	8	0	0.35523603072372	1	7039	3.64820536050314	3.94622069413697	1.11971485819929	0.924480824380502
ZNF391|ENSG00000124613.9|chr6	50	27	53	106	184	95	4.67311822079485e-05	0.00161035163643796	303	1.59927452349295	0.392806909482087	82.9874001640035	4.07140120218757
ZNF184|ENSG00000096654.16|chr6	103	94	85	177	197	134	0.00726084771830534	0.0620449286074443	1254	0.867357079917494	0.323081619395521	131.043028761408	2.68463765144022
H2BC13|ENSG00000185130.6|chr6	17	9	8	1	0	7	0.161197716695503	1	4522	-1.97714448332286	1.41118293552137	6.87051258879163	-1.40105469925655
H2AC13|ENSG00000196747.5|chr6	24	17	3	3	1	18	0.432119551919927	1	7994	-0.943657663459042	1.20123971267552	11.1876502432413	-0.785569818830946
H3C10|ENSG00000278828.2|chr6	0	0	4	0	0	0	0.497881164903668	1	8762	-2.69746553160539	3.97957608820277	0.591948325951133	-0.677827354426487
H2AC14|ENSG00000276368.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC14|ENSG00000273703.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H4C11|ENSG00000197238.5|chr6	34	27	16	23	8	4	0.223503610998229	1	5359	-1.05107052188214	0.863469323834848	18.9457395576978	-1.21726446194303
H4C12|ENSG00000273542.2|chr6	0	0	0	0	0	4	0.458514171224524	1	8305.5	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
H2AC15|ENSG00000275221.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2BC15|ENSG00000233822.6|chr6	16	1	5	25	11	6	0.313162834160731	1	6521	1.14328024743538	1.13352326907624	10.6133776529693	1.00860765599201
H2AC16|ENSG00000276903.2|chr6	0	0	0	0	0	2	0.63047879351527	1	10319	1.94059326373692	4.03405248854704	0.346760787285888	0.481053052543665
H1-5|ENSG00000184357.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H3C11|ENSG00000275379.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H4C13|ENSG00000275126.2|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H3C12|ENSG00000197153.5|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
H2AC17|ENSG00000278677.2|chr6	89	58	90	42	76	47	0.223808598986494	0.500810888668595	5362	-0.499001822258265	0.410207152928645	64.7272024288772	-1.21646299606352
H2BC17|ENSG00000274641.2|chr6	0	4	0	0	0	2	0.740617695914248	1	11434	-1.20197911147369	3.6309677740235	1.15268695991161	-0.331035466652398
OR2B2|ENSG00000168131.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZNF165|ENSG00000197279.5|chr6	53	47	15	147	282	165	1.16691513003738e-07	1.2251430163241e-05	99	2.32295541860769	0.438408964469815	115.502544165193	5.29860383082478
ZSCAN16|ENSG00000196812.6|chr6	91	127	105	138	251	206	0.0103666653458039	0.0780081036939145	1427	0.847061194592092	0.330450494205089	151.511655057298	2.56335278489969
ZKSCAN8|ENSG00000198315.11|chr6	159	118	192	202	199	158	0.271040292297062	0.555224498757259	5951	0.314100699746994	0.285372263942201	169.055467728342	1.10067003501998
ZSCAN9|ENSG00000137185.13|chr6	68	25	115	75	99	52	0.662506207233958	0.842541235530375	10641	0.212555349060487	0.487003373463921	69.1085838408889	0.436455598959488
ZKSCAN4|ENSG00000187626.9|chr6	137	132	164	171	168	139	0.543807205624781	0.774555011991405	9355	0.181229653179491	0.2985337589977	150.991587862592	0.60706586011563
NKAPL|ENSG00000189134.4|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
ZSCAN26|ENSG00000197062.12|chr6	59	91	83	113	183	143	0.0148586743103832	0.0987657979819341	1622	0.886130556796584	0.363793652828039	111.146337950438	2.43580543505372
ENSG00000276302|ENSG00000276302.1|chr6	0	0	0	0	0	0	1	1	16833	NA	NA	0	NA
PGBD1|ENSG00000137338.6|chr6	40	15	25	40	43	29	0.341003729174863	0.621025537777477	6845	0.567314142547275	0.595803129862349	31.2070004500202	0.952183891142606
ZSCAN31|ENSG00000235109.8|chr6	9	28	19	26	40	34	0.267581142071747	1	5911	0.770828514280517	0.695285637371354	26.2129537512693	1.10865013290763
