rownames(count)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
DNM1	1	27	0	6	5	1	0.677961945134659	0.883790192297262	10103	-0.8036760268386	1.93542222622304	5.49966647769599	-0.415245839357216
DNM1L	259	251	233	174	181	231	0.96517059684266	0.990511313023058	12966	-0.0117293927039727	0.268615803630558	218.316420151524	-0.0436660559261239
DNM2	62	87	64	99	130	27	0.287268990914466	0.623305818821628	5741	0.500521873411911	0.470357024559224	74.4311061688125	1.06413181323476
DNM3	21	36	10	24	0	52	0.526271198630123	0.812467305856543	8453	0.691962969569545	1.09192660909461	24.5079642616482	0.633708313183522
DNMBP	37	54	37	78	17	43	0.507972782412899	0.799601542616518	8285	0.400685156015459	0.605266812702851	42.9269440093434	0.661997564720554
DNMT1	520	692	443	684	532	515	0.00979972968902456	0.0904658044576521	1302	0.375669452030571	0.14544950592847	549.277620641943	2.58281696890274
DNMT3A	36	35	35	44	15	44	0.669160503517466	0.881419927022825	10001	0.28035459078836	0.65610646879676	34.7288979212569	0.42730045216976
DNMT3B	60	62	39	113	56	63	0.0630665858503833	0.289213776535474	2622	0.81149111649792	0.436585576703186	64.2611714407126	1.85872177140111
DNMT3L	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DNPEP	60	105	118	58	62	36	0.168502657454016	0.480442271619977	4232	-0.59922714249598	0.43515878270678	69.3585324472413	-1.37703102019143
DNPH1	1594	2292	1713	1862	1937	1282	0.120221564554178	0.405936944432884	3560	0.151946098343498	0.0977872106912296	1715.01402988013	1.55384428361782
DNTT	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DNTTIP1	500	537	292	893	392	263	0.286900590806691	0.622956021959211	5737	0.458890226750056	0.430904890800705	454.340998575807	1.06494550548579
DNTTIP2	680	764	583	602	311	554	0.512784010548963	0.803027772769841	8340	-0.140905397483819	0.215284165955389	563.964886018502	-0.654508876017464
DOC2A	0	2	6	0	0	0	0.314882786325758	1	6095.5	-3.64669180501678	3.62844361149501	1.24839406793619	-1.00502920686543
DOC2B	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DOCK1	13	56	21	15	25	3	0.418394266050319	0.73373657236301	7319	-0.7672737736096	0.948176137663553	19.6845578622095	-0.809210170064263
DOCK10	0	4	0	0	0	0	0.557615297390561	1	8816.5	-2.33632902323347	3.98427651024968	0.49536945910152	-0.586387269363254
DOCK11	9	48	18	35	21	33	0.402594488526339	0.721825270349774	7148	0.647583633646384	0.773699255779552	26.6032096079827	0.83699658337386
DOCK2	0	2	0	0	0	0	0.739028591954588	1	10700.5	-1.35205769257838	4.05852678736651	0.24768472955076	-0.333140019375282
DOCK3	0	5	12	0	11	0	0.846298399828334	0.955617622577198	11720	-0.463171470243547	2.3894089499328	4.50947252265508	-0.193843531998394
DOCK4	101	71	61	46	27	19	0.0309729524653324	0.187380130432874	1988	-1.10158162101304	0.510601370673849	50.2769413128466	-2.15742002329383
DOCK5	42	52	33	59	40	0	0.82899694025807	0.948466028945746	11577	-0.192177055610843	0.889757170075835	34.3001074355054	-0.215988206753606
DOCK6	0	0	1	0	0	0	0.870632598490506	1	12042	-0.664525427963192	4.0804728567969	0.166784889730906	-0.162855005114489
DOCK7	65	59	54	40	122	35	0.430669748243795	0.743066409868424	7454	0.413164149715031	0.524289322809492	61.0592194073728	0.788046087799428
DOCK8	7	4	17	8	4	0	0.487760041773208	0.784519497071945	8067	-1.16851809083417	1.68404479771706	6.31651813378464	-0.69387589476138
DOCK9	51	120	53	75	34	14	0.280905078945236	0.61436033849544	5675	-0.611293763227011	0.566911200984002	51.9547873818039	-1.07828838478755
DOHH	4	51	14	30	63	43	0.0687859435007885	0.303036096147979	2730	1.41541794170702	0.777777749422076	34.1960801762825	1.81982313425492
DOK1	14	13	5	23	32	2	0.349677009392756	0.679889192340559	6506	1.05486779317219	1.1279403108866	14.0564280509412	0.935215971085412
DOK2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DOK3	0	22	25	9	10	1	0.489395511961223	0.785318188439977	8087	-1.04051585812057	1.50522223453705	10.2182809435206	-0.691270587323335
DOK4	21	43	1	0	36	0	0.758315761587213	0.918733118223976	10969	-0.491310612395613	1.59675463535882	14.8741769441976	-0.307693243229701
DOK5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DOK6	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DOK7	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DOLK	242	249	213	268	177	249	0.241568199114974	0.570216261611094	5224	0.292198100591521	0.249512483838122	229.908247601566	1.17107607642226
DOLPP1	555	747	673	968	791	496	0.00306392492919578	0.0416814126032581	884	0.450458127143393	0.152117528278743	683.801093456625	2.96125063456175
DONSON	467	492	351	538	371	394	0.0956496651029916	0.361460439307191	3181	0.291825538580695	0.175131734615365	424.230980955163	1.66632015163683
DOP1A	4	16	0	23	9	29	0.088653755409935	0.347082915467216	3072	2.12121234358825	1.24590874471237	14.083911738992	1.70254230303035
DOP1B	85	78	48	84	37	60	0.853517031712611	0.957847283792812	11794	0.0853261092394785	0.4621394141403	63.1622712807656	0.184632832925985
DOT1L	67	110	16	114	3	55	0.87978554616407	0.963326726485367	12196	0.188293340708543	1.24498807622307	56.722706147924	0.151241079577059
DPAGT1	97	105	48	83	80	76	0.493047199801954	0.787611248978191	8137	0.269307260973028	0.392879550530026	79.0983399521944	0.685470293909954
DPCD	75	107	73	118	131	41	0.275907910378223	0.609205881791609	5622	0.437114930765787	0.401185569661064	86.5803738231383	1.08955795976181
DPEP1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPEP2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPEP2NB	0	0	0	0	0	1	0.757664228730813	1	10928.5	1.2590279236793	4.0804728567969	0.220864009956754	0.308549515672458
DPEP3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPF1	199	205	237	219	247	219	0.120258861978412	0.405936944432884	3563	0.386744761728813	0.248920482805899	219.755861086847	1.55368797846333
DPF2	109	238	118	174	123	156	0.309002289654523	0.644337860801465	6003	0.318096998050853	0.312682044843737	148.141303430117	1.01731776191313
DPF3	6	13	3	20	13	8	0.30846490764158	0.644192992569072	5992	1.21963683791578	1.19754405781736	10.1042122852967	1.01844840693267
DPH1	314	360	284	295	174	388	0.490140741661965	0.785884908674637	8093	0.199202961646724	0.288664388386303	300.812998529891	0.690084990255679
DPH2	196	290	241	277	361	255	0.00660248312028703	0.0699415314082525	1135	0.601987035857066	0.221623817018313	266.951623476533	2.7162560592814
DPH3	437	493	308	378	219	349	0.816873857348618	0.943268632179848	11478	-0.0541454061782697	0.233821142838412	351.929305014525	-0.231567622675116
DPH5	272	455	292	338	177	139	0.139654951234172	0.438934675986453	3831	-0.369307290335343	0.25002572421646	259.653929508634	-1.47707717472949
DPH6	113	96	61	117	24	63	0.805069850353031	0.939508547467097	11366	-0.123563622795838	0.500680906010331	75.3397920578383	-0.246791162420099
DPH7	180	227	217	204	192	146	0.747785419491996	0.915487372584443	10805	0.0767514276466886	0.23868400527805	188.37149437432	0.321560833359062
DPM1	269	398	280	510	430	505	9.52020918831917e-07	5.11158731731762e-05	224	0.942165136829935	0.192227402007881	400.906427479996	4.90130505322704
DPM2	64	120	69	108	30	56	0.86333906870506	0.959600127600622	11899	-0.0816649911044099	0.474450988004305	70.2765374432296	-0.172125241951586
DPM3	514	556	470	469	423	414	0.68541131633241	0.887536811103563	10169	0.0650367692982105	0.160548916190584	461.886658113562	0.405090055052175
DPP10	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPP3	12	39	8	18	15	55	0.205370619111672	0.53049665722854	4716	1.11099737774958	0.877289256121186	25.4884729923327	1.26639802094659
DPP4	0	0	6	0	0	0	0.39960020482019	1	7118.5	-3.32391289124583	3.94606784122131	1.00070933838543	-0.842335465326689
DPP6	0	2	3	0	0	0	0.462416687203295	1	7816	-2.90940224341824	3.95905310006438	0.748039398743477	-0.734873256277095
DPP7	0	0	1	0	0	0	0.870632598490506	1	12042	-0.664525427963192	4.0804728567969	0.166784889730906	-0.162855005114489
DPP8	320	275	267	200	169	226	0.396673899047535	0.715905909940682	7074	-0.218844307337853	0.258200082777248	237.095540652901	-0.847576441432254
DPP9	123	128	92	99	72	182	0.29125167621532	0.625865128119483	5797	0.433538998990835	0.410789571421727	117.749899392271	1.05537975925332
DPPA2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPPA3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPPA4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPPA5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPRX	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPT	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPY19L1	34	62	17	44	50	16	0.684160461793499	0.886965899981188	10156	0.267391900329069	0.657317820511504	34.5914633101824	0.406792409980598
DPY19L2	36	43	2	8	40	0	0.716882863025661	0.905001594794754	10447	-0.45728700635494	1.26103645568844	19.2460076002638	-0.362627903651914
DPY19L3	123	142	63	106	105	6	0.515877479875914	0.805926212728857	8358	-0.385785704644977	0.593778439452949	82.5194948861428	-0.649713224684283
DPY19L4	26	58	31	10	20	14	0.176861619777198	0.492045963696591	4350	-1.0246725095573	0.758746117159805	24.382222199044	-1.35048138815251
DPY30	436	361	261	249	287	298	0.948919688632369	0.987852254408509	12799	-0.0153769192057763	0.240026323256034	308.135317187575	-0.0640634701943662
DPYD	0	1	0	0	22	0	0.10777124791373	0.384230219721432	3373	4.58625621049942	2.85163159941168	3.90152640879001	1.60829197272383
DPYS	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DPYSL2	32	35	30	60	44	49	0.0697430109027214	0.304243450173025	2757	0.957575594074316	0.528004084165173	41.8335852654001	1.81357611198849
DPYSL3	122	134	94	128	114	130	0.180481343465999	0.498541368366002	4385	0.413942084482788	0.309079356128017	118.867562423033	1.33927444934672
DPYSL4	19	34	31	25	2	43	0.872447588984953	0.961553263929386	12123	0.148309249881183	0.923755575963692	25.967616734118	0.160550316274369
DPYSL5	19	60	39	52	32	26	0.7538545697252	0.917679104666635	10861	0.193821349477729	0.618129866760103	36.0768971625589	0.313560887283499
DQX1	0	0	0	1	0	0	0.757664228730813	1	10928.5	1.2590279236793	4.0804728567969	0.154014839368569	0.308549515672458
DR1	481	600	441	501	249	370	0.52484700349399	0.811587148005136	8441	-0.135108223667905	0.212470489259597	422.802006357801	-0.635891714368058
DRAM1	83	33	39	40	63	25	0.943741796249925	0.986295787458374	12753	-0.0414343801470974	0.58715763905504	45.7411332117035	-0.0705677272866297
DRAM2	77	95	55	39	139	20	0.898213344642166	0.970219984093844	12351	0.0727058840584369	0.568375908958769	66.9653342544706	0.127918658958698
DRAP1	153	125	123	193	163	34	0.728777928040895	0.908950756045613	10566	0.145035194359172	0.418268256072394	124.536251030023	0.346751617541038
DRAXIN	14	25	11	1	0	0	0.00600900007380278	0.0657002217160237	1100	-5.19120778715873	1.88957410358378	7.21837812567879	-2.74728986670226
DRC1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRC3	11	3	0	0	0	0	0.176656585175118	1	4346	-4.36519774361171	3.23079637774579	2.04798239280781	-1.35112128194765
DRC7	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRD1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRD2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRD3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRD4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRD5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRG1	339	432	443	445	338	301	0.560864024421295	0.827670137633733	8873	0.110514636174976	0.190031809274497	372.106546397366	0.581558616933124
DRG2	38	55	59	47	59	54	0.434983647042225	0.745667713283679	7499	0.382664657977584	0.490160833453634	51.7394453302781	0.780692033839912
DRGX	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DRICH1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DROSHA	220	201	107	292	237	160	0.0132800040341951	0.110455469238772	1446	0.666522388189176	0.269174644640171	197.273939108097	2.47617077410903
DRP2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSC1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSC2	18	65	74	30	11	34	0.307192622812467	0.642905648054656	5969	-0.729578150507745	0.714480825922177	37.1537895805053	-1.02113048249557
DSC3	93	77	44	168	136	71	0.00475275968474348	0.0558247448708009	1023	1.06685565841171	0.37787137525611	95.9568583886941	2.82333018130476
DSCAM	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSCAML1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSCC1	125	117	71	28	82	147	0.765722340679596	0.92167159641248	11040	0.155702376349139	0.522535253635217	96.2417959169227	0.297974873974407
DSE	221	174	172	125	88	52	0.00675932549029759	0.0708139439649905	1148	-0.863598770020425	0.318850589034453	129.764603116281	-2.70847475187543
DSEL	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSG1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSG2	94	187	180	128	165	111	0.747705924427049	0.915487372584443	10803	0.10427315459672	0.324166167253	140.068309789707	0.321665753956791
DSG3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSG4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DSN1	685	790	576	791	870	589	0.000853708569351246	0.0158449891413386	648	0.427837018962973	0.128295920342306	699.605880699555	3.33476713695542
DSP	400	475	327	350	400	344	0.310397453835419	0.645150218570365	6025	0.184209026515326	0.181596147215099	372.893370704943	1.01438840713472
DSPP	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DST	218	210	170	240	152	101	0.909038313511725	0.973039797003054	12455	-0.0311619550552223	0.272748415949721	172.955812712456	-0.114251644493388
DSTN	985	943	658	825	741	583	0.858427488144205	0.959062461673047	11843	0.0243070275213672	0.136268283895643	759.711986556509	0.178376265015431
DSTYK	208	261	236	177	227	277	0.28703028425206	0.623012674372772	5739	0.296853956839035	0.278825394381554	230.80312497093	1.06465896873371
DTD1	387	541	315	459	217	336	0.910031866151128	0.973317319181824	12466	0.0265522848429978	0.234979410535813	360.681525432358	0.1129983464613
DTD2	91	97	136	45	58	58	0.090467660769851	0.351051684903948	3099	-0.713482417145774	0.421446788934496	78.2644410482611	-1.69293594322928
DTHD1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DTL	519	485	240	597	452	553	0.00180458070385871	0.0282968606588118	767	0.700067514007594	0.224334546184769	470.889021956896	3.12064069450541
DTNA	109	178	139	145	57	79	0.378251424766409	0.699790412608066	6885	-0.318056122209648	0.360966901298788	111.407232987541	-0.881122676525898
DTNB	68	54	88	78	74	105	0.173328052411112	0.486820169870711	4300	0.594025163750228	0.436273904403815	79.6387337763336	1.36158765801495
DTNBP1	369	327	248	354	289	265	0.245130580326194	0.574135441009374	5266	0.2359274104296	0.202990523523018	300.771808027995	1.162258248981
DTWD1	88	125	84	166	95	68	0.2362936938721	0.566095178051066	5135	0.411077739356499	0.347105617140436	99.7998112881131	1.18430160463286
DTWD2	117	97	27	30	41	17	0.0490656304291317	0.248128106594438	2377	-1.1536065516143	0.586175959038213	49.7626522857823	-1.96802092243278
DTX1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DTX2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DTX3	192	178	153	184	157	183	0.240730387735814	0.569802851185859	5207	0.314283704158865	0.267894286575839	172.539565575988	1.17316314646335
DTX3L	17	35	19	33	20	11	0.880705540532884	0.9638076010909	12202	0.120582434869683	0.803481815715699	21.0405331638339	0.150074877254408
DTX4	1	9	29	24	0	0	0.692340917333857	0.891531303295504	10245	-0.706211386287854	1.78480316511987	9.80010425715503	-0.39568026328574
DTYMK	628	629	429	466	321	355	0.153566483026215	0.460149044301722	4020	-0.257909871097061	0.180729825954927	450.455405319658	-1.42704653055651
DUOX1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUOX2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUOXA1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUOXA2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUS1L	216	297	219	109	292	63	0.299008030629991	0.63524310800714	5873	-0.391170780438585	0.376646181421821	187.06877920764	-1.0385629796164
DUS2	26	63	30	58	63	104	0.00963801024565928	0.0893726670967958	1297	1.33694212000033	0.516482412599249	59.4887774959268	2.58855304147151
DUS3L	142	206	121	218	232	68	0.236783772757407	0.566095178051066	5146	0.397084838516148	0.335641038040093	155.765395686947	1.18306402826914
DUS4L	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUS4L-BCAP29	4	18	6	1	0	8	0.569392374914602	0.833100011325781	8955.5	-1.0340911990385	1.81755403140128	5.76041893190366	-0.568946606908433
DUSP1	178	248	125	228	299	265	0.000658427237254773	0.0128972384079204	614	0.875483284187022	0.257016636294351	223.675618941588	3.40632924315594
DUSP10	1	24	17	0	9	12	0.733421975677805	0.910548269777429	10613	-0.520076328157748	1.52704435161759	10.1557492264744	-0.340577094310872
DUSP11	124	153	121	195	173	176	0.00350506562127256	0.0458211132902663	920	0.762456390167047	0.261153015285351	156.638369880877	2.91957720393901
DUSP12	176	242	96	273	279	238	0.000235240302679236	0.00561356174667296	504	0.963008982178466	0.261842679289496	215.324074177391	3.67781518578854
DUSP13	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP14	14	5	0	0	0	0	0.108113866192356	0.385155648310267	3376	-4.79228518526836	2.98263471264451	2.75288220376266	-1.60672883104057
DUSP15	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP16	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP18	145	194	171	113	105	91	0.131917753959365	0.427878863772731	3712	-0.427909953837953	0.284026933226138	130.176521264268	-1.50658231237971
DUSP19	19	48	65	20	24	30	0.456552944481046	0.76284554921833	7730	-0.514756256834398	0.691379634543196	33.5084738095581	-0.744534885200233
DUSP2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP21	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP22	114	106	64	101	54	36	0.447642898074028	0.75615184482252	7632	-0.322700002337395	0.424968429786284	73.9547970359373	-0.759350529872725
DUSP23	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP26	6	12	0	0	0	0	0.135140016751594	0.43281002443849	3759	-4.59815643446499	3.07746800408752	2.40053854011274	-1.49413622769032
DUSP28	43	30	7	96	46	29	0.0449170157944498	0.236729600771187	2282	1.347548729604	0.671949765134088	40.5254561165106	2.00543076212714
DUSP29	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP3	377	568	296	457	271	220	0.649566604134763	0.872043379392472	9801	-0.0973616183611326	0.214280934436092	342.676548470283	-0.454364354053953
DUSP4	41	46	24	33	51	29	0.562139331378318	0.828535507167528	8894	0.341589382467672	0.58928573835314	36.1930966993107	0.579666807179658
DUSP5	92	217	145	118	108	52	0.227279161401152	0.55581637969664	5017	-0.429208662356206	0.355482532491401	113.282538624763	-1.20739733496354
DUSP6	171	255	129	118	85	139	0.316232639827025	0.650150859029249	6108	-0.327733334078816	0.327004194704516	142.625759305306	-1.00222975541631
DUSP7	159	189	201	132	81	57	0.0133771221943093	0.111186350125057	1447	-0.78559281647245	0.317594953118845	127.990322255479	-2.47356832581178
DUSP8	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUSP9	19	37	23	8	35	0	0.574852223609856	0.836080142637314	9007	-0.636146555250167	1.13411324646713	18.5559860792128	-0.560919782245575
DUT	621	919	612	685	685	512	0.390137335586899	0.710550413754607	7006	0.112955301807015	0.131439916523491	646.732889757591	0.859368331893515
DUX4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUXA	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DUXB	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DVL1	192	200	102	122	169	34	0.384762716375601	0.704987369321396	6950	-0.355662237546121	0.409204924815937	126.360965633461	-0.86915434291535
DVL2	162	153	64	138	116	50	0.891680410891403	0.968591067719554	12287	-0.0531496308815287	0.390294717265164	106.527675166555	-0.136178196963448
DVL3	113	79	62	56	25	30	0.0575683293539141	0.272472923559538	2538	-0.93130601863418	0.490426746365339	56.8895521274238	-1.89897069345482
DXO	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYDC1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYDC2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYM	265	288	108	182	218	130	0.999596784215105	0.999982008062795	13277	-0.00015279813931378	0.302357386927226	188.243138014363	-0.00050535606510767
DYNAP	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYNC1H1	242	250	162	371	356	207	0.000287743525971554	0.00659179311782834	525	0.791345775764155	0.218236576266118	258.849911712236	3.62609141558006
DYNC1I1	12	33	30	26	1	27	0.911596153066631	0.974194052648721	12474	-0.112999440921131	1.01777948394651	21.0586320586378	-0.111025465440675
DYNC1I2	18	43	17	6	23	12	0.554626720967875	0.8258630151146	8765	-0.543333865734302	0.919593488875095	18.4277094099899	-0.590841357955831
DYNC1LI1	316	362	300	318	327	244	0.403263278529624	0.721956246718312	7157	0.153111314148699	0.183189714843479	302.044050818121	0.835807372043348
DYNC1LI2	546	592	417	413	425	344	0.569012888739811	0.833039998438443	8950	-0.090971753831454	0.159738044387556	438.640459078618	-0.569505869314006
DYNC2H1	59	129	88	78	61	41	0.427358024735113	0.740612186555542	7401	-0.327803337276825	0.412995807786346	71.1877014088521	-0.793720737829877
DYNC2I1	19	42	27	12	31	8	0.556651280426556	0.826483558762313	8786	-0.492805638376226	0.838357563885171	21.5384572547753	-0.587822737702078
DYNC2I2	80	83	27	50	31	34	0.466819624029726	0.772168837602188	7853	-0.397260633280093	0.545940061175522	47.5077290206636	-0.727663458923876
DYNC2LI1	114	122	117	156	97	46	0.949942294525608	0.988232503785095	12807	-0.0232520001354963	0.370377195219512	102.838985469858	-0.0627792435269009
DYNLL1	2587	2688	2178	1545	1429	881	2.50565819341003e-11	2.76472945799472e-09	109	-0.68317434159763	0.102378347279008	1768.32944109379	-6.67303545871666
DYNLL2	811	1047	766	642	746	434	0.0844752502671249	0.338608870069735	3000	-0.238027817884261	0.137963958883234	703.850997330103	-1.72528984968978
DYNLRB1	1011	1098	912	855	871	528	0.230245007088841	0.559425596011615	5051	-0.149730018866594	0.124803307735482	840.029048869185	-1.19972796862038
DYNLRB2	35	5	0	0	31	0	0.964144838717212	0.990397801578622	12955	-0.160355371857688	3.56718510758628	11.2764880174301	-0.0449529158205619
DYNLT1	1149	1198	909	925	783	563	0.0394790226326062	0.217246682261318	2184	-0.241640002203701	0.117348887796055	876.345367350346	-2.05915886159617
DYNLT2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYNLT2B	36	72	32	20	29	17	0.246735239768912	0.575986942682591	5288	-0.744547742487419	0.642784832392439	31.5550070903573	-1.15831566796033
DYNLT3	136	148	76	90	69	59	0.240595843973104	0.569802851185859	5204	-0.418584482785536	0.35669784091268	90.4719082925621	-1.17349878461419
DYNLT4	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYNLT5	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYRK1A	375	347	316	314	331	248	0.729375774826638	0.909319212588366	10570	0.0666859319757078	0.192758414655804	312.801118509851	0.345956009727432
DYRK1B	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYRK2	382	469	398	404	257	301	0.677435129594149	0.883582290817572	10098	-0.0809959976757966	0.194717989792973	355.513455810427	-0.415965662761375
DYRK3	304	310	231	301	151	97	0.16988889795759	0.482126893755531	4254	-0.388872167926973	0.283318701067018	216.960496047727	-1.37256088801207
DYRK4	219	462	218	345	149	235	0.895905540893301	0.969677460432301	12329	0.0378701408250125	0.289448796010635	257.5743651047	0.130835371737463
DYSF	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DYTN	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
DZANK1	43	31	28	36	66	15	0.512863022968528	0.803046944049275	8341	0.429440465763819	0.656249269604598	35.2530528859578	0.654386199961128
DZIP1	246	288	172	240	235	130	0.802024618458345	0.938048243333513	11338	0.0600206918919142	0.23938593248688	207.873655613515	0.250727731861201
DZIP1L	11	16	32	25	7	13	0.855298872200028	0.958068617542133	11812	-0.176867192001582	0.969870216364977	16.9186430975698	-0.182361710894135
DZIP3	24	78	46	31	87	31	0.572180653253392	0.834408651374072	8984	0.337614730411506	0.597714436401725	47.549797625386	0.564842857810104
E2F1	146	208	137	160	236	74	0.529957781570585	0.813399979447349	8509	0.205232647271402	0.326766914589179	152.370433781461	0.628070462792804
E2F2	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
E2F3	727	1003	778	671	675	204	0.248381100520742	0.578033958197169	5306	-0.463503756965558	0.401548628600898	629.077421041575	-1.15429047430825
E2F4	274	431	287	157	141	171	0.00252868289761918	0.0362053204876975	840	-0.738571915072174	0.244569318048873	229.161895953248	-3.01988786232206
E2F5	124	148	97	93	89	16	0.142171225373209	0.442977546000929	3866	-0.678376738835837	0.462187141539116	86.5446809630916	-1.46775337924113
E2F6	123	111	33	86	24	143	0.536812725902526	0.816977446000378	8580	0.357787277972381	0.579281338889027	86.9461616644653	0.61763991682964
E2F7	85	156	92	132	179	70	0.165616759295716	0.47572791116541	4197	0.483384103469195	0.348654732607498	114.145096645667	1.3864263360319
E2F8	42	47	57	71	147	91	0.00152431626804151	0.0252438864618757	726	1.37554555042016	0.433924133572205	78.0038174304561	3.17001393560719
E4F1	92	94	54	94	58	73	0.577833377621271	0.83743976032679	9040	0.222744293749214	0.400221702200938	75.2286453015465	0.556552262219357
EAF1	205	226	174	229	210	94	0.803789591800112	0.938834361520826	11355	0.0671761988534085	0.270385857349444	180.342302295594	0.248445682447772
EAF2	23	69	19	86	45	19	0.263199396394411	0.595263615000567	5470	0.724626960150551	0.647646927615481	40.3881250724825	1.11886110973845
EAPP	414	755	458	573	565	401	0.16431840278174	0.474043198407445	4177	0.231391615378444	0.166385779937928	506.818911853519	1.39069345628435
EARS2	241	248	200	345	166	273	0.0654824437144253	0.296408487223708	2657	0.492191398089531	0.2672121182396	242.734833491489	1.84195013808543
EBAG9	266	406	245	273	162	132	0.0864485135472493	0.341899464792097	3041	-0.409064616986789	0.238599981820997	230.699627359451	-1.71443691598299
EBF1	8	11	21	10	8	0	0.469659766896403	0.773481174057791	7883	-1.04033341891638	1.43884689346597	8.99784059637406	-0.723032744929772
EBF2	69	54	61	34	40	29	0.269829612193453	0.602379453470179	5559	-0.563788560298948	0.510930257470312	45.88739011469	-1.10345502552608
EBF3	54	86	98	170	130	49	0.066949933547161	0.299444719513464	2689	0.760275839757313	0.414995468096713	94.5527716520273	1.83200998132378
EBF4	0	2	0	0	0	0	0.739028591954588	1	10700.5	-1.35205769257838	4.05852678736651	0.24768472955076	-0.333140019375282
EBI3	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
EBLN1	0	0	0	0	0	0	1	1	16428.5	NA	NA	0	NA
