rownames(count)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
F13A1	0	6	0	0	0	0	0.447326842453847	1	8518.5	-3.0078026682455	3.95826465233414	0.781171306719447	-0.759879121895461
F13B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
F2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
F2R	352	471	404	237	228	234	0.0160517479834449	0.0800472115606255	2083	-0.576377642197125	0.239385649935022	311.380426054588	-2.40773681443969
F2RL1	139	215	109	117	186	97	0.933043692843676	0.971760018406788	13535	0.0315034571621947	0.374969634296808	139.209692720473	0.0840160223141111
F2RL2	4	8	5	0	0	0	0.099321131660606	1	4038	-4.69217169884674	2.84692601862568	2.53023322750013	-1.64815371672771
F2RL3	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
F3	33	7	1	0	49	0	0.818075046058366	1	12366	0.389451625486009	1.69310950720196	14.7835457568347	0.230021521838607
F5	0	0	2	0	0	0	0.661031571265129	1	10778.5	-1.76597421682301	4.02740481560571	0.337123191774061	-0.438489374095217
F7	8	4	0	0	0	0	0.245828375664049	1	6018	-4.21026858823356	3.62784812446023	1.81250788269106	-1.16054157831097
F8	69	99	95	98	92	35	0.900837315050288	0.956750684669666	13239	-0.0604720702863667	0.485315284316471	78.3127959446251	-0.124603679794542
F8A1	38	50	73	59	11	47	0.721015910803191	1	11355	-0.25315887181979	0.708927171446522	45.8946264322265	-0.357101380813539
F8A2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
F8A3	0	0	7	0	2	0	0.649490666980558	1	10671	-1.77347296429251	3.90228934251929	1.52177785340593	-0.454469878737276
F9	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FA2H	64	85	91	23	58	40	0.1910556614643	0.414417251575672	5336	-0.747284289997454	0.571553106919868	58.6761225769882	-1.30746256288346
FAAH	57	79	67	45	68	66	0.881934651213395	0.948137569196744	13067	0.0765777507109355	0.515615536655348	63.3319460390673	0.14851715137925
FAAH2	4	27	9	11	18	0	0.863796596047614	1	12918	-0.246505666607858	1.43698811913598	10.4532022076758	-0.171543287884715
FAAP100	124	155	135	165	92	24	0.387507696746573	0.627191258450717	7797	-0.437335458677075	0.506089784545563	109.241810805081	-0.864145991545304
FAAP20	356	505	394	324	110	272	0.0796635732195435	0.237374287373437	3681	-0.586620799683813	0.33470668101669	316.079378451546	-1.75264144086374
FAAP24	503	675	422	396	449	370	0.446894344312302	0.676877071072774	8502	-0.153870824078071	0.202301152742709	456.483619334413	-0.760602804244854
FABP1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FABP12	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FABP2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FABP3	0	0	3	0	0	0	0.55455287214042	1	9696.5	-2.35632152073311	3.98733440625941	0.505684787661092	-0.590951568304404
FABP4	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FABP5	3	14	4	9	0	38	0.261044450927369	1	6223	1.64641741585342	1.46488071428652	12.4192461317941	1.123925927754
FABP6	0	0	0	0	1	0	0.772268088253345	1	11899.5	1.18092727708145	4.0804728567969	0.170923341098357	0.289409418595779
FABP7	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FABP9	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FADD	325	394	402	290	255	340	0.708677928085883	0.859551545172215	11227	-0.0992795013842212	0.265714477944007	331.907240470413	-0.373632261788693
FADS1	1261	1548	1157	1130	1177	1185	0.675752906475668	0.838533591476113	10934	0.0604886977950973	0.144617897326784	1226.80360742448	0.418265642864483
FADS2	549	788	570	578	465	381	0.246768473443545	0.485008991252705	6032	-0.203979940305984	0.17611286173866	536.735452049444	-1.15823420443122
FADS3	43	83	111	62	76	76	0.872978720375101	0.943914795212374	12983	0.0832607256976516	0.520783001273144	75.1190582457325	0.159876043369515
FADS6	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAF1	1090	1321	1026	1116	1166	650	0.837493137972014	0.927989463771011	12512	-0.0312723909831287	0.152473054349361	1030.20407720262	-0.20510109879136
FAF2	864	1078	756	927	1208	840	0.0197310248869793	0.0915724310674479	2246	0.372329641644416	0.159700542233405	934.802388115456	2.33142377876369
FAH	252	261	122	202	104	207	0.916336954759131	0.964807323028108	13358	-0.0403782012344726	0.384375048654405	188.041488742062	-0.105048965524235
FAHD1	1261	1818	1428	1649	1374	1381	0.116729372414425	0.303675382122032	4321	0.19836772342957	0.12645755652723	1462.95384455393	1.56865061192967
FAHD2A	171	147	86	218	188	65	0.368130876985701	0.608746167842406	7569	0.380785170426604	0.423104020912813	140.805100243112	0.899980032345451
FAHD2B	178	209	126	106	121	182	0.927206921550018	0.969066167530341	13480	-0.0354570209994519	0.388104261561251	152.785546592208	-0.0913595250328269
FAIM	503	662	525	577	553	373	0.830599821142459	0.924300125694648	12457	0.0383137156214641	0.179092678590785	518.510633514485	0.213932338959587
FAIM2	0	5	0	4	0	0	0.984617916433509	1	13975	-0.0745619999819596	3.86736835345073	1.26857365944641	-0.0192797771423635
FAM102A	40	50	43	36	11	33	0.495419207312835	1	9106	-0.490501987322873	0.719511845245337	34.6443705015361	-0.681714957945721
FAM102B	7	38	57	28	23	0	0.418298279536812	1	8157	-0.916228847376528	1.13201728306015	23.9401102154093	-0.809377083801863
FAM104A	435	502	469	421	431	313	0.742043919727577	0.875731093462831	11603	-0.0657230882872068	0.199676477871699	419.613514937461	-0.329147874540519
FAM104B	368	578	286	412	442	415	0.188159557230677	0.41094293184681	5295	0.308916911711946	0.234731596446827	409.937191167532	1.31604315902961
FAM107A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM107B	616	818	576	429	280	191	1.16884426011925e-05	0.00023909061695038	484	-0.968320537158493	0.220910318791995	457.60319159398	-4.38331963148469
FAM110A	68	50	45	81	44	98	0.204204864179035	0.430137370725225	5533	0.699657823075673	0.551058099916607	65.8577665491924	1.26966253319124
FAM110B	52	117	40	112	80	35	0.538219803927891	0.746376976863498	9518	0.337616183040271	0.548517016711607	68.7510135950812	0.615507218106561
FAM110C	0	0	2	0	2	0	0.990817891353937	1	14045	0.0459087819093599	3.98918169733561	0.678969873970776	0.0115083206011956
FAM110D	0	3	0	0	0	0	0.614563529016409	1	10315.5	-2.01846065165468	4.00830146604859	0.390585653359724	-0.503570070452933
FAM111A	33	29	44	15	15	48	0.859859454057141	1	12867	-0.142876961307858	0.809257837397726	31.5668279828359	-0.176553077035741
FAM111B	647	600	561	367	534	432	0.346034192487592	0.587613120449675	7304	-0.212079265053523	0.225063271897751	516.582422939645	-0.942309525962432
FAM114A1	22	23	17	2	1	0	0.00494643913674539	1	1507	-4.22242020134933	1.50237262775749	9.89200854727397	-2.81050128532487
FAM114A2	155	192	305	230	294	185	0.37205442856243	0.612876112862535	7612	0.302760291336565	0.339177160941881	226.381691186326	0.892631716403935
FAM117A	82	203	110	185	85	127	0.528543424804425	0.740048492214504	9422	0.263150258143602	0.417545686915229	128.202158943131	0.630231053487153
FAM117B	192	107	86	146	66	134	0.888957072562856	0.951498638192755	13126	0.0650073490956584	0.465588626715641	121.632643237953	0.139624005754251
FAM118A	93	193	154	190	163	93	0.55213357788872	0.756502196469449	9675	0.219696955017353	0.369508070983594	142.995971451023	0.594566052190799
FAM118B	124	218	128	274	287	106	0.0482406671799853	0.169053510895966	3063	0.702566754691445	0.355686380558875	183.791092927532	1.97524221643666
FAM120A	1980	2500	1962	1668	1459	1316	0.00189697875502761	0.0158845735920993	1200	-0.313566185557863	0.100958085052536	1761.54812751298	-3.10590464740581
FAM120AOS	729	744	542	509	466	186	0.0130663258787457	0.0691924544246388	1954	-0.627258737367907	0.252727539966288	503.568004618638	-2.48195640827896
FAM120B	0	0	0	14	0	0	0.21545682176625	1	5657.5	4.68846559811584	3.7849904518533	2.16159149679739	1.23869945188902
FAM120C	140	210	149	188	93	191	0.630218264149992	0.808648604717237	10490	0.182476916689746	0.379039184590819	160.438022140233	0.481419663475515
FAM124A	44	87	96	62	24	23	0.14141284589423	0.342446711974731	4684	-0.894641499520056	0.608372024459752	53.1596423068175	-1.47055003114997
FAM124B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM126A	230	552	326	374	438	392	0.14191319817257	0.342840924904394	4694	0.392346412912799	0.267137910274873	379.590094045729	1.46870360896771
FAM126B	178	138	96	107	23	123	0.428402308288971	0.661807239952141	8289	-0.438896744972374	0.554212518265532	109.392745016721	-0.791928602309361
FAM131A	116	118	88	88	65	103	0.859789620107412	0.937637846471264	12866	-0.0769334373070689	0.435533155117924	95.4387214541663	-0.176641976398418
FAM131B	14	0	0	0	0	0	0.226052160106973	1	5779.5	-4.52698520699775	3.73948333014835	2.26052227020334	-1.21059109168917
FAM131C	12	66	48	31	34	30	0.850776415610379	1	12645	-0.139133753802863	0.739570140677514	35.573107212303	-0.188127868001004
FAM133A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM133B	150	141	125	67	106	75	0.195764387350334	0.419909702886403	5420	-0.522619357692804	0.403968376567163	107.994992496954	-1.29371353800986
FAM135A	187	155	192	95	134	17	0.0549396726358075	0.1856289282499	3198	-1.00058838356441	0.521315450961642	123.910417940444	-1.91935301690881
FAM135B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM136A	1690	1753	1377	1300	1067	1202	0.158404620064039	0.367922626750539	4916	-0.202548888356063	0.143605092671147	1370.89291225745	-1.41045755821416
FAM13A	297	388	313	309	259	222	0.596827003802661	0.787149335980242	10129	-0.12165465893182	0.229984507907973	290.228314011637	-0.528968929422411
FAM13B	24	81	52	100	34	20	0.837539022084214	0.927989463771011	12513	0.140232245020438	0.683918379002435	48.673463488102	0.20504236956606
FAM13C	80	98	59	65	74	76	0.799614992566106	0.90659275315256	12190	0.118455082745742	0.466642608458578	74.4023724504885	0.253845406738629
FAM149A	3	7	12	5	0	15	0.904509742279683	1	13267	0.198622133946377	1.65564764209402	7.36745074245679	0.11996642817983
FAM149B1	85	147	83	88	84	24	0.326626098479552	0.56748617039384	7077	-0.499938559540269	0.509656506490402	79.8817369342093	-0.980932359684658
FAM151A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM151B	1	25	31	16	0	49	0.670147616951073	1	10882	0.566637303090747	1.33030495345712	21.4901842934545	0.425945420723423
FAM153A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM153B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM156A	1	6	0	8	0	17	0.251286899458204	1	6099	2.32753516679958	2.02883184360519	5.7783761956695	1.14722921672188
FAM156B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM161A	311	441	265	488	339	432	0.0188897834099474	0.0890117715375827	2210	0.559082269280234	0.238140531383031	377.086891437994	2.34769892396432
FAM161B	2	7	8	39	53	0	0.047905982780988	1	3056	2.55031558044388	1.28920922208577	17.6633044352084	1.97820147168805
FAM162A	1863	2086	1590	1641	1609	1239	0.412233087005625	0.649342366799204	8083	-0.0877453663310659	0.107010431266809	1631.21225792848	-0.819970214981105
FAM162B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM163A	0	10	4	7	0	11	0.702075137791407	1	11164	0.773502535171912	2.02211913239481	5.38675799135837	0.382520753985374
FAM163B	0	23	3	0	0	0	0.0723395358206021	1	3549	-5.16381301962725	2.87361374657781	3.50017479675231	-1.7969753331591
FAM166A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM166B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM166C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM167A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM167B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM168A	31	115	108	174	83	82	0.233684994143714	0.468560557852049	5877	0.614431347019216	0.515929994889209	96.6020054619264	1.19091999516554
FAM168B	639	800	576	1069	876	628	0.000322717152841692	0.00384874432340535	834	0.557589315696825	0.155043243450896	752.214472575665	3.59634707895815
FAM169A	275	330	298	299	305	299	0.340852244473759	0.58187760211172	7241	0.230828133822528	0.242343654197163	299.223143695024	0.952482682442075
FAM170A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM170B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM171A1	842	979	712	452	299	475	0.000390756630363509	0.00447573281274338	869	-0.794480507290913	0.224034037842395	604.929278609262	-3.5462491099224
FAM171A2	74	53	44	92	60	63	0.30245177648966	0.545121346096207	6739	0.526919827314921	0.510982339721603	64.0688682005275	1.03118989905209
FAM171B	79	84	82	99	38	2	0.335745810162655	0.577296780355549	7174	-0.748000398360793	0.777058537624972	59.7184736244057	-0.962604954637017
FAM172A	6684	8287	6026	6355	5532	5807	0.921896332148587	0.967556071383076	13415	-0.0085984376724057	0.0876986326338345	6330.5773550256	-0.0980452877561558
FAM174A	262	247	201	193	190	175	0.657717568402719	0.826943236836463	10742	-0.126084366980013	0.284572046609086	207.682098987045	-0.443066592388163
FAM174B	87	94	121	240	163	109	0.015152717560264	0.0765218038678273	2052	0.919407042107599	0.378558033184216	134.684033771798	2.42870831289477
FAM174C	1932	2376	1640	1469	1136	1016	1.60177017911194e-05	0.000315827991829305	502	-0.497026645417392	0.115206961111745	1533.90399675803	-4.31420671651343
FAM177A1	1861	2215	1722	1228	1389	919	3.62681718652036e-05	0.000627139794344003	573	-0.499674354877849	0.120985013085761	1500.78961226684	-4.13005166618158
FAM177B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM178B	5	0	0	4	0	0	0.924236598218959	1	13444	-0.36668631588881	3.85585848561031	1.42492695272902	-0.0950984890283833
FAM180A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM180B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM181A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM181B	31	25	24	50	0	57	0.513116435587906	1	9274	0.68366477145432	1.04537046477555	32.098182351482	0.653992813543961
FAM183A	13	10	0	15	0	0	0.80669679367631	1	12249	-0.543103404680706	2.21956078296364	5.71699946105177	-0.244689584015597
FAM184A	144	144	69	140	147	95	0.420440617569905	0.656725708250563	8189	0.317863548387983	0.394539520451653	120.492280135333	0.805657055658467
FAM184B	13	18	28	27	27	37	0.283572139963248	1	6484	0.858877712420296	0.800945840851772	25.7824866473043	1.07232932442338
FAM185A	156	274	120	184	120	168	0.877347144890367	0.946307669214681	13019	0.0552503016061823	0.357993988458193	165.591692398668	0.154333042976878
FAM186A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM186B	0	0	8	0	0	0	0.337171662915161	1	7195.5	-3.77864474868122	3.93703705840113	1.34849276709625	-0.959768651559446
FAM187A	10	40	6	13	4	24	0.981101034445485	1	13939	-0.026784077550787	1.13067582362652	15.6078432795149	-0.0236885559867019
FAM187B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM189A1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM189A2	26	31	52	7	34	67	0.716363819016718	1	11310	0.305188807766908	0.839993719867501	38.0819356583699	0.363322725573529
FAM189B	0	0	4	3	0	0	0.895285223947055	1	13178.5	-0.512189233642014	3.89143745142182	1.13744456143328	-0.131619546770532
FAM193A	184	215	281	351	268	264	0.0450539453710746	0.161901303325786	2979	0.571127632470051	0.284972432753495	260.983472117921	2.0041504609819
FAM193B	149	151	77	185	186	76	0.283324898869085	0.526564729877772	6482	0.433262544608532	0.403831266336036	133.149314512139	1.07288013763651
FAM199X	175	275	186	190	247	171	0.552845173210872	0.757160865704589	9678	0.173991654288615	0.293160971444968	203.183855367646	0.59350210715643
FAM200A	183	148	128	154	147	76	0.763282797656015	0.887909605833238	11803	-0.111248944151257	0.369385870713389	135.392818573768	-0.301172711171664
FAM200B	30	45	41	58	58	49	0.197853492447463	1	5442	0.731165415125341	0.567811163553119	46.860543299003	1.28769115871203
FAM204A	855	888	717	583	587	547	0.0857900755235621	0.24912990312039	3790	-0.291863176310702	0.169881888936627	680.724983113733	-1.71803585501442
FAM205A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM205C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM209A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM209B	0	5	3	0	0	0	0.365877463653604	1	7537.5	-3.56431992225504	3.94186183086797	1.15666087659396	-0.904222439848989
FAM20A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM20B	300	383	330	222	278	148	0.0943320134329719	0.264063793542497	3955	-0.442582914591696	0.264548268884959	267.069123328459	-1.6729760374435
FAM20C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM210A	338	474	280	492	368	512	0.0147938322316753	0.075417883589354	2032	0.594141797868034	0.243761769670373	410.789446555373	2.43738712051305
FAM210B	1278	1582	1105	981	1028	1084	0.496002685796433	0.713390037376419	9112	-0.106547290454534	0.156504754540015	1155.34540788679	-0.680792674750924
FAM214A	153	238	110	241	158	97	0.595205520653863	0.786598672627718	10110	0.192282942579108	0.3619050064324	158.992937730821	0.531307771822783
FAM214B	13	5	16	9	0	0	0.288751431900246	1	6562	-1.93884699469939	1.82761020194531	6.83661255054107	-1.06086461578934
FAM216A	2944	3501	3034	4136	3433	3276	3.09443346380958e-06	7.68841688141982e-05	397	0.411770004907135	0.0882783591848192	3361.80658124619	4.66445014054979
FAM216B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM217A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM217B	869	891	563	368	410	219	3.26694887953346e-06	8.07625880043459e-05	400	-1.01757595997545	0.218679251463244	524.498987431452	-4.65328078986263
FAM219A	281	237	259	306	440	365	0.00694668081108538	0.0431220141957534	1654	0.736785384102954	0.272945185488837	319.643910345888	2.69938955978796
FAM219B	265	283	176	127	276	246	0.740750351235727	0.875044147653778	11592	0.118235632462311	0.357358660441272	228.186097561387	0.330859849083585
FAM220A	164	157	104	131	118	52	0.429112032427486	0.662200766972947	8297	-0.322131768330496	0.407394526424727	115.860161898098	-0.790712067630134
FAM221A	117	104	61	165	93	241	0.0148551720347179	0.0755091461356589	2035	1.1101749977516	0.455757310102249	135.128842344271	2.43589071012932
FAM221B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM222A	174	202	77	265	132	25	0.952167475360017	0.980561486604063	13698	0.0330535781622002	0.551029503519639	136.146376906852	0.059985133193548
FAM222B	399	571	427	352	287	249	0.0382322839209805	0.144751376826498	2810	-0.432937964606072	0.208911033025802	366.883118483376	-2.07235567377909
FAM227A	8	5	10	0	44	0	0.533585127297393	1	9465	1.05707443164839	1.69799527893691	11.1489460676757	0.622542621149221
FAM227B	101	83	26	44	21	10	0.0632354263914667	1	3363	-1.32468595931149	0.713142802199624	43.9977885120391	-1.85753253797923
FAM228A	0	3	11	0	0	0	0.178947316391863	1	5183	-4.51633381231278	3.36035914275363	2.24476320811706	-1.34400331049493
FAM228B	23	25	29	36	0	1	0.434020173134082	1	8360	-1.02510841529539	1.31032598578025	17.6270567165237	-0.782330829442399
FAM229A	0	7	27	52	0	20	0.429416575007859	1	8301	1.17229873560499	1.48356487085474	17.7272319965788	0.790190411376872
FAM229B	330	430	261	195	250	215	0.158907804463568	0.368574702526414	4926	-0.375774612554281	0.266742459760203	271.637266377392	-1.4087543951274
FAM234A	361	533	493	480	337	213	0.308963298060869	0.551564940276793	6832	-0.250630185669648	0.246343862574468	387.609670402939	-1.01739975597681
FAM234B	218	312	231	332	281	228	0.13561787603805	0.333586070584593	4609	0.362693646897158	0.243041746021679	262.337902082667	1.49231007772963
FAM236A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM236B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM236C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM236D	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM237A	2	0	0	0	0	0	0.671190563424184	1	10897.5	-1.71162513897341	4.0319582842848	0.322931752886191	-0.424514595214126
FAM237B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM240A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM240B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM240C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM241A	369	302	322	249	274	193	0.286763313215127	0.530051519579867	6530	-0.278580019914195	0.261516366383117	279.331905056302	-1.06524889347109
FAM241B	342	344	256	583	435	329	0.00140067562209163	0.0124943313198183	1127	0.710731305268328	0.222485109221775	377.207866237386	3.19451179341564
FAM243A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM243B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM246C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM24A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM24B	74	133	150	251	223	294	0.000156294161570782	0.00209221531387064	744	1.35016482105616	0.357106209513698	193.687060126886	3.78084946463069
FAM25A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM25C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM25G	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM32A	1688	1996	1523	1597	1118	1041	0.0346924295534997	0.135237248168337	2717	-0.261471347073384	0.123806808045009	1447.29185300295	-2.11193028236645
FAM3A	369	433	322	233	289	216	0.115063370450143	0.300339460064645	4301	-0.377907585237926	0.239813878352333	301.352262482179	-1.57583701091188
FAM3B	4	3	7	0	0	0	0.135453470659998	1	4606	-4.49805521562261	3.01288856850523	2.21638033034132	-1.49293779485984
FAM3C	269	517	306	264	290	197	0.247202323312827	0.485355860398201	6037	-0.299067796821333	0.258447267382904	294.378254842203	-1.15717144100521
FAM3D	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM43A	66	161	95	85	91	38	0.435823961051151	0.667715968978866	8376	-0.373455693721986	0.479241291588428	84.3577764677631	-0.779264433755656
FAM43B	9	0	0	0	0	12	0.775921834519185	1	11962	0.800774555610047	2.8133130559989	3.99475326785601	0.284637557097506
FAM47A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM47B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM47C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM47E	18	0	0	21	0	0	0.945836046999856	1	13642	0.167989910717699	2.47274275350328	6.14877302117181	0.0679366709212668
FAM47E-STBD1	65	78	77	60	62	24	0.429309808879988	0.662377169448048	8299	-0.425413278842214	0.53824350573276	58.5740833049929	-0.790373268439273
FAM50A	923	1181	999	1223	1109	940	0.0214873411594323	0.0969344106683422	2316	0.293396499455455	0.127601974806969	1048.65992933966	2.29931002164578
FAM50B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM53A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM53B	199	250	130	169	147	51	0.231896280236176	0.466018688979521	5857	-0.477639856853119	0.399535346129619	148.614381434229	-1.1954883628698
FAM53C	638	809	675	1107	1145	602	0.000402428996397566	0.00457745537058457	875	0.618791473221342	0.174874654388401	816.251203171073	3.53848575361294
FAM71A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM71B	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM71C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM71D	1224	1487	1146	1610	1218	946	0.181868824298426	0.40112247529079	5219	0.170296689717879	0.127560867369004	1241.53343870396	1.3350229833829
FAM71E1	58	88	73	17	44	1	0.0435787521701208	1	2951	-1.66829007492926	0.826655486961149	43.484409880004	-2.01812012530398
FAM71E2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM71F1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM71F2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM72A	0	9	5	0	5	0	0.657895098619107	1	10745	-1.23318055183958	2.78482753373913	2.86918164500611	-0.442821157468166
FAM72B	16	0	0	0	0	0	0.185180017635007	1	5263	-4.71967450137869	3.56209035602189	2.58345402308953	-1.32497326840681
FAM72C	37	49	47	3	50	5	0.291612331779577	1	6601	-1.00681629458431	0.954698178660171	30.3445468310419	-1.05459119655731
FAM72D	26	66	60	71	44	37	0.735494781362552	0.873133826475162	11532	0.201882825931522	0.597595198091221	49.2241546375261	0.337825381757344
FAM76A	200	193	256	316	262	209	0.10975160968864	0.291771436835053	4211	0.457581928351988	0.286111987165098	238.410254256217	1.59931058074804
FAM76B	168	227	154	167	132	119	0.589566699605415	0.7817204999772	10065	-0.168837567306388	0.312972789933124	156.189454140878	-0.539464045236858
FAM78A	5	38	11	6	15	11	0.727268533350815	1	11448	-0.397589770548108	1.14000547578913	13.4289353666541	-0.348761281407785
FAM78B	0	2	0	0	0	0	0.722084658631802	1	11388	-1.44299322175463	4.05706601527794	0.260390435573149	-0.355674079820409
FAM81A	35	43	39	2	53	15	0.587381019356097	1	10042	-0.507414848988449	0.93509392270905	30.3682886182301	-0.542635169222812
FAM81B	1	0	1	0	0	0	0.666070119244252	1	10834.5	-1.73898448985104	4.0296453186941	0.330027472330126	-0.43154777959828
FAM83A	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM83B	18	40	46	15	54	1	0.672293432047653	1	10914	-0.426867424227219	1.009136866338	27.6256759053015	-0.423002506861386
FAM83C	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM83D	398	516	481	234	158	114	6.08897405959372e-07	1.92017358244688e-05	312	-1.27985509672618	0.256567612579553	299.802448201216	-4.98837356694561
FAM83E	0	6	0	0	0	0	0.447326842453847	1	8518.5	-3.0078026682455	3.95826465233414	0.781171306719447	-0.759879121895461
FAM83F	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM83G	132	127	65	150	69	54	0.881755247012991	0.94804828711188	13065	-0.0700806550012613	0.471147878945525	95.1954332214917	-0.148744498559791
FAM83H	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM86B1	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM86B2	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM89A	1804	2107	1690	2010	1582	1545	0.38879776113734	0.628399932907329	7811	0.094055257322618	0.109138190139867	1758.44426573742	0.861799679856156
FAM89B	483	704	523	459	516	236	0.188242686638233	0.41094293184681	5297	-0.300584321372197	0.228443036202277	466.852952319935	-1.31579551020343
FAM8A1	490	624	521	588	402	430	0.944250163734548	0.977224924895784	13627	0.0135778615914674	0.194166366294239	498.751293078721	0.0699290090792117
FAM90A1	0	1	0	0	0	0	0.855586569599313	1	12749	-0.742626074561041	4.0804728567969	0.130195217786575	-0.181995102191168
FAM90A26	0	0	0	0	0	0	1	1	16853.5	NA	NA	0	NA
FAM91A1	172	283	195	187	164	32	0.175484673260915	0.393205950073555	5127	-0.609627072459816	0.449979225144825	161.168497287738	-1.35478937336187
FAM95C	10	17	4	24	15	11	0.389930761719345	1	7826	0.92914035395326	1.08071880095383	13.1014230714533	0.8597429351032
