rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
DMAC2L	166	89	75	175	163	130	0.0783068990280739	0.279757900867731	3435	0.419787532078276	0.238434974769708	129.441265345086	1.76059545158477
DMAP1	46	34	49	46	61	22	0.769997094415171	0.907094879484749	11885	-0.115252006986664	0.394187429603229	42.3462331203072	-0.292378696861722
DMBT1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMBX1	10	8	6	6	27	6	0.479119251433403	0.7351545680819	8629	0.587523711398097	0.830164246415104	10.2345527607494	0.70771984451896
DMC1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMD	89	58	103	92	102	59	0.748792722287736	0.894206096370827	11712	-0.0901881266032873	0.281634007484142	82.5796262130008	-0.320231663103986
DMGDH	4	0	0	7	0	0	0.769223269256592	1	11879	0.819794640694411	2.79420470993161	1.6886571113057	0.293391045323403
DMKN	896	638	686	758	709	776	0.389236355020352	0.66550642995039	7593	-0.0817994490665608	0.095004829133145	734.89757076217	-0.8610030649276
DMP1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMPK	20	29	8	2	41	5	0.629468698354495	0.833034965284483	10407	-0.396832694423891	0.822494143458686	17.511495321562	-0.482474796422455
DMRT1	2	0	0	0	0	0	0.655246702030654	1	10726	-1.80967395672574	4.05315428445132	0.302297877090802	-0.446485337029483
DMRT2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMRT3	48	78	27	45	23	47	0.212881989144205	0.487419435094152	5504	-0.54454400272891	0.4371460647985	45.2892429709936	-1.24567975461455
DMRTA1	11	11	11	12	3	0	0.205793374549011	0.479922773971819	5397	-1.27993913829332	1.01163566634817	8.01986193794669	-1.26521748972501
DMRTA2	237	188	189	365	452	437	8.76088317035877e-11	6.37621350740258e-09	164	0.92933804355802	0.143263373833847	304.734400131025	6.48691999000276
DMRTB1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMRTC1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMRTC1B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMRTC2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DMTF1	277	203	211	303	241	244	0.55983259870454	0.791681221701075	9614	0.0883574672663425	0.151533109880015	242.827796201594	0.583090173073755
DMTN	28	9	3	1	6	3	0.047582869989613	0.207736079591071	2786	-2.03522810789516	1.02733524381235	8.06985291230953	-1.98107494136247
DMWD	28	35	36	76	41	51	0.0895917168484893	0.302337215805363	3647	0.63730278524894	0.375423862812817	43.894781479107	1.69755534577378
DMXL1	52	54	43	80	66	23	0.898066756492007	0.961200085009536	13401	0.0500369003344892	0.390596255645691	52.2395231123004	0.128103891451222
DMXL2	27	48	64	47	34	31	0.266182082091332	0.547124045435188	6183	-0.455285222225577	0.409466778497542	42.2199822455847	-1.11189782940672
DNA2	447	286	295	400	404	383	0.380497338200917	0.658244415881165	7488	0.114810589423331	0.13091581348258	362.722130183909	0.876980300310384
DNAAF1	2	0	8	11	0	2	0.876540427406132	1	13205	0.2583255773868	1.66279426603498	3.74028722808855	0.155356307550177
DNAAF10	116	86	104	109	116	51	0.342492472109469	0.626726645096101	7018	-0.261585425027456	0.275570061047296	95.675992221741	-0.949251976188227
DNAAF11	0	0	0	0	5	5	0.145468665493935	1	4534	4.08806417611347	2.80826685850652	1.61306889905214	1.45572496564218
DNAAF2	113	70	69	113	75	144	0.257490932600249	0.539475767880156	6066	0.316528551277011	0.279534557582834	95.7429361169006	1.13234139640575
DNAAF3	16	3	2	8	25	2	0.491950242208291	0.744826586286222	8798	0.694592584503559	1.01074245946692	8.81587427502205	0.68721025618128
DNAAF4	66	67	42	124	59	97	0.0757824610682275	0.274102865245565	3391	0.566501233282026	0.319029900958083	74.7139658073814	1.77569949268316
DNAAF5	307	256	327	331	331	269	0.743838316222539	0.891522373557687	11666	-0.0455644006748253	0.139436756709423	300.363424801678	-0.326774673695104
DNAAF6	0	0	1	2	0	0	0.852361625130474	1	12975	0.752021887415678	4.0408252678964	0.48489978773641	0.186106014875315
DNAAF8	4	0	1	3	2	7	0.45714356958894	1	8388	1.27648927395087	1.71672993751946	2.72239048447294	0.743558579630351
DNAAF9	53	16	49	42	33	57	0.820861369766494	0.930907487841603	12500	0.0960360055796755	0.424117549187814	40.8023027716696	0.226437236005878
DNAH1	0	0	4	0	0	3	0.881324312480076	1	13250.5	-0.493569990725291	3.30610170914926	1.20035277052506	-0.149290625076474
DNAH10	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAH11	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAH12	3	1	0	3	0	0	0.879368569239684	1	13233	-0.476262758358149	3.13806188582701	1.10930131974391	-0.151769715093631
DNAH14	396	412	428	506	492	484	0.230970378148191	0.509303978122447	5730	0.145548509974925	0.121506814101919	449.380311471941	1.19786294333122
DNAH17	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAH2	12	0	26	11	10	3	0.443606436045992	0.70996063564561	8232	-0.759246853091268	0.991031960410445	10.1318952425289	-0.766117424484291
DNAH3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAH5	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAH6	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAH7	4	4	0	5	10	1	0.549606150853815	1	9465	0.87393684355454	1.46057700804854	3.87104755700031	0.598350404489932
DNAH8	0	2	0	0	0	1	0.776552432949768	1	11943	-1.14278460637229	4.02651744037752	0.549073854206595	-0.283814642130332
DNAH9	4	3	1	0	7	8	0.572864420404545	1	9799	0.835353465433359	1.48154884240802	3.77839081810238	0.563837952230873
DNAI1	0	7	0	0	0	0	0.25259001567518	1	6002.5	-3.92288981855222	3.4288564915652	1.33879745738164	-1.14408107431802
DNAI2	0	3	2	1	0	0	0.449330286799493	1	8304	-2.42531800506542	3.20583658944423	1.07897218986891	-0.756532011971913
DNAI3	13	17	4	28	13	14	0.410219874318015	0.68433045700347	7824	0.564050362315338	0.684937136417991	14.6137582013789	0.823506760438112
DNAI4	37	23	28	62	16	32	0.638518274844869	0.83846071400745	10491	0.224548894294974	0.477995987370503	32.3245913594017	0.469771504840943
DNAI7	20	1	11	8	11	12	0.933182821063762	0.97440907639026	13746	-0.0717940159010801	0.856311175974671	10.0953223742557	-0.0838410357302212
DNAJA1	829	673	690	524	622	529	5.24556164691484e-07	2.08010045905566e-05	301	-0.493043499889455	0.0982724891960833	641.209582506362	-5.01710604791627
DNAJA2	510	398	468	450	422	400	0.0457966221412835	0.202135327963097	2750	-0.218134836237005	0.109216882264753	437.353114834875	-1.99726298456518
DNAJA3	2	7	11	1	0	0	0.0151229968399453	1	1847	-4.37744674132431	1.80184839113176	3.72280892820067	-2.42942012372905
DNAJA4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAJB1	709	479	454	289	361	266	1.01831779428781e-11	8.38251116732368e-10	145	-0.937696407992659	0.137817704362851	423.699447841315	-6.80388932849921
DNAJB11	147	139	164	645	528	467	4.25977359303399e-32	1.0376460736011e-29	49	1.75058503154656	0.148447259807364	337.599542157527	11.7926395799979
DNAJB12	231	202	224	230	296	299	0.164687448945582	0.426059418914868	4823	0.223174726259119	0.160617676348673	244.399418471128	1.38947799104406
DNAJB13	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAJB14	404	411	340	501	532	446	0.0565393829272132	0.230247040129381	2999	0.240870856429902	0.12631839974578	434.121983361285	1.90685487557366
DNAJB2	16	15	15	22	17	15	0.836678976762652	0.937093015542743	12810	0.116587565525969	0.565565631697993	16.473117928745	0.206143299719148
DNAJB4	79	84	65	64	88	71	0.593002532610851	0.811699726946309	9993	-0.147623817639738	0.276195633607737	74.8621595070221	-0.534490048634869
DNAJB5	15	34	32	78	91	58	0.000474883944439521	0.00724835647164977	782	1.33907183884615	0.383190007322257	50.3162447365204	3.49453747033651
DNAJB6	275	256	353	231	195	270	0.0104640708570322	0.0761580181399612	1652	-0.454288947453458	0.177449380171154	263.537721563539	-2.56010444790105
DNAJB7	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAJB8	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAJB9	149	120	97	636	703	652	1.85773538144825e-63	8.8695718051865e-61	25	2.34163522804981	0.139248983782917	379.26092837983	16.8161746278904
DNAJC1	517	450	547	605	724	605	0.0290553182979968	0.151047159932443	2326	0.243112690659516	0.111379838442195	567.47200834408	2.182735170564
DNAJC10	249	171	207	403	448	305	2.40588115333887e-07	1.04045642921205e-05	276	0.779438178231887	0.150911072242794	289.724577262062	5.16488397205132
DNAJC11	434	366	528	420	478	372	0.199554844165982	0.471660716824785	5313	-0.176724253884659	0.137762223392303	429.68498649068	-1.28282085997846
DNAJC12	140	102	133	191	162	188	0.0239924276146549	0.13363211199651	2169	0.428378560253031	0.189778920703218	150.139771573213	2.25725048211725
DNAJC13	81	73	48	58	40	36	0.0334433038122859	0.166463417140719	2434	-0.703276292230692	0.330685792983195	55.8334042487155	-2.12672061259805
DNAJC14	140	85	124	99	114	85	0.155677030060273	0.414305692485935	4680	-0.32505090688187	0.228947489244046	106.417953372652	-1.41976183252826
DNAJC15	51	67	52	69	52	35	0.450660126879524	0.715683777865087	8317	-0.258512360896771	0.342711437139036	54.2616738133392	-0.754314950953604
DNAJC16	239	199	216	222	302	257	0.342509207373329	0.626726645096101	7019	0.150632823247643	0.158691316799876	236.335357125044	0.949219064314685
DNAJC17	34	12	26	10	26	27	0.641142684587998	0.838833616490446	10532	-0.257063371430123	0.551517736461192	22.0916901744829	-0.466101730616258
DNAJC18	1	11	2	0	0	8	0.564840767389158	1	9680	-0.966543313841454	1.67899933877515	3.9377918168989	-0.575666286174097
DNAJC19	170	265	200	189	200	205	0.267980116417239	0.549872901763136	6198	-0.230491049815999	0.20807584673554	206.037174515852	-1.10772611733715
DNAJC2	801	750	859	881	926	772	0.861105188702667	0.945721481064752	13068	-0.0168977298973606	0.0965764047072713	824.509111710926	-0.174967477289909
DNAJC21	978	732	878	929	839	812	0.202689317898107	0.475550146680767	5363	-0.107456423740348	0.0843505402748745	851.667365464532	-1.27392691724532
DNAJC22	35	36	63	18	1	8	4.68966479271129e-05	0.0010581444038904	529	-2.43666829145475	0.59860499635249	27.4871613061671	-4.07057793754182
DNAJC24	177	206	197	220	230	272	0.270142247183808	0.552394340715927	6220	0.199021039854997	0.18047947458221	215.927550634108	1.10273503574691
DNAJC25	172	175	156	248	288	277	0.000434188344319121	0.00675680844562325	767	0.580608233506223	0.165021416914902	216.281107969854	3.51838109477409
DNAJC25-GNG10	178	223	140	186	217	194	0.928278648649425	0.972691945420028	13694.5	0.0183043209324153	0.203356986747234	189.059651268575	0.0900107796894483
DNAJC27	56	61	43	90	80	74	0.0893486740610002	0.301943877007955	3642	0.491581046807806	0.289362172216532	66.4108992361393	1.69884350481013
DNAJC28	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAJC3	285	201	218	771	658	729	4.58215647129852e-37	1.36731549103548e-34	40	1.51794680465977	0.119336009510778	463.213941207633	12.7199393618292
DNAJC30	127	140	114	154	181	132	0.404150588789808	0.679290512377802	7761	0.173152666234966	0.207559511744882	140.022002633873	0.834231420084442
DNAJC4	0	9	0	5	13	10	0.273119839253819	0.555843379379149	6252	1.41325142941188	1.28957338666993	6.18993881010793	1.09590616867592
DNAJC5	446	357	327	391	363	344	0.240412663247514	0.519678797533198	5857	-0.145183376323075	0.123670206034354	367.467750128331	-1.17395596707217
DNAJC5B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNAJC5G	0	0	0	0	1	2	0.55367936871105	1	9535	2.364681161924	3.99266924649845	0.489174074765126	0.592255710637142
DNAJC6	86	84	127	130	150	72	0.66846986272956	0.854267267830839	10879	0.118378562259064	0.276424624260184	106.843642599193	0.428248975922058
DNAJC7	447	339	519	410	394	319	0.0206936542011801	0.122335901737916	2039	-0.325502913796445	0.140695501911982	401.424630457046	-2.3135275070846
DNAJC8	489	382	416	426	450	364	0.161764055697107	0.42286810530019	4771	-0.159111144795033	0.113718790826582	416.666689299551	-1.39916317820925
DNAJC9	438	475	316	462	495	381	0.990282594179878	0.996055570474596	14306	0.00186247722026172	0.152921994685149	424.657281323943	0.0121792631864132
DNAL1	91	116	75	141	182	101	0.0784171085002573	0.280067805822583	3436	0.457133923042261	0.259743279700834	116.138354785194	1.75994514109769
DNAL4	52	60	73	39	69	53	0.332153890273551	0.61763340618556	6903	-0.321514338280243	0.331531714725043	57.7575700011374	-0.969784560571805
DNALI1	5	2	0	2	0	0	0.496648670875912	1	8877	-1.87398371920427	2.75678167042651	1.44799006830007	-0.67977226463289
DNASE1	21	35	35	52	24	11	0.674164889345062	0.857501057268415	10979	-0.220989584453472	0.525616465741028	29.6294681012846	-0.420438853912072
DNASE1L1	46	36	60	40	60	84	0.441301735318917	0.708456962039892	8187	0.27739899160541	0.360259884006288	53.8970837184988	0.76999689368847
DNASE1L2	3	0	12	0	0	0	0.0362770092072634	1	2510	-4.86438702003269	2.3232239946578	2.55546247261908	-2.09380887560487
DNASE1L3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNASE2	43	55	40	77	82	69	0.0503617869927042	0.214967168886614	2855	0.600297191786956	0.306762671025922	60.238967131898	1.95687822699989
DNASE2B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DND1	0	1	0	0	0	5	0.549396657808129	1	9460	2.16938800378069	3.62371266136971	1.02405825439944	0.598664465565184
DNER	0	0	0	0	5	0	0.442278282300313	1	8203.5	3.04317765271567	3.96065727851049	0.780267424278647	0.768351674664499
DNHD1	14	10	38	10	8	8	0.0483621113509788	0.209880159307867	2805	-1.36995947837093	0.69394105808062	14.8146051697635	-1.97417267996812
DNLZ	55	38	50	75	75	57	0.154009964008329	0.4120959629464	4653	0.430088076865782	0.301708311572057	57.1522391051865	1.42550954140043
DNM1	58	83	44	45	50	48	0.145708308313312	0.399078227085102	4539	-0.500753138314411	0.34419359412251	55.1148761546958	-1.45485897141995
DNM1L	515	432	412	515	456	457	0.755568883646493	0.898522486321066	11768	-0.0345021390497247	0.11083071624653	459.668222963581	-0.311304845968681
DNM2	159	85	125	129	120	130	0.822943518659831	0.931534114009763	12519	-0.0485612579258504	0.217023185659729	122.542462603343	-0.223760690721726
DNM3	43	37	49	85	34	53	0.41573526516099	0.687991333314191	7884	0.302769417027191	0.372024647836462	49.4562521143026	0.813842359069406
DNMBP	54	57	55	91	139	86	0.00400482605069548	0.0377579808381527	1270	0.809597021255387	0.281326800479403	78.8063349516326	2.87778135561834
DNMT1	881	582	686	916	729	936	0.123783545783445	0.363251486594869	4210	0.172371699794254	0.111996218185442	776.159487404175	1.53908500293146
DNMT3A	111	79	53	79	78	38	0.192285994300273	0.463068422061576	5204	-0.420942246106193	0.322846525413696	71.9065900257088	-1.30384629528472
DNMT3B	116	95	99	103	95	112	0.647826339320905	0.842315379753194	10607	-0.102447089051461	0.224279088323667	102.475322742601	-0.456783955281712
DNMT3L	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNPEP	139	110	75	86	110	71	0.141971920303327	0.392672918065023	4487	-0.382851650412493	0.260711595238914	97.4956784505322	-1.46848723802119
DNPH1	1424	928	1004	1089	1083	1047	0.0795789460580903	0.282910857742876	3451	-0.153237827264519	0.0874079194116208	1080.63455018563	-1.75313436466657
DNTT	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DNTTIP1	466	399	424	408	406	492	0.501951455242464	0.752680914562099	8952	-0.0844497376768462	0.125777354139593	429.508750811628	-0.671422437326198
DNTTIP2	473	428	576	578	613	566	0.256989197500453	0.53879545853287	6061	0.137978440854253	0.121723907150686	533.694509224798	1.13353608246772
DOC2A	4	0	16	10	0	0	0.7110294857367	0.875691522725892	11338	-1.1361347967282	3.06670744430146	4.9559423784313	-0.370473811852955
DOC2B	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DOCK1	29	45	53	39	27	30	0.185946078431357	0.453908603472812	5118	-0.539151915955139	0.40762477447908	37.5238001440005	-1.32266719225823
DOCK10	3	0	0	1	0	4	0.779549876915165	1	11968	0.821203266249774	2.93385720231425	1.27455390361558	0.279905670119869
DOCK11	35	22	45	34	42	49	0.61820703658028	0.825777687821682	10277	0.197969128228256	0.397214867769779	37.3615624087264	0.498393046916352
DOCK2	0	0	3	0	0	6	0.753360410340027	1	11746	0.925592815265989	2.94576366764768	1.52486568397391	0.314211498169884
DOCK3	29	7	21	25	45	31	0.139623216925861	0.387964441045841	4462	0.758401714948975	0.513406432186376	25.4580677410364	1.47719558502465
DOCK4	299	180	167	228	130	296	0.891400713464742	0.958305278152261	13342	-0.0549240745352617	0.402279806932614	213.77103158254	-0.13653201972542
DOCK5	254	181	193	201	333	353	0.0364634157445372	0.175718579776466	2512	0.407371217344781	0.19475402107659	248.706368102214	2.09172172719646
DOCK6	19	3	3	7	17	8	0.713635390966106	0.876911664829633	11366	0.331056776329233	0.902116015521345	9.04055704479526	0.36697805008806
DOCK7	240	146	164	162	180	159	0.208972236441211	0.483354762387216	5444	-0.226099390509216	0.179958622762914	172.587773682227	-1.25639653737009
DOCK8	40	27	41	25	85	43	0.349827925432023	0.63264269116477	7103	0.400843117908224	0.428744474155423	42.6900640195451	0.934923111715523
DOCK9	103	146	95	150	175	141	0.188703692500808	0.457798226359683	5161	0.307029356778381	0.233584786932115	134.157035442465	1.31442360100108
DOHH	28	16	15	23	11	18	0.634556294450189	0.83643272047599	10450	-0.266889232166391	0.561489469515006	18.196387854806	-0.475323664390217
DOK1	32	23	18	23	15	12	0.218500324503413	0.493319777988269	5585	-0.648224088285352	0.526786323816123	20.2901371503097	-1.23052565903669
DOK2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DOK3	33	38	27	24	7	31	0.142147475184055	0.392672918065023	4494	-0.768882253103453	0.523818563543612	26.9577331594355	-1.46784078804309
DOK4	32	26	16	47	22	6	0.861940206639058	0.946192144982715	13076	-0.102997118149762	0.592261183534116	24.3233659664731	-0.173904893674042
DOK5	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DOK6	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DOK7	0	0	12	0	0	0	0.100413463729227	1	3816	-4.58050201125717	2.78813961156247	2.10201565698288	-1.64285245697946
DOLK	297	169	190	136	193	125	0.00191491448827135	0.0216264110680764	1055	-0.620488243658476	0.199956199036314	182.495668029998	-3.10312081670341
DOLPP1	661	436	476	666	711	689	0.00445224667742104	0.0405354815726144	1315	0.29940162931116	0.105267266354415	595.532124480238	2.84420446811196
DONSON	500	479	461	655	524	530	0.251360705666045	0.532524207105061	5987	0.133354816074005	0.116258877488851	519.425053771531	1.14705060769913
DOP1A	46	25	16	30	34	25	0.915445083127084	0.965943468193501	13593	-0.0486723554948777	0.458424928683105	28.6527613101608	-0.106173012088798
DOP1B	195	199	215	236	160	156	0.167867573635945	0.429971536248636	4876	-0.261999421126561	0.189980182958672	192.695573931941	-1.3790881609139
DOT1L	89	124	63	61	116	106	0.776854955133173	0.910322083690316	11947	-0.0888172799411005	0.313376977437832	93.4080943095767	-0.283419926592151
DPAGT1	97	70	52	92	102	89	0.301424824286389	0.587079784968763	6561	0.273494503480221	0.264659448079041	82.1471413833391	1.03338273190437
DPCD	70	30	47	64	85	65	0.150537770148034	0.406371969514872	4608	0.46112421542496	0.320752038685007	58.5534072505426	1.43763455819467
DPEP1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPEP2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPEP2NB	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPEP3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPF1	269	242	236	363	306	291	0.0740155057706753	0.270424191227777	3352	0.251222373480742	0.140621277438441	280.720583252152	1.786517503304
DPF2	239	144	159	185	205	152	0.610849400902971	0.822252647156751	10192	-0.0934689911369202	0.183682623903384	177.475602271757	-0.508861367235718
DPF3	19	11	35	31	32	18	0.695602042237513	0.868123963378485	11188	0.205015114686463	0.523981428218278	23.8991733853275	0.391264086178755
DPH1	270	220	236	183	296	254	0.612097911105707	0.822386827862596	10214	-0.088822702522303	0.175164685463821	241.06495380814	-0.507081106486209
DPH2	323	149	350	336	318	388	0.432239677974801	0.70153751457134	8071	0.26128133994138	0.332687841634519	304.912505078266	0.785364859315826
DPH3	472	352	377	331	435	386	0.21713912868275	0.492451575139142	5559	-0.159510299506879	0.129244875957321	388.139166011218	-1.23417116791193
DPH5	324	236	248	386	333	307	0.0731279239012177	0.268426827091784	3336	0.242856051091874	0.135519969447034	300.428574549449	1.79203147759557
DPH6	135	149	116	123	155	92	0.305029178550969	0.590566559514372	6608	-0.236289082958434	0.230366782553671	127.782195544286	-1.02570813525767
DPH7	382	201	177	325	359	390	0.0227198062740971	0.129757912134532	2113	0.424611652929565	0.186387386796636	298.499374417386	2.2781136654534
DPM1	281	261	355	508	598	530	5.26574359428779e-08	2.69750710478193e-06	233	0.754026179077063	0.138554382480534	414.844322681334	5.44209548321578
DPM2	49	40	41	40	26	64	0.814475408188213	0.92807431714888	12435	-0.0919740725165556	0.391952067738383	43.1503418115605	-0.234656428902796
DPM3	296	244	196	223	276	243	0.575779484611153	0.801087479412215	9834	-0.0908889986759982	0.162429359504927	243.819673449541	-0.559560161740594
DPP10	2	0	0	0	1	0	0.834297268449911	1	12646.5	-0.847892945106854	4.05315352060666	0.458351361946531	-0.209193394919802
DPP3	48	42	21	16	36	20	0.121585443719531	0.3597462509179	4174	-0.730014942397439	0.471539248591041	30.3934470786587	-1.54815308498439
DPP4	1	0	0	0	0	4	0.641700033168365	1	10538	1.84736711321459	3.97007320661539	0.817390118364194	0.465323186014883
DPP6	0	1	0	1	0	0	0.978418806683506	1	14162	-0.110382150726159	4.0804728567969	0.346122687786533	-0.0270513135609501
DPP7	1	4	0	5	0	2	0.892495982853641	1	13356	0.291369236787459	2.15594976845452	2.02362618776152	0.135146579503253
DPP8	598	437	532	571	487	599	0.87840037424055	0.952711210080436	13227	-0.0176156581725557	0.115137023679355	531.351736101895	-0.152997338385379
DPP9	127	123	153	172	147	179	0.333766703137962	0.618608597617192	6932	0.193812686468698	0.200519113819194	148.912289990093	0.966554672904931
DPPA2	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPPA3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPPA4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPPA5	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPRX	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPT	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPY19L1	124	103	85	106	133	128	0.555433156645531	0.789727765783376	9559	0.13266882395547	0.225000343332804	111.821811756433	0.589638317836858
DPY19L2	106	113	129	77	65	116	0.044577979187205	0.198703447491122	2721	-0.541161078905377	0.269420012606197	101.619617554843	-2.00861500105553
DPY19L3	457	329	419	598	530	527	0.00134108111651127	0.0164007625068427	976	0.356106833094708	0.111039081824278	468.489360929863	3.20704050541641
DPY19L4	168	88	100	198	123	158	0.137702488298295	0.38474178378475	4434	0.345036496043376	0.232441520003908	135.914970480128	1.48440130677847
DPY30	187	165	165	174	208	166	0.88288574274369	0.954998795157009	13264	-0.0255026545422696	0.173119980027744	175.779737262199	-0.147312023361963
DPYD	0	2	5	5	0	0	0.767860015089381	1	11864	-0.687635980627072	2.32958556999009	2.03268295713102	-0.295175240388357
DPYS	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DPYSL2	62	56	109	54	33	74	0.0957009571728644	0.315875008733094	3727	-0.601433063357852	0.36099068686486	65.0129086006875	-1.66606254743354
DPYSL3	208	135	143	148	132	132	0.0808083887656077	0.285786349127791	3469	-0.332506885086741	0.190437615153274	147.812837722069	-1.74601475039015
DPYSL4	27	32	37	13	35	9	0.0955321013529296	0.315864587741985	3722	-0.887262420776863	0.532279417207747	25.6566246617505	-1.66691100969356
DPYSL5	122	59	78	53	59	98	0.2350352511549	0.513523843636259	5791	-0.370808375799405	0.312262883076304	77.125379915418	-1.18748783763965
DQX1	2	0	0	0	0	3	0.861096841690372	1	13066.5	0.693454706034197	3.96309427107008	0.801978761954896	0.174978100091209
DR1	670	637	559	656	549	659	0.336932452821691	0.621580487925765	6966	-0.110982403130542	0.115577300238032	618.047886782552	-0.960243948439468
DRAM1	82	82	108	101	88	123	0.733033982341754	0.885576276642832	11561	0.0871561102408359	0.255520488363247	96.8564894738477	0.341092453286702
DRAM2	61	64	98	64	78	41	0.198790750334111	0.470872437132148	5302	-0.412711588265902	0.321175236301755	67.5395423801906	-1.28500438893783
DRAP1	59	43	25	53	77	53	0.225972996073206	0.503305407936141	5663	0.430680142981138	0.355699543038843	50.5727352824766	1.21079757174191
DRAXIN	3	8	0	8	9	0	0.769425943413523	0.906780021779602	11881	0.431338971099575	1.47151451042222	4.62690968163003	0.293125870009811
DRC1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DRC3	4	6	16	9	2	16	0.949927417205747	0.980994432580706	13901	-0.0585877354450519	0.932956530920445	8.92568883701303	-0.0627979262734244
DRC7	3	0	0	0	0	0	0.551219642562637	1	9491.5	-2.38701414749472	4.00550411625126	0.453446815636202	-0.595933515037483
DRD1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DRD2	0	0	1	0	0	0	0.792739764768315	1	12120	-1.07216283015502	4.0804728567969	0.17516797141524	-0.262754555117086
DRD3	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DRD4	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DRD5	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DRG1	572	418	428	498	517	483	0.85017830277205	0.941260386039068	12953	-0.0202928547259789	0.107431599673839	479.625914894841	-0.188890929555064
DRG2	91	76	77	111	78	98	0.604489622420928	0.818512550563381	10136	0.12929726155729	0.249630268560977	87.4631989883093	0.517955063312791
DRGX	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DRICH1	0	0	4	0	0	6	0.855207899584818	1	13011	0.509467325316191	2.79194383618783	1.70003365538915	0.182477641101773
DROSHA	280	249	293	254	320	237	0.384343093442138	0.661101123627661	7531	-0.131743088137454	0.151442434175345	270.016702275124	-0.869921887183339
DRP2	0	2	3	2	9	2	0.47129019261771	1	8543	1.19644942738019	1.66085550033593	2.95535124342975	0.720381410145671
DSC1	0	0	0	0	0	2	0.654414367350964	1	10682	1.80520135838832	4.03272457568452	0.333120589909396	0.447638147487894
DSC2	34	14	38	53	17	31	0.773362682474172	0.908208122650656	11917	0.142658778005361	0.49537880587323	30.4972132577401	0.287979171321003
DSC3	174	120	135	226	166	216	0.0300426064497466	0.154897862023402	2346	0.407508856827254	0.187832939182684	169.780002443629	2.16952819138349
DSCAM	0	0	1	0	0	0	0.792739764768315	1	12120	-1.07216283015502	4.0804728567969	0.17516797141524	-0.262754555117086
DSCAML1	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
DSCC1	94	74	74	102	107	100	0.287644339740098	0.572222770219251	6399	0.249766609021005	0.234896818903846	90.4735068077282	1.06330349719741
DSE	269	233	209	214	219	190	0.0536219849671385	0.223179757701204	2929	-0.298527999366433	0.154687516835057	220.795473718507	-1.92987776566841
DSEL	0	0	0	0	0	0	1	1	16987.5	NA	NA	0	NA
