rownames(count)	DMSO.GFP.1	DMSO.GFP.2	DMSO.GFP.3	TPG.GFP.1	TPG.GFP.2	TPG.GFP.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
CARNS1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CARS1	29	26	28	11	31	31	0.762948414973579	0.898183347890691	12150	-0.198348675781971	0.657630184669219	25.3803994364518	-0.301611270902564
CARS2	1296	1036	1166	949	1209	1105	0.649609213279193	0.83412826958289	10961	-0.0689795605257487	0.151835305514828	1112.72622330885	-0.454305145248396
CARTPT	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASC3	1181	1043	1386	1198	1338	1191	0.579167662589229	0.789580960251184	10250	0.0884063441438201	0.159405333904205	1211.27074780994	0.554600915656611
CASD1	111	153	135	84	188	77	0.501047707511503	0.741128896967673	9272	-0.252963570771638	0.375962718662695	122.676368002224	-0.672842168158144
CASK	1396	1163	1267	1057	1597	1128	0.974864750838496	0.990832978364126	14506	-0.0048200868506982	0.152981839677174	1246.87136435607	-0.0315075754146351
CASKIN1	19	1	17	10	0	2	0.369569598952653	1	7538	-1.30014354762568	1.44898331197148	7.78930524448571	-0.897279862979731
CASKIN2	74	67	97	125	141	118	0.0299161276993131	0.151684621856111	2295	0.733876783646286	0.338005295816752	102.874142574784	2.1711990691535
CASP1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASP10	11	13	50	21	54	19	0.630739135836115	0.822448882570055	10750	0.355517049077472	0.739602318424749	26.521182947642	0.48068676939071
CASP12	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASP14	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASP2	935	560	780	948	1017	989	0.0103882902054464	0.0778194373684578	1528	0.443312778412708	0.172991380569942	860.546839560363	2.56262928795734
CASP3	630	514	650	525	935	595	0.264520781752096	0.545204390153602	6198	0.202173994095614	0.181196905917855	626.144284361014	1.1157695716243
CASP4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASP5	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASP6	473	407	468	362	558	410	0.972214450778867	0.990442269472246	14472	-0.00664338199371532	0.190731530361435	438.692553775488	-0.0348310632286447
CASP7	498	443	525	302	467	348	0.0500339670247301	0.208684668322823	2822	-0.379848997273989	0.193832799978281	422.999606734421	-1.95967347794878
CASP8	376	179	394	236	359	300	0.936003004075035	0.976717903632226	14119	-0.0196901794361146	0.245224401238506	296.745592653145	-0.0802945356851495
CASP9	327	220	334	232	376	337	0.534538763743934	0.762544498111427	9725	0.136704665166885	0.220103551712198	296.820652776195	0.621092499886766
CASQ1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASQ2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASR	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CASS4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CAST	2470	2462	2845	1721	2970	2377	0.373599168565536	0.647459192581902	7587	-0.139909185473408	0.157245182512784	2433.14400062048	-0.889751808212203
CASTOR1	26	21	19	0	22	1	0.137363147936583	1	4460	-1.70187248055135	1.14551567674068	14.0623443852586	-1.48568240060552
CASTOR2	429	289	397	199	299	236	0.00690472708363874	0.0598212197488108	1315	-0.568783248386743	0.210550923528381	300.383579076585	-2.70140467139806
CASZ1	66	53	58	32	87	74	0.803932717483825	0.917951799473089	12559	0.112653329051588	0.453770318363859	59.9199331048809	0.248260682756372
CAT	529	410	421	409	731	391	0.440464716159594	0.70169845128867	8466	0.167654357488942	0.217335319272025	470.521563406719	0.771408706373675
CATIP	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CATSPER1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CATSPER2	11	14	1	0	0	7	0.265470902632214	1	6213	-1.92260554880043	1.72655020519573	5.75567264910384	-1.11355322481484
CATSPER3	0	15	13	0	6	5	0.339991554474994	1	7152	-1.51697746389391	1.58981992793242	6.62821494224001	-0.954181940508671
CATSPER4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CATSPERB	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CATSPERD	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CATSPERE	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CATSPERG	13	27	6	0	23	35	0.865933644856324	1	13430	0.184341655851465	1.0919043717173	17.4035943924561	0.168825824519358
CATSPERZ	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CAV1	1353	1212	1321	650	1382	1034	0.0553033191561948	0.221795466900745	2946	-0.35516870001145	0.185322919698824	1133.05299430129	-1.91648556254483
CAV2	790	700	959	592	711	564	0.0430581334466857	0.190309059036372	2656	-0.354678332274102	0.175310330558224	709.095671212745	-2.02314564774782
CAV3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CAVIN1	706	501	815	425	553	689	0.279018709511149	0.561119103121552	6373	-0.223261343921862	0.206241023245622	602.483611765877	-1.08252635876408
CAVIN2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CAVIN3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CAVIN4	73	88	61	22	55	70	0.205000301422727	0.475849184514573	5420	-0.631534427057645	0.498278126978831	61.291199091484	-1.26743357346785
CBARP	107	36	112	102	70	77	0.808098051291586	0.920568723661092	12692	0.107616192121814	0.443083069372771	82.2973936257343	0.242880397741569
CBFA2T2	130	119	157	167	294	189	0.013225234582769	0.0900629555553741	1685	0.684000365327876	0.276068658844425	172.076710522984	2.47764584430185
CBFA2T3	9	9	0	12	4	15	0.527326739906148	1	9612	0.819083231650622	1.29582906760975	8.58126123409123	0.632092034454422
CBFB	1823	1277	1962	1164	1551	1009	0.0103757274992276	0.0778144532977187	1527	-0.400621992184579	0.156306775531632	1429.28848051781	-2.5630494316192
CBL	469	308	384	337	640	515	0.0674541433707902	0.250238199872868	3209	0.379607333915876	0.207590420703211	430.399544337945	1.82863608363988
CBLB	68	90	121	100	140	108	0.360833847004933	0.635550513587661	7456	0.328794357912962	0.359818894222797	103.445380546182	0.913777356309075
CBLC	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CBLIF	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CBLL1	553	498	674	417	828	662	0.462063017592432	0.716278288401834	8788	0.147558044046998	0.200635301440144	590.797773466963	0.735454045164728
CBLL2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CBLN1	44	56	48	26	37	7	0.080589165217724	0.276447265612791	3496	-1.10986421871417	0.635196206603891	36.187118616944	-1.74727778153481
CBLN2	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CBLN3	8	12	3	18	5	1	0.923605153937111	1	13999	0.122336242920469	1.27575109822861	8.38852911035883	0.0958935039055303
CBLN4	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CBR1	3073	2436	3111	2151	3504	2623	0.747453803151008	0.890886959148432	11990	-0.0418779233088168	0.130056253519902	2755.91618109918	-0.321998536597922
CBR3	146	90	130	66	130	137	0.76013736978338	0.896956756188792	12120	-0.105005723653878	0.343942303917308	113.123598465306	-0.305300402009064
CBR4	587	446	431	388	745	636	0.199905213377645	0.469517277434024	5349	0.274483881555843	0.214135780075752	527.553261935635	1.28182166221237
CBS	0	1	2	3	5	13	0.109529209370145	1	4019	2.83371476195823	1.77072555278381	4.00853233245463	1.60031279692285
CBSL	1	0	0	3	6	2	0.183204838042159	1	5143	3.33434462495047	2.50523300111917	1.91049040993728	1.33095190086547
CBWD1	663	839	751	386	840	761	0.369330793095938	0.644352687249705	7534	-0.217934421985422	0.2427623064957	699.142626277538	-0.897727596723434
CBWD2	56	61	55	17	58	85	0.813060685176709	0.923093889219919	12740	-0.129581743634821	0.547962063140185	54.5333290277894	-0.236479406790009
CBWD3	9	6	0	0	10	6	0.984259457101137	1	14591	-0.0340912425155016	1.72796527638258	4.93874460080599	-0.0197291247581491
CBWD5	157	137	53	53	149	108	0.621413524848802	0.816906145164593	10664	-0.222841631511666	0.45123525371504	107.838811889901	-0.493848008720509
CBWD6	10	13	13	17	14	6	0.938757725313682	1	14147	0.071106793414202	0.925492137759257	12.2855031871819	0.0768313316916568
CBX1	1349	876	1418	896	1472	1122	0.863305786069036	0.945821401249633	13407	-0.0264841433117499	0.153827704286787	1155.20066188713	-0.172167578230086
CBX2	754	555	743	459	475	450	0.00550369282846668	0.0504368945922273	1239	-0.511745142120328	0.184348084419294	564.343668229125	-2.7759721167288
CBX3	4497	3923	4294	2659	3818	3834	0.0537094304194228	0.217639782440179	2914	-0.283481779229601	0.14694474182648	3787.48093807955	-1.929172665221
CBX4	1429	651	1218	1805	2028	1575	2.1715019678068e-05	0.000877049903870186	276	0.79744366562551	0.187789111116436	1424.40313234353	4.24648511771839
CBX5	1338	858	1498	1029	1094	1085	0.441480389381934	0.702711763379928	8474	-0.130817076573989	0.1699594624246	1128.67099344196	-0.769695753962646
CBX6	3322	2451	3055	849	1061	1007	4.81126528403908e-30	4.45322695915184e-27	12	-1.55659380263457	0.136689915435008	1915.32907892819	-11.3877735433576
CBX7	51	29	26	9	79	26	0.974479453872461	0.990713345003335	14502	0.0219177982360309	0.685129946835831	34.3473318900254	0.0319907169979286
CBX8	125	66	136	162	185	134	0.0474502796276565	0.202355192937296	2756	0.631343017624023	0.318496761855784	132.00199321759	1.98225882720245
CBY1	674	331	691	483	476	511	0.619767761373392	0.816101705149375	10646	-0.110957055119809	0.223622804650284	515.391642512513	-0.496179516634411
CBY2	0	3	0	0	0	0	0.50084429312278	1	9257.5	-2.67940052169286	3.980321073574	0.600288820758105	-0.673161906330078
CBY3	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CC2D1A	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CC2D1B	192	64	132	180	168	159	0.148659076423363	0.395770940036982	4644	0.497156516619235	0.344223492158674	146.20423931962	1.44428410013941
CC2D2A	142	140	135	96	142	104	0.36324146481987	0.637579382820833	7482	-0.283909545403736	0.31226101140809	125.144924936463	-0.909205872752068
CC2D2B	9	4	15	11	15	13	0.55843012433957	1	9972	0.562898436378112	0.961931966365893	10.8076260364386	0.585174893921761
CCAR1	7149	6677	7033	5034	9555	7449	0.657541074343867	0.838400724685723	11041	0.0689380388789789	0.155507302485664	7015.70796194726	0.443310621283102
CCAR2	309	78	314	176	246	290	0.702114045917693	0.865045003661433	11568	0.135810401581387	0.355089311920133	225.699562704377	0.382468289025646
CCBE1	49	41	37	65	46	44	0.486439919594984	0.732793732122812	9068	0.350036091500256	0.502938214927533	47.474970698778	0.695982291881901
CCDC102A	85	42	53	90	61	78	0.309418553367977	0.588397597851005	6791	0.450916904880312	0.443622490652736	68.098228191989	1.01644284133756
CCDC102B	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC103	87	46	88	77	36	50	0.531804637188887	0.760717767753702	9697	-0.302140244576651	0.483228327368967	63.5697248751219	-0.625253586067097
CCDC105	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC106	253	144	162	206	162	161	0.989591574239571	0.995909289706161	14651	0.00402259857979057	0.308353860800663	180.140383978843	0.0130453971594375
CCDC107	73	78	83	58	31	119	0.842250463526037	0.936706534443938	13164	-0.101272963503401	0.508869217710779	74.6213020887802	-0.199015699866838
CCDC110	33	18	29	14	31	2	0.357417565747478	1	7415	-0.776877391436469	0.844159411876856	20.1232570449627	-0.920297020333167
CCDC112	118	67	187	113	204	197	0.128748411195726	0.365357333457059	4321	0.525116162221634	0.345685857920857	142.674237842898	1.5190559584357
CCDC113	126	210	192	216	254	197	0.295851775364463	0.577103208460324	6603	0.327670791330079	0.313449440199488	200.231886412124	1.04537047863777
CCDC115	470	298	306	296	400	348	0.983441080728616	0.994290976990672	14581	-0.00463575114133248	0.223355683093538	346.834101875495	-0.0207550176343223
CCDC116	0	0	0	0	0	1	0.807157515949566	1	12631.5	0.996021593726898	4.0804728567969	0.17147777373656	0.244094649978571
CCDC117	903	734	796	553	1007	678	0.497511347990409	0.739103427939367	9203	-0.12085150726531	0.178139161507918	761.438710968486	-0.678410666370734
CCDC12	535	387	545	487	490	328	0.619808987228669	0.816101705149375	10647	-0.109744115153644	0.221204297767023	455.966809445142	-0.496121080202649
CCDC120	99	60	80	50	74	100	0.912833222528566	0.96763109397068	13897	-0.0444528617225434	0.406089864771679	75.5545743215374	-0.109465577890098
CCDC121	11	4	23	2	23	15	0.934592304111728	1	14109	0.0854296950315887	1.0409569614597	11.9956642248059	0.0820684218411811
CCDC122	64	56	119	36	36	69	0.157110332371303	0.407525563205994	4775	-0.6842401401777	0.483610699120938	62.0961464272183	-1.41485732516143
CCDC124	439	267	478	253	313	293	0.0652698847694476	0.244585900855012	3174	-0.399622056256524	0.216784717802693	331.720319747921	-1.843405108566
CCDC125	17	29	29	20	56	35	0.419280303717364	0.68625793300748	8195	0.505644304396279	0.626052727125869	30.3057351730673	0.807670476443142
CCDC126	59	33	101	44	75	61	0.933442856553106	0.975604573984694	14095	-0.0388165350470049	0.464790828847954	59.7187465363204	-0.0835139865887991
CCDC127	309	241	326	247	346	283	0.880054167172835	0.953170320310939	13579	0.032088918943107	0.212649450864079	286.680122737951	0.150900549297057
CCDC13	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC134	381	353	371	276	344	328	0.358471433588738	0.633902597177218	7426	-0.197828150803089	0.215432979228672	339.36980333385	-0.918281646159213
CCDC136	47	11	35	31	30	28	0.92250075748247	0.971782300149266	13992	0.0622707641470768	0.640091690316254	29.286191877262	0.0972841314598386
CCDC137	2090	1534	2141	1460	1828	1808	0.345767146208897	0.622997214776741	7246	-0.13136066456833	0.139325720470663	1779.58705801998	-0.942831403452094
CCDC138	825	708	841	830	1316	1272	0.00146633900835268	0.0199103024031457	827	0.5428923587873	0.170653031589522	950.460666853266	3.18126407559602
CCDC14	554	434	475	495	837	580	0.0335759976957083	0.162876943605513	2407	0.394135859685947	0.185464594036159	550.946471940213	2.12512723376788
CCDC141	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC142	2323	1872	2115	1435	2200	1772	0.135414767944414	0.375748686118339	4427	-0.206515636887177	0.138314661774705	1918.24405052712	-1.49308565149486
CCDC144A	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC146	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC148	13	16	0	6	21	41	0.293446866044642	1	6577	1.1422252808749	1.08722252801535	16.2288038547739	1.05059015191669
CCDC149	6	16	30	9	13	5	0.323678221723049	1	6953	-0.944249940668307	0.95675722760425	12.9596733545803	-0.986927418393001
CCDC15	17	11	9	5	20	21	0.741095379384549	1	11924	0.299036061387189	0.905064260337908	13.3857215615033	0.330403126597378
CCDC150	125	80	75	72	164	117	0.364893483297918	0.639254245897473	7498	0.331810286854494	0.366204163119396	102.368851672598	0.906080051160731
CCDC152	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC153	3	7	15	0	9	28	0.652633100109946	1	10986	0.577791878888912	1.28367597352372	10.1252210201509	0.450107262896616
CCDC154	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC157	40	63	128	29	95	45	0.351301331559589	0.627367192476683	7333	-0.485920196136535	0.521335506575604	64.0885750982044	-0.932068102033383
CCDC158	0	11	0	0	0	0	0.144110331970414	1	4569	-4.5663402271608	3.12622923528699	2.20105900944638	-1.46065431658648
CCDC159	6	15	3	11	16	12	0.563082658006704	1	10024	0.598057761186787	1.03422104951105	10.755672718328	0.578268796085256
CCDC160	8	3	4	0	7	0	0.529584512484973	1	9672	-1.23421441304028	1.96330753704382	3.33933111048416	-0.628640388605982
CCDC163	81	57	74	78	66	63	0.929676998148937	0.974538350232554	14059	0.0359053198997329	0.406853464971267	69.4259764079014	0.0882512329156854
CCDC167	1801	705	1575	741	472	577	6.35971533521783e-05	0.00198978473882435	358	-1.04818864845224	0.262109390791299	947.066369733322	-3.99905034034759
CCDC168	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC169	71	21	29	31	54	35	0.932184564553347	0.974950932208899	14087	0.0487458643020464	0.572829508828707	38.4484396131435	0.0850966361731599
CCDC169-SOHLH2	0	1	8	11	6	0	0.563691237023099	1	10040	1.08448377833932	1.87832500833549	4.36815650961229	0.577367480881464
CCDC17	9	2	0	0	0	0	0.168777349629947	1	4951.5	-4.21925135783189	3.0659976507199	1.7136796839927	-1.37614304982954
CCDC170	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC171	55	2	21	16	22	36	0.920114236358936	1	13966	0.086096477846461	0.8584767104456	23.9070201890437	0.100289823589707
CCDC172	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC173	0	8	2	0	5	11	0.79699225471774	1	12475	0.474374219169086	1.84408034194636	4.48214676085176	0.257241622492652
CCDC174	113	72	100	184	208	272	1.99321338750671e-05	0.000813919893199892	273	1.28220954885953	0.300589511146875	157.259126175484	4.26564966943578
CCDC175	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC177	0	4	49	0	6	4	0.115883974842216	1	4125	-2.38875585769728	1.51928728650105	9.60553863771287	-1.57228713681837
CCDC178	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC179	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC18	702	540	616	547	1066	827	0.0331427772658819	0.161158709647814	2402	0.396703504688197	0.186215229818224	699.153463614432	2.13034940845303
CCDC180	0	5	7	0	5	15	0.687421371216565	1	11414	0.691380562394894	1.71832651823049	5.31080521263098	0.40235691823395
CCDC181	220	137	209	119	149	205	0.506305242562715	0.745081867995521	9373	-0.197527175387041	0.29721133309302	169.699581304037	-0.664601761081631
CCDC182	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC183	0	0	2	0	0	1	0.853668475714444	1	13285.5	-0.746882687224943	4.0494666700361	0.468692244772993	-0.184439766538018
CCDC184	20	3	12	6	6	18	0.944861303187733	1	14200	-0.0733671929109077	1.06081426841398	10.3947316647745	-0.0691612048361671
CCDC185	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC186	606	503	480	487	886	666	0.0719949027165457	0.25996338897031	3307	0.356011991725557	0.197877844980218	593.114150404729	1.79915033823594
CCDC187	0	1	0	0	0	0	0.820182798196616	1	12880.5	-0.927531757915591	4.0804728567969	0.200096273586035	-0.227309870808377
CCDC188	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC189	229	188	260	164	207	249	0.748062921046744	0.891112705283803	11997	-0.0838666457125152	0.261108513840524	213.199244982352	-0.321194604032476
CCDC190	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC191	32	16	20	23	48	31	0.328842462842979	0.606719866506202	7022	0.605639694761519	0.620247716483173	27.3377060250652	0.976448084638696
CCDC192	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC196	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC197	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC198	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC200	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC201	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC22	118	54	116	142	86	144	0.204888474073825	0.475689022060614	5417	0.499001709667675	0.393613146288033	109.609293111103	1.2677465536238
CCDC24	103	53	66	24	37	85	0.300897456444715	0.580897846709682	6677	-0.539835168190669	0.52182654561562	59.858261657746	-1.03451074447315
CCDC25	1201	1056	1131	912	1005	849	0.125955892035088	0.360194972789974	4285	-0.259247280369293	0.169415446778432	1018.08546155978	-1.53024582645257
CCDC27	7	0	0	0	0	4	0.849283245246187	1	13243	-0.589190298909575	3.10046252681999	1.70751220136229	-0.190033033398369
CCDC28A	411	333	610	403	551	362	0.998014050520666	0.99936369087027	14740	0.000549430038771382	0.220741412152521	434.713941501947	0.0024890211284494
CCDC28B	338	176	263	288	198	209	0.855005853096407	0.942441890550611	13299	-0.0536465953323929	0.293575715070103	243.179320073006	-0.182735126165264
CCDC3	623	394	519	242	293	347	0.000566286977310846	0.0100544320230341	633	-0.744678264306126	0.216019848128606	394.40541692464	-3.44726778931344
CCDC30	14	40	32	40	29	35	0.670496166224812	0.844793411687784	11191	0.275121136332841	0.646633091372869	32.6401175188737	0.425467146676225
CCDC32	423	210	374	491	518	392	0.0153659866391858	0.099400124403865	1774	0.557529733793208	0.230038532658342	394.45397371973	2.4236362810628
CCDC33	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC34	1315	1215	1431	898	1501	1161	0.345347034552229	0.622790958397727	7237	-0.149223152147029	0.158133512158368	1231.12802420168	-0.943652930427452
CCDC38	9	9	7	0	8	11	0.730732282668384	1	11826	-0.454136265104821	1.31958204296961	7.15751030286445	-0.344151595214818
CCDC39	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC40	24	23	41	18	23	32	0.730502682825728	0.881586371065588	11822	-0.220231776684057	0.639359405567229	26.4000260226571	-0.344456927928777
CCDC42	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC43	1894	1712	1725	1277	2290	1706	0.888945537046536	0.956921698001151	13666	-0.0227468149113894	0.162897752451689	1736.14424946708	-0.139638605008596
CCDC47	1012	787	948	775	1379	949	0.257652908644011	0.537418001184793	6115	0.183805240241781	0.162378423466933	952.158320407992	1.1319560586768
CCDC50	664	525	592	503	851	539	0.607236972855935	0.808428588886457	10530	0.0946294535396853	0.184096301777418	599.077171297915	0.514021480203861
CCDC51	446	440	414	407	598	429	0.494908024434718	0.738439471708276	9151	0.141413009376949	0.207191431805854	450.933368185055	0.682523442906935
CCDC54	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC57	316	181	219	114	276	239	0.55410466053418	0.774660227190776	9925	-0.173646831616904	0.293510443588903	216.583984284714	-0.591620623421894
CCDC59	1085	797	1184	1080	1702	1187	0.00764957692571868	0.0640753023483842	1361	0.399912979089576	0.149939757833976	1145.16480718941	2.66715769630887
CCDC6	1078	1036	1108	619	1145	978	0.194650014693733	0.461937105995619	5282	-0.23847042714136	0.183870846768669	977.329111402312	-1.2969452816051
CCDC60	0	3	4	0	0	0	0.29108582949863	1	6540	-3.6918135359806	3.49688791667447	1.19471776283097	-1.05574259854789
CCDC61	6	0	27	23	6	8	0.726314565399421	1	11776	0.430312313879771	1.22935080855197	11.5754937489066	0.350032155903999
CCDC62	0	5	4	10	12	11	0.16827047983697	1	4942	1.81924830590744	1.3204177224205	7.10315476793826	1.3777824055349
CCDC63	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC65	8	1	9	23	12	23	0.0587783544106293	1	3036	1.86798107457165	0.988429512359179	12.8022003276476	1.88984753208467
CCDC66	399	309	368	530	656	555	7.64802840100446e-05	0.00225214853294868	380	0.730765610059589	0.18476212912141	464.675679240546	3.9551698907918
CCDC68	23	24	15	1	10	5	0.0369858363379886	1	2505	-2.05097808188961	0.983248501036512	12.8360118103007	-2.08592037488745
CCDC69	145	136	195	118	95	116	0.155000089199976	0.404846500611506	4736	-0.466762742814854	0.328223039221928	133.479643245124	-1.42209012481678
CCDC7	59	48	66	24	46	26	0.0877576844787839	0.290231299141093	3633	-0.843977753649492	0.494321332833243	43.5753308325028	-1.70734641131542
CCDC70	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC71	129	104	60	59	186	86	0.793968418053656	0.914698394287103	12445	0.112426477380885	0.430487378139205	100.749686706969	0.26116091455887
CCDC71L	175	151	231	147	275	186	0.611698212717265	0.811336523602897	10572	0.137258951838587	0.270380612817724	188.983657765338	0.507650864491235
CCDC73	6	0	0	0	0	2	0.699219144842149	1	11545.5	-1.36754315374902	3.53942161253155	1.21861363868687	-0.386374753690587
CCDC74A	31	41	49	14	42	60	0.897701713145952	0.961981903918437	13746	-0.0774960848771653	0.602776581593163	38.8868353921765	-0.128565188568441
CCDC74B	65	29	26	0	30	36	0.314311599158678	0.59275136491335	6852	-0.879970569981511	0.874534322757974	29.5135154402832	-1.00621616222722
CCDC77	231	200	152	113	330	242	0.557107446186152	0.776515568321369	9955	0.191276690056011	0.325775120042287	205.881095591334	0.58714333381623
CCDC78	1	0	5	0	0	0	0.407369413193255	1	8036.5	-3.27729473509543	3.95554506565432	0.888979192793376	-0.828531765078829
CCDC8	441	199	338	361	326	362	0.431415422189266	0.695132217485336	8336	0.199507778952531	0.253577671076264	332.274911536164	0.786771871930824
CCDC80	19	30	10	28	29	32	0.427047215390798	0.691440820668213	8290	0.559312312415385	0.704197743129674	25.2486615994864	0.794254622188403
CCDC81	0	0	0	0	6	0	0.414364087283468	1	8133.5	3.2318552033123	3.95945253834384	0.837487908029874	0.816237894510569
CCDC82	183	83	145	150	252	187	0.0523366812731702	0.214265948728751	2879	0.569224458059274	0.293361136216147	161.309644427393	1.94035401349098
CCDC83	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
CCDC85A	0	0	0	0	14	2	0.0908482711369597	1	3684	4.68332867657193	2.76965995215077	2.29709399954283	1.69093995561987
CCDC85B	63	33	67	28	72	83	0.67499585415886	0.847426127743015	11257	0.206511816624066	0.492513985314285	55.4884186484623	0.419301426521493
CCDC85C	438	337	324	204	153	156	0.000184376260665035	0.00448110968754167	462	-1.03527766936286	0.276848174490261	267.329771390441	-3.73951416247928
CCDC86	2161	1439	2036	1858	2174	2031	0.244458657628045	0.521853221271323	5949	0.161117545289622	0.138427301601909	1919.36190855701	1.1639145127091
CCDC87	15	9	25	15	14	14	0.910125554607687	1	13865	-0.0929130588818369	0.823112292272296	14.9805395588056	-0.11288017413194
CCDC88A	1271	1109	1431	977	1860	1385	0.362747487916168	0.637377210262023	7472	0.149984583726711	0.164792461168179	1307.39844474654	0.910142264175811
CCDC88B	0	2	6	3	4	7	0.622590975834149	1	10674	0.857376114810487	1.74199142619447	3.6346095876892	0.492181592812714
CCDC88C	73	171	129	79	167	188	0.711536343340913	0.869899192678869	11657	0.154411778886098	0.417562153638467	134.969941577243	0.36979352065463
CCDC89	8	6	0	3	3	6	0.894262368834777	1	13705	-0.216291619382023	1.62732009952145	4.39983629880084	-0.132912768327281
CCDC9	2	10	22	21	20	15	0.41372126560527	1	8126	0.764959577445908	0.935887714733692	15.0147284884376	0.817362558994139
CCDC90B	684	597	693	481	756	578	0.527945197155725	0.758981012789107	9620	-0.109589430792115	0.173635681075507	620.556273165047	-0.631145799718775
CCDC91	1219	982	1175	988	1750	1336	0.0726165008264273	0.260923872577605	3322	0.279452440924374	0.15566355947592	1214.73908746815	1.79523352713519
CCDC92	0	0	0	0	3	0	0.575773068738151	1	10203.5	2.24414579434843	4.01048579516927	0.418743954014937	0.559569565625082
CCDC92B	7	0	0	2	5	2	0.833319349212845	1	13073	0.469656514070923	2.23171652217332	2.45186587006872	0.210446313142655
CCDC93	176	123	134	244	294	178	0.00667954452525322	0.0583252366682291	1305	0.762085798163755	0.280962369258529	189.278253495567	2.7124123425316
CCDC96	34	25	21	33	27	40	0.529838683771885	0.759246324429664	9677	0.380452413486833	0.605572669656682	30.1381711695601	0.628252285068484
CCDC97	501	384	499	445	569	471	0.439434096596471	0.701309290491156	8445	0.139142672533328	0.17996872481456	470.939315891141	0.773149182874417
CCDC9B	18	8	16	4	24	23	0.743534498908816	1	11944	0.291560383986684	0.891141349327388	14.6782059109907	0.327176361198756
CCER1	0	0	0	0	0	0	1	1	17169.5	NA	NA	0	NA
