ID	length
ZPLD1|ENSG00000170044.9|chr3	1248
ALCAM|ENSG00000170017.12|chr3	1752
CBLB|ENSG00000114423.23|chr3	2949
CCDC54|ENSG00000138483.3|chr3	987
BBX|ENSG00000114439.19|chr3	2826
CD47|ENSG00000196776.17|chr3	972
IFT57|ENSG00000114446.5|chr3	1290
HHLA2|ENSG00000114455.15|chr3	1245
MYH15|ENSG00000144821.11|chr3	5781
CIP2A|ENSG00000163507.15|chr3	2718
DZIP3|ENSG00000198919.13|chr3	3627
RETNLB|ENSG00000163515.7|chr3	336
TRAT1|ENSG00000163519.14|chr3	561
GUCA1C|ENSG00000138472.11|chr3	630
MORC1|ENSG00000114487.10|chr3	2955
C3orf85|ENSG00000241224.8|chr3	273
DPPA2|ENSG00000163530.4|chr3	897
DPPA4|ENSG00000121570.13|chr3	915
NECTIN3|ENSG00000177707.11|chr3	1650
CD96|ENSG00000153283.13|chr3	1710
ZBED2|ENSG00000177494.6|chr3	657
PLCXD2|ENSG00000240891.8|chr3	918
PHLDB2|ENSG00000144824.21|chr3	3762
ABHD10|ENSG00000144827.9|chr3	921
TAGLN3|ENSG00000144834.14|chr3	600
TMPRSS7|ENSG00000176040.14|chr3	2532
C3orf52|ENSG00000114529.13|chr3	654
GCSAM|ENSG00000174500.13|chr3	537
SLC9C1|ENSG00000172139.15|chr3	3534
CD200|ENSG00000091972.18|chr3	810
BTLA|ENSG00000186265.10|chr3	870
ATG3|ENSG00000144848.11|chr3	945
SLC35A5|ENSG00000138459.9|chr3	1275
CCDC80|ENSG00000091986.16|chr3	2853
CD200R1L|ENSG00000206531.11|chr3	753
CD200R1|ENSG00000163606.11|chr3	1047
GTPBP8|ENSG00000163607.18|chr3	855
NEPRO|ENSG00000163608.15|chr3	1704
BOC|ENSG00000144857.15|chr3	3348
CFAP44|ENSG00000206530.11|chr3	5565
ENSG00000285943|ENSG00000285943.1|chr3	2568
SPICE1|ENSG00000163611.11|chr3	2568
SIDT1|ENSG00000072858.11|chr3	2484
USF3|ENSG00000176542.10|chr3	6738
NAA50|ENSG00000121579.14|chr3	510
ATP6V1A|ENSG00000114573.10|chr3	1854
GRAMD1C|ENSG00000178075.20|chr3	1989
ZDHHC23|ENSG00000184307.17|chr3	1308
CCDC191|ENSG00000163617.11|chr3	2811
QTRT2|ENSG00000151576.10|chr3	1248
DRD3|ENSG00000151577.14|chr3	1203
ZNF80|ENSG00000174255.8|chr3	822
TIGIT|ENSG00000181847.12|chr3	735
ZBTB20|ENSG00000181722.17|chr3	2226
GAP43|ENSG00000172020.13|chr3	717
LSAMP|ENSG00000185565.12|chr3	1017
IGSF11|ENSG00000144847.13|chr3	1296
TEX55|ENSG00000163424.9|chr3	1611
ENSG00000251012|ENSG00000251012.2|chr3	246
UPK1B|ENSG00000114638.8|chr3	783
B4GALT4|ENSG00000121578.13|chr3	1035
ARHGAP31|ENSG00000031081.11|chr3	4335
TMEM39A|ENSG00000176142.13|chr3	1467
POGLUT1|ENSG00000163389.12|chr3	1179
TIMMDC1|ENSG00000113845.10|chr3	858
CD80|ENSG00000121594.12|chr3	867
ADPRH|ENSG00000144843.12|chr3	1074
PLA1A|ENSG00000144837.9|chr3	1371
POPDC2|ENSG00000121577.14|chr3	1107
COX17|ENSG00000138495.7|chr3	192
CFAP91|ENSG00000183833.16|chr3	2304
ENSG00000285585|ENSG00000285585.1|chr3	2304
NR1I2|ENSG00000144852.20|chr3	1305
GSK3B|ENSG00000082701.17|chr3	1263
GPR156|ENSG00000175697.11|chr3	2445
LRRC58|ENSG00000163428.4|chr3	1116
FSTL1|ENSG00000163430.12|chr3	927
NDUFB4|ENSG00000065518.8|chr3	390
HGD|ENSG00000113924.12|chr3	1338
RABL3|ENSG00000144840.10|chr3	711
GTF2E1|ENSG00000153767.10|chr3	1320
STXBP5L|ENSG00000145087.13|chr3	3489
POLQ|ENSG00000051341.15|chr3	7773
ARGFX|ENSG00000186103.5|chr3	948
FBXO40|ENSG00000163833.8|chr3	2130
HCLS1|ENSG00000180353.11|chr3	1461
GOLGB1|ENSG00000173230.17|chr3	9795
IQCB1|ENSG00000173226.17|chr3	1797
EAF2|ENSG00000145088.9|chr3	783
SLC15A2|ENSG00000163406.11|chr3	2190
ILDR1|ENSG00000145103.15|chr3	1641
CD86|ENSG00000114013.16|chr3	990
CASR|ENSG00000036828.17|chr3	3237
CSTA|ENSG00000121552.4|chr3	297
MIX23|ENSG00000160124.9|chr3	435
FAM162A|ENSG00000114023.16|chr3	465
WDR5B|ENSG00000196981.4|chr3	993
KPNA1|ENSG00000114030.13|chr3	1617
PARP9|ENSG00000138496.17|chr3	2460
DTX3L|ENSG00000163840.10|chr3	2223
PARP15|ENSG00000173200.13|chr3	2037
PARP14|ENSG00000173193.15|chr3	5406
HSPBAP1|ENSG00000169087.11|chr3	1467
SLC49A4|ENSG00000138463.9|chr3	1437
SEMA5B|ENSG00000082684.16|chr3	3456
PDIA5|ENSG00000065485.20|chr3	1560
SEC22A|ENSG00000121542.12|chr3	924
ADCY5|ENSG00000173175.16|chr3	3786
HACD2|ENSG00000206527.10|chr3	765
MYLK|ENSG00000065534.20|chr3	5745
CCDC14|ENSG00000175455.16|chr3	2718
ROPN1|ENSG00000065371.18|chr3	639
KALRN|ENSG00000160145.16|chr3	8961
UMPS|ENSG00000114491.14|chr3	1443
ITGB5|ENSG00000082781.12|chr3	2400
MUC13|ENSG00000173702.7|chr3	1539
HEG1|ENSG00000173706.14|chr3	4146
SLC12A8|ENSG00000221955.11|chr3	2145
ZNF148|ENSG00000163848.21|chr3	2385
SNX4|ENSG00000114520.11|chr3	1353
OSBPL11|ENSG00000144909.8|chr3	2244
ROPN1B|ENSG00000114547.10|chr3	639
SLC41A3|ENSG00000114544.17|chr3	1464
ALDH1L1|ENSG00000144908.14|chr3	2709
KLF15|ENSG00000163884.4|chr3	1251
CFAP100|ENSG00000163885.12|chr3	1836
ZXDC|ENSG00000070476.15|chr3	2577
UROC1|ENSG00000159650.9|chr3	2031
CHST13|ENSG00000180767.11|chr3	1026
C3orf22|ENSG00000180697.9|chr3	426
TXNRD3|ENSG00000197763.20|chr3	1932
CHCHD6|ENSG00000159685.11|chr3	708
PLXNA1|ENSG00000114554.12|chr3	5691
C3orf56|ENSG00000214324.5|chr3	729
PRR20G|ENSG00000239620.3|chr3	633
TPRA1|ENSG00000163870.16|chr3	1122
MCM2|ENSG00000073111.14|chr3	2715
PODXL2|ENSG00000114631.11|chr3	1818
ABTB1|ENSG00000114626.18|chr3	1437
MGLL|ENSG00000074416.16|chr3	942
KBTBD12|ENSG00000187715.13|chr3	1872
SEC61A1|ENSG00000058262.11|chr3	1431
RUVBL1|ENSG00000175792.12|chr3	1371
EEFSEC|ENSG00000132394.11|chr3	1791
DNAJB8|ENSG00000179407.4|chr3	699
GATA2|ENSG00000179348.13|chr3	1443
RPN1|ENSG00000163902.12|chr3	1824
RAB7A|ENSG00000075785.14|chr3	624
ACAD9|ENSG00000177646.20|chr3	1866
CFAP92|ENSG00000114656.13|chr3	3315
EFCC1|ENSG00000114654.8|chr3	1800
GP9|ENSG00000169704.5|chr3	534
RAB43|ENSG00000172780.17|chr3	639
ISY1-RAB43|ENSG00000261796.1|chr3	996
ISY1|ENSG00000240682.10|chr3	858
CNBP|ENSG00000169714.17|chr3	534
COPG1|ENSG00000181789.14|chr3	2625
HMCES|ENSG00000183624.14|chr3	1065
H1-10|ENSG00000184897.6|chr3	642
EFCAB12|ENSG00000172771.12|chr3	1719
IFT122|ENSG00000163913.14|chr3	3726
MBD4|ENSG00000129071.10|chr3	1725
RHO|ENSG00000163914.5|chr3	1047
H1-8|ENSG00000178804.8|chr3	1041
PLXND1|ENSG00000004399.13|chr3	5778
TMCC1|ENSG00000172765.19|chr3	1962
TRH|ENSG00000170893.4|chr3	729
ALG1L2|ENSG00000251287.9|chr3	648
COL6A5|ENSG00000172752.16|chr3	7845
COL6A6|ENSG00000206384.11|chr3	6792
PIK3R4|ENSG00000196455.8|chr3	4077
ATP2C1|ENSG00000017260.20|chr3	2760
ASTE1|ENSG00000034533.12|chr3	2040
NEK11|ENSG00000114670.14|chr3	1938
NUDT16|ENSG00000198585.12|chr3	588
MRPL3|ENSG00000114686.9|chr3	1047
CPNE4|ENSG00000196353.13|chr3	1674
ACP3|ENSG00000014257.16|chr3	1161
DNAJC13|ENSG00000138246.17|chr3	6732
ACAD11|ENSG00000240303.8|chr3	2343
NPHP3-ACAD11|ENSG00000274810.4|chr3	695
ACKR4|ENSG00000129048.7|chr3	1053
UBA5|ENSG00000081307.15|chr3	1215
NPHP3|ENSG00000113971.21|chr3	3993
TMEM108|ENSG00000144868.14|chr3	1728
BFSP2|ENSG00000170819.5|chr3	1248
CDV3|ENSG00000091527.17|chr3	777
TOPBP1|ENSG00000163781.14|chr3	4569
TF|ENSG00000091513.16|chr3	2097
SRPRB|ENSG00000144867.13|chr3	816
RAB6B|ENSG00000154917.11|chr3	627
SLCO2A1|ENSG00000174640.15|chr3	1932
RYK|ENSG00000163785.13|chr3	1824
AMOTL2|ENSG00000114019.15|chr3	2343
ANAPC13|ENSG00000129055.13|chr3	225
CEP63|ENSG00000182923.20|chr3	2112
KY|ENSG00000174611.12|chr3	1986
EPHB1|ENSG00000154928.19|chr3	2955
PPP2R3A|ENSG00000073711.11|chr3	3453
MSL2|ENSG00000174579.5|chr3	1734
PCCB|ENSG00000114054.14|chr3	1620
STAG1|ENSG00000118007.13|chr3	3777
SLC35G2|ENSG00000168917.9|chr3	1239
NCK1|ENSG00000158092.7|chr3	1134
IL20RB|ENSG00000174564.13|chr3	936
SOX14|ENSG00000168875.3|chr3	723
CLDN18|ENSG00000066405.13|chr3	786
DZIP1L|ENSG00000158163.15|chr3	2304
A4GNT|ENSG00000118017.4|chr3	1023
DBR1|ENSG00000138231.14|chr3	1635
ARMC8|ENSG00000114098.18|chr3	2022
NME9|ENSG00000181322.15|chr3	993
MRAS|ENSG00000158186.13|chr3	627
ESYT3|ENSG00000158220.14|chr3	2661
CEP70|ENSG00000114107.9|chr3	1794
FAIM|ENSG00000158234.13|chr3	606
PIK3CB|ENSG00000051382.9|chr3	3213
FOXL2|ENSG00000183770.7|chr3	1131
FOXL2NB|ENSG00000206262.9|chr3	528
PRR23A|ENSG00000206260.4|chr3	801
MRPS22|ENSG00000175110.14|chr3	1083
PRR23B|ENSG00000184814.5|chr3	798
PRR23C|ENSG00000233701.3|chr3	789
COPB2|ENSG00000184432.11|chr3	2721
RBP2|ENSG00000114113.6|chr3	405
RBP1|ENSG00000114115.10|chr3	594
NMNAT3|ENSG00000163864.17|chr3	1041
CLSTN2|ENSG00000158258.16|chr3	2868
TRIM42|ENSG00000155890.4|chr3	2172
SLC25A36|ENSG00000114120.14|chr3	936
SPSB4|ENSG00000175093.5|chr3	822
PXYLP1|ENSG00000155893.13|chr3	1443
ZBTB38|ENSG00000177311.12|chr3	3588
RASA2|ENSG00000155903.14|chr3	2550
RNF7|ENSG00000114125.14|chr3	342
ENSG00000285558|ENSG00000285558.1|chr3	90
GRK7|ENSG00000114124.3|chr3	1662
ATP1B3|ENSG00000069849.11|chr3	840
TFDP2|ENSG00000114126.18|chr3	1341
GK5|ENSG00000175066.16|chr3	1590
XRN1|ENSG00000114127.11|chr3	5085
ATR|ENSG00000175054.16|chr3	7935
PLS1|ENSG00000120756.13|chr3	1890
TRPC1|ENSG00000144935.17|chr3	2382
PCOLCE2|ENSG00000163710.9|chr3	1248
PAQR9|ENSG00000188582.10|chr3	1134
U2SURP|ENSG00000163714.18|chr3	3090
CHST2|ENSG00000175040.6|chr3	1593
SLC9A9|ENSG00000181804.15|chr3	1938
DIPK2A|ENSG00000181744.9|chr3	1293
PLOD2|ENSG00000152952.12|chr3	2277
PLSCR4|ENSG00000114698.15|chr3	990
PLSCR2|ENSG00000163746.13|chr3	675
PLSCR1|ENSG00000188313.13|chr3	957
PLSCR5|ENSG00000231213.7|chr3	816
ZIC4|ENSG00000174963.18|chr3	1005
ZIC1|ENSG00000152977.10|chr3	1344
AGTR1|ENSG00000144891.19|chr3	1080
CPB1|ENSG00000153002.12|chr3	1254
CPA3|ENSG00000163751.4|chr3	1254
GYG1|ENSG00000163754.18|chr3	1053
HLTF|ENSG00000071794.16|chr3	3030
HPS3|ENSG00000163755.9|chr3	3015
CP|ENSG00000047457.14|chr3	3198
TM4SF18|ENSG00000163762.7|chr3	606
TM4SF1|ENSG00000169908.12|chr3	609
TM4SF4|ENSG00000169903.7|chr3	609
WWTR1|ENSG00000018408.15|chr3	1203
COMMD2|ENSG00000114744.9|chr3	600
ANKUB1|ENSG00000206199.11|chr3	1635
RNF13|ENSG00000082996.20|chr3	1146
PFN2|ENSG00000070087.15|chr3	423
TSC22D2|ENSG00000196428.13|chr3	2271
SERP1|ENSG00000120742.11|chr3	201
EIF2A|ENSG00000144895.12|chr3	1758
SELENOT|ENSG00000198843.14|chr3	588
ERICH6|ENSG00000163645.15|chr3	1992
SIAH2|ENSG00000181788.4|chr3	975
MINDY4B|ENSG00000214237.11|chr3	1383
ENSG00000260234|ENSG00000260234.5|chr3	218
CLRN1|ENSG00000163646.12|chr3	699
MED12L|ENSG00000144893.13|chr3	6543
GPR171|ENSG00000174946.7|chr3	960
P2RY14|ENSG00000174944.9|chr3	1017
GPR87|ENSG00000138271.6|chr3	1077
P2RY13|ENSG00000181631.7|chr3	1065
P2RY12|ENSG00000169313.10|chr3	1029
IGSF10|ENSG00000152580.9|chr3	7872
AADACL2|ENSG00000197953.6|chr3	1206
AADAC|ENSG00000114771.14|chr3	1200
SUCNR1|ENSG00000198829.6|chr3	1005
MBNL1|ENSG00000152601.18|chr3	1149
P2RY1|ENSG00000169860.7|chr3	1122
RAP2B|ENSG00000181467.5|chr3	552
ARHGEF26|ENSG00000114790.13|chr3	2616
DHX36|ENSG00000174953.14|chr3	3027
GPR149|ENSG00000174948.6|chr3	2196
MME|ENSG00000196549.13|chr3	2253
STRIT1|ENSG00000240045.2|chr3	108
PLCH1|ENSG00000114805.18|chr3	5058
C3orf33|ENSG00000174928.16|chr3	885
ENSG00000284952|ENSG00000284952.1|chr3	1056
SLC33A1|ENSG00000169359.16|chr3	1650
GMPS|ENSG00000163655.16|chr3	2082
KCNAB1|ENSG00000169282.18|chr3	1260
SSR3|ENSG00000114850.7|chr3	558
TIPARP|ENSG00000163659.13|chr3	1974
LEKR1|ENSG00000197980.14|chr3	2079
CCNL1|ENSG00000163660.12|chr3	1581
VEPH1|ENSG00000197415.12|chr3	2502
PTX3|ENSG00000163661.4|chr3	1146
SHOX2|ENSG00000168779.21|chr3	960
RSRC1|ENSG00000174891.14|chr3	1005
MLF1|ENSG00000178053.21|chr3	852
GFM1|ENSG00000168827.15|chr3	2256
LXN|ENSG00000079257.8|chr3	669
RARRES1|ENSG00000118849.10|chr3	885
MFSD1|ENSG00000118855.21|chr3	1398
IQCJ-SCHIP1|ENSG00000283154.3|chr3	1464
IQCJ|ENSG00000214216.11|chr3	339
SCHIP1|ENSG00000151967.18|chr3	783
IL12A|ENSG00000168811.8|chr3	762
C3orf80|ENSG00000180044.6|chr3	744
ENSG00000248710|ENSG00000248710.1|chr3	2847
IFT80|ENSG00000068885.15|chr3	2334
SMC4|ENSG00000113810.16|chr3	3867
TRIM59|ENSG00000213186.8|chr3	1212
KPNA4|ENSG00000186432.10|chr3	1566
ARL14|ENSG00000179674.4|chr3	579
PPM1L|ENSG00000163590.14|chr3	1083
B3GALNT1|ENSG00000169255.15|chr3	996
NMD3|ENSG00000169251.13|chr3	1512
SPTSSB|ENSG00000196542.9|chr3	231
OTOL1|ENSG00000182447.4|chr3	1434
SI|ENSG00000090402.8|chr3	5484
SLITRK3|ENSG00000121871.4|chr3	2934
BCHE|ENSG00000114200.10|chr3	1809
ZBBX|ENSG00000169064.13|chr3	2520
SERPINI2|ENSG00000114204.16|chr3	1218
WDR49|ENSG00000174776.12|chr3	3150
PDCD10|ENSG00000114209.15|chr3	639
SERPINI1|ENSG00000163536.13|chr3	1233
GOLIM4|ENSG00000173905.9|chr3	2091
MECOM|ENSG00000085276.19|chr3	3720
ACTRT3|ENSG00000184378.3|chr3	1119
MYNN|ENSG00000085274.16|chr3	1833
LRRC34|ENSG00000171757.17|chr3	1395
LRRIQ4|ENSG00000188306.7|chr3	1683
LRRC31|ENSG00000114248.10|chr3	1659
SAMD7|ENSG00000187033.9|chr3	1341
SEC62|ENSG00000008952.17|chr3	1200
GPR160|ENSG00000173890.17|chr3	1017
PHC3|ENSG00000173889.16|chr3	2988
PRKCI|ENSG00000163558.13|chr3	1791
SKIL|ENSG00000136603.14|chr3	2055
CLDN11|ENSG00000013297.12|chr3	624
ENSG00000285218|ENSG00000285218.1|chr3	498
SLC7A14|ENSG00000013293.6|chr3	2316
RPL22L1|ENSG00000163584.18|chr3	369
EIF5A2|ENSG00000163577.8|chr3	462
SLC2A2|ENSG00000163581.14|chr3	1575
TNIK|ENSG00000154310.17|chr3	4083
PLD1|ENSG00000075651.17|chr3	3225
TMEM212|ENSG00000186329.9|chr3	585
FNDC3B|ENSG00000075420.13|chr3	3615
GHSR|ENSG00000121853.4|chr3	1101
TNFSF10|ENSG00000121858.11|chr3	846
NCEH1|ENSG00000144959.11|chr3	1227
ECT2|ENSG00000114346.14|chr3	2745
SPATA16|ENSG00000144962.7|chr3	1710
NLGN1|ENSG00000169760.18|chr3	2532
NAALADL2|ENSG00000177694.16|chr3	2388
TBL1XR1|ENSG00000177565.18|chr3	1545
KCNMB2|ENSG00000197584.13|chr3	708
ENSG00000275163|ENSG00000275163.1|chr3	708
ZMAT3|ENSG00000172667.11|chr3	870
PIK3CA|ENSG00000121879.6|chr3	3207
KCNMB3|ENSG00000171121.17|chr3	828
ZNF639|ENSG00000121864.10|chr3	1458
MFN1|ENSG00000171109.19|chr3	2226
GNB4|ENSG00000114450.11|chr3	1023
ACTL6A|ENSG00000136518.17|chr3	1290
MRPL47|ENSG00000136522.14|chr3	753
NDUFB5|ENSG00000136521.13|chr3	570
ENSG00000288698|ENSG00000288698.1|chr3	309
USP13|ENSG00000058056.10|chr3	2592
PEX5L|ENSG00000114757.19|chr3	1881
TTC14|ENSG00000163728.11|chr3	2313
CCDC39|ENSG00000284862.3|chr3	2826
FXR1|ENSG00000114416.19|chr3	1866
DNAJC19|ENSG00000205981.9|chr3	351
SOX2|ENSG00000181449.4|chr3	954
ATP11B|ENSG00000058063.16|chr3	3534
DCUN1D1|ENSG00000043093.15|chr3	780
MCCC1|ENSG00000078070.14|chr3	2178
LAMP3|ENSG00000078081.8|chr3	1251
MCF2L2|ENSG00000053524.13|chr3	3345
B3GNT5|ENSG00000176597.12|chr3	1137
KLHL6|ENSG00000172578.12|chr3	1866
KLHL24|ENSG00000114796.16|chr3	1803
YEATS2|ENSG00000163872.16|chr3	4269
ENSG00000283765|ENSG00000283765.1|chr3	1227
MAP6D1|ENSG00000180834.8|chr3	600
PARL|ENSG00000175193.14|chr3	1140
ABCC5|ENSG00000114770.17|chr3	4314
HTR3D|ENSG00000186090.11|chr3	1215
HTR3C|ENSG00000178084.2|chr3	1344
HTR3E|ENSG00000186038.9|chr3	1371
EIF2B5|ENSG00000145191.15|chr3	2166
DVL3|ENSG00000161202.20|chr3	2151
AP2M1|ENSG00000161203.14|chr3	1308
ABCF3|ENSG00000161204.12|chr3	2130
VWA5B2|ENSG00000145198.15|chr3	3729
ALG3|ENSG00000214160.10|chr3	1317
EEF1AKMT4|ENSG00000284753.2|chr3	768
EEF1AKMT4-ECE2|ENSG00000284917.1|chr3	2652
CAMK2N2|ENSG00000163888.4|chr3	240
ECE2|ENSG00000145194.19|chr3	2298
PSMD2|ENSG00000175166.17|chr3	2727
EIF4G1|ENSG00000114867.22|chr3	4800
FAM131A|ENSG00000175182.15|chr3	1101
CLCN2|ENSG00000114859.16|chr3	2697
POLR2H|ENSG00000163882.10|chr3	453
THPO|ENSG00000090534.20|chr3	1062
CHRD|ENSG00000090539.16|chr3	2868
EPHB3|ENSG00000182580.3|chr3	2997
MAGEF1|ENSG00000177383.5|chr3	924
VPS8|ENSG00000156931.16|chr3	4287
C3orf70|ENSG00000187068.3|chr3	753
EHHADH|ENSG00000113790.11|chr3	2172
MAP3K13|ENSG00000073803.14|chr3	2901
TMEM41A|ENSG00000163900.11|chr3	795
LIPH|ENSG00000163898.10|chr3	1356
SENP2|ENSG00000163904.13|chr3	1770
IGF2BP2|ENSG00000073792.16|chr3	1800
TRA2B|ENSG00000136527.19|chr3	867
ETV5|ENSG00000244405.8|chr3	1533
DGKG|ENSG00000058866.15|chr3	2376
CRYGS|ENSG00000213139.8|chr3	537
TBCCD1|ENSG00000113838.13|chr3	1674
DNAJB11|ENSG00000090520.12|chr3	1077
ENSG00000283149|ENSG00000283149.1|chr3	501
AHSG|ENSG00000145192.13|chr3	1104
FETUB|ENSG00000090512.12|chr3	1149
HRG|ENSG00000113905.5|chr3	1578
KNG1|ENSG00000113889.14|chr3	1935
EIF4A2|ENSG00000156976.17|chr3	1224
RFC4|ENSG00000163918.12|chr3	1092
ADIPOQ|ENSG00000181092.10|chr3	735
ST6GAL1|ENSG00000073849.16|chr3	1221
RPL39L|ENSG00000163923.10|chr3	156
RTP1|ENSG00000175077.6|chr3	792
MASP1|ENSG00000127241.18|chr3	2187
RTP4|ENSG00000136514.3|chr3	741
SST|ENSG00000157005.4|chr3	351
RTP2|ENSG00000198471.1|chr3	678
BCL6|ENSG00000113916.18|chr3	2121
ENSG00000285938|ENSG00000285938.1|chr3	117
LPP|ENSG00000145012.14|chr3	1839
TPRG1|ENSG00000188001.10|chr3	828
TP63|ENSG00000073282.14|chr3	2043
P3H2|ENSG00000090530.10|chr3	2127
CLDN1|ENSG00000163347.6|chr3	636
CLDN16|ENSG00000113946.4|chr3	708
TMEM207|ENSG00000198398.3|chr3	441
IL1RAP|ENSG00000196083.10|chr3	1713
GMNC|ENSG00000205835.9|chr3	1005
OSTN|ENSG00000188729.7|chr3	402
UTS2B|ENSG00000188958.10|chr3	360
CCDC50|ENSG00000152492.15|chr3	1449
PYDC2|ENSG00000253548.1|chr3	294
FGF12|ENSG00000114279.15|chr3	546
MB21D2|ENSG00000180611.7|chr3	1476
PLAAT1|ENSG00000127252.7|chr3	507
ATP13A5|ENSG00000187527.12|chr3	3657
ATP13A4|ENSG00000127249.15|chr3	3591
OPA1|ENSG00000198836.11|chr3	3048
HES1|ENSG00000114315.4|chr3	843
CPN2|ENSG00000178772.7|chr3	1638
LRRC15|ENSG00000172061.9|chr3	1746
GP5|ENSG00000178732.6|chr3	1683
ATP13A3|ENSG00000133657.17|chr3	3771
TMEM44|ENSG00000145014.18|chr3	1287
LSG1|ENSG00000041802.11|chr3	1977
FAM43A|ENSG00000185112.6|chr3	1272
XXYLT1|ENSG00000173950.16|chr3	1182
ACAP2|ENSG00000114331.16|chr3	2337
PPP1R2|ENSG00000184203.8|chr3	618
APOD|ENSG00000189058.9|chr3	570
MUC20|ENSG00000176945.18|chr3	2130
MUC4|ENSG00000145113.22|chr3	16239
TNK2|ENSG00000061938.21|chr3	3168
ENSG00000289747|ENSG00000289747.1|chr3	867
TFRC|ENSG00000072274.14|chr3	2283
ZDHHC19|ENSG00000163958.14|chr3	930
SLC51A|ENSG00000163959.10|chr3	1023
PCYT1A|ENSG00000161217.12|chr3	1104
ENSG00000272741|ENSG00000272741.1|chr3	321
DYNLT2B|ENSG00000213123.11|chr3	429
TM4SF19-DYNLT2B|ENSG00000273331.1|chr3	630
TM4SF19|ENSG00000145107.16|chr3	630
UBXN7|ENSG00000163960.12|chr3	1470
RNF168|ENSG00000163961.4|chr3	1716
SMCO1|ENSG00000214097.5|chr3	645
WDR53|ENSG00000185798.8|chr3	1077
FBXO45|ENSG00000174013.8|chr3	861
NRROS|ENSG00000174004.6|chr3	2079
PIGX|ENSG00000163964.18|chr3	777
CEP19|ENSG00000174007.9|chr3	492
PAK2|ENSG00000180370.10|chr3	1575
SENP5|ENSG00000119231.11|chr3	2268
NCBP2|ENSG00000114503.11|chr3	471
NCBP2AS2|ENSG00000270170.2|chr3	300
PIGZ|ENSG00000119227.8|chr3	1740
MELTF|ENSG00000163975.14|chr3	2217
DLG1|ENSG00000075711.21|chr3	2682
BDH1|ENSG00000161267.12|chr3	1032
RUBCN|ENSG00000145016.16|chr3	2919
FYTTD1|ENSG00000122068.13|chr3	957
LRCH3|ENSG00000186001.14|chr3	2334
IQCG|ENSG00000114473.14|chr3	1332
RPL35A|ENSG00000182899.17|chr3	333
LMLN|ENSG00000185621.11|chr3	2055
ZNF595|ENSG00000272602.6|chr4	1947
ZNF718|ENSG00000250312.8|chr4	1437
ZNF732|ENSG00000186777.12|chr4	1758
ZNF141|ENSG00000131127.14|chr4	1425
ZNF721|ENSG00000182903.16|chr4	2772
PIGG|ENSG00000174227.16|chr4	2952
TMEM271|ENSG00000273238.3|chr4	1158
PDE6B|ENSG00000133256.13|chr4	2565
ATP5ME|ENSG00000169020.10|chr4	210
MYL5|ENSG00000215375.7|chr4	522
SLC49A3|ENSG00000169026.13|chr4	1680
PCGF3|ENSG00000185619.19|chr4	729
CPLX1|ENSG00000168993.15|chr4	405
GAK|ENSG00000178950.18|chr4	3936
TMEM175|ENSG00000127419.17|chr4	1515
DGKQ|ENSG00000145214.14|chr4	2829
SLC26A1|ENSG00000145217.14|chr4	2106
IDUA|ENSG00000127415.13|chr4	1962
FGFRL1|ENSG00000127418.15|chr4	1515
RNF212|ENSG00000178222.14|chr4	894
SPON2|ENSG00000159674.12|chr4	996
CTBP1|ENSG00000159692.17|chr4	1290
MAEA|ENSG00000090316.16|chr4	1191
UVSSA|ENSG00000163945.19|chr4	2130
NKX1-1|ENSG00000235608.2|chr4	1347
FAM53A|ENSG00000174137.14|chr4	1197
SLBP|ENSG00000163950.13|chr4	813
TACC3|ENSG00000013810.21|chr4	2517
TMEM129|ENSG00000168936.11|chr4	1089
FGFR3|ENSG00000068078.20|chr4	2421
LETM1|ENSG00000168924.15|chr4	2220
NSD2|ENSG00000109685.19|chr4	4098
NELFA|ENSG00000185049.16|chr4	1587
C4orf48|ENSG00000243449.8|chr4	288
NAT8L|ENSG00000185818.8|chr4	909
POLN|ENSG00000130997.16|chr4	2703
HAUS3|ENSG00000214367.9|chr4	1812
MXD4|ENSG00000123933.17|chr4	630
ZFYVE28|ENSG00000159733.14|chr4	2664
CFAP99|ENSG00000206113.11|chr4	2145
RNF4|ENSG00000063978.16|chr4	573
FAM193A|ENSG00000125386.16|chr4	4548
TNIP2|ENSG00000168884.15|chr4	1290
SH3BP2|ENSG00000087266.17|chr4	1686
ADD1|ENSG00000087274.19|chr4	2400
MFSD10|ENSG00000109736.15|chr4	1368
NOP14|ENSG00000087269.16|chr4	2574
GRK4|ENSG00000125388.20|chr4	1737
HTT|ENSG00000197386.14|chr4	9429
MSANTD1|ENSG00000188981.11|chr4	837
RGS12|ENSG00000159788.20|chr4	4344
HGFAC|ENSG00000109758.9|chr4	1968
DOK7|ENSG00000175920.18|chr4	1515
LRPAP1|ENSG00000163956.13|chr4	1074
ADRA2C|ENSG00000184160.8|chr4	1389
OTOP1|ENSG00000163982.6|chr4	1839
TMEM128|ENSG00000132406.12|chr4	498
LYAR|ENSG00000145220.14|chr4	1140
ZBTB49|ENSG00000168826.16|chr4	2298
NSG1|ENSG00000168824.15|chr4	558
STX18|ENSG00000168818.10|chr4	1008
MSX1|ENSG00000163132.8|chr4	912
CYTL1|ENSG00000170891.11|chr4	411
STK32B|ENSG00000152953.13|chr4	1245
EVC2|ENSG00000173040.13|chr4	3927
EVC|ENSG00000072840.13|chr4	2979
CRMP1|ENSG00000072832.15|chr4	2061
