gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
RPL10	12022	14395	11359	13965	12052	10455
RPL10A	4245	4371	3700	5317	4298	3960
RPL10L	0	0	0	0	0	0
RPL11	5594	7744	6890	8523	7178	7322
RPL12	4	15	6	47	11	67
RPL13	10962	13313	9568	13267	12162	9620
RPL13A	4314	5341	3749	6358	6144	4953
RPL14	7274	8806	7163	8691	7768	6117
RPL15	19282	25148	18488	23754	19880	16433
RPL17	17	58	28	11	46	5
RPL17-C18orf32	530	857	655	446	613	429
RPL18	23736	30747	22613	26954	24745	17218
RPL18A	94	75	38	48	5	25
RPL19	17511	22320	16588	22850	18852	17843
RPL21	35	79	55	70	100	60
RPL22	3421	4153	3294	4058	3059	3616
RPL22L1	528	574	552	1516	900	730
RPL23	47222	54813	39310	42212	38473	36212
RPL23A	718	1176	878	792	641	669
RPL24	1310	1673	1368	1540	1309	1262
RPL26	18412	21795	16789	23175	19625	17723
RPL26L1	1764	2393	1932	1630	1387	1353
RPL27	20238	25880	19275	20534	19573	15824
RPL27A	10883	14189	11562	15739	13060	12410
RPL28	3172	4166	2952	4099	3639	3153
RPL29	10593	14065	11058	11682	10005	7161
RPL3	240	229	149	244	276	117
RPL30	15788	19570	14194	17969	17230	12577
RPL31	3578	4478	3248	4183	3476	3520
RPL32	51705	63102	48678	57703	52101	40533
RPL34	16482	19503	14467	15956	13660	12841
RPL35	19834	23631	17624	18036	16687	13974
RPL35A	26548	31949	23178	26632	23922	18881
RPL36	8652	11029	8952	10078	9065	7498
RPL36A	179	228	162	348	138	361
RPL36A-HNRNPH2	0	14	12	6	0	0
RPL36AL	3724	4620	3715	3851	3289	2679
RPL37	3744	5344	3878	5877	4604	4407
RPL37A	24062	28190	20034	26142	22786	18988
RPL38	14516	17446	11620	13253	11346	9830
RPL39	14117	17775	12780	14706	12654	10664
RPL39L	367	477	453	389	219	196
RPL3L	0	0	0	0	0	0
RPL4	13525	16419	13816	17699	16335	15113
RPL41	5555	7048	5623	6868	5371	4056
RPL5	32812	36504	28446	34525	32032	26355
RPL6	38	66	96	73	107	22
RPL7	101	94	87	24	42	19
RPL7A	31	58	41	76	61	20
RPL7L1	6005	7159	5429	3814	3842	3212
RPL8	16516	20936	15572	18919	17060	14383
RPL9	1056	1229	778	925	954	752
RPLP0	11978	14512	12221	13770	10724	12608
RPLP1	16031	21737	16711	25668	18007	21323
RPLP2	8811	10517	8701	9346	8154	7658
RPN1	680	1115	668	630	649	429
RPN2	3372	3792	3528	2929	2836	2647
RPP14	650	723	684	851	751	494
RPP21	0	0	0	0	0	0
RPP25	120	103	122	80	55	80
RPP25L	569	594	577	624	650	498
RPP30	1034	1232	962	1097	932	921
RPP38	434	461	378	696	640	673
RPP40	324	416	313	416	422	330
RPRD1A	474	595	433	309	333	213
RPRD1B	329	258	233	303	282	166
RPRD2	306	303	256	445	283	234
RPRM	510	527	387	658	602	456
RPRML	403	559	537	472	531	501
RPS10	323	609	415	1102	466	1075
RPS10-NUDT3	558	847	622	571	397	298
RPS11	7065	8917	6913	9529	7354	7677
RPS12	631	901	579	1528	824	1321
RPS13	21	40	34	23	32	15
RPS14	15770	19665	14996	16023	14967	10734
RPS15	14192	17542	13788	13576	11505	9753
RPS15A	3336	4002	2762	3631	2946	2438
RPS16	96797	119567	86809	100092	91118	67512
RPS17	18	11	20	3	4	0
RPS18	0	0	0	0	0	0
RPS19	5727	7602	6122	9131	7585	7246
RPS19BP1	1950	2195	1999	1729	1507	972
RPS2	15235	18850	14791	22763	20945	15920
RPS20	7513	8564	7205	8386	7372	6124
RPS21	8782	10783	8420	10334	9247	6943
RPS23	39439	46926	38089	54345	46872	37510
RPS24	24709	31535	23095	30362	25396	26281
RPS25	0	0	0	1	1	0
RPS26	17	25	34	39	33	34
RPS27	25	19	4	17	12	17
RPS27A	15168	18554	14685	18161	16184	12408
RPS27L	2620	3149	2644	1877	1924	1486
RPS28	4012	5856	4363	6787	5886	4732
RPS29	17179	21591	15737	19421	17495	12619
RPS3	8873	10539	10344	14161	13076	10445
RPS3A	4665	4930	4184	5102	5410	4751
RPS4X	34111	44548	33018	46978	42944	37978
RPS4Y1	0	0	0	0	0	0
RPS5	14988	17917	13341	14427	13734	10872
RPS6	46448	58409	42364	47744	47741	35324
RPS6KA1	0	0	0	0	0	0
RPS6KA2	52	27	32	25	41	1
RPS6KA3	490	531	480	442	547	311
RPS6KA4	115	223	130	120	60	75
RPS6KA5	343	331	287	406	501	325
RPS6KA6	39	92	96	64	46	15
RPS6KB1	343	542	318	478	478	369
RPS6KB2	488	845	776	401	355	309
RPS6KC1	91	76	68	88	18	59
RPS6KL1	20	28	40	73	13	49
RPS7	31	14	6	9	20	37
RPS8	33552	39349	31814	39647	35594	32481
RPS9	0	0	0	0	0	0
RPSA	113	134	120	138	199	96
RPSAP58	3060	3281	2440	3625	4024	2926
RPTN	0	0	0	0	0	0
RPTOR	110	259	199	131	195	125
RPUSD1	693	739	666	997	757	451
RPUSD2	373	443	223	307	398	207
RPUSD3	2629	3041	2489	3119	2314	2169
RPUSD4	254	248	236	466	368	171
RRAD	0	0	0	0	0	0
RRAGA	1524	1621	1167	1205	1126	1018
RRAGB	10	16	7	20	6	28
RRAGC	1339	1586	1132	1180	1476	1186
RRAGD	971	967	805	543	469	347
RRAS	59	102	46	68	46	1
RRAS2	326	299	280	242	195	149
RRBP1	536	629	590	706	645	537
RREB1	34	64	26	105	82	24
RRH	0	0	9	0	0	0
RRM1	6339	7231	5882	7110	6760	5709
RRM2	2763	3443	2716	2867	2394	1997
RRM2B	145	215	199	139	183	157
RRN3	1	0	0	0	0	0
RRP1	1227	1516	1145	2085	1986	1455
RRP12	556	660	529	587	606	769
RRP15	1027	1098	798	874	913	717
RRP1B	2354	2695	1871	2506	2630	1933
RRP36	2363	2770	2289	2218	2263	1581
RRP7A	2967	3434	2776	3191	3153	2456
RRP8	364	414	305	591	626	482
RRP9	512	558	529	771	566	459
RRS1	333	546	355	435	494	250
RS1	0	0	0	0	0	0
RSAD1	224	313	212	332	180	254
RSAD2	0	0	0	0	0	0
RSBN1	186	202	161	162	160	50
RSBN1L	154	225	143	193	266	104
RSC1A1	25	70	18	31	31	94
RSF1	152	129	102	119	141	40
RSKR	220	326	214	223	207	184
RSL1D1	7498	8536	6294	9790	9431	7768
RSL24D1	1486	1649	1327	1694	1646	946
RSPH1	3	7	3	0	6	0
RSPH10B	0	0	0	0	0	0
RSPH10B2	0	0	0	0	0	0
RSPH14	0	4	17	11	40	27
RSPH3	156	167	175	97	76	103
RSPH4A	3	0	0	0	25	0
RSPH6A	0	0	0	0	0	0
RSPH9	0	0	0	0	0	0
RSPO1	0	0	0	0	0	0
RSPO2	0	0	16	18	0	0
RSPO3	2	3	2	17	0	16
RSPO4	0	0	0	5	18	0
RSPRY1	253	325	237	225	166	132
RSRC1	890	990	790	701	725	435
RSRC2	2189	2618	1836	3755	3586	3792
RSRP1	305	326	234	266	179	121
RSU1	750	840	563	700	510	585
RTBDN	0	5	4	6	0	0
RTCA	889	939	700	823	564	797
RTCB	1636	1909	1669	1884	1658	1592
RTEL1	57	58	67	11	18	51
RTEL1-TNFRSF6B	56	53	54	57	27	46
RTF1	281	396	268	308	285	292
RTF2	2097	2400	1911	1847	1830	1374
RTKN	115	207	144	214	267	129
RTKN2	198	357	206	352	239	98
RTL1	0	0	0	0	0	0
RTL10	328	251	197	382	301	401
RTL3	0	0	0	0	0	0
RTL4	0	0	0	0	0	0
RTL5	39	15	15	12	65	59
RTL6	337	418	257	408	261	243
RTL8A	5194	6468	5189	4442	4444	3208
RTL8B	443	594	399	403	430	197
RTL8C	1972	2823	2137	1548	1400	1262
RTL9	0	0	0	0	0	0
RTN1	63	40	58	4	20	94
RTN2	64	78	24	48	67	45
RTN3	1797	2690	2083	1506	1540	1126
RTN4	2387	3015	2213	1968	2229	1829
RTN4IP1	111	160	131	209	212	128
RTN4R	86	152	81	49	29	54
RTN4RL1	11	16	30	3	5	0
RTN4RL2	41	72	138	62	99	18
RTP1	0	0	0	0	0	0
RTP2	0	0	0	0	0	0
RTP3	0	0	0	0	0	0
RTP4	0	0	0	0	0	0
RTP5	0	0	0	0	0	0
RTRAF	3527	3890	3754	3413	3016	2395
RTTN	81	151	115	68	120	78
RUBCN	57	109	75	41	50	16
RUBCNL	4	0	4	0	0	11
RUFY1	0	0	4	4	3	0
RUFY2	148	142	51	87	101	140
RUFY3	309	326	316	293	154	241
RUFY4	0	0	0	0	0	0
RUNDC1	435	421	520	648	408	394
RUNDC3A	6	0	37	0	0	1
RUNDC3B	140	117	93	107	145	15
RUNX1	122	272	119	118	75	300
RUNX1T1	71	175	156	102	89	107
RUNX2	25	24	37	34	8	42
RUNX3	262	327	207	232	152	125
RUSC1	810	914	769	546	642	396
RUSC2	18	5	12	46	17	0
RUSF1	197	257	277	359	190	198
RUVBL1	2073	2908	2215	3020	2636	1819
RUVBL2	1022	1241	1182	1157	1008	809
RWDD1	2113	2237	1562	1493	1501	1043
RWDD2A	60	73	70	99	113	220
RWDD2B	771	895	651	783	746	588
RWDD3	221	176	267	163	179	232
RWDD4	278	225	177	53	175	65
RXFP1	0	0	0	0	0	0
RXFP2	0	0	0	0	0	0
RXFP3	0	0	0	0	0	0
RXFP4	0	0	0	0	0	0
RXRA	188	311	168	76	205	58
RXRB	0	0	0	0	0	0
RXRG	23	5	0	0	0	0
RXYLT1	1144	1299	955	1005	751	661
RYBP	136	165	127	206	74	246
RYK	219	281	238	147	257	140
RYR1	0	0	0	1	0	0
RYR2	8	34	12	15	15	14
RYR3	0	0	0	0	0	0
S100A1	0	0	0	0	0	0
S100A10	4368	5903	4565	3702	2789	3206
S100A11	716	1084	820	771	649	633
S100A12	0	0	0	0	0	0
S100A13	393	498	557	352	389	281
S100A14	0	0	0	0	0	0
S100A16	0	15	9	16	0	0
S100A2	5	4	14	0	0	35
S100A3	0	0	0	0	0	0
S100A4	2	27	37	50	34	0
S100A5	0	0	0	0	0	0
S100A6	0	0	0	0	0	0
S100A7	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0
S100A8	14	0	0	0	0	0
S100A9	0	0	0	0	0	0
S100B	9	8	24	3	0	0
S100G	0	0	0	0	0	0
S100P	8	20	1	0	75	43
S100PBP	146	240	146	356	288	181
S100Z	0	0	0	0	0	0
S1PR1	11	13	21	0	0	39
S1PR2	57	76	76	37	37	42
S1PR3	60	54	53	15	61	50
S1PR4	0	0	7	0	0	0
S1PR5	4	2	0	0	0	0
SAA1	0	0	0	0	0	0
SAA2	0	0	0	0	0	0
SAA2-SAA4	0	0	0	0	0	0
SAA4	0	0	0	0	0	0
SAAL1	688	863	638	804	780	744
SAC3D1	1212	1421	1269	1624	1445	1385
SACM1L	355	417	226	332	303	204
SACS	288	215	199	358	241	205
SAE1	1988	2155	1842	2310	1683	1412
SAFB	461	830	521	644	554	606
SAFB2	632	880	511	728	706	790
SAG	0	0	0	0	0	0
SAGE1	0	0	0	0	0	0
SALL1	116	177	142	122	48	53
SALL2	258	494	271	308	192	229
SALL3	0	0	0	0	0	0
SALL4	0	0	0	1	0	0
SAMD1	0	4	0	0	0	0
SAMD10	77	118	96	82	85	55
SAMD11	2024	2362	1872	2294	2083	1463
SAMD12	23	45	39	59	29	5
SAMD13	11	11	6	43	0	2
SAMD14	35	14	0	0	0	0
SAMD15	10	44	22	5	24	16
SAMD3	0	1	0	0	0	12
SAMD4A	20	21	41	37	23	25
SAMD4B	2220	2652	2241	1379	999	958
SAMD5	107	183	109	98	156	52
SAMD7	0	0	0	0	0	0
SAMD8	163	245	97	264	157	145
SAMD9	67	34	24	0	25	5
SAMD9L	0	0	0	0	0	0
SAMHD1	826	996	700	748	721	389
SAMM50	1745	2091	1594	2268	1868	1507
SAMSN1	0	0	0	0	0	0
SANBR	129	176	113	193	63	76
SAP130	138	160	118	153	138	200
SAP18	4251	5239	3991	4131	3856	3176
SAP25	1	1	0	0	0	0
SAP30	282	377	216	426	244	290
SAP30BP	631	727	692	740	999	534
SAP30L	427	528	410	346	291	276
SAPCD1	0	0	0	0	0	0
SAPCD2	1559	2016	1623	1496	1395	1136
SAR1A	1345	1933	1131	1395	1279	1006
SAR1B	622	717	589	505	452	330
SARAF	1067	1311	980	876	787	692
SARDH	0	0	0	0	20	0
SARM1	297	457	476	422	369	152
SARNP	1924	2409	1811	2367	1977	1627
SARS1	747	907	683	1446	1018	1002
SARS2	0	0	0	0	0	0
SART1	418	432	308	493	439	292
SART3	836	978	692	1007	811	650
SASH1	102	174	92	148	150	199
SASH3	0	0	0	0	0	0
SASS6	79	67	36	27	119	100
SAT1	8539	9827	6909	16291	14110	12284
SAT2	764	859	544	656	653	446
SATB1	457	557	385	342	310	207
SATB2	164	294	192	194	126	128
SATL1	0	0	0	0	0	0
SAV1	439	583	370	424	430	310
SAXO1	0	0	0	0	0	0
SAXO2	35	24	4	0	5	48
SAYSD1	248	343	417	370	370	200
SBDS	1679	2299	1986	2409	1649	1697
SBF1	1282	1715	1232	196	149	105
SBF2	116	264	202	211	190	118
SBK1	109	117	72	43	62	148
SBK2	0	0	0	0	0	0
SBK3	0	0	0	0	0	0
SBNO1	354	411	330	235	222	246
SBNO2	0	0	0	0	0	0
SBSN	0	0	0	0	0	0
SBSPON	0	0	0	0	0	0
SC5D	684	754	621	885	803	725
SCAF1	20	26	31	15	16	30
SCAF11	1330	1529	1336	1714	1464	839
SCAF4	453	469	428	372	332	293
SCAF8	216	280	239	536	331	206
SCAI	30	60	22	8	35	38
SCAMP1	520	753	608	524	526	465
SCAMP2	1754	1958	1666	1672	1329	1268
SCAMP3	0	0	4	7	0	0
SCAMP4	45	36	40	38	19	68
SCAMP5	40	71	77	24	46	10
SCAND1	531	521	474	582	450	444
SCAP	645	936	600	434	452	283
SCAPER	504	542	361	590	495	386
SCARA3	124	142	143	72	65	90
SCARA5	65	26	60	44	85	53
SCARB1	1278	1613	1307	1302	1222	824
SCARB2	578	715	611	500	440	350
SCARF1	0	0	0	0	0	0
SCARF2	146	191	195	77	52	64
SCART1	0	0	0	16	6	0
SCCPDH	680	697	453	475	505	399
SCD	1968	2584	2061	2047	1811	2064
SCD5	305	385	295	252	242	191
SCEL	0	0	0	0	0	0
SCFD1	1261	1405	1086	1265	981	1195
SCFD2	377	416	344	395	348	231
SCG2	0	0	0	0	0	0
SCG3	20	13	26	26	13	1
SCG5	0	0	0	0	0	0
SCGB1A1	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0
SCGB1D2	2	20	23	0	0	0
SCGB1D4	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0
SCGB2B2	6	8	0	0	0	6
SCGB3A1	0	0	0	0	0	0
SCGB3A2	0	0	0	0	0	0
SCGN	0	0	10	0	0	0
SCHIP1	289	345	195	407	264	179
SCIMP	0	0	0	0	0	0
SCIN	244	237	171	161	203	102
SCLT1	303	330	267	386	438	272
SCLY	284	438	321	236	248	406
SCMH1	221	275	179	222	183	184
SCML1	760	936	671	698	495	382
SCML2	262	276	154	224	119	340
SCML4	0	0	0	0	0	0
SCN10A	0	0	0	0	0	0
SCN11A	0	0	6	0	0	0
SCN1A	0	0	0	0	0	0
SCN1B	3	14	22	2	3	1
SCN2A	21	8	11	21	19	6
SCN2B	0	1	0	24	9	0
SCN3A	0	0	0	0	0	0
SCN3B	38	23	23	16	17	0
SCN4A	0	0	0	0	0	0
SCN4B	12	1	16	19	0	18
SCN5A	7	5	6	4	0	0
SCN7A	0	0	0	0	0	0
SCN8A	34	44	46	32	45	28
SCN9A	121	90	84	145	84	128
SCNM1	398	533	352	799	585	523
SCNN1A	0	0	4	0	0	0
SCNN1B	0	2	0	0	0	0
SCNN1D	0	5	1	10	12	13
SCNN1G	0	0	0	0	0	0
SCO1	1059	1550	1070	1333	1331	911
SCO2	890	1096	852	1100	1177	886
SCOC	972	1211	838	800	660	647
SCP2	1600	1948	1271	927	882	852
SCP2D1	0	0	0	0	0	0
SCPEP1	336	354	279	299	256	291
SCRG1	0	0	0	0	0	0
SCRIB	0	0	0	0	0	0
SCRN1	562	583	373	590	311	377
SCRN2	145	230	215	219	388	135
SCRN3	247	312	171	298	223	276
SCRT1	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0
SCT	0	0	0	0	0	0
SCTR	0	0	0	0	0	0
SCUBE1	18	17	2	2	12	15
SCUBE2	0	2	9	0	0	0
SCUBE3	28	22	31	0	22	0
SCX	0	0	0	0	0	0
SCYGR4	0	0	0	0	0	0
SCYGR8	0	0	0	0	0	0
SCYL1	794	1057	829	829	1145	897
SCYL2	153	246	108	212	137	178
SCYL3	19	62	27	96	53	48
SDAD1	405	539	406	628	616	503
SDC1	229	287	234	191	118	218
SDC2	590	764	556	336	449	251
SDC3	56	62	37	38	40	1
SDC4	214	303	219	193	160	172
SDCBP	908	1266	1172	1199	1146	632
SDCBP2	43	18	14	21	0	0
SDCCAG8	0	0	0	0	0	0
SDE2	416	447	437	776	631	522
SDF2	388	532	355	341	233	213
SDF2L1	637	769	636	2050	2026	1837
SDF4	3286	4519	3313	3186	2642	2661
SDHA	1097	1217	1155	1269	1160	684
SDHAF1	558	609	360	538	477	366
SDHAF2	131	287	156	114	185	117
SDHAF3	615	861	509	574	420	430
SDHAF4	152	143	88	146	125	112
SDHB	3028	3261	2425	2369	2034	2457
SDHC	1583	2172	1611	1752	1391	1183
SDHD	632	628	508	422	387	474
SDK1	97	105	46	90	108	26
SDK2	116	65	48	70	43	24
SDR16C5	0	0	0	0	0	0
SDR39U1	1446	1782	1354	1735	1473	1029
SDR42E1	0	0	0	0	0	0
SDR42E2	0	0	0	0	0	0
SDR9C7	0	0	0	0	0	0
SDS	7	0	0	0	0	0
SDSL	243	210	157	171	122	124
SEBOX	0	0	0	0	0	0
SEC11A	2839	3733	3143	3509	3027	2774
SEC11C	2130	2684	2018	1477	1297	1118
SEC13	2788	3243	2364	3238	2594	2895
SEC14L1	280	365	340	398	132	162
SEC14L2	31	18	3	40	0	45
SEC14L3	0	0	0	0	0	0
SEC14L4	0	0	0	0	0	0
SEC14L5	0	3	6	0	0	0
SEC14L6	0	0	0	0	0	0
SEC16A	343	395	284	369	352	193
SEC16B	5	2	0	0	0	0
SEC22A	181	333	188	248	192	175
SEC22B	558	631	609	619	539	447
SEC22C	324	553	251	396	267	205
SEC23A	404	463	298	320	210	180
SEC23B	849	1120	876	1057	840	821
SEC23IP	570	831	666	787	993	434
SEC24A	214	192	129	263	228	164
SEC24B	72	142	97	99	81	64
SEC24C	910	1090	772	669	878	468
SEC24D	110	90	69	157	107	65
SEC31A	1525	2052	1599	2422	2151	1921
SEC31B	0	14	4	26	22	1
SEC61A1	480	872	494	681	641	534
SEC61A2	129	257	124	224	158	155
SEC61B	2642	3346	2613	2636	2108	2001
SEC61G	2092	2880	1766	1713	1874	1413
SEC62	2564	2896	2480	2976	3014	2200
SEC63	1327	1723	1443	1680	1432	994
SECISBP2	218	142	254	144	139	95
SECISBP2L	52	41	52	47	74	28
SECTM1	13	32	27	0	16	15
SEH1L	654	907	781	716	559	491
SEL1L	124	155	112	190	209	229
SEL1L2	0	0	0	2	17	0
SEL1L3	111	200	176	36	114	22
SELE	0	0	0	0	0	0
SELENBP1	385	366	291	496	385	381
SELENOF	2206	2839	2106	1743	1926	1508
SELENOH	3005	3784	2828	2890	2550	2432
SELENOI	142	278	178	229	206	55
SELENOK	817	947	662	1297	1145	1029
SELENOM	231	228	218	244	182	90
SELENON	245	280	366	261	153	174
SELENOO	147	249	215	174	171	63
SELENOP	43	46	23	18	0	9
SELENOS	966	1493	920	1649	1149	1167
SELENOT	1160	1446	1029	923	803	710
SELENOV	0	0	1	0	2	0
SELENOW	212	237	141	270	244	172
SELL	0	0	0	0	0	0
SELP	0	0	0	0	0	0
SELPLG	0	0	0	0	0	0
SEM1	5273	6363	5137	4537	3590	3125
SEMA3A	43	56	54	36	17	1
SEMA3B	6	1	5	0	0	0
SEMA3C	138	203	235	101	77	59
SEMA3D	40	51	28	53	35	21
SEMA3E	129	224	151	142	187	66
SEMA3F	2	6	14	10	0	4
SEMA3G	0	9	0	8	11	32
SEMA4A	0	1	0	0	0	0
SEMA4B	36	38	57	87	33	12
SEMA4C	79	56	36	10	50	1
SEMA4D	56	83	49	52	53	14
SEMA4F	45	59	64	50	0	0
SEMA4G	19	19	12	22	19	48
SEMA5A	0	0	2	0	0	0
SEMA5B	11	7	22	24	0	61
SEMA6A	736	975	833	946	619	658
SEMA6B	7	3	3	2	0	0
SEMA6C	0	5	3	0	0	0
SEMA6D	17	35	28	6	27	0
SEMA7A	0	0	0	0	0	0
SEMG1	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0
SENP1	580	850	562	547	667	659
SENP2	425	589	383	339	264	214
SENP3	66	91	69	64	69	17
SENP3-EIF4A1	7558	10536	7016	8222	7812	5612
SENP5	253	363	277	329	236	407
SENP6	828	1110	1008	949	976	805
SENP7	13	17	44	16	40	23
SENP8	109	135	92	133	202	29
SEPHS1	1259	1677	1420	980	918	500
SEPHS2	2796	3906	2638	3124	2542	2436
SEPSECS	64	76	60	180	98	63
SEPTIN1	65	80	68	64	6	14
SEPTIN10	236	225	236	158	215	250
SEPTIN11	1964	2127	1554	1435	1387	1091
SEPTIN12	0	0	7	0	0	0
SEPTIN14	0	0	0	0	0	0
SEPTIN2	2253	2753	2111	2019	1623	1465
SEPTIN3	94	103	77	3	15	15
SEPTIN4	6	13	20	28	64	0
SEPTIN5	3	36	16	5	15	18
SEPTIN6	1301	1651	1319	1308	1173	879
SEPTIN7	593	897	653	633	467	547
SEPTIN8	845	1255	1203	1080	881	651
SEPTIN9	1202	1511	1085	1085	841	820
SERAC1	51	37	76	141	104	16
SERBP1	19561	22963	17029	16249	15777	12209
SERF1A	0	5	0	0	0	0
SERF1B	0	0	0	0	0	0
SERF2	17926	22716	17590	18070	15394	11351
SERGEF	331	323	178	198	215	173
SERHL2	0	3	0	21	0	3
SERINC1	795	1013	696	843	734	604
SERINC2	270	319	197	79	65	123
SERINC3	1236	1415	1015	1081	893	688
SERINC4	5	0	0	0	0	0
SERINC5	55	89	77	47	59	0
SERP1	1382	1615	1162	1478	1055	1072
SERP2	190	122	115	129	158	125
SERPINA1	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0
SERPINA11	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0
SERPINA3	0	0	2	0	0	0
SERPINA4	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0
SERPINB1	260	368	218	276	182	151
SERPINB10	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB5	6	12	1	1	1	4
SERPINB6	625	740	389	597	460	454
SERPINB7	0	0	0	0	0	0
SERPINB8	9	4	0	0	16	5
SERPINB9	0	0	0	0	0	0
SERPINC1	0	0	0	0	0	0
SERPIND1	0	0	0	0	0	0
SERPINE1	0	0	16	0	0	0
SERPINE2	548	640	584	477	403	327
SERPINE3	0	0	0	0	0	0
SERPINF1	49	76	112	24	21	92
SERPINF2	0	0	0	0	0	0
SERPING1	10	5	3	36	0	14
SERPINH1	310	440	293	396	235	224
SERPINI1	0	10	2	14	9	0
SERPINI2	0	0	0	0	0	0
SERTAD1	314	376	305	396	242	333
SERTAD2	187	266	257	340	222	79
SERTAD3	21	15	20	3	25	22
SERTAD4	0	0	0	0	0	0
SERTM1	49	72	81	25	96	69
SERTM2	0	0	0	0	0	0
SESN1	242	189	211	269	178	234
SESN2	4	5	0	41	62	30
SESN3	113	193	131	99	123	83
SESTD1	444	372	320	304	285	165
SET	19323	23870	20338	18108	15789	12882
SETBP1	301	234	202	228	116	172
SETD1A	329	264	226	240	284	144
SETD1B	320	507	325	237	239	350
SETD2	307	456	260	331	502	274
SETD3	675	1005	878	877	766	602
SETD4	199	372	281	601	420	330
SETD5	1758	2117	1396	1924	1958	1465
SETD6	881	1001	711	929	1027	1114
SETD7	554	606	541	658	495	329
SETD9	75	104	114	87	58	32
SETDB1	484	852	551	736	865	697
SETDB2	15	63	46	14	39	35
SETMAR	135	200	143	119	170	218
SETX	180	213	145	394	300	194
SEZ6	0	0	0	0	0	0
SEZ6L	0	0	0	0	0	0
SEZ6L2	53	145	125	85	174	92
SF1	3411	4368	3242	3516	3125	2484
SF3A1	2083	2734	1932	2253	2244	1988
SF3A2	268	478	283	464	292	192
SF3A3	2357	2945	2011	2763	2557	1900
SF3B1	2267	2416	2019	2180	2178	1717
SF3B2	2407	2918	2404	3151	2982	2785
SF3B3	1433	1922	1344	1472	1243	1052
SF3B4	1034	1158	815	1000	1159	783
SF3B5	4523	5436	4098	4304	3894	4273
SF3B6	2372	2779	2028	2208	1715	1564
SFI1	83	131	93	205	51	98
SFMBT1	98	65	85	65	53	79
SFMBT2	179	267	213	212	349	226
SFN	12	26	1	0	6	18
SFPQ	5152	6250	5461	5314	4750	3819
SFR1	101	120	116	202	195	246
SFRP1	85	115	35	91	71	48
SFRP2	2	6	4	0	0	0
SFRP4	7	11	0	8	0	36
SFRP5	16	58	42	58	21	55
SFSWAP	1433	1890	1409	2140	1926	1688
SFT2D1	1317	1426	1202	859	782	700
SFT2D2	651	712	666	506	406	401
SFT2D3	179	264	223	248	179	211
SFTA2	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0
SFTPB	0	0	0	0	0	0
SFTPC	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0
SFXN1	1817	2110	1641	1104	1055	1125
SFXN2	645	659	507	516	570	462
SFXN3	39	59	68	84	42	35
SFXN4	1026	1349	993	1173	1091	740
SFXN5	141	110	109	129	74	54
SGCA	0	0	0	0	0	0
SGCB	295	443	296	433	268	376
SGCD	13	0	0	0	0	0
SGCE	421	509	386	387	333	330
SGCG	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0
SGF29	109	184	145	295	289	196
SGIP1	20	21	12	0	27	3
SGK1	13	38	45	92	65	25
SGK2	0	0	0	0	0	0
SGK3	274	201	212	136	165	98
SGMS1	119	149	117	199	85	97
SGMS2	200	180	152	225	138	186
SGO1	869	986	664	779	840	859
SGO2	903	838	791	1083	915	832
SGPL1	279	290	340	240	212	181
SGPP1	4	0	0	13	0	0
SGPP2	336	375	277	200	238	275
SGSH	136	135	213	167	195	111
SGSM1	0	12	8	15	36	34
SGSM2	169	310	200	123	90	94
SGSM3	40	44	74	17	31	59
SGTA	1100	1094	1153	891	951	787
SGTB	217	199	180	248	159	151
SH2B1	313	291	173	190	155	95
SH2B2	18	9	6	77	8	22
SH2B3	31	25	14	66	21	0
SH2D1A	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0
SH2D2A	4	0	0	6	0	0
SH2D3A	6	23	27	9	59	6
SH2D3C	0	8	2	29	5	2
SH2D4A	56	66	83	29	127	126
SH2D4B	0	0	0	0	0	0
SH2D5	36	35	114	5	54	47
SH2D6	0	0	0	0	0	0
SH2D7	0	0	0	0	0	0
SH3BGR	158	145	180	96	146	44
SH3BGRL	211	196	114	186	111	149
SH3BGRL2	149	228	197	155	152	133
SH3BGRL3	1133	1369	905	906	728	507
SH3BP1	104	226	76	99	164	86
SH3BP2	65	50	46	56	37	52
SH3BP4	138	142	120	128	126	114
