gene_name	DMSO-P0-1	DMSO-P0-2	DMSO-P0-3	TPG-P0-1	TPG-P0-2	TPG-P0-3
DCUN1D1	101	242	165	56	150	125
DCUN1D2	62	77	34	54	67	47
DCUN1D3	21	50	21	13	47	18
DCUN1D4	108	128	71	90	67	135
DCUN1D5	720	806	729	812	361	599
DCX	0	0	0	0	0	0
DCXR	98	136	78	203	82	85
DDA1	414	737	444	336	191	232
DDAH1	219	356	236	270	229	152
DDAH2	0	0	0	0	0	0
DDB1	207	195	218	220	271	158
DDB2	95	104	38	73	47	32
DDC	0	0	0	0	0	0
DDHD1	205	151	105	98	131	62
DDHD2	68	75	45	56	79	0
DDI1	0	0	0	0	0	0
DDI2	426	672	497	352	422	359
DDIAS	140	166	126	188	158	81
DDIT3	108	151	78	2623	2211	2023
DDIT4	166	311	244	1698	1583	1036
DDIT4L	14	4	0	0	0	0
DDN	59	57	39	40	51	43
DDO	0	0	0	0	0	0
DDOST	209	298	232	480	432	269
DDR1	0	0	0	0	0	0
DDR2	0	12	1	0	0	0
DDRGK1	115	158	132	161	151	303
DDT	0	0	0	0	0	0
DDTL	0	0	0	0	0	0
DDX1	269	321	195	202	164	143
DDX10	345	454	305	302	373	201
DDX11	139	100	59	149	131	147
DDX17	670	824	609	411	416	309
DDX18	375	356	255	301	156	170
DDX19A	220	274	351	398	424	437
DDX19B	72	104	41	169	182	146
DDX20	262	414	318	468	385	368
DDX21	2940	3593	2960	3335	2790	2323
DDX23	382	589	302	298	301	221
DDX24	0	0	0	0	0	0
DDX25	0	0	13	0	0	0
DDX27	266	495	352	556	483	292
DDX28	402	408	423	614	407	376
DDX31	117	159	105	142	155	105
DDX39A	163	206	171	330	371	333
DDX39B	0	0	0	0	0	0
DDX3X	925	1135	608	700	786	675
DDX3Y	0	0	0	0	0	0
DDX4	0	0	0	0	0	0
DDX41	104	126	97	190	103	93
DDX42	516	577	532	566	516	521
DDX43	0	0	0	0	0	0
DDX46	794	1010	691	625	611	706
DDX47	390	470	354	282	293	191
DDX49	92	250	143	277	137	225
DDX5	776	916	656	632	427	463
DDX50	499	581	379	559	470	513
DDX51	0	8	3	1	0	0
DDX52	1	12	21	23	10	0
DDX53	0	0	0	0	0	0
DDX54	434	606	420	523	543	384
DDX55	219	263	227	270	153	264
DDX56	412	415	282	546	674	327
DDX58	29	22	9	24	41	0
DDX59	23	67	32	46	37	98
DDX6	207	252	233	248	89	116
DDX60	7	12	6	0	0	0
DDX60L	0	3	0	0	0	0
DEAF1	51	35	23	10	11	0
DECR1	0	0	0	0	0	0
DECR2	0	0	0	0	0	0
DEDD	83	154	163	149	150	10
DEDD2	82	157	142	103	112	77
DEF6	12	0	0	14	8	19
DEF8	61	71	63	43	49	2
DEFA1	0	0	0	0	0	0
DEFA1B	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0
DEFA6	0	0	0	0	0	0
DEFB1	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0
DEFB104B	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB124	0	0	0	0	0	0
DEFB125	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0
DEFB131A	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0
DEGS1	1041	1273	1007	816	723	634
DEGS2	0	0	7	0	0	0
DEK	2825	3513	2596	2390	1858	2160
DELE1	31	28	20	62	16	36
DENND10	132	184	72	35	75	80
DENND11	0	0	0	0	0	0
DENND1A	55	47	39	36	9	0
DENND1B	82	103	86	24	80	48
DENND1C	0	0	0	0	0	0
DENND2A	30	43	6	25	0	14
DENND2B	8	6	22	1	0	0
DENND2C	41	20	47	25	80	17
DENND2D	0	0	0	0	0	0
DENND3	14	9	0	0	5	0
DENND4A	31	21	58	53	42	45
DENND4B	74	115	66	91	40	49
DENND4C	73	103	18	48	51	42
DENND5A	63	88	97	66	81	67
DENND5B	194	158	161	177	143	206
DENND6A	52	57	47	76	29	61
DENND6B	0	0	0	0	0	0
DENR	508	528	472	284	288	250
DEPDC1	417	452	296	277	244	190
DEPDC1B	319	264	160	234	133	144
DEPDC4	29	59	25	48	10	23
DEPDC5	76	90	59	87	14	8
DEPDC7	37	32	18	68	32	15
DEPP1	31	13	18	33	40	13
DEPTOR	8	14	8	0	18	0
DERA	256	192	146	171	185	107
DERL1	221	141	173	147	155	129
DERL2	356	388	233	672	490	390
DERL3	0	0	0	0	0	0
DERPC	102	195	110	157	197	123
DES	0	0	0	0	0	0
DESI1	192	207	208	167	189	134
DESI2	468	494	436	369	498	96
DET1	94	163	86	76	62	82
DEUP1	0	0	0	0	2	0
DEXI	395	377	305	263	213	119
DFFA	680	867	577	508	660	330
DFFB	105	146	83	82	99	88
DGAT1	0	0	0	0	0	0
DGAT2	8	22	3	0	0	0
DGAT2L6	0	0	0	0	0	0
DGCR2	212	266	230	195	147	61
DGCR6	0	0	0	0	0	0
DGCR6L	37	56	30	25	8	26
DGCR8	104	67	82	72	47	56
DGKA	12	32	23	10	9	0
DGKB	0	0	0	0	0	0
DGKD	54	132	49	28	84	2
DGKE	98	161	155	136	79	50
DGKG	10	1	0	7	0	0
DGKH	194	206	205	230	135	69
DGKI	0	0	0	0	0	0
DGKK	0	0	0	0	0	0
DGKQ	28	24	1	3	23	0
DGKZ	55	43	30	18	16	16
DGLUCY	12	13	20	39	20	1
DGUOK	628	766	611	773	665	498
DHCR24	544	554	394	678	433	209
DHCR7	211	299	220	358	260	166
DHDDS	78	149	127	114	108	18
DHDH	1	0	0	7	0	0
DHFR	296	417	324	350	247	227
DHFR2	68	67	30	28	41	20
DHH	0	0	0	0	0	0
DHODH	76	86	42	134	92	95
DHPS	40	49	48	51	58	79
DHRS1	9	0	0	17	5	0
DHRS11	0	0	0	0	0	0
DHRS12	4	7	19	10	19	0
DHRS13	42	29	30	76	40	36
DHRS2	11	24	14	8	25	20
DHRS3	80	106	70	171	61	43
DHRS4	0	0	0	0	0	0
DHRS4L2	0	0	0	0	0	0
DHRS7	185	94	91	100	115	91
DHRS7B	175	187	143	312	219	105
DHRS7C	0	0	0	0	0	0
DHRS9	0	0	0	0	0	0
DHRSX	0	0	0	0	0	0
DHTKD1	163	184	167	172	186	134
DHX15	437	463	398	249	249	339
DHX16	0	0	0	0	0	0
DHX29	119	73	44	25	89	80
DHX30	481	775	504	619	562	523
DHX32	101	76	98	92	122	122
DHX33	587	592	419	501	491	202
DHX34	51	118	74	47	49	46
DHX35	15	60	66	171	99	13
DHX36	0	0	0	0	0	0
DHX37	81	101	65	107	105	85
DHX38	149	130	100	206	157	172
DHX40	265	331	300	279	308	341
DHX57	101	102	52	15	87	24
DHX58	0	3	0	0	12	0
DHX8	148	221	177	145	159	136
DHX9	443	460	394	564	409	327
DIABLO	494	409	336	557	361	406
DIAPH1	322	367	352	346	418	171
DIAPH2	30	24	11	17	12	28
DIAPH3	163	231	122	98	209	64
DICER1	588	600	445	276	423	228
DIDO1	386	550	427	711	385	429
DIMT1	250	275	172	234	204	170
DIO1	0	0	0	0	0	0
DIO2	0	0	12	0	0	0
DIO3	3	0	0	0	0	0
DIP2A	42	63	69	21	150	78
DIP2B	145	78	86	87	91	26
DIP2C	75	104	42	82	32	54
DIPK1A	52	53	79	45	64	17
DIPK1B	217	280	290	122	30	21
DIPK1C	0	0	0	0	0	0
DIPK2A	222	219	180	113	65	96
DIPK2B	0	0	0	0	0	0
DIRAS1	5	13	21	16	12	0
DIRAS2	0	0	0	0	0	0
DIRAS3	0	7	0	0	0	0
DIS3	339	351	302	336	281	228
DIS3L	122	188	117	96	107	38
DIS3L2	55	60	57	44	53	19
DISC1	37	56	10	2	48	30
DISP1	30	31	39	36	27	28
DISP2	15	21	0	0	22	28
DISP3	0	0	0	0	0	0
DIXDC1	82	91	60	102	26	34
DKC1	971	1077	871	1324	1104	798
DKK1	18	0	0	0	0	0
DKK2	0	0	0	8	2	0
DKK3	0	0	0	0	0	0
DKK4	0	0	0	0	0	0
DKKL1	5	0	0	0	0	0
DLAT	230	207	171	130	98	114
DLC1	33	78	86	52	162	13
DLD	550	625	405	433	490	349
DLEC1	0	0	0	0	0	0
DLEU7	0	0	0	0	0	0
DLG1	171	216	100	120	128	100
DLG2	5	4	1	16	6	5
DLG3	118	127	97	139	66	75
DLG4	18	5	5	0	0	0
DLG5	0	0	0	0	0	0
DLGAP1	0	0	0	0	0	0
DLGAP2	0	0	0	0	0	0
DLGAP3	0	4	0	0	0	0
DLGAP4	77	155	108	70	81	65
DLGAP5	111	146	96	79	48	78
DLK1	0	0	0	0	0	0
DLK2	7	21	26	15	9	1
DLL1	0	0	0	0	0	0
DLL3	249	384	270	145	199	80
DLL4	0	0	0	0	32	0
DLST	38	15	22	21	9	20
DLX1	114	148	140	124	41	136
DLX2	752	1124	914	1158	1026	1092
DLX3	0	24	18	74	32	12
DLX4	16	30	17	8	0	0
DLX5	112	84	62	103	188	54
DLX6	54	87	29	24	39	33
DMAC1	554	663	430	569	459	514
DMAC2	313	465	381	492	443	396
DMAC2L	117	159	95	104	21	10
DMAP1	12	23	13	37	1	0
DMBT1	0	0	0	0	0	0
DMBX1	18	6	22	16	15	25
DMC1	0	0	0	0	0	0
DMD	38	22	5	62	16	0
DMGDH	0	1	11	0	0	0
DMKN	973	1133	923	1068	1183	593
DMP1	0	0	0	0	0	0
DMPK	0	7	7	5	10	0
DMRT1	0	0	0	0	0	0
DMRT2	0	0	0	0	0	0
DMRT3	51	43	39	47	15	74
DMRTA1	8	13	29	0	21	0
DMRTA2	250	256	200	298	379	258
DMRTB1	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0
DMRTC2	0	0	0	0	0	0
DMTF1	46	79	34	67	24	76
DMTN	0	14	9	0	7	0
DMWD	5	63	52	12	74	12
DMXL1	4	23	10	26	0	1
DMXL2	3	16	5	0	3	0
DNA2	104	109	111	108	99	30
DNAAF1	0	0	0	0	0	0
DNAAF10	65	122	83	93	101	54
DNAAF11	0	0	0	0	0	0
DNAAF2	155	131	69	179	93	278
DNAAF3	3	28	10	0	0	0
DNAAF4	15	27	52	23	13	1
DNAAF5	255	307	237	240	113	181
DNAAF6	0	0	0	0	0	0
DNAAF8	0	0	0	2	0	0
DNAAF9	12	5	8	13	0	1
DNAH1	0	0	0	0	0	0
DNAH10	0	0	0	0	0	0
DNAH11	0	0	0	0	0	0
DNAH12	0	0	0	0	0	0
DNAH14	289	384	233	251	350	223
DNAH17	9	0	0	0	0	0
DNAH2	1	0	0	0	6	0
DNAH3	0	0	0	0	0	0
DNAH5	0	0	0	0	0	0
DNAH6	0	0	0	0	0	0
DNAH7	0	0	9	2	4	1
DNAH8	0	0	0	0	0	0
DNAH9	2	2	0	0	0	0
DNAI1	0	0	0	0	0	0
DNAI2	0	0	0	0	0	0
DNAI3	27	9	0	0	0	0
DNAI4	0	26	0	27	0	0
DNAI7	14	14	3	0	17	0
DNAJA1	922	1108	625	604	594	668
DNAJA2	580	527	445	461	295	251
DNAJA3	0	0	3	19	0	1
DNAJA4	0	0	0	0	0	0
DNAJB1	450	614	589	240	240	199
DNAJB11	260	256	208	636	523	575
DNAJB12	279	296	184	244	255	101
DNAJB13	0	0	0	0	0	0
DNAJB14	119	226	97	98	184	18
DNAJB2	34	55	43	39	20	33
DNAJB4	65	53	42	40	35	25
DNAJB5	17	27	29	58	87	58
DNAJB6	247	471	264	323	218	262
DNAJB7	0	0	0	0	0	0
DNAJB8	0	0	0	0	0	0
DNAJB9	50	116	121	383	538	206
DNAJC1	421	409	290	369	551	279
DNAJC10	59	94	146	193	75	79
DNAJC11	215	171	267	299	115	142
DNAJC12	151	173	93	217	219	108
DNAJC13	4	22	21	36	19	0
DNAJC14	133	153	132	100	80	113
DNAJC15	16	11	12	40	17	44
DNAJC16	106	174	117	90	157	35
DNAJC17	26	19	29	16	18	18
DNAJC18	0	2	0	0	0	0
DNAJC19	227	357	240	284	165	84
DNAJC2	664	851	610	656	607	557
DNAJC21	873	980	989	861	616	815
DNAJC22	63	54	23	18	58	2
DNAJC24	90	174	76	132	102	98
DNAJC25	80	114	110	153	123	73
DNAJC25-GNG10	56	184	136	132	138	160
DNAJC27	17	18	12	15	0	0
DNAJC28	0	0	0	0	0	0
DNAJC3	125	196	146	314	339	203
DNAJC30	143	214	133	199	155	154
DNAJC4	20	7	0	0	15	0
DNAJC5	375	578	353	391	198	275
DNAJC5B	0	0	0	0	0	0
DNAJC5G	0	0	0	17	0	0
DNAJC6	79	52	59	149	58	42
DNAJC7	478	416	320	375	285	316
DNAJC8	537	524	444	535	378	423
DNAJC9	687	826	613	648	549	461
DNAL1	45	102	23	30	20	52
DNAL4	55	144	46	31	91	71
DNALI1	0	0	0	0	0	0
DNASE1	16	16	0	0	0	0
DNASE1L1	30	52	33	19	37	90
DNASE1L2	0	2	0	0	0	0
DNASE1L3	0	0	0	0	0	0
DNASE2	90	91	130	163	127	187
DNASE2B	0	0	0	0	0	12
DND1	0	0	0	0	8	0
DNER	0	0	0	0	0	0
DNHD1	1	0	6	0	0	14
DNLZ	118	174	112	96	81	70
DNM1	1	27	0	6	5	1
DNM1L	259	251	233	174	181	231
DNM2	62	87	64	99	130	27
DNM3	21	36	10	24	0	52
DNMBP	37	54	37	78	17	43
DNMT1	520	692	443	684	532	515
DNMT3A	36	35	35	44	15	44
DNMT3B	60	62	39	113	56	63
DNMT3L	0	0	0	0	0	0
DNPEP	60	105	118	58	62	36
DNPH1	1594	2292	1713	1862	1937	1282
DNTT	0	0	0	0	0	0
DNTTIP1	500	537	292	893	392	263
DNTTIP2	680	764	583	602	311	554
DOC2A	0	2	6	0	0	0
DOC2B	0	0	0	0	0	0
DOCK1	13	56	21	15	25	3
DOCK10	0	4	0	0	0	0
DOCK11	9	48	18	35	21	33
DOCK2	0	2	0	0	0	0
DOCK3	0	5	12	0	11	0
DOCK4	101	71	61	46	27	19
DOCK5	42	52	33	59	40	0
DOCK6	0	0	1	0	0	0
DOCK7	65	59	54	40	122	35
DOCK8	7	4	17	8	4	0
DOCK9	51	120	53	75	34	14
DOHH	4	51	14	30	63	43
DOK1	14	13	5	23	32	2
DOK2	0	0	0	0	0	0
DOK3	0	22	25	9	10	1
DOK4	21	43	1	0	36	0
DOK5	0	0	0	0	0	0
DOK6	0	0	0	0	0	0
DOK7	0	0	0	0	0	0
DOLK	242	249	213	268	177	249
DOLPP1	555	747	673	968	791	496
DONSON	467	492	351	538	371	394
DOP1A	4	16	0	23	9	29
DOP1B	85	78	48	84	37	60
DOT1L	67	110	16	114	3	55
DPAGT1	97	105	48	83	80	76
DPCD	75	107	73	118	131	41
DPEP1	0	0	0	0	0	0
DPEP2	0	0	0	0	0	0
DPEP2NB	0	0	0	0	0	1
DPEP3	0	0	0	0	0	0
DPF1	199	205	237	219	247	219
DPF2	109	238	118	174	123	156
DPF3	6	13	3	20	13	8
DPH1	314	360	284	295	174	388
DPH2	196	290	241	277	361	255
DPH3	437	493	308	378	219	349
DPH5	272	455	292	338	177	139
DPH6	113	96	61	117	24	63
DPH7	180	227	217	204	192	146
DPM1	269	398	280	510	430	505
DPM2	64	120	69	108	30	56
DPM3	514	556	470	469	423	414
DPP10	0	0	0	0	0	0
DPP3	12	39	8	18	15	55
DPP4	0	0	6	0	0	0
DPP6	0	2	3	0	0	0
DPP7	0	0	1	0	0	0
DPP8	320	275	267	200	169	226
DPP9	123	128	92	99	72	182
DPPA2	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0
DPPA4	0	0	0	0	0	0
DPPA5	0	0	0	0	0	0
DPRX	0	0	0	0	0	0
DPT	0	0	0	0	0	0
DPY19L1	34	62	17	44	50	16
DPY19L2	36	43	2	8	40	0
DPY19L3	123	142	63	106	105	6
DPY19L4	26	58	31	10	20	14
DPY30	436	361	261	249	287	298
DPYD	0	1	0	0	22	0
DPYS	0	0	0	0	0	0
DPYSL2	32	35	30	60	44	49
DPYSL3	122	134	94	128	114	130
DPYSL4	19	34	31	25	2	43
DPYSL5	19	60	39	52	32	26
DQX1	0	0	0	1	0	0
DR1	481	600	441	501	249	370
DRAM1	83	33	39	40	63	25
DRAM2	77	95	55	39	139	20
DRAP1	153	125	123	193	163	34
DRAXIN	14	25	11	1	0	0
DRC1	0	0	0	0	0	0
DRC3	11	3	0	0	0	0
DRC7	0	0	0	0	0	0
DRD1	0	0	0	0	0	0
DRD2	0	0	0	0	0	0
DRD3	0	0	0	0	0	0
DRD4	0	0	0	0	0	0
DRD5	0	0	0	0	0	0
DRG1	339	432	443	445	338	301
DRG2	38	55	59	47	59	54
DRGX	0	0	0	0	0	0
DRICH1	0	0	0	0	0	0
DROSHA	220	201	107	292	237	160
DRP2	0	0	0	0	0	0
DSC1	0	0	0	0	0	0
DSC2	18	65	74	30	11	34
DSC3	93	77	44	168	136	71
DSCAM	0	0	0	0	0	0
DSCAML1	0	0	0	0	0	0
DSCC1	125	117	71	28	82	147
DSE	221	174	172	125	88	52
DSEL	0	0	0	0	0	0
DSG1	0	0	0	0	0	0
DSG2	94	187	180	128	165	111
DSG3	0	0	0	0	0	0
DSG4	0	0	0	0	0	0
DSN1	685	790	576	791	870	589
DSP	400	475	327	350	400	344
DSPP	0	0	0	0	0	0
DST	218	210	170	240	152	101
DSTN	985	943	658	825	741	583
DSTYK	208	261	236	177	227	277
DTD1	387	541	315	459	217	336
DTD2	91	97	136	45	58	58
DTHD1	0	0	0	0	0	0
DTL	519	485	240	597	452	553
DTNA	109	178	139	145	57	79
DTNB	68	54	88	78	74	105
DTNBP1	369	327	248	354	289	265
DTWD1	88	125	84	166	95	68
DTWD2	117	97	27	30	41	17
DTX1	0	0	0	0	0	0
DTX2	0	0	0	0	0	0
DTX3	192	178	153	184	157	183
DTX3L	17	35	19	33	20	11
DTX4	1	9	29	24	0	0
DTYMK	628	629	429	466	321	355
DUOX1	0	0	0	0	0	0
DUOX2	0	0	0	0	0	0
DUOXA1	0	0	0	0	0	0
DUOXA2	0	0	0	0	0	0
DUS1L	216	297	219	109	292	63
DUS2	26	63	30	58	63	104
DUS3L	142	206	121	218	232	68
DUS4L	0	0	0	0	0	0
DUS4L-BCAP29	4	18	6	1	0	8
DUSP1	178	248	125	228	299	265
DUSP10	1	24	17	0	9	12
DUSP11	124	153	121	195	173	176
DUSP12	176	242	96	273	279	238
DUSP13	0	0	0	0	0	0
DUSP14	14	5	0	0	0	0
DUSP15	0	0	0	0	0	0
DUSP16	0	0	0	0	0	0
DUSP18	145	194	171	113	105	91
DUSP19	19	48	65	20	24	30
DUSP2	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0
DUSP22	114	106	64	101	54	36
DUSP23	0	0	0	0	0	0
DUSP26	6	12	0	0	0	0
DUSP28	43	30	7	96	46	29
DUSP29	0	0	0	0	0	0
DUSP3	377	568	296	457	271	220
DUSP4	41	46	24	33	51	29
DUSP5	92	217	145	118	108	52
DUSP6	171	255	129	118	85	139
DUSP7	159	189	201	132	81	57
DUSP8	0	0	0	0	0	0
DUSP9	19	37	23	8	35	0
DUT	621	919	612	685	685	512
DUX4	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
DUXB	0	0	0	0	0	0
DVL1	192	200	102	122	169	34
DVL2	162	153	64	138	116	50
DVL3	113	79	62	56	25	30
DXO	0	0	0	0	0	0
DYDC1	0	0	0	0	0	0
DYDC2	0	0	0	0	0	0
DYM	265	288	108	182	218	130
DYNAP	0	0	0	0	0	0
DYNC1H1	242	250	162	371	356	207
DYNC1I1	12	33	30	26	1	27
DYNC1I2	18	43	17	6	23	12
DYNC1LI1	316	362	300	318	327	244
DYNC1LI2	546	592	417	413	425	344
DYNC2H1	59	129	88	78	61	41
DYNC2I1	19	42	27	12	31	8
DYNC2I2	80	83	27	50	31	34
DYNC2LI1	114	122	117	156	97	46
DYNLL1	2587	2688	2178	1545	1429	881
DYNLL2	811	1047	766	642	746	434
DYNLRB1	1011	1098	912	855	871	528
DYNLRB2	35	5	0	0	31	0
DYNLT1	1149	1198	909	925	783	563
DYNLT2	0	0	0	0	0	0
DYNLT2B	36	72	32	20	29	17
DYNLT3	136	148	76	90	69	59
DYNLT4	0	0	0	0	0	0
DYNLT5	0	0	0	0	0	0
DYRK1A	375	347	316	314	331	248
DYRK1B	0	0	0	0	0	0
DYRK2	382	469	398	404	257	301
DYRK3	304	310	231	301	151	97
DYRK4	219	462	218	345	149	235
DYSF	0	0	0	0	0	0
DYTN	0	0	0	0	0	0
DZANK1	43	31	28	36	66	15
DZIP1	246	288	172	240	235	130
DZIP1L	11	16	32	25	7	13
DZIP3	24	78	46	31	87	31
E2F1	146	208	137	160	236	74
E2F2	0	0	0	0	0	0
E2F3	727	1003	778	671	675	204
E2F4	274	431	287	157	141	171
E2F5	124	148	97	93	89	16
E2F6	123	111	33	86	24	143
E2F7	85	156	92	132	179	70
E2F8	42	47	57	71	147	91
E4F1	92	94	54	94	58	73
EAF1	205	226	174	229	210	94
EAF2	23	69	19	86	45	19
EAPP	414	755	458	573	565	401
EARS2	241	248	200	345	166	273
EBAG9	266	406	245	273	162	132
EBF1	8	11	21	10	8	0
EBF2	69	54	61	34	40	29
EBF3	54	86	98	170	130	49
EBF4	0	2	0	0	0	0
EBI3	0	0	0	0	0	0
EBLN1	0	0	0	0	0	0
EBLN2	0	7	6	0	0	0
EBNA1BP2	648	634	461	612	619	444
EBP	529	620	517	557	472	447
EBPL	456	579	515	416	395	370
ECD	338	320	224	481	259	257
ECE1	120	119	97	90	146	157
ECE2	0	0	0	0	0	0
ECEL1	11	1	0	13	0	14
ECH1	0	0	0	0	0	0
ECHDC1	349	406	215	327	236	256
ECHDC2	0	9	5	0	0	0
ECHDC3	0	0	0	17	0	0
ECHS1	697	1108	671	756	620	414
ECI1	691	673	512	690	617	453
ECI2	278	312	190	286	192	247
ECM1	2	0	0	1	0	0
ECM2	0	0	0	0	0	0
ECPAS	80	94	85	86	166	128
ECRG4	0	0	0	0	0	0
ECSCR	0	0	0	0	0	0
ECSIT	71	75	39	28	103	91
ECT2	49	105	53	82	88	50
ECT2L	0	0	0	0	0	0
EDA	104	102	84	62	119	64
EDA2R	17	57	16	61	1	0
EDAR	0	0	0	0	0	0
EDARADD	220	311	256	247	237	206
EDC3	274	396	230	285	295	218
EDC4	248	309	246	203	238	158
EDDM13	0	0	0	0	0	0
EDDM3A	0	0	0	0	0	0
EDDM3B	0	0	0	0	0	0
EDEM1	39	88	44	42	36	44
EDEM2	25	54	28	27	17	2
EDEM3	154	138	161	144	125	70
EDF1	332	499	436	539	450	440
EDIL3	19	10	20	0	48	0
EDN1	0	0	0	0	0	0
EDN2	0	1	5	0	0	23
EDN3	0	0	0	0	0	0
EDNRA	12	43	33	3	5	0
EDNRB	0	0	0	0	0	0
EDRF1	285	488	311	385	407	155
EEA1	308	271	365	259	473	244
EED	291	319	184	521	383	198
EEF1A1	2499	3023	2274	2731	2326	2107
EEF1A2	34	72	50	70	0	2
EEF1AKMT1	82	43	53	65	82	63
EEF1AKMT2	78	63	73	118	80	74
EEF1AKMT3	30	23	38	1	0	24
EEF1AKMT4	58	68	60	15	0	70
EEF1AKMT4-ECE2	0	0	0	0	0	0
EEF1B2	9	0	0	11	0	0
EEF1D	0	0	0	0	0	0
EEF1E1	786	1024	651	1046	994	665
EEF1E1-BLOC1S5	38	66	13	17	0	35
EEF1G	745	742	627	857	701	573
EEF2	1962	2300	1583	2449	2327	1505
EEF2K	0	0	0	0	0	0
EEF2KMT	118	177	111	144	78	17
EEFSEC	0	0	0	0	0	0
EEPD1	20	47	33	28	20	17
EFCAB1	0	0	0	0	0	0
EFCAB10	5	6	0	0	6	0
EFCAB11	42	114	63	132	22	30
EFCAB12	0	2	0	0	0	0
EFCAB13	6	2	3	0	0	0
EFCAB14	212	335	362	287	261	63
EFCAB2	7	18	18	4	14	12
EFCAB3	0	0	0	0	0	0
EFCAB5	32	8	0	11	12	31
EFCAB6	0	0	18	2	18	4
EFCAB7	7	10	0	1	11	0
EFCAB8	0	0	0	0	0	0
EFCAB9	0	0	0	0	0	0
EFCC1	0	0	0	0	0	0
EFEMP1	1	17	0	0	28	2
EFEMP2	0	0	0	0	0	0
EFHB	0	0	0	0	0	0
EFHC1	25	45	25	41	26	2
EFHC2	0	0	0	0	0	0
EFHD1	94	171	82	112	79	3
EFHD2	78	77	40	35	30	3
EFL1	95	124	104	85	172	60
EFNA1	127	104	84	109	140	40
EFNA2	22	25	17	0	10	0
EFNA3	50	91	68	14	32	5
EFNA4	74	110	55	32	110	0
EFNA5	541	648	432	551	367	193
EFNB1	78	264	171	225	130	182
EFNB2	619	996	668	881	801	509
EFNB3	44	31	30	16	18	0
EFR3A	20	22	35	30	1	4
EFR3B	8	35	11	28	11	45
EFS	0	0	0	0	0	0
EFTUD2	249	264	192	335	235	268
EGF	0	3	0	8	0	0
EGFL6	0	0	0	0	0	0
EGFL7	0	9	0	0	0	0
EGFL8	0	0	0	0	0	0
EGFLAM	3	8	8	31	0	0
EGFR	10	44	32	67	17	15
EGLN1	344	293	238	127	186	134
EGLN2	130	149	155	59	73	32
EGLN3	164	116	148	54	97	22
EGR1	160	308	344	285	368	345
EGR2	0	0	0	0	7	0
EGR3	9	11	2	19	41	97
EGR4	0	0	0	22	0	0
EHBP1	81	58	72	108	54	33
EHBP1L1	0	0	0	0	0	0
EHD1	88	162	41	85	189	17
EHD2	0	0	0	0	0	0
EHD3	76	50	28	24	2	16
EHD4	75	96	43	43	68	21
EHF	0	0	0	0	0	0
EHHADH	139	151	176	135	109	98
EHMT1	199	281	189	95	70	115
EHMT2	0	0	0	0	0	0
EI24	597	872	531	275	91	175
EID1	2022	2238	1556	1590	1297	1342
EID2	1007	976	766	1039	816	540
EID2B	319	423	329	363	291	238
EID3	0	0	0	0	0	0
EIF1	3130	3210	2579	3227	2857	2413
EIF1AD	155	225	209	203	158	112
EIF1AX	1686	2063	1690	1314	1160	838
EIF1AY	0	0	0	0	0	0
EIF1B	415	476	281	464	422	255
EIF2A	187	339	152	292	296	168
EIF2AK1	439	429	405	178	351	174
EIF2AK2	183	262	232	177	67	67
EIF2AK3	51	87	42	220	174	88
EIF2AK4	117	119	136	67	105	116
EIF2B1	144	329	174	274	231	331
EIF2B2	151	222	90	302	265	270
EIF2B3	277	314	204	201	317	101
EIF2B4	36	71	97	57	51	4
EIF2B5	110	166	133	83	195	159
EIF2D	359	356	322	249	233	234
EIF2S1	712	803	629	733	615	568
EIF2S2	1367	1894	1418	2326	1753	1740
EIF2S3	614	832	616	516	583	561
EIF2S3B	8	11	0	3	4	1
EIF3A	498	496	450	303	410	213
EIF3B	363	517	304	319	327	336
EIF3C	0	1	6	0	0	0
EIF3CL	0	1	0	1	0	0
EIF3D	935	969	572	964	1164	761
EIF3E	328	407	315	373	300	203
EIF3F	86	193	140	261	118	32
EIF3G	692	755	590	541	738	328
EIF3H	258	360	291	357	328	336
