gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
SEPHS1	2025	1389	1979	1096	1514	1246
SEPHS2	3547	2916	3488	2602	3744	2571
SEPSECS	52	42	100	61	140	117
SEPTIN1	61	16	57	13	20	16
SEPTIN10	412	297	318	231	384	335
SEPTIN11	2252	2201	2367	1819	2508	2102
SEPTIN12	0	0	1	0	1	1
SEPTIN14	0	0	0	0	0	0
SEPTIN2	3313	2256	3137	2109	3112	2683
SEPTIN3	143	90	79	108	105	81
SEPTIN4	28	11	40	9	10	5
SEPTIN5	15	20	6	1	11	3
SEPTIN6	1887	1349	1824	1621	2018	1674
SEPTIN7	811	645	930	648	845	769
SEPTIN8	1466	958	1519	977	1195	836
SEPTIN9	1643	1346	1589	931	1217	1232
SERAC1	113	88	103	171	208	118
SERBP1	21560	15851	19588	15362	22002	18004
SERF1A	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0
SERF2	21441	9255	19067	11417	7913	8073
SERGEF	298	338	340	307	379	266
SERHL2	3	4	10	0	2	0
SERINC1	912	690	884	675	1377	861
SERINC2	156	83	202	179	55	63
SERINC3	1407	1239	1439	955	1613	1131
SERINC4	0	10	3	0	9	1
SERINC5	101	43	100	48	114	63
SERP1	2003	1427	1835	1262	1935	1396
SERP2	244	172	232	168	153	138
SERPINA1	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0
SERPINA11	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0
SERPINA3	0	0	0	0	0	0
SERPINA4	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0
SERPINB1	350	251	341	200	284	282
SERPINB10	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB5	12	0	2	8	5	13
SERPINB6	533	199	560	441	262	270
SERPINB7	0	0	0	0	0	0
SERPINB8	25	23	6	5	21	4
SERPINB9	0	0	0	0	0	0
SERPINC1	0	0	0	0	0	0
SERPIND1	0	0	0	0	0	0
SERPINE1	0	0	0	0	0	0
SERPINE2	643	450	685	343	664	342
SERPINE3	0	0	0	0	0	0
SERPINF1	94	70	103	39	60	50
SERPINF2	0	0	0	0	0	0
SERPING1	10	5	4	0	0	8
SERPINH1	455	365	504	391	525	417
SERPINI1	30	6	20	12	8	13
SERPINI2	0	0	0	0	0	0
SERTAD1	373	211	328	393	299	280
SERTAD2	446	316	377	414	545	440
SERTAD3	10	3	14	25	13	9
SERTAD4	0	0	0	0	1	0
SERTM1	101	28	83	82	145	86
SERTM2	0	0	0	0	0	0
SESN1	235	182	343	260	390	294
SESN2	2	5	14	15	13	20
SESN3	259	211	282	227	356	207
SESTD1	403	362	429	214	539	310
SET	25822	20100	28151	16823	22310	19827
SETBP1	296	209	256	311	312	235
SETD1A	263	202	329	220	228	219
SETD1B	588	519	638	273	554	400
SETD2	439	306	552	387	591	466
SETD3	832	648	989	680	995	1108
SETD4	511	281	354	484	648	454
SETD5	2934	2128	2868	2231	3219	3053
SETD6	1046	962	1114	1039	1554	1381
SETD7	1013	944	936	902	1223	1048
SETD9	134	113	146	75	116	68
SETDB1	727	439	630	769	637	780
SETDB2	24	37	57	19	42	67
SETMAR	200	144	200	193	314	184
SETX	270	180	292	310	578	381
SEZ6	0	0	0	0	2	0
SEZ6L	0	0	0	0	0	0
SEZ6L2	75	39	40	77	46	31
SF1	4374	2427	4163	3491	3539	3132
SF3A1	2789	2090	2758	2077	3089	2423
SF3A2	314	77	302	354	182	247
SF3A3	2826	2398	3175	2453	3378	2844
SF3B1	2527	2383	2625	2155	3444	2525
SF3B2	3059	1681	2563	2943	2633	2237
SF3B3	1569	1011	1573	1181	1520	1179
SF3B4	1029	414	1092	1060	604	733
SF3B5	5571	4481	4887	3876	4854	3780
SF3B6	3236	2633	2996	1596	2608	2074
SFI1	198	122	183	149	170	144
SFMBT1	88	108	74	136	103	58
SFMBT2	311	174	267	251	506	522
SFN	16	24	13	13	18	18
SFPQ	6984	5737	6673	5198	7695	5903
SFR1	175	119	219	257	297	179
SFRP1	131	111	128	22	94	85
SFRP2	0	0	1	0	0	3
SFRP4	8	7	13	14	15	7
SFRP5	54	12	22	65	35	36
SFSWAP	1944	1442	1808	1769	2535	2052
SFT2D1	1574	1071	1605	952	1439	1002
SFT2D2	1142	853	947	558	1051	788
SFT2D3	252	194	213	277	345	224
SFTA2	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0
SFTPB	0	0	0	0	0	0
SFTPC	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0
SFXN1	2574	2126	2700	1646	2490	2205
SFXN2	736	653	804	773	1006	792
SFXN3	105	62	83	69	80	41
SFXN4	1233	1000	1134	891	1224	807
SFXN5	132	118	169	110	121	104
SGCA	0	0	0	0	0	0
SGCB	455	397	508	318	524	321
SGCD	5	1	0	0	2	0
SGCE	630	253	478	299	656	455
SGCG	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0
SGF29	159	149	191	223	255	201
SGIP1	20	36	13	64	51	16
SGK1	50	48	23	34	55	20
SGK2	0	1	0	0	0	0
SGK3	328	292	348	257	331	235
SGMS1	230	130	261	196	251	241
SGMS2	268	204	186	312	377	204
SGO1	984	894	1039	738	1385	1014
SGO2	693	580	627	577	1179	826
SGPL1	357	214	440	354	389	360
SGPP1	0	0	0	0	0	0
SGPP2	484	308	462	334	489	352
SGSH	175	98	137	165	118	84
SGSM1	1	11	13	4	5	16
SGSM2	423	155	276	185	146	178
SGSM3	46	42	57	43	46	37
SGTA	1480	936	1361	1180	1097	1148
SGTB	266	267	344	249	373	292
SH2B1	333	172	256	328	404	260
SH2B2	24	6	23	11	21	27
SH2B3	56	56	55	43	109	103
SH2D1A	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0
SH2D2A	0	0	4	0	3	4
SH2D3A	14	15	14	13	16	18
SH2D3C	8	0	1	0	8	16
SH2D4A	78	43	95	48	117	81
SH2D4B	0	0	0	0	0	0
SH2D5	102	29	81	66	59	48
SH2D6	0	0	0	0	0	5
SH2D7	0	0	0	0	0	0
SH3BGR	180	81	214	143	186	172
SH3BGRL	292	166	183	162	281	230
SH3BGRL2	293	202	379	179	304	171
SH3BGRL3	1144	434	1225	810	459	493
SH3BP1	181	90	98	72	97	52
SH3BP2	118	53	89	92	88	62
SH3BP4	264	103	225	134	205	90
SH3BP5	878	608	707	743	1180	911
SH3BP5L	22	27	58	36	67	44
SH3D19	177	139	141	183	208	160
SH3D21	9	28	21	26	32	43
SH3GL1	759	410	689	522	595	447
SH3GL2	80	138	95	46	197	100
SH3GL3	648	491	523	377	536	437
SH3GLB1	829	644	1019	688	871	682
SH3GLB2	702	355	675	576	369	450
SH3KBP1	696	430	589	420	462	349
SH3PXD2A	42	58	52	18	61	25
SH3PXD2B	30	6	14	14	7	70
SH3RF1	355	251	318	267	450	334
SH3RF2	0	14	1	20	10	10
SH3RF3	74	82	84	67	79	47
SH3TC1	1	0	0	0	0	0
SH3TC2	0	0	15	0	0	0
SH3YL1	22	32	80	38	78	28
SHANK1	0	0	0	0	0	3
SHANK2	0	0	0	0	6	0
SHANK3	0	0	0	0	2	0
SHARPIN	227	115	279	108	135	144
SHB	172	154	209	215	233	242
SHBG	5	1	0	6	0	0
SHC1	333	157	265	303	210	233
SHC2	40	14	73	22	3	62
SHC3	5	15	9	9	8	11
SHC4	14	5	5	13	15	1
SHCBP1	820	581	674	517	897	743
SHCBP1L	0	0	0	0	0	0
SHD	7	3	15	15	0	0
SHE	0	0	0	0	0	0
SHF	20	12	24	10	48	19
SHFL	2	0	10	0	0	0
SHH	0	6	0	0	0	5
SHISA2	177	128	165	150	333	191
SHISA3	4	2	11	36	16	16
SHISA4	3	4	1	5	2	10
SHISA5	1391	620	1294	494	617	624
SHISA6	3	0	0	0	14	0
SHISA7	0	0	0	0	0	0
SHISA8	84	42	77	43	44	41
SHISA9	0	3	1	1	0	0
SHISAL1	90	38	60	3	43	39
SHISAL2A	0	0	0	0	0	0
SHISAL2B	73	33	33	34	41	32
SHKBP1	865	393	826	613	347	412
SHLD1	127	67	99	87	101	128
SHLD2	353	227	195	128	312	216
SHLD3	159	67	147	128	240	102
SHMT1	0	0	0	0	1	2
SHMT2	3436	1909	2932	3687	3692	3356
SHOC1	0	0	0	0	0	2
SHOC2	373	208	242	263	313	261
SHOX	0	0	0	0	0	0
SHOX2	182	144	185	79	118	165
SHPK	234	92	129	102	244	148
SHPRH	431	308	427	481	614	428
SHQ1	521	342	387	457	678	482
SHROOM1	61	112	79	66	115	84
SHROOM2	0	0	0	0	0	0
SHROOM3	203	89	207	229	239	210
SHROOM4	0	0	0	0	0	0
SHTN1	405	391	427	304	454	442
SI	0	0	0	2	0	0
SIAE	87	118	101	67	128	101
SIAH1	338	285	392	341	574	478
SIAH2	427	212	374	361	535	371
SIAH3	0	0	0	0	0	0
SIDT1	1	6	2	0	0	6
SIDT2	58	42	61	37	64	62
SIGIRR	289	219	333	187	96	162
SIGLEC1	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0
SIGLEC15	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0
SIGLEC9	1	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0
SIGMAR1	9364	6981	8950	6245	6903	6517
SIK1	0	0	0	0	0	0
SIK1B	0	0	0	0	0	2
SIK2	64	75	118	129	109	151
SIK3	280	220	228	181	340	340
SIKE1	600	460	599	454	720	495
SIL1	137	105	131	145	165	160
SIM1	30	34	49	37	66	46
SIM2	556	483	683	241	446	408
SIMC1	172	197	170	283	304	205
SIN3A	890	642	952	658	1114	711
SIN3B	834	637	775	462	684	598
SINHCAF	2	6	12	0	1	0
SIPA1	56	9	35	15	1	17
SIPA1L1	239	140	178	237	332	172
SIPA1L2	324	278	281	253	486	340
SIPA1L3	335	285	403	321	329	368
SIRPA	167	50	110	25	84	72
SIRPB1	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	6
SIRPD	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0
SIRT1	219	254	326	354	562	457
SIRT2	0	0	0	0	0	0
SIRT3	140	106	186	115	133	158
SIRT4	22	3	22	17	9	15
SIRT5	285	199	295	146	149	189
SIRT6	93	108	103	106	135	165
SIRT7	377	187	309	272	323	360
SIT1	0	0	0	0	0	0
SIVA1	6677	4374	6833	4162	3970	3863
SIX1	1636	1239	1477	1197	1411	1235
SIX2	74	17	40	39	22	23
SIX3	2	7	19	0	19	8
SIX4	156	101	116	85	108	93
SIX5	370	186	392	326	216	242
SIX6	3	1	4	1	7	21
SKA1	8	0	1	0	2	0
SKA2	2558	2035	2640	1703	2076	1904
SKA3	659	506	654	669	917	792
SKAP1	15	15	10	0	3	9
SKAP2	1278	1094	948	840	1517	1128
SKI	1517	1011	1412	784	976	909
SKIDA1	192	256	188	282	245	245
SKIL	584	403	562	478	756	579
SKIV2L	0	0	0	0	0	0
SKOR1	22	0	16	26	0	5
SKOR2	0	0	0	0	2	0
SKP1	8933	6938	8654	5086	7713	6113
SKP2	2838	2212	2841	1391	2226	1707
SLA	0	0	0	0	0	0
SLA2	1	0	0	0	0	0
SLAIN1	370	338	347	272	497	333
SLAIN2	506	337	445	335	478	342
SLAMF1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0
SLAMF7	0	0	0	0	0	0
SLAMF8	0	0	0	0	0	0
SLAMF9	0	0	0	0	0	0
SLBP	1109	935	1139	1208	1782	1219
SLC10A1	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0
SLC10A3	293	206	263	125	169	217
SLC10A4	26	46	83	41	61	31
SLC10A5	0	0	0	0	0	0
SLC10A6	0	0	0	0	0	0
SLC10A7	117	100	109	107	224	157
SLC11A1	51	12	18	25	1	27
SLC11A2	627	435	485	494	609	576
SLC12A1	0	0	0	0	0	0
SLC12A2	1171	1013	1144	946	1360	1201
SLC12A3	0	0	0	0	0	3
SLC12A4	43	33	16	29	49	16
SLC12A5	66	10	50	49	8	27
SLC12A6	127	144	141	86	264	165
SLC12A7	0	0	0	0	0	0
SLC12A8	0	0	7	4	0	1
SLC12A9	241	94	178	140	150	113
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0
SLC13A3	1	7	5	0	3	0
SLC13A4	67	56	42	62	50	32
SLC13A5	0	1	0	0	0	0
SLC14A1	0	0	0	0	0	0
SLC14A2	0	0	0	0	0	0
SLC15A1	0	0	1	0	15	0
SLC15A2	6	6	5	0	0	7
SLC15A3	0	0	0	0	0	0
SLC15A4	489	388	498	411	397	391
SLC15A5	0	0	0	0	0	0
SLC16A1	3	3	0	0	1	0
SLC16A10	911	649	868	484	803	572
SLC16A11	13	0	1	9	0	0
SLC16A12	0	0	0	0	0	0
SLC16A13	25	3	20	1	7	6
SLC16A14	94	97	96	15	103	40
SLC16A2	155	167	144	60	151	160
SLC16A3	0	0	0	0	0	0
SLC16A4	9	21	16	15	13	3
SLC16A5	4	1	21	5	5	0
SLC16A6	24	9	48	17	48	31
SLC16A7	1	1	15	6	22	11
SLC16A8	0	0	0	0	0	0
SLC16A9	229	180	226	72	129	105
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	2	0	0	0
SLC17A4	0	0	0	0	0	0
SLC17A5	312	323	362	339	450	303
SLC17A6	0	0	0	0	0	0
SLC17A7	14	3	9	0	0	4
SLC17A8	0	0	0	0	0	0
SLC17A9	0	0	0	0	0	0
SLC18A1	0	0	0	0	0	0
SLC18A2	0	0	0	0	0	0
SLC18A3	0	0	0	0	0	0
SLC18B1	132	219	278	132	179	154
SLC19A1	1567	815	1315	1025	1145	1052
SLC19A2	160	81	101	180	242	154
SLC19A3	7	4	5	3	0	3
SLC1A1	70	33	71	78	48	52
SLC1A2	0	7	8	1	6	0
SLC1A3	343	333	401	362	574	331
SLC1A4	136	88	157	196	191	220
SLC1A5	2949	1758	2741	1810	2100	2231
SLC1A6	5	2	0	0	0	0
SLC1A7	0	0	0	0	0	0
SLC20A1	1290	915	1295	1549	1853	1328
SLC20A2	165	95	138	73	146	59
SLC22A1	2	6	0	0	0	12
SLC22A10	0	0	0	0	0	0
SLC22A11	0	0	5	0	0	0
SLC22A12	0	0	0	0	0	0
SLC22A13	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0
SLC22A15	60	32	62	20	74	86
SLC22A16	0	0	0	0	0	0
SLC22A17	73	54	144	33	82	42
SLC22A18	0	0	0	0	0	0
SLC22A18AS	0	0	0	0	0	0
SLC22A2	0	0	0	0	0	0
SLC22A23	262	175	221	152	197	166
SLC22A24	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0
SLC22A3	0	0	0	0	0	0
SLC22A31	0	3	6	0	8	0
SLC22A4	11	0	11	0	1	0
SLC22A5	254	211	214	242	205	160
SLC22A6	0	0	0	7	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
SLC23A1	0	0	0	0	0	0
SLC23A2	357	356	359	349	485	277
SLC23A3	0	0	0	0	0	0
SLC24A1	55	57	63	97	112	42
SLC24A2	0	15	2	0	0	1
SLC24A3	0	0	0	0	0	0
SLC24A4	4	12	0	0	2	19
SLC24A5	0	0	0	0	0	0
SLC25A1	4730	1689	4184	2863	1740	1489
SLC25A10	506	248	455	391	240	275
SLC25A11	1730	1481	1927	1722	1808	1623
SLC25A12	134	43	141	126	93	114
SLC25A13	1213	1110	1228	925	1391	1085
SLC25A14	540	558	544	284	363	410
SLC25A15	555	452	626	222	462	342
SLC25A16	277	204	261	176	339	227
SLC25A17	828	624	921	543	843	718
SLC25A18	0	0	0	0	0	0
SLC25A19	722	433	651	551	547	671
SLC25A2	0	0	0	0	0	0
SLC25A20	169	124	163	137	206	125
SLC25A21	168	101	118	106	173	110
SLC25A22	303	175	332	145	181	227
SLC25A23	262	150	257	162	170	146
SLC25A24	6	0	0	0	0	3
SLC25A25	330	231	350	383	616	545
SLC25A26	0	0	0	0	0	0
SLC25A27	31	44	5	23	22	23
SLC25A28	341	132	341	347	165	215
SLC25A29	94	72	80	134	45	91
SLC25A3	9828	8717	10137	6122	9897	7599
SLC25A30	174	99	181	93	217	138
SLC25A31	0	0	0	0	0	0
SLC25A32	387	360	347	437	621	491
SLC25A33	810	597	914	420	550	541
SLC25A34	0	0	3	0	9	0
SLC25A35	73	12	66	38	56	63
SLC25A36	809	696	843	478	971	707
SLC25A37	530	496	613	415	637	548
SLC25A38	516	363	453	469	637	586
SLC25A39	3127	1546	3143	1732	1133	1406
SLC25A4	1745	1352	1494	1036	1654	1358
SLC25A40	113	87	67	117	145	165
SLC25A41	1	3	0	0	0	0
SLC25A42	55	60	60	121	84	32
SLC25A43	2	2	0	0	4	0
SLC25A44	528	512	479	437	596	450
SLC25A45	38	14	12	5	3	7
SLC25A46	461	472	484	423	560	425
SLC25A47	0	0	0	0	0	0
SLC25A48	159	182	217	98	137	108
SLC25A5	11906	8141	11575	10551	14910	11008
SLC25A51	1	2	28	10	29	12
SLC25A52	0	0	0	0	0	0
SLC25A53	28	18	20	0	12	5
SLC25A6	0	0	0	0	0	0
SLC26A1	8	34	3	7	4	6
SLC26A11	175	108	135	104	110	126
SLC26A2	341	313	327	301	448	364
SLC26A3	11	2	10	24	55	17
SLC26A4	0	1	0	0	3	5
SLC26A5	0	0	0	0	0	0
SLC26A6	31	37	105	12	42	30
SLC26A7	0	0	0	0	6	4
SLC26A8	3	3	6	0	0	7
SLC26A9	0	0	0	0	0	0
SLC27A1	6	2	33	20	23	25
SLC27A2	337	274	200	305	318	260
SLC27A3	0	0	0	0	0	0
SLC27A4	257	98	270	119	216	108
SLC27A5	96	92	80	85	72	96
SLC27A6	25	18	8	4	75	26
SLC28A1	0	0	0	0	6	0
SLC28A2	0	0	0	0	0	0
SLC28A3	0	0	0	0	0	0
SLC29A1	1349	698	1409	884	860	985
SLC29A2	102	55	133	104	98	55
SLC29A3	90	88	88	90	87	57
SLC29A4	25	7	30	13	2	3
SLC2A1	729	609	728	800	1011	756
SLC2A10	21	8	0	0	11	27
SLC2A11	0	1	5	0	0	0
SLC2A12	45	26	39	63	32	16
SLC2A13	301	219	335	194	347	213
SLC2A14	0	0	0	0	0	0
SLC2A2	0	0	0	0	0	0
SLC2A3	29	16	23	13	42	18
SLC2A4	0	0	0	0	0	0
SLC2A4RG	1624	929	1571	866	721	733
SLC2A5	19	0	0	0	2	0
SLC2A6	0	1	0	0	2	0
SLC2A7	11	0	2	0	0	0
SLC2A8	383	275	309	214	328	345
SLC2A9	0	0	0	0	0	0
SLC30A1	388	225	263	505	623	417
SLC30A10	128	98	143	118	146	94
SLC30A2	0	0	0	0	0	0
SLC30A3	181	59	232	184	79	124
SLC30A4	40	60	57	37	82	63
SLC30A5	631	362	590	314	634	466
SLC30A6	262	212	248	168	369	241
SLC30A7	350	301	300	254	447	405
SLC30A8	0	0	0	0	0	0
SLC30A9	964	857	990	755	856	683
SLC31A1	1245	1180	1255	882	1546	1128
SLC31A2	51	35	57	4	58	22
SLC32A1	0	0	0	0	0	0
SLC33A1	388	292	373	280	441	434
SLC34A1	0	0	0	0	0	0
SLC34A2	0	0	0	0	0	0
SLC34A3	0	0	0	0	0	0
SLC35A1	263	210	230	213	251	257
SLC35A2	336	254	491	287	457	392
SLC35A3	483	401	533	320	355	317
SLC35A4	1604	1030	1359	686	924	843
SLC35A5	219	120	229	120	253	221
SLC35B1	2157	2049	2049	1390	2090	1869
SLC35B2	844	375	883	410	426	344
SLC35B3	239	259	363	168	320	288
SLC35B4	1513	1304	1523	866	1508	1087
SLC35C1	99	71	97	171	100	95
SLC35C2	1048	549	1012	705	643	564
SLC35D1	232	178	289	334	408	374
SLC35D2	154	138	167	77	194	147
SLC35D3	40	49	36	24	46	20
SLC35E1	922	889	997	673	919	869
SLC35E2B	408	293	357	193	278	259
SLC35E3	1305	969	1323	777	1400	1005
SLC35E4	119	37	91	83	44	51
SLC35F1	708	528	656	420	545	461
SLC35F2	487	451	466	457	592	472
SLC35F3	1	0	0	14	0	0
SLC35F4	0	0	0	0	3	0
SLC35F5	319	318	284	243	336	231
SLC35F6	658	554	629	292	526	474
SLC35G1	320	197	349	123	295	277
SLC35G2	119	48	134	106	161	91
SLC35G3	0	0	0	0	0	0
SLC35G5	0	0	0	0	0	0
SLC35G6	0	0	0	0	0	0
SLC36A1	221	145	184	88	112	101
SLC36A2	0	0	0	0	0	0
SLC36A3	0	0	0	0	0	0
SLC36A4	477	453	440	265	450	409
SLC37A1	155	120	103	117	117	103
SLC37A2	0	0	2	0	10	5
SLC37A3	674	783	800	391	841	473
SLC37A4	0	0	0	0	0	0
SLC38A1	1984	1440	2171	1644	2969	2235
SLC38A10	552	375	569	300	242	281
SLC38A11	0	0	0	0	0	0
SLC38A2	1160	951	999	1767	2948	2495
SLC38A3	1	4	0	11	7	3
SLC38A4	0	0	0	0	0	0
SLC38A5	0	0	0	0	1	0
SLC38A6	170	173	249	228	346	225
SLC38A7	250	100	167	124	166	148
SLC38A8	0	0	0	0	6	0
SLC38A9	225	141	213	71	269	225
SLC39A1	1072	860	1055	560	916	849
SLC39A10	248	291	256	187	411	211
SLC39A11	196	192	145	206	135	240
SLC39A12	0	0	0	0	0	1
SLC39A13	280	189	185	203	182	233
SLC39A14	327	288	423	473	713	589
SLC39A2	0	0	0	0	0	0
SLC39A3	432	196	243	171	165	200
SLC39A4	0	0	0	0	0	0
SLC39A5	0	0	0	0	0	0
SLC39A6	1098	839	1224	602	957	780
SLC39A7	0	0	0	0	0	0
SLC39A8	656	608	615	403	733	524
SLC39A9	576	438	569	546	550	389
SLC3A1	0	0	0	0	0	0
SLC3A2	2338	1111	1822	2917	2826	2712
SLC40A1	33	43	25	16	36	19
SLC41A1	620	450	454	256	417	342
SLC41A2	172	117	99	142	162	164
SLC41A3	705	346	579	446	415	365
SLC43A1	86	65	70	45	103	111
SLC43A2	6	8	7	18	4	8
SLC43A3	0	0	0	0	0	0
SLC44A1	1098	859	914	625	993	633
SLC44A2	176	82	133	137	75	102
SLC44A3	99	30	18	9	46	42
SLC44A4	0	0	0	0	0	0
SLC44A5	171	167	123	148	240	180
SLC45A1	4	0	8	0	1	3
SLC45A2	0	0	0	0	0	0
SLC45A3	80	78	139	34	103	74
SLC45A4	28	33	82	51	42	32
SLC46A1	384	229	310	173	313	300
SLC46A2	0	0	6	0	0	0
SLC46A3	74	55	70	27	74	57
SLC47A1	198	152	178	126	169	150
SLC47A2	3	4	0	0	4	0
SLC48A1	327	148	371	365	148	234
SLC49A3	0	0	0	0	0	0
SLC49A4	244	147	167	173	327	126
SLC4A1	0	0	0	0	2	1
SLC4A10	0	1	0	2	0	10
SLC4A11	73	18	57	82	45	22
SLC4A1AP	479	461	427	334	645	554
SLC4A2	406	229	359	246	204	193
SLC4A3	7	1	6	13	8	14
SLC4A4	47	28	21	23	83	60
SLC4A5	0	0	0	0	0	0
SLC4A7	415	363	327	328	402	405
SLC4A8	41	37	23	0	40	47
SLC4A9	6	2	0	0	11	0
SLC50A1	354	217	338	282	480	347
SLC51A	6	0	0	0	0	0
SLC51B	0	0	7	0	0	0
SLC52A1	0	0	0	0	0	0
SLC52A2	0	0	0	0	0	0
SLC52A3	0	0	0	0	0	0
SLC5A1	0	0	0	0	0	0
SLC5A10	0	0	3	0	0	0
SLC5A11	0	0	0	0	0	0
SLC5A12	0	0	7	0	6	0
SLC5A2	0	0	0	0	0	0
SLC5A3	701	504	828	467	725	695
SLC5A4	0	0	0	0	0	0
SLC5A5	0	6	1	0	0	0
SLC5A6	885	421	803	449	477	472
SLC5A7	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
SLC5A9	0	0	0	0	0	0
SLC66A1	255	215	260	347	300	287
SLC66A2	468	315	433	248	314	340
SLC66A3	46	22	69	15	46	35
SLC6A1	0	2	0	0	0	0
SLC6A11	90	125	102	114	117	62
SLC6A12	27	2	13	0	8	2
SLC6A13	0	0	0	0	0	0
SLC6A14	0	0	0	0	0	0
SLC6A15	522	465	651	586	632	536
SLC6A16	10	15	5	7	12	6
SLC6A17	0	0	0	2	3	13
SLC6A18	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A2	0	0	0	0	3	0
SLC6A20	0	0	0	0	0	0
SLC6A3	0	0	0	0	0	0
SLC6A4	1	2	2	0	4	6
SLC6A5	0	0	1	0	0	0
SLC6A6	143	99	133	89	185	134
SLC6A7	0	0	7	0	0	0
SLC6A8	595	263	564	338	274	299
SLC6A9	42	26	24	151	94	109
SLC7A1	2028	1225	1815	2234	2868	2142
SLC7A10	0	0	0	0	0	0
SLC7A11	391	234	306	611	1001	718
SLC7A13	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0
SLC7A2	223	125	140	105	343	222
SLC7A3	0	0	0	0	0	0
SLC7A4	0	0	0	0	0	0
SLC7A5	172	123	192	240	213	166
SLC7A6	439	265	404	279	473	344
SLC7A6OS	713	694	704	578	1105	814
SLC7A7	7	0	3	0	7	0
SLC7A8	145	84	151	107	98	48
SLC7A9	9	4	0	16	8	1
SLC8A1	0	1	3	0	0	0
SLC8A2	2	11	0	0	0	0
SLC8A3	0	0	0	0	0	2
SLC8B1	36	19	20	21	47	21
SLC9A1	213	136	235	122	159	123
SLC9A2	12	4	9	0	13	0
SLC9A3	514	501	547	422	536	336
SLC9A3R1	750	459	681	422	550	515
SLC9A3R2	279	117	198	155	130	163
SLC9A4	0	0	0	0	0	0
SLC9A5	109	60	89	60	48	54
SLC9A6	197	146	193	103	208	141
SLC9A7	266	169	282	151	256	171
SLC9A8	54	41	46	36	36	64
SLC9A9	2095	2128	2207	1683	2878	2487
SLC9B1	9	0	7	0	12	4
SLC9B2	315	293	304	227	345	291
SLC9C1	21	14	7	0	12	0
SLC9C2	0	0	0	0	0	0
SLCO1A2	3	0	0	0	0	0
SLCO1B1	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0
SLCO1B3-SLCO1B7	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0
SLCO2A1	1	1	1	13	31	5
SLCO2B1	0	0	0	0	0	0
SLCO3A1	117	123	87	100	95	80
SLCO4A1	207	200	236	205	209	159
SLCO4C1	50	49	63	53	64	55
SLCO5A1	20	11	20	1	41	7
SLCO6A1	0	0	0	0	0	0
SLF1	244	317	275	411	676	550
SLF2	589	342	488	434	543	461
SLFN11	1192	995	1041	1561	2070	1547
SLFN12	15	4	8	34	4	12
SLFN12L	5	0	0	0	0	0
SLFN13	0	1	0	3	0	0
SLFN14	0	0	0	0	0	0
SLFN5	56	61	51	47	86	83
SLFNL1	0	0	0	0	0	0
SLIRP	13417	13997	13418	7476	11760	10279
SLIT1	53	67	88	29	25	30
SLIT2	1408	1196	1357	916	1504	1284
SLIT3	6	0	10	0	3	0
SLITRK1	0	0	0	0	0	0
SLITRK2	0	0	0	0	0	0
SLITRK3	0	0	0	0	0	0
SLITRK4	0	0	0	0	0	0
SLITRK5	18	0	0	0	0	0
SLITRK6	0	0	0	0	0	0
SLK	469	388	586	602	744	740
